YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2024,R,abrac001,empty,382,349,79,146,19,3,14,0,14,23,0,76,0,10,0,0,0
2024,R,abrac001,loaded,12,11,4,5,1,0,0,0,9,0,0,4,0,0,0,1,0
2024,R,abrac001,menon,220,192,54,88,10,3,6,0,51,17,3,52,4,6,1,4,0
2024,R,abrac001,scoring,142,122,31,52,6,0,5,0,43,13,3,42,0,2,1,4,0
2024,R,abrej003,empty,65,61,5,12,1,0,2,0,2,3,0,15,0,1,0,0,0
2024,R,abrej003,loaded,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024,R,abrej003,menon,55,52,9,10,1,0,0,0,5,1,0,13,4,1,0,1,0
2024,R,abrej003,scoring,33,31,3,3,0,0,0,0,4,1,0,10,2,0,0,1,0
2024,R,abrew002,empty,251,226,53,104,16,1,11,0,11,24,0,73,0,1,0,0,0
2024,R,abrew002,loaded,6,4,1,1,0,0,0,0,3,1,0,1,0,0,0,1,0
2024,R,abrew002,menon,196,173,48,79,17,1,4,0,47,16,0,52,7,2,0,5,0
2024,R,abrew002,scoring,130,115,33,54,10,1,3,0,43,8,0,35,4,2,0,5,0
2024,L,acunl001,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,R,acunl001,empty,27,26,7,16,0,0,3,0,3,1,0,5,0,0,0,0,0
2024,D,acunl001,menon,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024,R,acunl001,menon,13,13,5,9,2,1,0,0,3,0,0,1,1,0,0,0,0
2024,D,acunl001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,R,acunl001,scoring,5,5,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
2024,R,acunr001,empty,142,123,34,51,6,1,3,0,3,18,0,32,0,1,0,0,0
2024,R,acunr001,loaded,6,5,2,2,0,0,0,0,3,1,0,1,1,0,0,0,0
2024,R,acunr001,menon,80,69,14,19,2,0,1,0,12,9,0,21,4,2,0,0,0
2024,R,acunr001,scoring,53,44,10,14,1,0,1,0,12,7,0,14,2,2,0,0,0
2024,R,adamj003,empty,19,18,3,6,0,0,1,0,1,1,0,7,0,0,0,0,0
2024,R,adamj003,menon,19,17,5,5,0,0,0,0,3,2,0,5,1,0,0,0,0
2024,R,adamj003,scoring,11,10,4,4,0,0,0,0,3,1,0,1,1,0,0,0,0
2024,R,adamr004,empty,76,69,15,24,4,1,1,0,1,6,0,19,0,1,0,0,0
2024,R,adamr004,loaded,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,R,adamr004,menon,54,47,11,15,1,0,1,0,7,4,1,16,4,1,0,2,0
2024,R,adamr004,scoring,35,28,3,4,1,0,0,0,5,4,1,12,1,1,0,2,0
2024,F,adamw002,empty,7,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2024,R,adamw002,empty,341,314,77,122,12,0,11,0,11,27,0,86,0,0,0,0,0
2024,R,adamw002,loaded,8,6,3,6,0,0,1,1,9,1,0,3,0,0,0,1,0
2024,F,adamw002,menon,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2024,R,adamw002,menon,347,296,76,160,21,0,21,1,101,47,3,87,12,1,0,3,0
2024,F,adamw002,scoring,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,R,adamw002,scoring,224,181,53,119,12,0,18,1,93,39,3,58,4,1,0,3,0
2024,R,adelj001,empty,261,238,47,97,7,2,13,0,13,20,0,75,0,3,0,0,0
2024,R,adelj001,loaded,6,5,2,6,1,0,1,1,8,1,0,0,1,0,0,0,0
2024,R,adelj001,menon,190,167,37,66,8,0,7,1,49,15,1,51,9,4,0,3,1
2024,R,adelj001,scoring,119,101,28,49,6,0,5,1,44,12,1,33,3,3,0,3,0
2024,R,adrie001,empty,15,15,4,8,1,0,1,0,1,0,0,6,0,0,0,0,0
2024,R,adrie001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,R,adrie001,menon,13,11,1,1,0,0,0,0,1,2,0,5,1,0,0,0,0
2024,R,adrie001,scoring,9,8,1,1,0,0,0,0,1,1,0,4,0,0,0,0,0
2024,R,ahmen001,empty,127,120,31,41,4,0,2,0,2,7,0,30,0,0,0,0,0
2024,R,ahmen001,loaded,6,5,1,1,0,0,0,0,3,0,0,0,2,0,0,1,0
2024,R,ahmen001,menon,101,90,17,21,2,1,0,0,15,4,0,21,6,1,3,3,0
2024,R,ahmen001,scoring,55,49,12,15,1,1,0,0,15,2,0,11,4,0,1,3,0
2024,F,albio001,empty,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2024,R,albio001,empty,247,232,50,75,13,0,4,0,4,13,0,44,0,2,0,0,0
2024,R,albio001,loaded,8,5,1,2,1,0,0,0,7,1,0,0,0,1,0,1,0
2024,F,albio001,menon,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024,R,albio001,menon,188,167,50,86,16,1,6,0,49,14,0,21,6,3,0,4,0
2024,F,albio001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,R,albio001,scoring,101,87,28,37,6,0,1,0,36,8,0,10,2,2,0,4,0
2024,R,alcak001,empty,8,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,R,alcak001,menon,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,R,alcak001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,R,alexb001,empty,100,91,22,30,2,0,2,0,2,8,0,29,0,1,0,0,0
2024,R,alexb001,loaded,4,4,2,5,0,0,1,1,6,0,0,1,0,0,0,0,0
2024,R,alexb001,menon,85,75,19,27,5,0,1,1,19,7,0,20,1,2,1,0,0
2024,R,alexb001,scoring,55,48,11,15,1,0,1,1,17,6,0,13,0,1,0,0,0
2024,R,alexc001,empty,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024,R,alexc001,menon,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,R,alexc001,scoring,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,R,allen002,empty,74,70,12,19,4,0,1,0,1,4,0,14,0,0,0,0,0
2024,R,allen002,loaded,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2024,R,allen002,menon,31,27,5,5,0,0,0,0,3,1,0,6,0,0,3,0,0
2024,R,allen002,scoring,17,15,1,1,0,0,0,0,3,1,0,4,0,0,1,0,0
2024,D,alonp001,empty,8,6,3,10,1,0,2,0,2,2,0,2,0,0,0,0,0
2024,F,alonp001,empty,6,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2024,L,alonp001,empty,15,12,3,3,0,0,0,0,0,2,0,4,0,1,0,0,0
2024,R,alonp001,empty,375,338,88,169,21,0,20,0,20,31,0,93,0,6,0,0,0
2024,R,alonp001,loaded,15,13,2,2,0,0,0,0,7,0,0,7,1,1,0,1,0
2024,D,alonp001,menon,10,7,1,1,0,0,0,0,1,2,0,4,0,0,0,1,0
2024,F,alonp001,menon,6,4,1,4,0,0,1,0,3,2,1,1,1,0,0,0,0
2024,L,alonp001,menon,13,10,3,6,0,0,1,0,4,3,0,3,1,0,0,0,0
2024,R,alonp001,menon,320,270,58,110,10,0,14,0,68,39,4,79,14,7,0,4,0
2024,D,alonp001,scoring,7,4,1,1,0,0,0,0,1,2,0,2,0,0,0,1,0
2024,F,alonp001,scoring,5,4,1,4,0,0,1,0,3,1,1,1,1,0,0,0,0
2024,L,alonp001,scoring,4,2,2,5,0,0,1,0,4,2,0,0,0,0,0,0,0
2024,R,alonp001,scoring,183,151,35,63,7,0,7,0,53,26,4,46,6,2,0,4,0
2024,F,altuj001,empty,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024,R,altuj001,empty,458,419,120,184,22,0,14,0,14,33,0,83,0,6,0,0,0
2024,F,altuj001,loaded,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,R,altuj001,loaded,9,8,2,3,1,0,0,0,5,1,0,2,1,0,0,0,0
2024,F,altuj001,menon,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,R,altuj001,menon,224,209,65,92,9,0,6,0,51,14,2,36,15,1,0,0,0
2024,F,altuj001,scoring,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,R,altuj001,scoring,133,124,41,65,6,0,6,0,50,9,2,24,5,0,0,0,0
2024,R,alvaa002,empty,28,26,7,8,1,0,0,0,0,2,0,5,0,0,0,0,0
2024,R,alvaa002,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,R,alvaa002,menon,11,11,2,2,0,0,0,0,2,0,0,3,1,0,0,0,0
2024,R,alvaa002,scoring,7,7,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0
2024,R,alvae001,empty,10,8,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
2024,R,alvae001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,alvaf001,empty,9,9,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0
