YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1973,L,alexd001,R,L,4,4,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0
1973,L,alexd001,R,R,12,10,4,4,0,0,0,0,2,0,0,1,0,1,1,0,0
1973,L,billj101,R,L,22,18,5,6,1,0,0,0,2,4,0,1,0,0,0,0,0
1973,L,billj101,R,R,28,26,4,6,2,0,0,0,2,0,0,8,1,0,2,0,0
1973,L,bluev001,L,R,33,28,8,12,1,0,1,0,7,5,0,3,1,0,0,0,0
1973,L,borbp101,R,L,10,9,1,1,0,0,0,0,1,1,1,3,0,0,0,0,0
1973,L,borbp101,R,R,8,8,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
1973,L,carrc103,R,L,11,10,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0
1973,L,carrc103,R,R,14,13,3,4,1,0,0,0,3,1,0,1,0,0,0,0,0
1973,L,cuelm101,L,L,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1973,L,cuelm101,L,R,32,28,4,7,0,0,1,0,2,3,0,9,0,0,1,0,0
1973,L,fingr001,R,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1973,L,fingr001,R,R,15,13,4,8,1,0,1,0,2,2,0,3,0,0,0,0,0
1973,L,grimr101,L,L,6,5,1,4,0,0,1,0,2,0,0,2,0,0,0,1,0
1973,L,grimr101,L,R,14,12,6,6,0,0,0,0,1,2,0,1,0,0,0,0,0
1973,L,gulld101,L,L,15,13,1,4,0,0,1,0,1,2,0,4,1,0,0,0,0
1973,L,gulld101,L,R,18,17,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0
1973,L,hallt101,L,L,5,3,1,4,0,0,1,0,3,2,0,1,0,0,0,0,0
1973,L,hallt101,L,R,3,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0
1973,L,holtk101,L,R,38,37,3,6,0,0,1,0,1,1,0,7,1,0,0,0,0
1973,L,huntj101,R,L,21,19,4,5,1,0,0,0,0,2,0,2,0,0,0,0,0
1973,L,huntj101,R,R,45,41,8,11,3,0,0,0,2,3,1,4,0,1,0,0,0
1973,L,jackg101,L,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,L,jackg101,L,R,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1973,L,koosj001,L,L,6,6,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0
1973,L,koosj001,L,R,29,29,5,9,1,0,1,0,1,0,0,8,0,0,0,0,0
1973,L,matlj101,L,L,10,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1973,L,matlj101,L,R,21,17,2,2,0,0,0,0,0,3,0,5,0,0,1,0,0
