YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2003,D,alfoa001,R,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,alfoa001,R,R,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,beckj002,R,L,13,10,1,1,0,0,0,0,0,3,1,4,0,0,0,0,0
2003,D,beckj002,R,R,15,13,1,1,0,0,0,0,0,2,0,5,0,0,0,0,0
2003,D,boroj001,R,L,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2003,D,boroj001,R,R,4,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2003,D,bradc001,R,L,8,6,2,2,0,0,0,0,0,2,2,1,0,0,0,0,0
2003,D,bradc001,R,R,8,8,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0
2003,D,browj003,R,L,6,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,D,browj003,R,R,11,8,2,3,1,0,0,0,2,3,1,2,1,0,0,0,0
2003,D,burkj001,R,L,12,11,5,7,0,1,0,0,1,1,0,1,0,0,0,0,0
2003,D,burkj001,R,R,14,13,4,7,0,0,1,0,3,1,0,0,0,0,0,0,0
2003,D,chrij002,L,L,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
2003,D,clemm001,R,L,8,6,2,5,0,0,1,0,3,2,0,1,0,0,0,0,0
2003,D,clemm001,R,R,17,15,6,6,0,0,0,0,1,2,0,2,0,0,0,0,0
2003,D,clemr001,R,L,16,16,4,7,0,0,1,0,1,0,0,4,0,0,0,0,0
2003,D,clemr001,R,R,11,10,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
2003,D,cruzj005,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,D,cruzj005,R,R,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2003,D,cunnw001,R,L,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2003,D,cunnw001,R,R,8,8,2,5,0,0,1,0,1,0,0,2,0,0,0,0,0
2003,D,embra001,L,L,6,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,D,embra001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,eyres001,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,farnk001,R,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,farnk001,R,R,7,6,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
2003,D,foulk001,R,L,11,10,2,3,1,0,0,0,2,1,0,1,0,0,0,0,0
2003,D,foulk001,R,R,10,9,2,3,1,0,0,0,0,1,1,2,0,0,0,0,0
2003,D,fox-c001,R,L,9,6,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0
2003,D,fox-c001,R,R,11,10,3,4,1,0,0,0,1,1,0,1,0,0,0,0,0
2003,D,grybk001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,D,grybk001,R,R,10,8,2,3,1,0,0,0,1,2,1,3,1,0,0,0,0
2003,D,guare001,L,L,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2003,D,guare001,L,R,7,7,5,9,1,0,1,0,2,0,0,0,0,0,0,0,0
2003,D,guthm001,L,R,5,4,2,6,1,0,1,0,2,1,0,0,0,0,0,0,0
2003,D,hampm001,L,L,10,9,2,3,1,0,0,0,0,1,0,2,0,0,0,0,0
2003,D,hampm001,L,R,45,40,9,16,1,0,2,0,6,5,0,14,1,0,0,0,0
2003,D,hardr001,R,L,3,2,1,4,0,0,1,0,2,1,1,1,0,0,0,0,0
2003,D,hardr001,R,R,5,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,D,hawkl001,R,L,6,6,1,1,0,0,0,0,2,0,0,3,0,0,0,0,0
2003,D,hawkl001,R,R,8,8,4,4,0,0,0,0,1,0,0,2,0,0,0,0,0
2003,D,hellr001,R,L,3,1,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0
2003,D,hellr001,R,R,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,D,heref001,L,L,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,D,heref001,L,R,4,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2003,D,hergm001,R,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,hergm001,R,R,13,10,1,2,1,0,0,0,0,2,0,5,1,1,0,0,0
2003,D,hermd001,R,L,3,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0
2003,D,hermd001,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,hernr001,R,R,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,hudst001,R,L,21,20,6,12,0,0,2,0,2,1,0,3,1,0,0,0,0
2003,D,hudst001,R,R,11,11,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0
2003,D,kim-b001,R,L,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2003,D,kim-b001,R,R,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,D,kingr001,L,L,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2003,D,kingr001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,D,lillt001,L,L,8,7,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0
2003,D,lillt001,L,R,26,24,1,1,0,0,0,0,0,2,0,5,1,0,0,0,0
2003,D,lohsk001,R,L,13,11,3,7,1,0,1,0,3,2,0,2,0,0,0,0,0
2003,D,lohsk001,R,R,10,10,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0
2003,D,loopb001,R,L,5,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2003,D,loopb001,R,R,4,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2003,D,lowed001,R,L,25,19,2,2,0,0,0,0,0,6,2,4,0,0,0,0,0
2003,D,lowed001,R,R,18,16,5,5,0,0,0,0,1,1,0,2,0,0,1,0,0
2003,D,maddg002,R,L,6,6,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0
2003,D,maddg002,R,R,20,19,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0
2003,D,martp001,R,L,27,25,5,9,4,0,0,0,3,2,0,4,0,0,0,0,0
2003,D,martp001,R,R,31,27,8,10,2,0,0,0,3,3,0,5,0,1,0,0,0
2003,D,mecij001,R,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,mecij001,R,R,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2003,D,merck001,L,L,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2003,D,merck001,L,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,D,milte001,L,L,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,D,milte001,L,R,8,8,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2003,D,mussm001,R,L,16,14,3,4,1,0,0,0,0,2,1,3,0,0,0,0,0
2003,D,mussm001,R,R,14,11,4,7,1,1,0,0,2,1,0,3,0,0,1,1,0
2003,D,nathj001,R,L,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,D,nathj001,R,R,4,4,3,6,0,0,1,0,1,0,0,1,0,0,0,0,0
