YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1969,L,aaroh101,empty,7,7,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
1969,R,aaroh101,empty,345,312,94,196,14,2,28,0,28,33,0,26,0,0,0,0,0
1969,R,aaroh101,loaded,11,9,2,5,0,0,1,1,8,0,0,1,0,1,0,1,0
1969,L,aaroh101,menon,7,7,4,12,2,0,2,0,6,0,0,1,1,0,0,0,0
1969,R,aaroh101,menon,294,235,70,136,16,1,16,1,69,54,19,21,14,2,0,3,0
1969,L,aaroh101,scoring,3,3,2,6,1,0,1,0,4,0,0,1,0,0,0,0,0
1969,R,aaroh101,scoring,151,108,32,72,8,1,10,1,53,39,19,11,5,1,0,3,0
1969,L,aarot101,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,R,aarot101,empty,39,35,8,12,1,0,1,0,1,4,0,4,0,0,0,0,0
1969,R,aarot101,loaded,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1969,R,aarot101,menon,27,25,7,8,1,0,0,0,4,2,0,2,1,0,0,0,0
1969,R,aarot101,scoring,13,11,3,3,0,0,0,0,4,2,0,1,0,0,0,0,0
1969,R,abert101,empty,5,5,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1969,R,abert101,menon,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1969,R,abert101,scoring,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1969,R,adaij101,empty,245,234,55,70,3,0,4,0,4,11,0,22,0,0,0,0,0
1969,R,adaij101,loaded,11,9,4,7,1,1,0,0,13,0,0,0,0,0,0,2,0
1969,R,adaij101,menon,216,198,53,64,6,1,1,0,44,9,4,13,23,3,2,4,0
1969,R,adaij101,scoring,117,105,33,42,4,1,1,0,43,5,4,7,7,2,1,4,0
1969,R,adamd101,empty,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1969,R,adamd101,menon,10,9,2,2,0,0,0,0,1,1,0,2,1,0,0,0,0
1969,R,adamd101,scoring,4,4,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0
1969,R,adamm101,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,R,adamm101,menon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1969,L,ageet101,empty,10,9,3,7,1,0,1,0,1,1,0,4,0,0,0,0,0
1969,R,ageet101,empty,432,388,104,183,15,2,20,0,20,42,0,95,0,2,0,0,0
1969,W,ageet101,empty,15,13,2,5,0,0,1,0,1,2,0,5,0,0,0,0,0
1969,R,ageet101,loaded,13,11,5,7,2,0,0,0,13,1,0,1,0,0,0,1,0
1969,L,ageet101,menon,6,5,2,5,0,0,1,0,3,1,1,1,0,0,0,0,0
1969,R,ageet101,menon,203,177,49,79,8,2,6,0,56,17,2,42,5,1,6,2,0
1969,W,ageet101,menon,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1969,L,ageet101,scoring,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
1969,R,ageet101,scoring,116,100,29,44,8,2,1,0,46,10,2,21,3,1,3,2,0
1969,W,ageet101,scoring,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,R,aguih101,empty,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,R,aguih101,menon,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,R,aguih101,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,R,akerj102,empty,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1969,R,akerj102,menon,6,5,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0
1969,R,akerj102,scoring,5,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
1969,R,alcal101,empty,45,43,11,17,1,1,1,0,1,2,0,3,0,0,0,0,0
1969,R,alcal101,menon,41,36,9,10,1,0,0,0,6,5,0,6,2,0,0,0,0
1969,R,alcal101,scoring,21,17,5,6,1,0,0,0,6,4,0,4,0,0,0,0,0
1969,R,alleb105,empty,224,194,43,70,9,0,6,0,6,30,0,18,0,0,0,0,0
1969,R,alleb105,loaded,9,9,1,3,0,1,0,0,5,0,0,2,1,0,0,0,0
1969,R,alleb105,menon,193,171,47,72,8,4,3,0,39,20,3,17,8,0,2,0,0
1969,R,alleb105,scoring,102,88,23,36,4,3,1,0,33,14,3,11,1,0,0,0,0
