YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1979,L,andej001,6,11,11,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0
1979,L,auerr101,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1979,L,bayld001,7,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1979,L,bayld001,10,13,12,3,6,0,0,1,0,2,1,1,0,0,0,0,0,0
1979,L,belam101,6,5,5,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1979,L,bencj101,2,14,12,3,8,0,1,1,0,1,2,0,2,0,0,0,0,0
1979,L,bibbj001,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
1979,L,blylb001,1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1979,L,bumba001,8,20,16,4,6,0,1,0,0,0,4,1,3,0,0,0,0,0
1979,L,candj001,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1979,L,carer001,3,17,17,7,10,3,0,0,0,1,0,0,0,0,0,0,0,0
1979,L,clarb002,7,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1979,L,colld001,9,14,14,5,6,1,0,0,0,1,0,0,2,0,0,0,0,0
1979,L,concd001,6,14,14,6,7,1,0,0,0,0,0,0,3,1,0,0,0,0
1979,L,crowt101,11,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1979,L,cruzh101,8,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1979,L,cruzh101,11,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1979,L,dauer001,4,12,11,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0
1979,L,daviw102,11,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1979,L,decid001,5,16,13,4,5,1,0,0,0,3,1,0,1,1,0,0,2,0
1979,L,dempr001,2,11,10,4,6,2,0,0,0,2,1,0,0,0,0,0,0,0
1979,L,downb001,2,17,15,3,3,0,0,0,0,1,1,0,1,0,0,0,1,0
1979,L,dried001,3,13,12,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0
1979,L,easlm001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,L,folit001,6,15,12,4,5,1,0,0,0,3,0,0,0,0,0,1,2,0
1979,L,fordd001,9,17,17,5,12,1,0,2,0,4,0,0,0,1,0,0,0,0
1979,L,fostg001,7,14,10,2,5,0,0,1,0,2,4,0,3,0,0,0,0,0
1979,L,garck001,6,13,11,3,3,0,0,0,0,2,2,0,4,0,0,0,0,0
1979,L,garnp001,4,13,12,5,10,0,1,1,0,1,1,1,0,0,0,0,0,0
1979,L,geroc101,8,8,7,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0
1979,L,gricb001,4,15,13,2,3,1,0,0,0,2,1,0,1,0,0,0,1,0
1979,L,harll101,7,8,8,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0
1979,L,harll101,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1979,L,humet001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1979,L,jackg101,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,L,kellp101,7,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1979,L,kellp101,10,8,8,3,6,0,0,1,0,4,0,0,2,0,0,0,0,0
1979,L,knigr001,5,14,14,4,5,1,0,0,0,0,0,0,2,1,0,0,0,0
1979,L,lansc001,5,18,17,5,5,0,0,0,0,3,1,0,2,1,0,0,0,0
1979,L,lowej001,7,6,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1979,L,lowej001,11,2,1,1,4,0,0,1,0,3,1,0,0,0,0,0,0,0
1979,L,madlb001,5,14,12,3,6,0,0,1,0,2,2,1,0,1,0,0,0,0
