YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2004,D,alfoa001,R,L,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,alfoa001,R,R,7,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2004,D,alvaw001,L,L,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2004,D,alvaw001,L,R,8,8,3,6,0,0,1,0,3,0,0,2,0,0,0,0,0
2004,D,arrob001,R,L,14,11,2,2,0,0,0,0,0,2,0,2,0,1,0,0,0
2004,D,arrob001,R,R,10,10,1,4,0,0,1,0,1,0,0,5,0,0,0,0,0
2004,D,backb001,R,L,17,14,2,5,0,0,1,0,1,2,1,3,0,1,0,0,0
2004,D,backb001,R,R,8,8,3,4,1,0,0,0,1,0,0,2,0,0,0,0,0
2004,D,balfg001,R,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,balfg001,R,R,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2004,D,brazy001,R,L,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2004,D,brazy001,R,R,8,6,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2004,D,browk001,R,L,11,11,5,8,0,0,1,0,1,0,0,0,1,0,0,0,0
2004,D,browk001,R,R,12,12,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,byrdp001,R,L,10,8,2,5,0,0,1,0,2,2,1,0,1,0,0,0,0
2004,D,byrdp001,R,R,16,14,6,8,2,0,0,0,2,1,0,3,0,0,1,0,0
2004,D,calek001,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,calek001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,carrg001,R,L,3,3,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0
2004,D,carrg001,R,R,7,6,2,2,0,0,0,0,2,1,0,1,1,0,0,0,0
2004,D,clemr001,R,L,37,29,6,8,0,1,0,0,1,7,0,7,2,0,0,1,0
2004,D,clemr001,R,R,18,16,6,9,0,0,1,0,3,1,0,5,0,0,1,0,0
2004,D,colob001,R,L,17,15,6,9,0,0,1,0,2,2,0,2,1,0,0,0,0
2004,D,colob001,R,R,9,8,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2004,D,craij001,R,R,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2004,D,cruzj005,R,L,9,7,2,2,0,0,0,0,2,1,0,1,0,1,0,0,0
2004,D,cruzj005,R,R,13,10,4,6,2,0,0,0,2,3,0,3,0,0,0,0,0
2004,D,desse001,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,D,desse001,R,R,3,3,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2004,D,donnb001,R,L,10,8,1,1,0,0,0,0,1,2,2,3,0,0,0,0,0
2004,D,donnb001,R,R,5,5,2,4,2,0,0,0,3,0,0,2,0,0,0,0,0
2004,D,eldrc001,R,L,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,eldrc001,R,R,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,embra001,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,D,embra001,L,R,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,D,escok001,R,L,14,10,4,5,1,0,0,0,1,4,1,4,0,0,0,0,0
2004,D,escok001,R,R,7,5,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0
2004,D,foulk001,R,L,7,7,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0
2004,D,foulk001,R,R,5,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
2004,D,gagne001,R,L,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2004,D,gagne001,R,R,5,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2004,D,gallm002,L,L,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2004,D,gallm002,L,R,7,7,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0
2004,D,gordt001,R,L,7,7,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
2004,D,gordt001,R,R,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
