YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1986,L,armat001,candj001,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,armat001,mccak001,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,armat001,moord001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,armat001,ruhlv001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,armat001,suttd001,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,armat001,wittm001,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,ashba001,aguir001,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1986,L,ashba001,darlr001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,ashba001,ferns001,2,2,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0
1986,L,ashba001,goodd001,7,5,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0
1986,L,ashba001,mcdor001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,ashba001,ojedb001,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,ashba001,orosj001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,backw001,andel001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,backw001,calhj001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,L,backw001,kerfc001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,backw001,lopea001,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1986,L,backw001,ryann001,7,7,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0
1986,L,backw001,scotm001,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,backw001,smitd001,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1986,L,barrm001,candj001,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,barrm001,corbd001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,barrm001,finlc001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,barrm001,lucag001,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,barrm001,mccak001,6,5,3,5,2,0,0,0,3,1,0,2,0,0,0,0,0
1986,L,barrm001,moord001,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,barrm001,ruhlv001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
