YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1986,L,armat001,8,16,16,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0
1986,L,ashba001,2,25,23,3,7,1,0,1,0,2,2,0,1,1,0,0,0,0
1986,L,backw001,4,22,21,5,5,0,0,0,0,2,1,0,4,0,0,0,0,0
1986,L,backw001,11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1986,L,barrm001,4,33,30,11,13,2,0,0,0,5,2,0,2,1,0,1,0,0
1986,L,bassk001,9,28,24,7,9,2,0,0,0,0,4,0,4,0,0,0,0,0
1986,L,bayld001,10,32,26,9,15,3,0,1,0,2,4,0,5,1,2,0,0,0
1986,L,boggw001,5,35,30,7,10,1,1,0,0,2,4,0,1,2,0,1,0,0
1986,L,boonb001,2,25,22,10,13,0,0,1,0,2,1,0,3,0,1,1,0,0
1986,L,buckb001,3,29,28,6,7,1,0,0,0,3,0,0,2,1,0,0,1,0
1986,L,burlr001,4,6,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1986,L,burlr001,10,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,burlr001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,cartg001,2,29,27,4,5,1,0,0,0,2,2,0,5,1,0,0,0,0
1986,L,cruzj001,7,27,26,5,5,0,0,0,0,2,1,0,8,0,0,0,0,0
1986,L,darlr001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,davig001,3,28,26,7,11,1,0,1,0,3,1,0,3,0,1,0,0,0
1986,L,decid001,5,32,32,9,15,3,0,1,0,3,0,0,2,3,0,0,0,0
1986,L,dorab001,4,29,27,6,9,0,0,1,0,3,2,0,2,0,0,0,0,0
1986,L,downb001,7,33,27,6,9,0,0,1,0,7,4,1,5,0,1,0,1,0
1986,L,dyksl001,8,23,21,6,10,1,0,1,0,3,2,1,3,0,0,0,0,0
1986,L,dyksl001,11,2,2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0
1986,L,elstk001,6,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,evand002,9,31,28,6,10,1,0,1,0,4,3,0,3,0,0,0,0,0
1986,L,ferns001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,garnp001,5,10,9,2,3,1,0,0,0,2,1,0,2,0,0,0,0,0
1986,L,gedmr001,2,29,28,10,14,1,0,1,0,6,0,0,4,0,1,0,0,0
1986,L,goodd001,1,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1986,L,greem001,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,gricb001,3,12,10,2,5,0,0,1,0,2,0,0,4,0,2,0,0,0
1986,L,gricb001,4,14,14,3,3,0,0,0,0,1,0,0,4,0,0,0,0,0
1986,L,hatcb001,8,30,25,7,10,0,0,1,0,2,3,0,2,0,0,2,0,0
1986,L,heepd001,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,heepd001,11,4,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1986,L,hendd001,8,12,9,1,4,0,0,1,0,4,2,1,2,0,0,0,1,0
1986,L,hendg001,3,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1986,L,hendg001,9,7,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,hernk001,3,29,26,7,10,1,1,0,0,3,3,3,6,0,0,0,0,0
1986,L,howej002,11,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1986,L,jackr001,10,28,26,5,7,2,0,0,0,2,2,0,7,0,0,0,0,0
1986,L,johnh001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,joner002,9,23,17,3,4,1,0,0,0,2,5,2,2,0,0,0,1,0
1986,L,joynw001,3,13,11,5,10,2,0,1,0,2,2,0,0,1,0,0,0,0
1986,L,knepb001,1,6,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1986,L,knigr001,5,26,24,4,4,0,0,0,0,2,1,1,5,0,0,0,1,0
1986,L,loped001,11,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1986,L,mazzl001,11,5,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
1986,L,mcdor001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,mitck001,7,8,8,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,narrj001,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,L,narrj001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,ojedb001,1,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1986,L,orosj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1986,L,owens001,6,24,21,9,11,0,1,0,0,3,2,0,2,0,0,1,0,0
1986,L,pankj001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,pettg001,8,31,26,9,13,1,0,1,0,4,3,0,5,0,0,2,0,0
1986,L,puhlt001,11,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,reync001,6,12,11,4,4,0,0,0,0,0,1,0,2,1,0,0,0,0
1986,L,reync001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,ricej001,7,32,31,5,12,1,0,2,0,6,1,0,8,2,0,0,0,0
1986,L,romee001,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,ryann001,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1986,L,santr001,6,17,17,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0
1986,L,schod001,6,31,30,9,13,1,0,1,0,2,1,1,5,0,0,0,0,0
1986,L,scotm001,1,6,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
1986,L,stapd001,3,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,L,strad001,9,26,22,5,12,1,0,2,0,5,3,0,12,0,0,0,1,0
1986,L,teuft001,4,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,thond001,6,11,11,3,6,0,0,1,0,1,0,0,1,0,0,0,0,0
1986,L,thond001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,walld001,5,17,17,2,2,0,0,0,0,2,0,0,4,0,0,0,0,0
1986,L,walld001,11,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1986,L,whitd001,9,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,L,wilfr001,4,12,12,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0
1986,L,wilfr001,11,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1986,L,wilsm001,7,19,19,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0
1986,L,wilsm001,8,8,7,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
1986,R,ackej001,1,28,28,3,4,1,0,0,0,0,0,0,21,0,0,0,0,0
1986,R,adduj001,3,13,11,1,2,1,0,0,0,0,1,0,2,0,0,1,0,0
1986,R,agual001,4,75,69,11,23,4,1,2,0,8,1,0,12,2,3,0,2,0
1986,R,agual001,6,55,50,10,15,2,0,1,0,3,5,0,11,0,0,0,0,0
1986,R,agual001,11,16,14,7,10,0,0,1,0,2,2,0,3,1,0,0,0,0
1986,R,aguir001,1,53,49,8,14,0,0,2,0,6,1,0,11,0,0,3,0,0
1986,R,aguir001,11,4,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1986,R,aldrm001,3,122,104,22,36,9,1,1,0,12,16,1,15,2,0,1,1,0
1986,R,aldrm001,7,109,93,27,42,8,2,1,0,10,12,3,14,1,1,3,0,0
1986,R,aldrm001,9,5,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1986,R,aldrm001,11,20,16,4,5,1,0,0,0,3,4,0,5,0,0,0,0,0
1986,R,alexd001,1,44,37,8,9,1,0,0,0,5,0,0,8,2,0,6,1,0
1986,R,alexd001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,R,allaa001,2,324,293,66,82,7,3,1,0,29,14,0,36,7,1,11,4,1
1986,R,almob001,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,R,almob001,5,59,46,12,25,4,0,3,0,13,11,2,7,0,0,1,1,0
1986,R,almob001,6,20,17,5,12,1,0,2,0,5,3,0,0,1,0,0,0,0
1986,R,almob001,7,115,99,21,32,1,2,2,0,7,14,0,20,2,0,0,2,0
1986,R,almob001,9,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,R,almob001,11,30,28,5,6,1,0,0,0,2,2,0,9,2,0,0,0,0
1986,R,amele001,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,R,amele001,9,5,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1986,R,amele001,11,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1986,R,anded001,4,10,10,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1986,R,anded001,5,107,99,25,30,5,0,0,0,5,7,1,13,8,0,1,0,0
1986,R,anded001,6,119,103,24,31,4,0,1,0,10,14,0,23,3,0,1,1,0
1986,R,anded001,11,5,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1986,R,andel001,1,7,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
1986,R,ander001,1,12,11,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0
1986,R,armat001,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,R,armat001,8,406,380,96,148,17,4,9,1,46,22,1,74,11,2,0,2,0
1986,R,armat001,9,42,40,15,25,4,0,2,0,12,2,0,2,1,0,0,0,0
1986,R,armat001,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,R,armat001,11,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,R,asadr001,4,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,R,asadr001,5,58,53,19,24,5,0,0,0,7,3,1,12,0,0,2,0,0
1986,R,ashba001,2,339,295,78,114,15,0,7,0,37,37,9,51,7,0,1,6,0
1986,R,ashba001,11,22,20,3,3,0,0,0,0,1,2,0,5,0,0,0,0,0
1986,R,assep001,1,8,6,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
1986,R,backw001,4,422,372,119,144,18,2,1,0,27,33,1,30,3,0,14,3,0
1986,R,backw001,11,18,15,5,5,0,0,0,0,0,3,0,2,0,0,0,0,0
1986,R,bailm001,2,176,148,25,41,4,0,4,0,13,28,6,42,7,0,0,0,0
1986,R,bailm001,11,6,5,2,3,1,0,0,0,2,0,0,3,0,0,0,1,0
1986,R,bainh001,9,605,559,168,264,29,2,21,0,88,36,9,86,14,2,0,8,0
