YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1969,L,aaroh101,R,L,5,5,1,4,0,0,1,0,3,0,0,1,1,0,0,0,0
1969,L,aaroh101,R,R,9,9,4,12,2,0,2,0,4,0,0,0,0,0,0,0,0
1969,L,aarot101,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,ageet101,R,L,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1969,L,ageet101,R,R,15,14,5,12,1,0,2,0,4,1,0,5,0,0,0,0,0
1969,L,allib103,R,L,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1969,L,alouf101,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,asprb101,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,asprb101,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,belam101,R,L,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,belam101,R,R,12,12,2,7,0,1,1,0,1,0,0,0,0,0,0,0,0
1969,L,blaip101,R,L,3,3,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0
1969,L,blaip101,R,R,14,12,4,8,1,0,1,0,4,2,0,2,0,0,0,0,0
1969,L,boswd101,R,L,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1969,L,boswk101,L,L,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1969,L,boswk101,L,R,11,10,3,9,0,0,2,0,4,1,0,1,0,0,0,0,0
1969,L,boyec102,R,L,4,4,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1969,L,boyec102,R,R,8,5,0,0,0,0,0,0,1,2,1,2,0,0,0,1,0
1969,L,bufod101,L,R,14,11,4,5,1,0,0,0,1,3,0,0,0,0,0,0,0
1969,L,bufod101,R,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,cardl101,R,L,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1969,L,cardl101,R,R,6,6,2,4,0,1,0,0,0,0,0,4,0,0,0,0,0
1969,L,carer001,L,L,9,8,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0
1969,L,carer001,L,R,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,cartr101,R,L,5,4,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
1969,L,cartr101,R,R,8,6,2,3,1,0,0,0,0,2,1,1,0,0,0,0,0
