YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2005,D,andeg001,7,20,19,5,13,0,1,2,0,7,0,0,0,0,0,0,1,0
2005,D,astap001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,ausmb001,2,19,17,4,8,1,0,1,0,1,2,1,4,2,0,0,0,0
2005,D,ausmb001,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,backb001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,bagwj001,11,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,D,berkl001,3,10,7,3,4,1,0,0,0,0,3,1,1,1,0,0,0,0
2005,D,berkl001,7,8,7,2,5,0,0,1,1,5,0,0,3,0,1,0,0,0
2005,D,betew001,11,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,biggc001,4,23,19,6,10,4,0,0,0,1,2,1,5,0,0,1,1,0
2005,D,blumg001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,brune001,6,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,brune001,8,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2005,D,burkc001,7,3,2,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
2005,D,burkc001,11,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,burrs001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,cabro001,6,21,21,5,7,2,0,0,0,3,0,0,1,0,0,0,0,0
2005,D,canor001,4,21,19,5,8,3,0,0,0,5,2,0,4,0,0,0,0,0
2005,D,carpc002,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,chavr001,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,D,chavr001,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,clemr001,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2005,D,clemr001,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,D,credj001,5,11,9,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
2005,D,crosb001,8,9,8,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0
2005,D,damoj001,8,14,13,3,4,1,0,0,0,0,1,0,4,1,0,0,0,0
2005,D,dye-j001,9,12,10,2,2,0,0,0,0,0,1,0,2,0,1,0,0,0
2005,D,ecksd001,6,15,13,5,8,0,0,1,0,4,1,0,1,0,0,1,0,0
2005,D,edmoj001,8,13,11,4,9,2,0,1,0,1,2,0,2,0,0,0,0,0
2005,D,ensbm001,5,20,18,5,7,2,0,0,0,7,2,1,3,1,0,0,0,0
2005,D,erstd001,3,20,20,6,8,2,0,0,0,3,0,0,6,1,0,0,0,0
2005,D,estrj001,2,4,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
2005,D,evera001,6,16,14,3,3,0,0,0,0,1,1,0,1,1,0,0,1,0
2005,D,everc001,10,12,11,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0
2005,D,fickr001,3,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,fickr001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,D,figgc001,5,18,17,2,5,1,1,0,0,1,1,0,8,0,0,0,0,0
2005,D,figgc001,8,4,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2005,D,finls001,8,15,10,1,2,1,0,0,0,1,1,0,3,0,0,4,0,0
2005,D,finls001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,flahj001,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,D,franj002,3,9,8,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
2005,D,franj002,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,franj004,9,21,17,4,7,1,1,0,0,1,2,1,4,1,1,1,0,0
2005,D,furcr001,6,24,20,3,3,0,0,0,0,0,3,0,2,1,0,1,0,0
2005,D,gallj001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,giamj001,3,13,11,5,7,2,0,0,0,1,2,0,2,0,0,0,0,0
2005,D,giamj001,10,9,8,3,4,1,0,0,0,1,1,0,2,0,0,0,0,0
2005,D,gileb002,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,gileb002,9,12,11,3,3,0,0,0,0,1,1,0,2,1,0,0,0,0
2005,D,gilem001,4,23,20,4,5,1,0,0,0,0,2,0,5,0,1,0,0,0
2005,D,graft001,4,12,12,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,greek002,6,12,10,4,6,2,0,0,0,1,1,0,2,0,0,0,1,0
2005,D,grudm001,4,13,13,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2005,D,guerv001,9,21,18,6,6,0,0,0,0,0,2,1,2,0,1,0,0,0
2005,D,harrw001,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,D,hernr002,2,13,11,5,8,0,0,1,0,1,2,0,1,1,0,0,0,0
2005,D,hudst001,1,6,6,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,iguct001,4,13,12,3,6,0,0,1,0,4,0,0,3,0,0,1,0,0
2005,D,jackd003,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
