YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2007,D,affej001,L,L,2,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
2007,D,affej001,L,R,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,alfoa001,R,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,alfoa001,R,R,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,beckj002,R,L,18,18,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0
2007,D,beckj002,R,R,13,13,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
2007,D,betar001,R,L,7,7,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2007,D,boroj001,R,L,7,5,1,4,0,0,1,0,1,2,0,1,0,0,0,0,0
2007,D,boroj001,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,byrdp001,R,L,19,17,5,9,1,0,1,0,1,2,0,0,0,0,0,0,0
2007,D,byrdp001,R,R,6,6,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0
2007,D,carmf001,R,L,23,21,2,5,0,0,1,0,1,2,0,0,2,0,0,0,0
2007,D,carmf001,R,R,8,8,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
2007,D,chamj002,R,L,10,7,3,4,1,0,0,0,1,1,0,2,0,1,1,0,0
2007,D,chamj002,R,R,7,5,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
2007,D,clemr001,R,L,10,8,3,6,0,0,1,0,1,2,0,1,0,0,0,0,0
2007,D,clemr001,R,R,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,D,condc001,R,L,3,3,2,4,0,1,0,0,1,0,0,1,0,0,0,0,0
2007,D,condc001,R,R,5,5,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0
