YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2002,R,abbop001,empty,62,52,17,20,3,0,0,0,0,10,0,13,0,0,0,0,0
2002,R,abbop001,loaded,2,2,2,3,1,0,0,0,5,0,0,0,0,0,0,0,0
2002,R,abbop001,menon,75,62,23,45,7,0,5,0,32,10,0,9,0,1,1,1,0
2002,R,abbop001,scoring,44,36,17,34,5,0,4,0,28,6,0,4,0,1,0,1,0
2002,R,acevj001,empty,152,140,41,63,8,4,2,0,2,9,0,17,0,3,0,0,0
2002,R,acevj001,loaded,10,8,2,5,0,0,1,1,7,1,0,1,0,0,0,1,0
2002,R,acevj001,menon,162,136,27,39,4,1,2,1,31,14,3,26,10,2,5,5,0
2002,R,acevj001,scoring,97,77,18,26,3,1,1,1,29,10,3,14,3,2,3,5,0
2002,R,acevj002,empty,59,51,17,32,4,1,3,0,3,8,0,10,0,0,0,0,0
2002,R,acevj002,loaded,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,R,acevj002,menon,53,45,11,26,0,0,5,0,17,4,0,4,1,2,2,0,0
2002,R,acevj002,scoring,27,24,6,12,0,0,2,0,11,2,0,1,1,1,0,0,0
2002,R,adamt001,empty,320,289,68,91,9,1,4,0,4,31,0,56,0,0,0,0,0
2002,R,adamt001,loaded,22,21,6,7,1,0,0,0,12,1,0,5,3,0,0,0,0
2002,R,adamt001,menon,270,228,64,94,11,2,5,0,59,27,5,40,16,3,10,2,0
2002,R,adamt001,scoring,158,133,38,55,6,1,3,0,50,18,5,21,8,2,3,2,0
2002,R,affej001,empty,162,141,42,66,12,0,4,0,4,18,0,34,0,3,0,0,0
2002,R,affej001,loaded,15,14,2,6,1,0,1,1,9,0,0,7,0,0,0,1,0
2002,R,affej001,menon,191,169,43,63,8,0,4,1,36,19,4,33,6,0,2,1,0
2002,R,affej001,scoring,122,106,25,42,5,0,4,1,33,14,4,21,4,0,1,1,0
2002,R,ainsk001,empty,55,46,10,11,1,0,0,0,0,8,0,5,0,1,0,0,0
2002,R,ainsk001,loaded,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,R,ainsk001,menon,53,47,12,19,2,1,1,0,7,4,0,10,2,0,2,0,0
2002,R,ainsk001,scoring,31,28,5,6,1,0,0,0,3,3,0,7,1,0,0,0,0
2002,R,alfoa001,empty,153,137,37,49,6,0,2,0,2,16,0,29,0,0,0,0,0
2002,R,alfoa001,loaded,8,6,0,0,0,0,0,0,3,1,0,2,1,0,0,1,0
2002,R,alfoa001,menon,177,147,36,55,6,2,3,0,40,20,3,32,8,3,4,3,0
2002,R,alfoa001,scoring,122,103,23,33,3,2,1,0,34,11,3,25,4,2,3,3,0
2002,R,almaa001,empty,103,90,20,39,4,0,5,0,5,13,0,34,0,0,0,0,0
2002,R,almaa001,loaded,5,3,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0
2002,R,almaa001,menon,87,71,16,31,2,2,3,0,19,10,1,23,4,0,3,3,0
2002,R,almaa001,scoring,56,45,9,21,2,2,2,0,17,7,1,15,2,0,1,3,0
2002,R,almac001,empty,24,23,4,5,1,0,0,0,0,1,0,4,0,0,0,0,0
2002,R,almac001,menon,21,15,2,2,0,0,0,0,3,4,1,3,2,0,0,2,0
2002,R,almac001,scoring,14,9,1,1,0,0,0,0,3,3,1,2,0,0,0,2,0
2002,R,alvaj002,empty,81,72,14,29,4,1,3,0,3,8,0,17,0,1,0,0,0
2002,R,alvaj002,loaded,9,6,2,4,0,1,0,0,8,2,0,0,0,1,0,0,0
2002,R,alvaj002,menon,92,73,21,43,4,3,4,0,32,13,0,13,4,2,2,2,0
2002,R,alvaj002,scoring,62,49,13,23,3,2,1,0,24,9,0,9,2,1,1,2,0
2002,R,alvav001,empty,26,26,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0
2002,R,alvav001,menon,14,12,4,7,0,0,1,0,4,2,0,2,2,0,0,0,0
2002,R,alvav001,scoring,9,8,2,2,0,0,0,0,2,1,0,2,1,0,0,0,0
2002,R,alvaw001,empty,184,161,46,84,8,3,8,0,8,21,0,25,0,2,0,0,0
2002,R,alvaw001,loaded,4,3,2,3,1,0,0,0,6,0,0,0,0,0,0,1,0
2002,R,alvaw001,menon,155,133,34,58,9,0,5,0,34,15,3,31,3,2,2,3,0
2002,R,alvaw001,scoring,85,74,21,38,5,0,4,0,31,6,3,14,1,2,0,3,0
2002,R,andeb002,empty,392,376,102,172,26,1,14,0,14,15,0,51,0,1,0,0,0
2002,R,andeb002,loaded,7,5,1,1,0,0,0,0,4,0,0,1,1,0,0,2,0
2002,R,andeb002,menon,267,236,72,114,15,0,9,0,63,17,3,30,13,0,6,8,0
2002,R,andeb002,scoring,153,129,40,62,7,0,5,0,50,13,3,14,10,0,3,8,0
2002,R,andej002,empty,334,299,90,151,18,2,13,0,13,35,0,23,0,0,0,0,0
2002,R,andej002,loaded,16,12,5,10,2,0,1,1,18,2,0,3,2,0,0,2,0
2002,R,andej002,menon,302,260,77,114,16,0,7,1,72,28,5,24,18,5,5,4,0
2002,R,andej002,scoring,190,162,42,65,11,0,4,1,64,18,5,18,9,4,2,4,0
2002,R,andem002,empty,21,18,9,9,0,0,0,0,0,2,0,2,0,1,0,0,0
2002,R,andem002,loaded,6,5,2,4,0,1,0,0,6,1,0,1,1,0,0,0,0
2002,R,andem002,menon,37,27,8,13,0,1,1,0,12,6,1,6,2,1,1,2,0
2002,R,andem002,scoring,28,20,5,10,0,1,1,0,12,6,1,4,1,0,0,2,0
2002,D,appik001,empty,11,10,4,7,0,0,1,0,1,0,0,2,0,1,0,0,0
2002,L,appik001,empty,24,22,6,8,2,0,0,0,0,2,0,1,0,0,0,0,0
2002,R,appik001,empty,484,438,112,172,24,0,12,0,12,42,0,82,0,4,0,0,0
2002,W,appik001,empty,23,19,6,13,1,0,2,0,2,4,0,3,0,0,0,0,0
2002,R,appik001,loaded,12,10,2,3,1,0,0,0,7,0,0,4,0,0,0,2,0
2002,D,appik001,menon,13,10,1,1,0,0,0,0,2,3,0,1,0,0,0,0,0
2002,L,appik001,menon,19,14,4,6,2,0,0,0,4,2,0,2,1,0,2,1,0
2002,R,appik001,menon,311,277,79,127,13,1,11,0,68,22,2,50,14,3,1,8,0
2002,W,appik001,menon,9,8,3,9,0,0,2,0,5,1,1,1,1,0,0,0,0
2002,D,appik001,scoring,8,8,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
2002,L,appik001,scoring,12,9,3,5,2,0,0,0,4,2,0,1,0,0,0,1,0
2002,R,appik001,scoring,160,138,44,64,5,0,5,0,53,11,2,23,2,2,1,8,0
2002,W,appik001,scoring,2,2,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2002,R,armat002,empty,400,355,87,143,19,5,9,0,9,40,0,77,0,5,0,0,0
2002,R,armat002,loaded,11,11,4,9,2,0,1,1,13,0,0,2,2,0,0,0,0
2002,R,armat002,menon,305,257,62,118,13,2,13,1,68,38,12,54,15,2,6,2,0
2002,R,armat002,scoring,182,148,31,64,7,1,8,1,56,29,12,34,6,1,2,2,0
2002,R,arrob001,empty,62,56,15,21,3,0,1,0,1,6,0,9,0,0,0,0,0
2002,R,arrob001,loaded,6,6,2,3,1,0,0,0,4,0,0,1,0,0,0,0,0
2002,R,arrob001,menon,61,50,15,20,5,0,0,0,12,9,3,13,2,0,1,1,0
2002,R,arrob001,scoring,40,32,10,14,4,0,0,0,11,6,3,9,1,0,1,1,0
2002,R,arror001,empty,186,169,39,63,8,2,4,0,4,14,0,28,0,3,0,0,0
2002,R,arror001,loaded,10,9,4,5,1,0,0,0,9,0,0,1,1,0,0,1,0
2002,R,arror001,menon,162,139,44,61,6,1,3,0,43,13,1,23,10,3,4,3,0
2002,R,arror001,scoring,99,84,26,37,3,1,2,0,41,9,1,15,2,1,2,3,0
2002,R,asenm001,empty,286,255,81,142,21,2,12,0,12,30,0,30,0,1,0,0,0
2002,R,asenm001,loaded,19,15,2,4,0,1,0,0,9,3,0,0,1,0,0,1,0
2002,R,asenm001,menon,271,227,55,81,5,3,5,0,48,34,2,28,15,2,2,6,0
2002,R,asenm001,scoring,157,125,30,39,2,2,1,0,38,23,2,13,5,2,1,6,0
2002,R,ashba002,empty,431,386,99,154,23,1,10,0,10,41,0,64,0,4,0,0,0
2002,R,ashba002,loaded,17,14,0,0,0,0,0,0,3,0,0,4,0,1,0,2,0
2002,R,ashba002,menon,340,299,80,126,12,2,10,0,68,24,3,43,17,4,7,6,0
2002,R,ashba002,scoring,200,173,37,67,5,2,7,0,60,17,3,27,6,3,1,6,0
2002,R,astap001,empty,489,448,106,180,15,1,19,0,19,30,0,100,0,11,0,0,0
2002,R,astap001,loaded,18,14,3,8,2,0,1,1,14,0,0,0,0,0,1,3,0
2002,R,astap001,menon,339,286,86,143,16,1,13,1,78,33,5,52,12,5,8,7,0
2002,R,astap001,scoring,196,156,41,79,11,0,9,1,67,26,5,34,4,2,5,7,0
2002,R,austj002,empty,25,22,6,7,1,0,0,0,0,3,0,3,0,0,0,0,0
2002,R,austj002,loaded,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0
2002,R,austj002,menon,27,22,8,10,2,0,0,0,6,3,1,3,0,0,0,2,0
2002,R,austj002,scoring,16,11,3,4,1,0,0,0,5,3,1,2,0,0,0,2,0
2002,D,aybam001,empty,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2002,R,aybam001,empty,27,25,7,11,1,0,1,0,1,1,0,3,0,1,0,0,0
2002,D,aybam001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2002,R,aybam001,loaded,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2002,D,aybam001,menon,6,6,2,5,0,0,1,0,5,0,0,1,0,0,0,0,0
2002,R,aybam001,menon,36,34,9,12,3,0,0,0,4,2,2,8,0,0,0,0,0
2002,D,aybam001,scoring,4,4,2,5,0,0,1,0,5,0,0,1,0,0,0,0,0
2002,R,aybam001,scoring,22,20,5,7,2,0,0,0,4,2,2,7,0,0,0,0,0
2002,R,backb001,empty,25,21,6,9,0,0,1,0,1,4,0,2,0,0,0,0,0
2002,R,backb001,loaded,3,3,1,4,0,0,1,1,4,0,0,0,1,0,0,0,0
2002,R,backb001,menon,36,31,9,17,2,0,2,1,9,3,0,4,1,2,0,0,0
2002,R,backb001,scoring,22,20,5,8,0,0,1,1,6,2,0,2,1,0,0,0,0
2002,R,bacsm001,empty,141,132,42,72,8,2,6,0,6,6,0,17,0,3,0,0,0
2002,R,bacsm001,loaded,3,2,1,2,1,0,0,0,4,0,0,0,0,0,0,1,0
2002,R,bacsm001,menon,106,86,21,33,6,0,2,0,17,13,3,13,6,1,5,1,0
2002,R,bacsm001,scoring,59,44,13,21,5,0,1,0,15,10,3,4,4,1,3,1,0
2002,R,baezd001,empty,408,359,85,133,18,3,8,0,8,45,0,79,0,4,0,0,0
2002,R,baezd001,loaded,17,15,6,6,0,0,0,0,11,1,0,2,1,0,0,1,0
2002,R,baezd001,menon,318,266,75,114,19,1,6,0,69,37,5,51,12,5,2,8,0
2002,R,baezd001,scoring,184,149,39,53,8,0,2,0,55,24,5,31,5,2,1,8,0
2002,R,bailc001,empty,87,77,24,32,5,0,1,0,1,10,0,12,0,0,0,0,0
2002,R,bailc001,loaded,12,7,1,1,0,0,0,0,8,4,0,1,0,0,0,1,0
2002,R,bailc001,menon,124,96,29,44,3,0,4,0,31,21,7,12,11,2,3,2,0
2002,R,bailc001,scoring,88,69,18,32,2,0,4,0,31,14,7,8,8,1,2,2,0
2002,R,baldj002,empty,381,359,103,179,26,1,16,0,16,20,0,54,0,2,0,0,0
2002,R,baldj002,loaded,16,15,2,5,0,0,1,1,7,1,0,3,1,0,0,0,0
2002,R,baldj002,menon,281,241,76,125,17,1,10,1,71,29,2,34,19,5,4,2,0
2002,R,baldj002,scoring,168,144,45,72,9,0,6,1,57,19,2,21,8,1,2,2,0
2002,R,bankw001,empty,91,79,15,30,3,0,4,0,4,10,0,13,0,2,0,0,0
2002,R,bankw001,loaded,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2002,R,bankw001,menon,71,65,17,24,4,0,1,0,13,4,0,13,3,1,0,1,0
2002,R,bankw001,scoring,39,36,9,11,2,0,0,0,10,2,0,8,1,0,0,1,0
2002,R,barcl001,empty,13,12,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,R,barcl001,menon,15,15,7,10,0,0,1,0,5,0,0,1,1,0,0,0,0
2002,R,barcl001,scoring,6,6,2,2,0,0,0,0,3,0,0,0,1,0,0,0,0
2002,D,batim001,empty,8,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2002,R,batim001,empty,441,401,91,136,17,2,8,0,8,37,0,68,0,3,0,0,0
2002,R,batim001,loaded,15,13,3,4,1,0,0,0,8,1,0,4,2,0,0,1,0
2002,D,batim001,menon,11,8,4,4,0,0,0,0,4,2,0,1,1,0,1,0,0
2002,R,batim001,menon,349,300,81,120,19,4,4,0,76,33,3,44,16,3,5,8,0
2002,D,batim001,scoring,6,5,3,3,0,0,0,0,4,0,0,0,1,0,1,0,0
2002,R,batim001,scoring,201,168,48,72,12,3,2,0,68,22,3,24,5,2,1,8,0
2002,R,bauer001,empty,205,184,49,79,7,1,7,0,7,19,0,25,0,2,0,0,0
2002,R,bauer001,loaded,7,6,2,5,0,0,1,1,8,0,0,1,1,0,0,1,0
2002,R,bauer001,menon,153,130,35,50,0,0,5,1,28,17,4,20,13,2,2,2,0
2002,R,bauer001,scoring,87,72,14,17,0,0,1,1,19,11,4,13,7,1,1,2,0
2002,R,bechs001,empty,12,10,5,12,1,0,2,0,2,1,0,1,0,1,0,0,0
2002,R,bechs001,loaded,2,2,1,4,0,0,1,1,4,0,0,1,0,0,0,0,0
2002,R,bechs001,menon,13,10,1,4,0,0,1,1,4,3,0,2,0,0,0,0,0
2002,R,bechs001,scoring,8,6,1,4,0,0,1,1,4,2,0,2,0,0,0,0,0
2002,R,beckj002,empty,266,240,49,82,7,1,8,0,8,26,0,72,0,0,0,0,0
2002,R,beckj002,loaded,8,7,2,4,0,1,0,0,6,0,0,3,0,0,0,1,0
2002,R,beckj002,menon,188,161,44,74,7,4,5,0,44,18,2,41,4,1,5,3,0
2002,R,beckj002,scoring,106,89,26,43,6,4,1,0,35,12,2,27,2,1,1,3,0
2002,R,bedae001,empty,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,R,bedae001,menon,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2002,R,bedae001,scoring,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,R,beimj001,empty,186,166,44,67,9,1,4,0,4,17,0,24,0,3,0,0,0
2002,R,beimj001,loaded,14,11,1,4,0,0,1,1,7,1,0,3,1,0,0,2,0
2002,R,beimj001,menon,203,164,44,72,13,0,5,1,50,28,12,29,4,1,7,3,0
2002,R,beimj001,scoring,130,101,31,53,10,0,4,1,48,24,11,20,3,1,1,3,0
2002,R,beirk001,empty,71,60,15,28,1,0,4,0,4,9,0,9,0,2,0,0,0
2002,R,beirk001,loaded,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2002,R,beirk001,menon,56,46,11,17,4,1,0,0,7,8,2,8,1,0,1,1,0
2002,R,beirk001,scoring,36,28,6,9,3,0,0,0,6,7,1,8,0,0,0,1,0
2002,R,bellr003,empty,251,228,68,122,20,2,10,0,10,23,0,45,0,0,0,0,0
2002,R,bellr003,loaded,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2002,R,bellr003,menon,174,154,45,79,12,2,6,0,50,12,0,25,6,1,1,6,0
2002,R,bellr003,scoring,105,94,26,45,5,1,4,0,44,3,0,18,3,1,1,6,0
2002,R,beltf001,empty,22,17,9,13,1,0,1,0,1,5,0,3,0,0,0,0,0
2002,R,beltf001,loaded,4,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0
2002,R,beltf001,menon,43,28,5,9,1,0,1,0,6,11,1,8,1,0,3,1,0
2002,R,beltf001,scoring,24,16,3,6,0,0,1,0,6,6,1,4,0,0,1,1,0
2002,D,benea001,empty,16,13,1,4,0,0,1,0,1,3,0,4,0,0,0,0,0
2002,L,benea001,empty,15,12,1,1,0,0,0,0,0,3,0,4,0,0,0,0,0
2002,R,benea001,empty,252,223,51,87,10,1,8,0,8,24,0,44,0,5,0,0,0
2002,R,benea001,loaded,13,10,1,1,0,0,0,0,5,1,0,2,1,0,0,2,0
2002,D,benea001,menon,4,3,1,4,0,0,1,0,2,1,0,1,0,0,0,0,0
2002,L,benea001,menon,7,5,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2002,R,benea001,menon,165,128,29,41,6,0,2,0,24,27,3,20,2,0,5,5,0
2002,D,benea001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,L,benea001,scoring,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,R,benea001,scoring,95,69,13,17,1,0,1,0,20,20,3,12,1,0,1,5,0
2002,R,benea002,empty,93,88,25,34,3,0,2,0,2,5,0,15,0,0,0,0,0
2002,R,benea002,loaded,2,2,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0
2002,R,benea002,menon,74,64,17,24,4,0,1,0,15,7,1,17,4,0,1,2,0
2002,R,benea002,scoring,40,34,10,12,2,0,0,0,12,4,1,8,2,0,0,2,0
2002,R,benia001,empty,161,148,32,65,9,0,8,0,8,11,0,48,0,2,0,0,0
2002,R,benia001,loaded,15,12,2,3,1,0,0,0,6,2,0,5,0,0,0,1,0
2002,R,benia001,menon,114,94,14,15,1,0,0,0,14,14,0,31,3,1,3,2,0
2002,R,benia001,scoring,79,62,12,13,1,0,0,0,14,13,0,23,1,1,1,2,0
2002,R,benoj001,empty,188,157,47,74,12,3,3,0,3,28,0,24,0,3,0,0,0
2002,R,benoj001,loaded,17,15,4,9,0,1,1,1,14,1,0,2,1,0,0,1,0
2002,R,benoj001,menon,217,178,44,61,6,1,3,1,43,30,2,35,3,2,4,3,0
2002,R,benoj001,scoring,137,110,28,39,3,1,2,1,40,21,2,24,1,1,2,3,0
2002,R,bensk001,empty,332,310,94,144,19,2,9,0,9,22,1,43,0,0,0,0,0
2002,R,bensk001,loaded,16,13,4,8,4,0,0,0,13,1,0,1,2,1,0,1,0
2002,R,bensk001,menon,244,205,58,104,17,1,9,0,63,28,7,36,13,3,5,3,0
2002,R,bensk001,scoring,142,117,36,60,10,1,4,0,52,17,7,18,4,3,2,3,0
2002,R,berej002,empty,222,206,55,98,12,2,9,0,9,15,0,43,0,1,0,0,0
2002,R,berej002,loaded,5,3,2,6,1,0,1,1,8,2,0,1,0,0,0,0,0
2002,R,berej002,menon,157,132,43,70,11,2,4,1,46,13,1,22,5,2,3,7,0
2002,R,berej002,scoring,98,80,27,42,9,0,2,1,39,10,1,14,1,0,1,7,0
2002,R,berna001,empty,240,223,69,121,9,2,13,0,13,14,0,38,0,3,0,0,0
2002,R,berna001,loaded,14,11,6,7,1,0,0,0,12,2,0,2,0,1,0,0,0
2002,R,berna001,menon,219,191,59,92,17,2,4,0,57,17,1,31,9,3,3,5,0
2002,R,berna001,scoring,129,108,36,52,9,2,1,0,46,13,1,20,3,3,0,5,0
2002,R,bevej001,empty,44,41,12,19,4,0,1,0,1,3,0,5,0,0,0,0,0
2002,R,bevej001,loaded,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2002,R,bevej001,menon,51,45,15,26,3,1,2,0,15,6,0,11,0,0,0,0,0
2002,R,bevej001,scoring,34,29,10,17,2,1,1,0,12,5,0,9,0,0,0,0,0
2002,R,biddr001,empty,194,168,37,66,10,2,5,0,5,22,0,37,0,4,0,0,0
2002,R,biddr001,loaded,9,9,3,4,1,0,0,0,4,0,0,2,0,0,0,0,0
2002,R,biddr001,menon,145,126,35,67,8,0,8,0,40,17,4,27,8,1,0,1,0
2002,R,biddr001,scoring,96,83,20,39,7,0,4,0,31,11,4,21,1,1,0,1,0
2002,R,boehb001,empty,187,168,37,51,8,0,2,0,2,17,0,39,0,2,0,0,0
2002,R,boehb001,loaded,9,8,5,11,1,1,1,1,14,0,0,1,0,0,0,1,0
2002,R,boehb001,menon,141,116,28,43,4,1,3,1,31,16,6,26,6,0,6,3,0
2002,R,boehb001,scoring,73,58,22,33,3,1,2,1,28,11,6,11,0,0,1,3,0
2002,R,bongj001,empty,9,8,4,6,2,0,0,0,0,1,0,0,0,0,0,0,0
2002,R,bongj001,loaded,2,2,1,2,1,0,0,0,3,0,0,1,0,0,0,0,0
2002,R,bongj001,menon,18,17,4,7,3,0,0,0,5,1,0,4,1,0,0,0,0
2002,R,bongj001,scoring,13,12,3,5,2,0,0,0,5,1,0,4,0,0,0,0,0
2002,R,borbp001,empty,104,94,25,46,9,0,4,0,4,10,0,25,0,0,0,0,0
2002,R,borbp001,loaded,17,13,5,9,1,0,1,1,14,1,0,4,0,0,0,3,0
2002,R,borbp001,menon,128,101,28,54,8,0,6,1,38,15,8,25,1,3,3,6,0
2002,R,borbp001,scoring,91,68,14,24,4,0,2,1,30,12,8,21,0,2,3,6,0
2002,R,borlt001,empty,27,24,5,13,2,0,2,0,2,2,0,3,0,1,0,0,0
2002,R,borlt001,loaded,4,3,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0
2002,R,borlt001,menon,35,28,9,12,0,0,1,0,9,3,0,8,0,2,0,2,0
