YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2021,D,abrej003,R,L,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,abrej003,R,R,16,12,4,4,0,0,0,0,3,2,0,2,1,2,0,0,0
2021,D,adamw002,R,L,7,7,2,3,1,0,0,0,0,0,0,4,0,0,0,0,0
2021,D,adamw002,R,R,10,10,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0
2021,D,adrie001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,adrie001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,albio001,L,R,10,10,2,4,2,0,0,0,1,0,0,2,0,0,0,0,0
2021,D,albio001,R,L,7,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,D,altuj001,R,L,3,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0
2021,D,altuj001,R,R,18,14,3,7,1,0,1,0,3,4,0,5,0,0,0,0,0
2021,D,alvay001,L,L,8,6,1,1,0,0,0,0,1,2,0,4,0,0,0,0,0
2021,D,alvay001,L,R,9,5,2,6,1,0,1,0,2,4,0,2,0,0,0,0,0
2021,D,andei001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,andet001,R,L,4,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,D,andet001,R,R,15,15,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0
2021,D,arcio002,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,arcio002,R,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,D,arozr001,R,L,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,D,arozr001,R,R,15,12,3,7,1,0,1,0,3,3,0,4,0,0,0,0,0
2021,D,arroc001,R,L,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,arroc001,R,R,14,13,4,5,1,0,0,0,0,0,0,2,0,0,1,0,0
2021,D,barna001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,beatm001,L,R,5,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2021,D,bellc002,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,bellc002,L,R,14,14,4,5,1,0,0,0,3,0,0,7,0,0,0,0,0
2021,D,bettm001,R,L,4,4,1,4,0,0,1,0,2,0,0,1,0,0,0,0,0
2021,D,bettm001,R,R,18,16,8,8,0,0,0,0,2,1,0,1,0,0,0,1,0
2021,D,bogax001,R,L,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,D,bogax001,R,R,15,14,5,8,0,0,1,0,2,1,0,1,1,0,0,0,0
2021,D,branm003,L,L,7,7,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0
2021,D,branm003,L,R,13,12,5,6,1,0,0,0,3,0,0,2,0,0,1,0,0
2021,D,brega001,R,L,7,6,3,4,1,0,0,0,2,1,0,3,0,0,0,0,0
2021,D,brega001,R,R,11,10,3,3,0,0,0,0,2,1,0,3,0,0,0,0,0
