YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1984,R,agual001,empty,47,42,10,18,2,0,2,0,2,5,0,10,0,0,0,0,0
1984,R,agual001,menon,33,30,10,15,2,0,1,0,9,3,2,6,1,0,0,0,0
1984,R,agual001,scoring,21,19,7,9,2,0,0,0,7,2,2,4,0,0,0,0,0
1984,R,aikew001,empty,152,137,30,56,5,0,7,0,7,14,0,34,0,1,0,0,0
1984,R,aikew001,loaded,2,2,1,2,1,0,0,0,3,0,0,1,0,0,0,0,0
1984,R,aikew001,menon,113,97,18,32,2,0,4,0,19,15,1,22,6,1,0,0,0
1984,R,aikew001,scoring,70,57,9,16,1,0,2,0,14,12,1,16,2,1,0,0,0
1984,R,alleg001,empty,53,49,12,16,1,0,1,0,1,4,0,8,0,0,0,0,0
1984,R,alleg001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1984,R,alleg001,menon,39,34,7,11,1,0,1,0,7,5,2,6,5,0,0,0,0
1984,R,alleg001,scoring,26,21,7,11,1,0,1,0,7,5,2,2,2,0,0,0,0
1984,R,allen001,empty,13,13,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0
1984,R,allen001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1984,R,allen001,menon,12,12,3,5,0,1,0,0,4,0,0,3,0,0,0,0,0
1984,R,allen001,scoring,11,11,2,4,0,1,0,0,4,0,0,3,0,0,0,0,0
1984,R,aller001,empty,17,15,4,5,1,0,0,0,0,1,0,5,0,1,0,0,0
1984,R,aller001,loaded,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1984,R,aller001,menon,14,12,4,4,0,0,0,0,3,1,0,3,0,0,1,0,0
1984,R,aller001,scoring,8,7,3,3,0,0,0,0,3,0,0,1,0,0,1,0,0
1984,R,almob001,empty,143,138,33,61,10,0,6,0,6,5,0,24,0,0,0,0,0
1984,R,almob001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,R,almob001,menon,82,73,14,18,1,0,1,0,10,5,0,18,3,0,0,4,0
1984,R,almob001,scoring,43,37,5,8,0,0,1,0,10,2,0,10,0,0,0,4,0
1984,R,altap001,empty,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,amele001,empty,30,29,6,6,0,0,0,0,0,1,0,2,0,0,0,0,0
1984,R,amele001,menon,19,17,4,4,0,0,0,0,4,1,0,2,1,0,1,0,0
1984,R,amele001,scoring,12,10,3,3,0,0,0,0,4,1,0,1,1,0,1,0,0
1984,R,anded001,empty,253,219,54,74,11,0,3,0,3,32,0,37,0,2,0,0,0
1984,R,anded001,loaded,9,6,1,1,0,0,0,0,6,1,0,0,0,0,0,2,0
1984,R,anded001,menon,180,155,40,49,5,2,0,0,31,13,4,18,8,0,7,5,0
1984,R,anded001,scoring,109,91,22,28,2,2,0,0,29,9,4,13,4,0,4,5,0
1984,R,andej001,empty,29,26,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0
1984,R,andej001,loaded,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1984,R,andej001,menon,24,21,3,3,0,0,0,0,1,1,0,6,0,0,2,0,0
1984,R,andej001,scoring,13,12,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0
1984,R,andel001,empty,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1984,R,andel001,menon,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,R,andel001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,R,anduj001,empty,53,48,6,10,1,0,1,0,1,5,0,31,0,0,0,0,0
1984,R,anduj001,loaded,3,3,1,4,0,0,1,1,4,0,0,2,0,0,0,0,0
1984,R,anduj001,menon,47,36,5,8,0,0,1,1,7,4,0,16,0,0,7,0,0
1984,R,anduj001,scoring,32,27,3,6,0,0,1,1,7,3,0,13,0,0,2,0,0
1984,R,armat001,empty,335,321,84,175,14,1,25,0,25,14,0,75,0,0,0,0,0
1984,R,armat001,loaded,16,15,4,10,3,0,1,1,13,1,0,5,1,0,0,0,0
1984,R,armat001,menon,344,318,87,164,15,4,18,1,98,18,9,81,13,1,0,7,0
1984,R,armat001,scoring,189,167,46,81,10,2,7,1,72,15,9,40,9,0,0,7,0
1984,R,ashba001,empty,111,101,30,39,3,0,2,0,2,10,0,12,0,0,0,0,0
1984,R,ashba001,loaded,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,ashba001,menon,108,90,20,30,4,0,2,0,25,10,2,10,4,1,4,3,0
1984,R,ashba001,scoring,58,46,14,20,3,0,1,0,22,8,2,6,3,0,1,3,0
1984,R,ashft001,empty,11,10,2,3,1,0,0,0,0,1,0,2,0,0,0,0,0
1984,R,ashft001,menon,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1984,R,ashft001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,ayalb001,empty,55,51,8,16,2,0,2,0,2,4,0,11,0,0,0,0,0
1984,R,ayalb001,loaded,8,8,2,2,0,0,0,0,4,0,0,3,1,0,0,0,0
1984,R,ayalb001,menon,73,67,17,27,4,0,2,0,22,4,0,13,4,0,0,2,0
1984,R,ayalb001,scoring,48,44,12,20,2,0,2,0,21,2,0,9,3,0,0,2,0
1984,R,backw001,empty,332,298,87,108,17,2,0,0,0,34,0,45,0,0,0,0,0
1984,R,backw001,loaded,6,5,2,3,1,0,0,0,5,1,0,2,1,0,0,0,0
1984,R,backw001,menon,167,138,35,40,2,0,1,0,26,22,2,18,13,0,5,2,0
1984,R,backw001,scoring,99,81,23,24,1,0,0,0,24,16,2,11,4,0,0,2,0
1984,R,bailb001,empty,88,85,27,29,2,0,0,0,0,3,0,1,0,0,0,0,0
1984,R,bailb001,loaded,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1984,R,bailb001,menon,54,46,9,11,2,0,0,0,8,5,1,0,3,0,3,0,0
1984,R,bailb001,scoring,34,28,5,6,1,0,0,0,8,4,1,0,2,0,2,0,0
1984,R,bailm001,empty,199,174,34,66,9,1,7,0,7,24,0,32,0,1,0,0,0
1984,R,bailm001,loaded,12,12,4,5,1,0,0,0,9,0,0,2,0,0,0,0,0
1984,R,bailm001,menon,204,170,39,52,7,0,2,0,27,29,4,39,7,1,1,3,0
1984,R,bailm001,scoring,117,94,16,20,4,0,0,0,21,19,4,28,3,1,0,3,0
1984,R,bainh001,empty,338,313,91,154,14,5,13,0,13,25,0,47,0,0,0,0,0
1984,R,bainh001,loaded,13,12,2,6,1,0,1,1,8,1,0,2,1,0,0,0,0
1984,R,bainh001,menon,291,256,82,154,14,5,16,1,81,29,9,28,12,0,1,5,0
1984,R,bainh001,scoring,160,133,39,66,8,2,5,1,56,22,9,15,3,0,0,5,0
1984,R,baked001,empty,62,56,9,9,0,0,0,0,0,5,0,13,0,1,0,0,0
1984,R,baked001,loaded,3,3,1,3,0,1,0,0,3,0,0,0,0,0,0,0,0
1984,R,baked001,menon,56,52,11,17,4,1,0,0,12,2,0,9,1,0,2,0,0
1984,R,baked001,scoring,37,36,8,14,4,1,0,0,12,1,0,5,1,0,0,0,0
1984,R,baked002,empty,145,129,40,50,4,0,2,0,2,16,0,15,0,0,0,0,0
1984,R,baked002,loaded,6,4,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
1984,R,baked002,menon,143,114,31,41,3,2,1,0,30,24,1,12,5,0,0,4,1
1984,R,baked002,scoring,89,68,18,25,2,1,1,0,29,17,1,5,3,0,0,4,0
1984,L,balbs001,empty,9,8,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
1984,R,balbs001,empty,270,244,55,119,11,1,17,0,17,23,0,75,0,3,0,0,0
1984,R,balbs001,loaded,5,2,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0
1984,L,balbs001,menon,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,R,balbs001,menon,218,194,52,99,12,1,11,0,60,22,5,64,9,1,0,1,0
1984,L,balbs001,scoring,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,R,balbs001,scoring,120,103,32,65,10,1,7,0,51,15,5,37,1,1,0,1,0
1984,R,bandc001,empty,117,108,34,61,6,0,7,0,7,9,0,11,0,0,0,0,0
1984,R,bandc001,loaded,6,5,2,3,1,0,0,0,6,1,0,1,1,0,0,0,0
1984,R,bandc001,menon,143,112,30,50,5,0,5,0,34,24,5,24,8,0,3,4,0
1984,R,bandc001,scoring,81,60,20,28,2,0,2,0,26,17,5,12,3,0,0,4,0
1984,R,banna001,empty,91,76,22,33,3,1,2,0,2,14,0,10,0,1,0,0,0
1984,R,banna001,loaded,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1984,R,banna001,menon,66,56,15,16,1,0,0,0,7,9,0,9,1,0,0,1,0
1984,R,banna001,scoring,37,30,8,8,0,0,0,0,7,6,0,7,0,0,0,1,0
1984,R,bannf001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,bannf001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,barfj001,empty,189,173,46,79,6,0,9,0,9,15,0,45,0,1,0,0,0
1984,R,barfj001,loaded,7,6,5,6,1,0,0,0,10,1,0,0,0,0,0,0,0
1984,R,barfj001,menon,171,147,45,70,8,1,5,0,40,20,5,36,5,1,1,2,0
1984,R,barfj001,scoring,104,85,22,35,4,0,3,0,34,17,5,21,1,0,0,2,0
1984,R,bargg001,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,R,barkl001,empty,22,18,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0
1984,R,barkl001,loaded,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1984,R,barkl001,menon,26,20,2,3,1,0,0,0,1,2,0,8,1,0,4,0,0
1984,R,barkl001,scoring,16,15,1,1,0,0,0,0,1,1,0,6,0,0,0,0,0
1984,R,barns001,empty,26,24,3,6,0,0,1,0,1,2,0,3,0,0,0,0,0
1984,R,barns001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1984,R,barns001,menon,20,18,2,2,0,0,0,0,2,2,1,3,1,0,0,0,0
1984,R,barns001,scoring,8,7,2,2,0,0,0,0,2,1,1,1,1,0,0,0,0
1984,R,barrm001,empty,305,280,88,107,11,1,2,0,2,24,0,16,0,1,0,0,0
1984,R,barrm001,loaded,13,11,2,2,0,0,0,0,4,0,0,1,0,0,0,2,0
1984,R,barrm001,menon,221,195,56,75,12,2,1,0,43,18,2,9,9,0,4,4,0
1984,R,barrm001,scoring,122,109,34,51,10,2,1,0,43,9,2,6,4,0,0,4,0
1984,R,bassk001,empty,212,208,48,69,11,2,2,0,2,2,0,37,0,2,0,0,0
1984,R,bassk001,loaded,4,4,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1984,R,bassk001,menon,130,123,38,50,6,3,0,0,27,4,1,20,2,1,2,0,0
1984,R,bassk001,scoring,80,75,24,34,4,3,0,0,26,4,1,14,1,1,0,0,0
1984,R,bayld001,empty,248,221,57,112,11,1,14,0,14,18,0,29,0,9,0,0,0
1984,R,bayld001,loaded,13,13,4,5,1,0,0,0,8,0,0,0,2,0,0,0,0
1984,R,bayld001,menon,310,272,72,129,18,0,13,0,75,20,6,39,10,14,1,3,0
1984,R,bayld001,scoring,165,142,35,53,9,0,3,0,50,13,6,15,7,7,0,3,0
1984,R,beanb001,empty,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1984,R,beanb001,menon,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,beanb001,scoring,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,bedrs001,empty,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1984,R,bedrs001,menon,11,10,2,2,0,0,0,0,0,0,0,4,0,0,1,0,0
1984,R,bedrs001,scoring,9,8,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
1984,R,bellb001,empty,335,304,85,135,17,3,9,0,9,31,0,36,0,0,0,0,0
1984,R,bellb001,loaded,5,5,2,6,1,0,1,1,6,0,0,2,1,0,0,0,0
1984,R,bellb001,menon,295,249,89,118,19,2,2,1,74,32,8,18,21,3,2,9,0
1984,R,bellb001,scoring,166,130,47,63,11,1,1,1,69,24,8,10,7,1,2,9,0
1984,R,bellg001,empty,342,320,89,165,23,1,17,0,17,16,0,52,0,5,0,0,1
1984,R,bellg001,loaded,9,9,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0
1984,R,bellg001,menon,301,286,88,137,16,3,9,0,70,8,2,34,14,3,0,3,1
1984,R,bellg001,scoring,184,170,47,78,8,1,7,0,59,7,2,23,6,3,0,3,1
1984,R,bellr001,empty,11,11,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,R,bellr001,menon,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,bellr001,scoring,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,R,beneb001,empty,193,177,44,61,3,1,4,0,4,16,0,17,0,0,0,0,0
1984,R,beneb001,loaded,8,6,1,2,1,0,0,0,5,0,0,0,1,0,0,2,0
