YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1978,R,aased001,empty,440,398,114,169,17,4,10,0,10,40,0,53,0,2,0,0,0
1978,R,aased001,loaded,13,12,3,3,0,0,0,0,9,1,0,3,0,0,0,0,0
1978,R,aased001,menon,333,287,71,102,13,3,4,0,56,40,4,40,12,0,5,1,0
1978,R,aased001,scoring,196,165,37,55,5,2,3,0,49,30,4,29,1,0,0,1,0
1978,R,abbog001,empty,399,376,117,198,26,2,17,0,17,22,0,40,0,1,0,0,0
1978,R,abbog001,loaded,10,10,3,6,0,0,1,1,8,0,0,2,2,0,0,0,0
1978,R,abbog001,menon,290,255,74,113,18,3,5,1,71,22,5,27,11,1,9,3,0
1978,R,abbog001,scoring,177,156,48,74,10,2,4,1,64,16,5,14,5,0,2,3,0
1978,R,alexd001,empty,488,442,118,189,25,5,12,0,12,45,0,54,0,1,0,0,0
1978,R,alexd001,loaded,12,11,4,8,1,0,1,1,11,0,0,0,0,0,0,1,0
1978,R,alexd001,menon,334,290,80,121,11,6,6,1,64,26,1,27,11,0,10,8,0
1978,R,alexd001,scoring,185,156,39,60,6,3,3,1,52,19,1,13,2,0,2,8,0
1978,R,anduj001,empty,250,219,55,74,6,2,3,0,3,29,0,26,0,2,0,0,0
1978,R,anduj001,loaded,8,6,1,2,1,0,0,0,5,0,0,2,0,0,0,2,0
1978,R,anduj001,menon,220,173,33,46,7,3,0,0,32,29,6,29,10,2,11,5,0
1978,R,anduj001,scoring,138,101,17,21,2,1,0,0,27,25,6,21,2,1,6,5,0
1978,R,arrof001,empty,10,10,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0
1978,R,arrof001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,R,arrof001,menon,11,10,4,9,0,1,1,0,4,0,0,0,0,1,0,0,0
1978,R,arrof001,scoring,7,6,2,7,0,1,1,0,4,0,0,0,0,1,0,0,0
1978,R,atkib101,empty,102,85,19,29,4,0,2,0,2,16,0,17,0,1,0,0,0
1978,R,atkib101,loaded,7,7,4,9,2,0,1,1,10,0,0,2,0,0,0,0,0
1978,R,atkib101,menon,102,83,26,41,2,2,3,1,28,12,4,15,2,0,4,3,0
1978,R,atkib101,scoring,77,61,17,26,2,2,1,1,24,11,4,14,0,0,2,3,0
1978,R,auguj001,empty,449,421,118,168,17,3,9,0,9,27,0,33,0,1,0,0,0
1978,R,auguj001,loaded,22,18,6,9,3,0,0,0,18,2,0,3,2,0,0,2,0
1978,R,auguj001,menon,361,307,86,119,14,2,5,0,78,34,2,26,23,3,8,9,0
1978,R,auguj001,scoring,207,166,48,70,8,1,4,0,73,27,2,15,9,2,3,9,0
