YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1990,R,aased001,empty,73,65,16,26,1,0,3,0,3,8,0,13,0,0,0,0,0
1990,R,aased001,loaded,5,5,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1990,R,aased001,menon,90,77,17,27,2,1,2,0,17,11,4,11,2,0,2,0,0
1990,R,aased001,scoring,60,48,11,18,2,1,1,0,15,11,4,6,1,0,1,0,0
1990,R,abboj001,empty,511,474,139,193,22,1,10,0,10,35,0,53,0,2,0,0,0
1990,R,abboj001,loaded,19,16,5,6,1,0,0,0,16,1,0,1,1,0,0,2,0
1990,R,abboj001,menon,414,359,107,141,14,1,6,0,86,37,6,52,27,3,9,6,0
1990,R,abboj001,scoring,222,180,52,64,7,1,1,0,75,29,6,27,7,2,5,6,0
1990,R,abbop001,empty,78,58,16,21,5,0,0,0,0,19,0,13,0,1,0,0,0
1990,R,abbop001,loaded,3,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1990,R,abbop001,menon,84,73,21,29,4,2,0,0,17,9,0,12,4,0,1,1,0
1990,R,abbop001,scoring,54,45,12,16,2,1,0,0,15,7,0,7,1,0,1,1,0
1990,R,ackej001,empty,210,194,54,76,11,1,3,0,3,14,0,28,0,2,0,0,0
1990,R,ackej001,loaded,15,14,5,9,1,0,1,1,14,1,0,1,0,0,0,0,0
1990,R,ackej001,menon,193,172,49,77,10,0,6,1,50,16,5,26,6,1,3,1,0
1990,R,ackej001,scoring,123,108,29,50,6,0,5,1,45,11,5,16,3,1,2,1,0
1990,R,adkis001,empty,59,43,11,22,1,2,2,0,2,16,0,6,0,0,0,0,0
1990,R,adkis001,loaded,3,1,1,4,0,0,1,1,6,2,0,0,0,0,0,0,0
1990,R,adkis001,menon,56,41,8,17,3,0,2,1,12,13,0,8,3,0,1,1,0
1990,R,adkis001,scoring,27,18,3,7,1,0,1,1,10,7,0,3,1,0,1,1,0
