YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1985,R,abrej001,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1985,R,abrej001,loaded,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1985,R,abrej001,menon,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1985,R,abrej001,scoring,7,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1985,R,adamr001,empty,80,79,13,19,1,1,1,0,1,1,0,14,0,0,0,0,0
1985,R,adamr001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1985,R,adamr001,menon,50,42,10,15,2,0,1,0,9,4,3,9,2,1,3,0,0
1985,R,adamr001,scoring,30,24,7,12,2,0,1,0,9,4,3,4,1,1,1,0,0
1985,R,agual001,empty,114,100,24,40,2,1,4,0,4,10,0,15,0,4,0,0,0
1985,R,agual001,loaded,4,1,1,1,0,0,0,0,4,0,0,0,0,1,0,2,0
1985,R,agual001,menon,86,65,22,37,5,2,2,0,17,12,5,11,7,2,4,3,0
1985,R,agual001,scoring,50,36,14,21,3,2,0,0,13,9,5,7,0,2,0,3,0
1985,R,aguir001,empty,22,21,6,6,0,0,0,0,0,1,0,1,0,0,0,0,0
1985,R,aguir001,loaded,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1985,R,aguir001,menon,22,15,4,6,2,0,0,0,2,0,0,4,1,0,7,0,0
1985,R,aguir001,scoring,10,9,2,2,0,0,0,0,1,0,0,4,1,0,1,0,0
1985,R,aikew001,empty,13,12,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0
1985,R,aikew001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,R,aikew001,menon,11,8,3,7,1,0,1,0,5,2,0,1,1,0,0,1,0
1985,R,aikew001,scoring,7,5,2,3,1,0,0,0,3,1,0,1,0,0,0,1,0
1985,R,alleg001,empty,17,17,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0
1985,R,alleg001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1985,R,alleg001,menon,17,17,2,3,1,0,0,0,3,0,0,6,1,0,0,0,0
1985,R,alleg001,scoring,14,14,2,3,1,0,0,0,3,0,0,6,1,0,0,0,0
1985,R,allen001,empty,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1985,R,almob001,empty,164,149,43,58,12,0,1,0,1,14,0,36,0,1,0,0,0
1985,R,almob001,loaded,14,12,3,9,0,0,2,2,12,0,0,4,1,0,0,2,0
1985,R,almob001,menon,110,95,23,43,5,0,5,2,28,8,0,25,6,0,4,3,0
1985,R,almob001,scoring,64,56,13,23,4,0,2,2,22,3,0,16,3,0,2,3,0
1985,L,anded001,empty,4,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1985,R,anded001,empty,144,124,28,42,5,0,3,0,3,19,0,30,0,1,0,0,0
1985,R,anded001,loaded,8,7,2,2,0,0,0,0,4,1,0,0,0,0,0,0,0
1985,L,anded001,menon,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1985,R,anded001,menon,118,97,16,20,1,0,1,0,15,16,3,12,4,0,4,1,0
1985,L,anded001,scoring,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1985,R,anded001,scoring,68,54,10,11,1,0,0,0,12,13,3,8,2,0,0,1,0
1985,R,andel001,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,R,andel001,menon,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1985,R,andel001,scoring,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,L,anduj001,empty,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1985,R,anduj001,empty,48,44,4,5,1,0,0,0,0,4,0,26,0,0,0,0,0
1985,W,anduj001,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1985,R,anduj001,loaded,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1985,L,anduj001,menon,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1985,R,anduj001,menon,58,50,6,7,1,0,0,0,8,1,0,24,2,0,7,0,0
1985,L,anduj001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1985,R,anduj001,scoring,39,35,6,7,1,0,0,0,8,1,0,17,1,0,3,0,0
1985,R,armat001,empty,213,204,60,124,11,4,15,0,15,7,0,45,0,2,0,0,0
1985,R,armat001,loaded,12,11,3,4,1,0,0,0,7,0,0,3,2,0,0,1,0
1985,R,armat001,menon,197,181,42,74,6,1,8,0,49,11,4,45,14,0,0,5,0
1985,R,armat001,scoring,122,106,29,43,3,1,3,0,39,11,4,28,3,0,0,5,0
1985,R,ashba001,empty,123,111,31,56,4,0,7,0,7,12,0,19,0,0,0,0,0
1985,R,ashba001,loaded,3,2,1,4,0,0,1,1,5,1,0,0,0,0,0,0,0
1985,R,ashba001,menon,93,78,22,29,4,0,1,1,18,12,2,8,9,1,1,1,0
1985,R,ashba001,scoring,48,40,12,18,3,0,1,1,18,7,2,6,2,0,0,1,0
