YEAR,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1977,cartr101,3,8,6,1,4,0,0,1,0,2,2,0,0,0,0,0,0,0
1977,cartr101,10,511,454,127,193,22,1,14,0,77,53,6,51,17,0,0,4,0
1977,cartr101,11,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0
1977,cashd101,4,709,650,188,244,42,7,0,0,43,52,5,33,15,2,4,1,0
1977,castr001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,cedec001,8,595,527,148,242,36,8,14,0,71,47,7,50,10,11,2,8,0
1977,cedec001,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,ceror001,2,107,100,20,27,4,0,1,0,10,6,0,12,3,0,1,0,0
1977,cey-r001,5,669,564,136,254,22,3,30,2,110,93,6,106,11,2,3,7,0
1977,chald101,4,19,18,4,8,1,0,1,0,3,0,0,1,1,0,0,1,0
1977,chald101,5,554,483,137,171,24,2,2,0,42,52,2,63,12,5,9,5,0
1977,chald101,6,16,16,3,5,2,0,0,0,0,0,0,4,0,0,0,0,0
1977,chald101,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,chamc001,3,649,596,170,262,32,6,16,0,87,45,5,72,22,2,0,5,1
1977,chamc001,11,4,4,2,5,0,0,1,0,3,0,0,1,0,0,0,0,0
1977,chamm101,4,547,506,115,144,14,6,1,0,43,27,3,85,8,2,10,0,2
1977,chamm101,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,chand101,4,84,75,19,28,4,1,1,0,4,8,1,9,5,0,1,0,0
1977,chand101,6,131,120,20,27,2,1,1,0,9,9,1,33,4,0,1,1,0
1977,chand101,11,16,14,3,7,1,0,1,0,2,0,0,2,0,0,2,0,0
1977,chilr101,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,chilr101,9,70,62,18,29,5,0,2,0,10,3,0,2,2,2,1,2,0
1977,chilr101,10,199,176,43,53,8,1,0,0,21,18,1,14,3,0,3,2,0
1977,chilr101,11,23,20,7,13,3,0,1,0,5,2,1,1,0,0,0,1,0
1977,chril101,1,88,74,10,19,0,0,3,1,13,4,0,38,0,0,10,0,0
1977,clarj001,8,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1977,clarj001,9,430,382,93,145,14,4,10,1,40,42,2,67,7,2,1,3,0
1977,clarj001,11,34,30,11,23,3,0,3,0,11,4,0,7,0,0,0,0,0
1977,cling101,7,188,165,49,68,9,2,2,0,29,19,0,12,5,1,1,2,0
1977,cling101,8,4,4,2,3,1,0,0,0,2,0,0,1,0,0,0,0,0
1977,cling101,9,34,31,9,11,2,0,0,0,0,3,1,3,0,0,0,0,0
1977,cling101,11,43,39,10,13,0,0,1,0,10,3,1,9,2,0,0,1,0
1977,coled102,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,coled102,8,8,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,coled102,11,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,colld001,7,260,239,64,87,8,3,3,0,17,13,0,36,1,3,3,2,0
1977,colld001,8,13,12,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0
1977,colld001,9,9,7,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0
1977,colld001,10,158,139,27,34,1,0,2,0,8,15,0,24,1,0,3,1,0
1977,colld001,11,7,5,3,3,0,0,0,0,1,2,0,2,0,0,0,0,0
1977,colld101,1,12,11,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0
1977,colub101,7,24,18,4,4,0,0,0,0,4,4,0,1,0,0,0,2,0
1977,colub101,8,20,18,6,6,0,0,0,0,3,2,0,1,1,0,0,0,0
1977,colub101,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,concd001,6,630,572,155,211,26,3,8,1,64,46,6,77,15,0,6,6,0
1977,coopc001,3,630,597,181,279,30,7,18,1,74,25,4,100,12,0,1,7,0
1977,coopc001,10,47,45,12,19,1,0,2,0,4,2,0,9,1,0,0,0,0
1977,coopc001,11,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,corct001,7,12,11,4,9,2,0,1,0,5,1,1,2,0,0,0,0,0
1977,corct001,8,25,24,6,7,1,0,0,0,1,1,0,2,1,0,0,0,0
1977,corct001,9,32,29,8,8,0,0,0,0,3,2,0,3,2,0,0,1,0
1977,corct001,10,8,7,1,4,0,0,1,0,2,1,0,0,0,0,0,0,0
1977,corct001,11,34,32,10,13,0,0,1,0,4,1,0,2,0,0,0,1,0
1977,cornt101,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,corrv101,2,164,139,28,52,6,0,6,0,13,22,1,33,3,1,1,1,0
1977,corrv101,11,6,5,2,6,1,0,1,0,3,0,0,0,0,0,0,1,0
1977,cowea001,8,95,90,25,41,2,1,4,0,18,3,0,5,4,1,0,1,0
1977,cowea001,9,556,506,161,272,30,12,19,0,89,38,4,59,9,7,1,4,0
1977,cowea001,10,5,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1977,cowea001,11,5,5,2,4,0,1,0,0,3,0,0,0,1,0,0,0,0
1977,cox-l101,2,104,93,23,35,6,0,2,0,6,10,0,12,2,0,1,0,0
1977,cox-t101,10,62,58,21,29,3,1,1,0,6,3,0,6,0,0,1,0,0
1977,craww101,7,125,112,27,36,3,0,2,0,15,12,1,8,1,0,0,1,0
1977,craww101,9,70,60,13,19,4,1,0,0,7,9,1,11,5,0,1,0,0
1977,craww101,10,67,59,11,14,3,0,0,0,6,6,1,8,0,0,1,1,0
1977,craww101,11,27,19,3,6,0,0,1,0,6,7,2,3,0,0,0,1,0
1977,crisd102,2,10,9,3,6,0,0,1,0,1,0,0,1,0,0,1,0,0
1977,cromw101,7,649,608,173,242,40,7,5,0,50,32,3,38,14,4,2,3,0
1977,cromw101,9,13,12,2,3,1,0,0,0,0,1,0,2,1,0,0,0,0
1977,crowt101,10,7,7,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1977,crowt101,11,16,15,7,10,0,0,1,1,9,1,0,1,0,0,0,0,0
1977,cruzh101,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,cruzh101,7,55,47,12,25,7,0,2,0,7,6,0,3,1,0,1,1,0
1977,cruzh101,9,317,275,66,93,11,2,4,0,33,38,1,49,7,1,1,2,0
1977,cruzh101,11,17,15,2,3,1,0,0,0,2,2,0,4,0,0,0,0,0
1977,cruzh102,8,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
1977,cruzh102,9,15,15,5,8,0,0,1,0,4,0,0,1,0,0,0,0,0
1977,cruzh102,11,6,5,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
1977,cruzj001,8,12,11,3,5,0,1,0,0,0,1,0,2,0,0,0,0,0
1977,cruzj001,9,645,564,169,269,31,9,17,0,87,68,13,64,4,0,3,10,0
1977,cruzj001,11,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,cruzj002,4,229,198,51,59,3,1,1,0,7,24,1,29,2,0,7,0,0
1977,cruzj002,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,cruzt101,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,cruzt101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,cubbm101,5,451,404,108,161,16,5,9,1,55,37,6,48,4,0,6,4,0
1977,cubbm101,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,cubbm101,11,12,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,curtj001,1,16,13,3,5,0,1,0,0,0,1,0,8,0,0,2,0,0
1977,curtj001,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,dacqj101,1,11,8,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0
1977,dadep101,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,dadep101,5,95,82,22,29,3,2,0,0,10,8,1,8,3,1,1,3,0
1977,dadep101,7,93,83,22,24,2,0,0,0,8,6,1,14,0,1,1,2,0
1977,dadep101,8,113,106,28,36,3,1,1,0,16,5,0,17,3,0,1,1,0
1977,dadep101,9,179,167,55,68,7,0,2,0,10,9,1,15,5,0,1,2,0
1977,dadep101,10,14,12,5,5,0,0,0,0,0,2,0,0,1,0,0,0,0
1977,dadep101,11,13,10,2,2,0,0,0,0,1,2,1,3,0,0,0,1,0
1977,darwb101,9,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,darwb101,10,7,7,2,3,1,0,0,0,1,0,0,2,1,0,0,0,0
1977,darwb101,11,11,11,2,3,1,0,0,0,0,0,0,6,0,0,0,0,0
1977,dauer001,4,284,263,65,95,13,1,5,0,19,18,0,22,9,1,2,0,0
1977,dauer001,5,24,24,7,8,1,0,0,0,3,0,0,4,0,0,0,0,0
1977,dauer001,10,5,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1977,dauer001,11,16,12,1,2,1,0,0,0,2,2,0,1,1,1,0,1,0
1977,davaj101,4,8,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,davaj101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,davav101,7,5,5,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0
1977,davav101,8,10,10,4,5,1,0,0,0,0,0,0,2,0,0,0,0,0
1977,davav101,9,19,19,5,5,0,0,0,0,2,0,0,3,0,0,0,0,0
1977,davav101,11,14,14,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,davem101,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,davib101,2,102,92,16,21,2,0,1,0,10,5,2,23,2,2,2,1,0
1977,davib101,11,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,david101,7,37,36,9,11,2,0,0,0,4,0,0,5,1,0,0,1,0
1977,david101,10,15,13,4,4,0,0,0,0,2,1,0,3,0,0,0,1,0
1977,david101,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,dawsa001,7,15,12,3,5,2,0,0,0,0,2,0,2,0,0,1,0,0
1977,dawsa001,8,532,496,141,235,22,9,18,0,62,30,4,84,6,2,0,4,0
1977,dawsa001,9,13,12,4,9,2,0,1,0,3,1,0,5,0,0,0,0,0
1977,dawsa001,11,6,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1977,decid001,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,decid001,5,586,516,134,225,28,3,19,0,69,63,6,85,14,2,0,5,0
1977,decid001,10,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,decid001,11,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,dejei001,6,695,624,166,220,31,7,3,0,40,56,4,90,8,4,7,4,0
1977,delgp101,7,4,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1977,delgp101,8,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,delgp101,9,14,13,2,2,0,0,0,0,1,1,0,5,0,0,0,0,0
1977,demel101,1,20,20,3,5,0,1,0,0,0,0,0,8,0,0,0,0,0
1977,dempr001,2,312,269,60,83,6,4,3,0,31,33,1,34,9,2,5,3,0
1977,dempr001,11,2,1,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0
1977,dennj001,1,58,51,5,5,0,0,0,0,2,1,0,15,1,1,5,0,0
1977,dentb001,6,540,477,118,168,18,4,8,1,49,39,0,28,9,1,14,9,0
1977,diazb001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,dierl101,1,10,8,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
1977,dills101,4,118,107,28,36,5,0,1,0,12,6,0,9,1,0,2,3,0
1977,dills101,6,27,25,5,7,2,0,0,0,1,1,0,3,0,0,0,1,0
1977,dills101,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,dills101,11,7,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,dilom001,7,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,dilom001,8,24,21,2,2,0,0,0,0,0,1,0,3,0,0,2,0,0
1977,dilom001,9,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,dilom001,11,12,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1977,dimmm101,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,dimmm101,9,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,dixot101,1,10,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
1977,downa101,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,downb001,2,193,151,41,59,4,1,4,0,22,33,0,19,3,1,5,3,0
1977,downb001,7,8,6,4,6,0,1,0,0,1,1,0,0,0,1,0,0,0
1977,downb001,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,downb001,10,5,5,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1977,downb001,11,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1977,doyld102,4,495,450,109,140,13,6,2,0,48,29,3,48,8,4,8,4,0
1977,doyld102,11,5,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
1977,dried001,3,602,530,160,250,31,4,17,0,91,64,8,83,12,3,0,5,0
1977,dried001,11,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,duesh101,1,6,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1977,dufff101,6,368,333,67,96,13,2,4,0,31,21,0,47,8,0,13,1,0
1977,dufff101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,dunct101,5,12,10,4,7,0,0,1,0,2,1,0,1,0,0,0,1,0
1977,dunct101,11,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,dwyej001,7,7,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,dwyej001,9,28,22,5,6,1,0,0,0,2,4,0,4,0,2,0,0,0
1977,dwyej001,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,dyerd101,2,328,267,65,87,11,1,3,0,19,54,11,49,5,3,1,3,0
1977,dyerd101,11,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1977,easlm001,7,4,4,3,6,0,0,1,0,3,0,0,0,0,0,0,0,0
1977,easlm001,9,9,8,3,4,1,0,0,0,1,0,0,1,0,0,0,1,0
1977,easlm001,11,6,6,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
1977,eastj001,1,16,14,4,6,2,0,0,0,1,0,0,3,0,0,2,0,0
1977,eastj001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,eastr101,1,14,11,3,3,0,0,0,0,1,2,0,6,0,0,1,0,0
1977,edwam101,4,7,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
1977,ellij101,2,29,26,7,10,3,0,0,0,4,3,0,4,1,0,0,0,0
1977,ellij101,3,26,26,8,20,0,0,4,0,6,0,0,6,0,0,0,0,0
1977,ellij101,10,56,53,11,14,3,0,0,0,4,3,1,13,0,0,0,0,0
1977,ellij101,11,16,14,2,3,1,0,0,0,1,2,1,3,0,0,0,0,0
1977,ellir101,7,146,136,29,47,4,1,4,0,17,7,1,18,5,1,0,2,0
1977,ellir101,11,32,31,11,21,1,0,3,1,9,1,0,6,0,0,0,0,0
1977,espin101,1,72,62,8,9,1,0,0,0,5,3,0,15,3,0,7,0,0
1977,essij001,2,380,321,88,140,18,2,10,0,44,52,1,35,9,1,4,2,0
1977,essij001,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,etcha101,2,130,113,29,35,2,2,0,0,14,12,0,19,2,0,3,2,0
1977,etcha101,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,evand001,3,70,57,18,34,4,0,4,0,11,12,1,7,0,0,1,0,0
1977,evand001,5,130,114,29,49,6,1,4,0,18,14,2,14,3,0,0,2,0
1977,evand001,7,320,274,66,98,7,2,7,0,33,40,0,27,4,3,0,3,0
1977,evand001,11,19,16,4,11,1,0,2,0,10,3,0,2,1,0,0,0,0
1977,evand002,8,43,38,13,27,0,1,4,0,10,3,0,8,1,0,2,0,0
1977,evand002,9,194,168,47,87,8,1,10,0,24,21,0,40,2,0,4,1,0
1977,evand002,10,20,17,5,5,0,0,0,0,1,3,0,6,0,0,0,0,0
1977,evand002,11,8,7,1,2,1,0,0,0,1,1,0,4,0,0,0,0,0
1977,ewins101,7,39,35,10,12,0,1,0,0,4,3,1,9,1,0,1,0,0
1977,ewins101,9,106,97,25,30,2,0,1,0,11,9,2,13,4,0,0,0,0
1977,ewins101,10,94,86,25,39,5,0,3,0,14,6,1,18,3,0,2,0,0
1977,ewins101,11,27,26,10,13,1,1,0,0,5,1,0,2,1,0,0,0,0
1977,faheb101,2,69,65,15,19,4,0,0,0,5,1,0,7,1,0,3,0,0
1977,faheb101,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,fairr101,3,157,141,28,44,7,0,3,0,15,12,1,20,4,0,3,1,0
1977,fairr101,7,32,28,12,26,2,0,4,0,6,4,0,6,0,0,0,0,0
1977,fairr101,9,87,84,26,46,6,1,4,0,11,1,1,9,2,1,1,0,0
1977,fairr101,10,245,200,60,95,9,1,8,0,30,39,8,25,6,1,4,1,0
1977,fairr101,11,7,5,2,2,0,0,0,0,2,2,1,0,0,0,0,0,0
1977,falcp001,1,47,41,10,12,0,1,0,0,2,2,0,12,0,0,4,0,0
1977,fergj101,2,492,404,104,176,21,3,15,0,55,84,7,74,10,0,2,2,0
1977,fergj101,3,5,5,2,5,0,0,1,0,4,0,0,2,0,0,0,0,0
1977,fergj101,11,14,12,2,2,0,0,0,0,2,1,0,3,1,0,0,1,0
1977,fingr001,1,21,20,1,1,0,0,0,0,2,0,0,9,0,0,1,0,0
1977,fiscm001,6,15,15,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,fiskc001,2,630,534,169,279,26,3,26,1,102,75,3,85,8,9,2,10,0
1977,fiskc001,11,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,flanj101,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,flanj101,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,florg101,7,129,122,28,38,8,1,0,0,8,4,0,8,9,0,3,0,0
1977,florg101,8,193,177,56,71,9,3,0,0,14,13,1,25,1,1,2,0,0
1977,florg101,9,19,17,4,7,0,0,1,0,2,2,0,1,2,0,0,0,0
1977,florg101,10,19,16,5,6,1,0,0,0,1,3,1,3,0,0,0,0,0
1977,florg101,11,12,10,2,3,1,0,0,0,1,1,0,2,1,0,1,0,0
1977,flynd001,4,98,93,21,27,4,1,0,0,8,2,0,11,2,0,2,1,0
1977,flynd001,5,8,8,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,flynd001,6,223,209,39,44,3,1,0,0,11,9,2,16,2,0,3,2,0
1977,flynd001,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,folit001,6,440,420,92,133,21,4,4,0,29,11,1,20,7,0,3,6,0
1977,folit001,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,folit001,11,4,4,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
1977,footb101,2,83,77,19,34,4,1,3,0,11,6,0,15,7,0,0,0,0
1977,footb101,11,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,fordd001,7,5,4,2,3,1,0,0,0,1,0,0,1,0,1,0,0,0
1977,fordd001,8,3,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
1977,fordd001,9,475,424,111,179,21,7,11,0,56,37,1,72,12,9,0,5,0
1977,fordd001,10,6,5,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1977,fordd001,11,21,18,6,8,2,0,0,0,2,3,2,5,0,0,0,0,0
1977,forsb001,1,86,72,12,16,4,0,0,0,4,2,0,29,0,0,12,0,0
1977,forsk001,1,15,13,1,1,0,0,0,0,0,1,0,5,0,0,1,0,0
1977,forst001,1,24,24,9,12,1,1,0,0,1,0,0,4,0,0,0,0,0
1977,forst001,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,fossr101,2,278,258,69,96,7,1,6,0,28,8,2,27,6,3,8,1,0
1977,fossr101,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,fossr101,10,12,11,6,9,3,0,0,0,4,1,0,1,0,0,0,0,0
1977,fossr101,11,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,fostg001,7,564,504,154,298,25,1,39,0,117,49,9,87,16,3,0,8,0
1977,fostg001,8,125,111,43,90,6,1,13,0,32,12,1,20,1,2,0,0,0
1977,fostl101,4,60,56,14,17,3,0,0,0,6,4,0,10,2,0,0,0,0
1977,fostl101,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,fostl101,6,11,10,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0
1977,fostl101,11,6,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1977,freer101,3,48,41,12,23,0,1,3,0,9,7,0,5,1,0,0,0,0
1977,freer101,9,22,19,12,15,0,0,1,0,4,2,0,1,0,0,0,1,0
1977,freer101,11,25,23,9,14,2,0,1,0,8,2,0,3,1,0,0,0,0
1977,fregj101,3,63,52,18,33,1,1,4,0,14,11,1,8,1,0,0,0,0
1977,fregj101,10,14,12,2,3,1,0,0,0,0,2,0,2,0,0,0,0,0
1977,fregj101,11,26,20,3,3,0,0,0,0,7,3,0,4,0,0,0,3,0
1977,freid101,1,43,37,5,6,1,0,0,0,1,4,0,14,0,0,2,0,0
1977,friap101,4,35,35,10,10,0,0,0,0,3,0,0,3,1,0,0,0,0
1977,friap101,5,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,friap101,6,22,20,4,5,1,0,0,0,1,0,0,2,0,0,2,0,0
1977,friap101,11,13,13,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0
1977,frymw101,1,26,22,7,7,0,0,0,0,0,1,0,5,0,0,3,0,0
1977,fuent101,4,672,614,190,244,19,10,5,0,51,38,1,61,11,2,13,5,0
1977,fuent101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,fullj102,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,fullj102,7,101,90,15,26,5,0,2,0,9,9,1,41,0,1,1,0,0
1977,fullj102,9,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,fullj102,11,6,5,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
1977,gambo001,7,12,10,3,4,1,0,0,0,0,2,0,2,0,0,0,0,0
1977,gambo001,8,26,26,9,23,2,0,4,0,7,0,0,3,1,0,0,0,0
1977,gambo001,9,134,113,33,57,9,0,5,0,19,18,1,15,1,3,0,0,0
1977,gambo001,10,284,245,70,144,10,2,20,0,51,34,1,32,1,3,1,1,0
1977,gambo001,11,14,14,6,12,0,0,2,0,6,0,0,2,0,0,0,0,0
1977,gantj001,5,48,46,13,17,1,0,1,0,2,2,0,5,1,0,0,0,0
1977,gantj001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,garbg001,1,10,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1977,garck001,6,139,131,29,41,6,0,2,0,10,6,0,31,4,0,2,0,0
1977,garcp101,4,135,125,27,39,10,1,0,0,9,4,0,20,2,3,3,0,0
1977,garcp101,10,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,garcp101,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,garda101,7,11,10,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0
1977,garda101,8,25,23,3,3,0,0,0,0,1,1,0,6,0,0,1,0,0
1977,garda101,9,7,6,1,1,0,0,0,0,1,0,0,2,1,1,0,0,0
1977,garda101,11,27,26,5,5,0,0,0,0,0,1,1,5,1,0,0,0,0
1977,garmm101,1,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,garnp001,4,201,175,49,74,10,6,1,0,25,22,0,17,5,1,2,1,0
1977,garnp001,5,435,396,100,179,23,4,16,0,52,32,4,45,8,1,5,1,0
1977,garnp001,6,13,12,3,5,2,0,0,0,0,1,0,3,0,0,0,0,0
1977,garnp001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,garrr101,7,560,532,160,233,29,7,10,0,54,24,4,44,7,0,3,1,0
1977,garrr101,10,7,5,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0
1977,garrr101,11,7,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,garrw101,5,172,141,42,53,6,1,1,0,20,28,7,12,2,1,1,1,0
1977,garrw101,11,21,18,1,4,0,0,1,0,2,2,0,6,0,0,0,1,0
1977,garvs001,3,694,645,192,322,25,3,33,2,115,37,10,90,15,1,7,4,0
1977,garvs001,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,gastc101,3,15,14,5,9,1,0,1,0,5,1,0,3,0,0,0,0,0
1977,gastc101,7,28,27,4,4,0,0,0,0,1,1,0,6,2,0,0,0,0
1977,gastc101,9,8,7,2,3,1,0,0,0,1,0,0,3,0,0,0,1,0
1977,gastc101,11,42,37,12,20,2,0,2,0,14,3,0,7,1,0,0,2,0
1977,geroc101,8,531,485,128,187,21,4,10,0,50,35,13,88,11,5,5,1,0
1977,geroc101,11,7,7,3,4,1,0,0,0,2,0,0,1,0,0,0,0,0
1977,gilbr101,4,452,397,98,141,15,2,8,1,43,44,6,75,9,2,7,2,0
1977,gilbr101,5,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,gilbr101,11,6,5,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
1977,giusd101,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1977,gomel101,4,37,34,10,18,4,2,0,0,8,2,0,4,0,0,1,0,0
1977,gomel101,5,6,5,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1977,gomel101,6,25,22,5,5,0,0,0,0,2,1,0,3,0,0,2,0,0
1977,gomel101,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,gomel101,11,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1977,gonzf101,4,16,16,3,6,0,0,1,0,1,0,0,1,1,0,0,0,0
1977,gonzf101,5,106,97,26,36,7,0,1,0,11,7,3,11,6,0,0,2,0
1977,gonzf101,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,gonzf101,7,40,37,10,15,2,0,1,0,5,3,2,3,0,0,0,0,0
1977,gonzf101,9,3,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1977,gonzf101,11,31,27,10,14,1,0,1,0,9,3,1,5,0,0,0,1,0
1977,gonzj101,4,177,162,43,53,8,1,0,0,8,9,0,21,5,3,3,0,0
1977,gonzj101,6,229,214,50,66,9,2,1,0,18,10,1,22,2,1,2,2,0
