YEAR,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1977,leonj001,9,4,4,2,4,0,1,0,0,2,0,0,1,0,0,0,0,0
1977,leonj001,11,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,leonm101,1,23,19,6,6,0,0,0,0,3,0,0,0,1,0,3,1,0
1977,lercr001,1,58,54,9,11,2,0,0,0,5,2,0,11,2,0,2,0,0
1977,lewad101,1,7,6,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0
1977,lezcs001,9,457,400,109,201,21,4,21,0,49,52,1,78,9,2,2,1,0
1977,lintl101,4,39,29,4,5,1,0,0,0,0,8,1,12,0,1,1,0,0
1977,lintl101,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,lis-j101,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,lis-j101,3,9,8,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0
1977,lis-j101,11,4,4,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0
1977,littm101,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,lockg101,7,5,5,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0
1977,locks101,1,17,14,3,3,0,0,0,0,1,0,0,1,1,0,3,0,0
1977,locks101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,lonbj101,1,59,48,5,5,0,0,0,0,1,2,0,22,0,0,9,0,0
1977,lopec101,8,20,16,7,11,4,0,0,0,1,3,0,2,0,0,1,0,0
1977,lopec101,9,293,275,76,116,14,1,8,0,33,11,1,57,0,3,1,3,0
1977,lopec101,11,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,loped001,4,588,501,141,203,19,5,11,0,53,73,3,69,3,2,6,6,0
1977,loped001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,lowej001,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,lowej001,7,55,47,13,16,3,0,0,0,0,7,1,6,2,0,1,0,0
1977,lowej001,8,13,13,3,8,0,1,1,0,4,0,0,5,0,0,0,0,0
1977,lowej001,9,45,39,9,16,1,0,2,0,4,6,0,6,1,0,0,0,0
1977,lowej001,10,33,25,7,8,1,0,0,0,1,7,0,5,3,0,1,0,0
1977,lowej001,11,25,24,4,8,1,0,1,0,3,1,0,6,0,0,0,0,0
1977,lum-m101,3,21,17,5,8,0,0,1,0,4,4,1,5,0,0,0,0,0
1977,lum-m101,7,35,33,6,12,0,0,2,0,8,1,0,8,1,0,0,1,0
1977,lum-m101,8,2,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
1977,lum-m101,9,29,27,3,6,0,0,1,0,2,2,0,5,1,0,0,0,0
1977,lum-m101,11,49,46,5,6,1,0,0,0,1,2,0,15,0,1,0,0,0
1977,luzig001,7,644,553,171,329,35,3,39,2,130,80,14,139,11,3,0,8,0
1977,luzig001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,lynnf001,8,556,489,129,222,29,5,18,0,76,51,2,59,14,3,5,8,0
1977,lynnf001,10,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,lynnf001,11,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,machk101,3,25,23,7,8,1,0,0,0,3,2,0,4,2,0,0,0,0
1977,machk101,5,58,55,16,18,2,0,0,0,8,3,0,9,3,0,0,0,0
1977,machk101,7,10,10,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0
1977,machk101,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,machk101,11,7,6,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
1977,mackp101,4,20,20,3,5,0,1,0,0,0,0,0,6,0,0,0,0,0
1977,mackp101,5,9,8,2,5,0,0,1,0,3,1,0,1,0,0,0,0,0
1977,mackp101,6,27,25,6,9,1,1,0,0,1,2,1,2,0,0,0,0,0
1977,mackp101,7,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1977,mackp101,11,30,29,7,8,1,0,0,0,2,1,0,7,0,0,0,0,0
1977,madde101,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,madde101,8,123,103,28,41,7,0,2,0,9,12,0,7,4,4,2,2,0
1977,madde101,11,4,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
1977,maddg001,8,603,570,167,256,27,10,14,0,74,24,8,58,5,4,0,4,1
1977,maddg001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,madlb001,4,27,25,8,9,1,0,0,0,0,1,1,3,0,0,1,0,0
1977,madlb001,5,549,500,152,216,26,1,12,0,46,41,13,29,24,6,0,2,0
1977,madlb001,11,9,8,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0
1977,mahlm001,1,9,6,3,4,1,0,0,0,0,2,0,1,0,0,1,0,0
1977,malls101,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,malls101,7,20,18,3,4,1,0,0,0,0,1,0,5,0,1,0,0,0
1977,malls101,8,36,34,8,12,2,1,0,0,0,1,0,5,1,1,0,0,0
1977,malls101,9,68,57,13,14,1,0,0,0,5,7,0,6,1,1,2,1,0
1977,malls101,10,9,7,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0
1977,malls101,11,6,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,mangp101,7,2,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1977,mangp101,11,6,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1977,mankp101,5,300,276,76,95,7,3,2,0,24,15,4,40,4,2,6,1,0
1977,mankp101,11,11,10,3,6,0,0,1,0,3,1,0,1,0,0,0,0,0
1977,mannr001,8,282,252,57,85,7,3,5,0,17,21,0,35,4,0,6,3,0
1977,mannr001,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1977,marsm101,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,martb001,2,83,78,18,25,4,0,1,0,9,3,0,11,1,0,2,0,0
1977,martb001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,martj001,3,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1977,martj001,7,24,22,2,2,0,0,0,0,2,1,0,7,0,1,0,0,0
1977,martj001,8,45,41,13,21,5,0,1,0,5,2,0,10,0,2,0,0,0
1977,martj001,9,147,132,36,65,10,2,5,0,17,13,1,22,3,1,0,1,0
1977,martj001,11,20,19,5,8,1,1,0,0,4,1,0,2,0,0,0,0,0
1977,martt102,4,88,84,25,30,5,0,0,0,5,2,0,12,0,0,2,0,0
1977,martt102,5,11,10,4,4,0,0,0,0,2,0,0,2,0,0,1,0,0
1977,martt102,6,40,39,12,18,1,1,1,0,3,0,0,5,1,0,1,0,0
1977,martt102,11,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,masoj101,6,149,131,25,34,6,0,1,0,9,12,0,19,2,0,5,1,0
1977,masoj101,11,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,matlj101,1,58,50,3,4,1,0,0,0,0,7,0,27,2,0,1,0,0
1977,mattg001,7,625,553,156,241,24,5,17,1,64,67,3,89,13,2,2,1,0
1977,mattg001,11,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1977,may-c101,3,12,9,3,3,0,0,0,0,1,3,0,0,1,0,0,0,0
1977,may-c101,7,8,8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,may-c101,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,may-c101,10,189,167,37,50,5,1,2,0,15,17,4,23,6,1,1,3,0
1977,may-c101,11,15,13,5,6,1,0,0,0,1,2,0,1,1,0,0,0,0
1977,may-d101,7,56,55,11,19,2,0,2,0,6,1,0,6,1,0,0,0,0
1977,may-d101,8,4,4,1,4,0,0,1,0,3,0,0,1,0,0,0,0,0
1977,may-d101,9,292,256,66,91,11,1,4,0,29,28,1,34,6,4,2,2,0
1977,may-d101,10,16,14,2,2,0,0,0,0,2,1,0,2,0,0,0,1,0
1977,may-d101,11,13,11,2,3,1,0,0,0,2,2,0,0,0,0,0,0,0
1977,may-l101,3,461,430,118,201,13,2,22,1,79,25,5,82,18,0,1,5,0
1977,may-l101,10,166,153,30,48,3,0,5,1,20,13,0,36,2,0,0,0,0
1977,may-l101,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,may-m001,2,433,392,97,145,9,3,11,1,45,26,2,31,14,0,8,7,0
1977,may-m001,11,5,5,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0
1977,maybj101,3,602,512,112,190,18,0,20,0,76,75,8,83,13,7,1,7,0
1977,maybj101,10,37,29,12,24,4,1,2,0,3,8,1,3,0,0,0,0,0
1977,maybj101,11,2,2,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
1977,mazzl001,8,611,532,132,180,24,3,6,0,44,71,5,72,4,3,4,1,0
1977,mazzl001,11,7,5,2,2,0,0,0,0,2,1,1,0,0,0,0,1,0
1977,mcbrb101,8,203,191,60,99,10,1,9,0,35,9,1,24,1,0,1,2,0
1977,mcbrb101,9,216,190,62,103,13,5,6,0,24,19,2,15,3,3,0,4,0
1977,mcbrb101,11,27,21,5,7,2,0,0,0,2,4,1,5,1,0,0,2,0
1977,mccat101,2,150,131,45,73,11,1,5,1,21,15,0,9,3,2,0,2,0
1977,mccat101,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,mccat101,11,53,36,9,16,2,1,1,0,9,13,1,2,1,0,0,4,0
1977,mccow101,3,543,474,134,239,21,0,28,2,85,66,16,105,15,0,0,3,0
1977,mccow101,11,5,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
1977,mcenw101,1,9,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1977,mcgll101,1,21,19,2,3,1,0,0,0,2,1,0,8,0,0,1,0,0
1977,mcgrt001,1,12,10,4,4,0,0,0,0,1,2,0,3,0,0,0,0,0
1977,mckad101,4,125,114,23,31,0,1,2,0,8,2,0,26,3,2,6,1,0
1977,mckad101,5,115,109,19,28,2,2,1,0,10,4,0,16,6,0,2,0,0
1977,mckad101,6,52,51,12,14,2,0,0,0,4,1,0,9,0,0,0,0,0
1977,mckad101,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,mckir101,3,98,89,14,21,4,0,1,0,7,7,0,24,3,0,0,1,1
1977,mckir101,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,mckir101,5,13,11,1,1,0,0,0,0,0,2,0,3,2,0,0,0,0
1977,mckir101,7,11,11,2,3,1,0,0,0,1,0,0,3,0,0,0,0,0
1977,mckir101,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,mckir101,10,60,56,11,19,2,0,2,0,7,3,0,8,3,0,0,1,0
1977,mckir101,11,32,29,6,15,0,0,3,0,6,3,0,5,3,0,0,0,0
1977,mclab101,1,12,9,0,0,0,0,0,0,0,1,0,8,0,0,2,0,0
1977,mclaj001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,mcmit102,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,mcmuk101,3,39,36,10,22,4,1,2,0,8,3,0,9,2,0,0,0,0
1977,mcmuk101,5,10,9,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0
1977,mcmuk101,10,83,74,18,27,3,0,2,0,8,9,0,15,1,0,0,0,0
1977,mcmuk101,11,19,17,2,5,0,0,1,0,3,2,0,3,1,0,0,0,0
1977,mcrah001,7,190,165,46,82,13,4,5,0,22,17,0,11,2,4,1,3,0
1977,mcrah001,10,530,476,145,248,41,7,16,0,70,42,5,32,10,9,1,2,0
1977,mcrah001,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,medid101,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,mejis101,7,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,mejis101,8,25,23,6,11,2,0,1,0,3,1,0,4,0,0,1,0,0
1977,mejis101,9,54,53,12,19,2,1,1,0,4,1,0,9,1,0,0,0,0
1977,mejis101,11,20,20,4,7,0,0,1,0,1,0,0,3,0,0,0,0,0
1977,melel101,11,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,meltb101,3,47,41,10,13,3,0,0,0,1,5,0,7,3,1,0,0,0
1977,meltb101,5,42,39,8,10,2,0,0,0,2,3,0,4,1,0,0,0,0
1977,meltb101,10,56,45,12,16,4,0,0,0,6,9,0,8,5,1,0,1,0
1977,meltb101,11,9,8,2,4,2,0,0,0,5,0,0,2,0,0,0,1,0
1977,mendm101,5,11,10,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1977,mendm101,6,71,67,13,15,2,0,0,0,4,2,0,7,1,0,2,0,0
1977,mendm101,11,4,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0
1977,messa101,1,39,34,4,9,2,0,1,0,3,3,0,9,0,0,2,0,0
1977,metzb101,1,9,7,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0
1977,metzr101,6,306,268,50,71,9,6,0,0,16,32,3,24,7,0,5,1,0
1977,metzr101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,meyed001,3,639,580,159,257,24,4,22,0,90,42,4,50,19,1,5,8,3
1977,meyed001,11,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,milbl001,4,161,146,31,38,7,0,0,0,9,4,0,10,2,2,7,2,0
1977,milbl001,6,90,84,21,30,3,0,2,0,12,2,0,8,2,0,1,3,0
1977,milbl001,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,milbl001,11,9,9,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,mille001,8,7,6,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0
1977,millf105,4,337,312,78,99,11,2,2,0,21,17,3,9,8,3,3,2,0
1977,millf105,11,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,millr001,7,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,millr001,8,87,75,17,25,6,1,0,0,12,8,1,15,1,3,1,0,0
1977,millr001,9,120,104,29,36,3,2,0,0,11,12,0,12,1,0,4,0,0
1977,millr001,10,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,millr001,11,7,5,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0
1977,milnj101,3,352,298,77,120,17,1,8,0,45,53,7,46,7,0,0,1,0
1977,milnj101,7,76,69,20,38,2,2,4,0,10,5,0,5,1,0,0,2,0
1977,milnj101,11,25,21,2,3,1,0,0,0,2,3,0,4,1,0,0,1,0
1977,mintg001,1,5,3,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0
1977,mittg101,2,381,348,83,132,22,0,9,0,43,28,7,69,18,1,2,2,0
1977,mittg101,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,moffr101,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,molib101,9,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,molib101,11,4,4,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1977,mondr001,3,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,mondr001,8,446,382,90,150,13,1,15,0,48,60,6,105,3,0,2,2,0
1977,mondr001,11,5,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1977,moned101,4,461,411,117,192,21,3,16,0,54,38,2,46,15,4,3,5,0
1977,moned101,5,57,51,11,15,1,0,1,0,6,5,0,7,0,1,0,0,0
1977,moned101,7,93,81,26,53,6,0,7,0,15,9,0,13,2,1,1,1,0
1977,moned101,10,31,25,3,3,0,0,0,0,2,5,0,4,0,1,0,0,0
1977,moned101,11,2,2,2,5,0,0,1,1,6,0,0,0,0,0,0,0,0
1977,montb101,2,43,38,11,19,2,0,2,0,6,3,0,8,1,1,0,1,0
1977,montb101,11,3,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1977,montj001,1,56,49,6,9,0,0,1,0,4,3,0,24,0,0,4,0,0
1977,montw101,3,580,542,155,248,31,1,20,0,68,35,3,59,18,0,0,3,0
1977,montw101,11,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,moorc001,2,414,371,90,132,15,6,5,0,45,31,0,39,12,1,9,2,0
1977,moorc001,11,4,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,moord001,1,11,10,3,5,0,1,0,0,1,1,0,5,0,0,0,0,0
1977,moorj101,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,moorj101,5,393,351,91,121,9,3,5,1,32,30,0,27,12,1,11,0,0
1977,moorj101,11,14,9,3,3,0,0,0,0,2,3,0,2,1,0,1,1,0
1977,moraa101,7,205,198,47,88,7,2,10,0,36,4,1,42,3,1,0,2,0
1977,moraa101,10,19,19,3,7,1,0,1,0,2,0,0,6,1,0,0,0,0
1977,moraa101,11,17,16,7,13,0,0,2,0,6,1,0,5,0,0,0,0,0
1977,moraj001,2,16,13,3,6,0,0,1,0,1,3,1,2,0,0,0,0,0
1977,moraj001,3,9,9,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0
1977,moraj001,11,56,52,10,14,2,1,0,0,7,2,2,10,4,0,0,2,0
1977,moraj101,7,6,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,moraj101,8,514,468,135,209,31,5,11,0,68,41,4,70,10,2,0,3,0
1977,moraj101,9,6,6,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0
1977,moraj101,11,12,11,3,5,2,0,0,0,1,1,0,3,0,0,0,0,0
1977,moreo001,8,523,483,117,175,19,9,7,0,34,37,5,97,4,1,0,2,0
1977,moreo001,11,10,9,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0
1977,morgj001,4,639,517,150,249,21,6,22,1,78,115,2,57,5,2,0,5,0
1977,morgj001,11,6,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1977,morrj002,5,8,7,3,3,0,0,0,0,1,1,0,1,0,0,0,0,0
1977,moskp101,1,41,37,7,11,1,0,1,0,2,3,0,10,1,0,1,0,0
1977,moskp101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,motam101,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,motam101,11,48,36,14,18,1,0,1,0,4,10,3,0,1,0,2,0,0
1977,mullr001,6,301,270,73,99,13,2,3,0,21,22,2,36,2,1,8,0,0
1977,mullr001,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,mumpj001,7,110,97,36,58,9,5,1,0,9,12,2,11,0,0,1,0,0
1977,mumpj001,8,268,250,68,80,6,3,0,0,19,18,2,34,2,0,0,0,0
1977,mumpj001,9,113,100,26,37,4,2,1,0,10,12,2,19,2,1,0,0,0
1977,mumpj001,11,21,16,3,4,1,0,0,0,0,5,0,6,0,0,0,0,0
1977,munst101,2,588,550,172,263,27,5,18,0,97,34,6,53,18,2,0,2,0
1977,munst101,10,47,43,11,12,1,0,0,0,3,4,2,2,0,0,0,0,0
1977,munst101,11,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,murcb101,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,murcb101,9,642,547,145,247,18,3,26,0,88,80,13,75,6,3,2,10,0
1977,murcb101,11,5,5,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0
1977,murpd001,2,76,76,24,40,8,1,2,0,14,0,0,8,3,0,0,0,0
1977,murrd001,1,14,12,2,2,0,0,0,0,0,0,0,5,1,0,2,0,0
1977,murre001,3,176,160,46,72,5,0,7,0,28,14,2,29,2,0,0,2,0
1977,murre001,7,13,13,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1977,murre001,10,473,435,124,212,24,2,20,0,60,33,4,71,19,1,0,4,0
1977,murre001,11,4,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1977,murrl101,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,murrl101,7,52,44,5,6,1,0,0,0,0,6,0,11,0,0,2,0,0
1977,murrl101,8,67,58,10,12,2,0,0,0,3,8,1,13,1,0,1,0,0
1977,murrl101,9,57,54,12,21,2,2,1,0,6,3,1,9,0,0,0,0,0
1977,murrl101,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,murrl101,11,4,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
1977,muset101,3,53,49,13,16,3,0,0,0,2,4,1,7,2,0,0,0,0
1977,muset101,7,20,17,4,5,1,0,0,0,1,3,1,3,1,0,0,0,0
1977,muset101,8,24,20,4,4,0,0,0,0,2,2,0,2,0,0,0,2,0
1977,muset101,10,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1977,muset101,11,33,30,6,8,2,0,0,0,2,3,2,4,1,0,0,0,0
1977,myrib101,1,11,11,2,2,0,0,0,0,2,0,0,3,0,0,0,0,0
1977,nahob001,2,26,23,6,10,1,0,1,0,4,2,0,3,1,0,0,1,0
1977,nelsd101,4,28,23,4,6,2,0,0,0,0,5,0,4,1,0,0,0,0
1977,nelsd101,10,22,21,4,5,1,0,0,0,2,1,0,6,0,0,0,0,0
1977,nelsd101,11,5,4,1,3,0,1,0,0,2,1,0,1,0,0,0,0,0
1977,nettg001,5,658,584,147,287,21,4,37,0,107,67,8,79,8,3,0,4,0
1977,nettg001,10,5,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1977,nettg001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,newmj001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,newmj001,2,170,160,36,57,9,0,4,0,15,4,1,24,2,1,4,1,0
1977,newmj001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,niekj001,1,55,50,7,7,0,0,0,0,2,2,0,13,2,0,3,0,0
1977,niekp001,1,123,109,19,20,1,0,0,0,7,0,0,15,3,1,12,1,0
1977,nolag101,1,17,15,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0
1977,nolaj001,2,51,43,9,13,1,0,1,0,2,7,1,6,2,0,0,1,0
1977,nolaj001,11,45,39,14,22,2,0,2,0,7,6,0,6,0,0,0,0,0
1977,nordt101,6,96,82,15,17,0,1,0,0,2,11,0,15,3,0,2,1,0
1977,nordt101,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,nordw101,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,nordw101,7,29,28,11,18,1,0,2,0,6,1,0,2,0,0,0,0,0
1977,nordw101,9,85,83,25,41,4,3,2,0,13,1,0,7,2,0,1,0,0
1977,nordw101,10,5,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1977,nordw101,11,8,7,2,3,1,0,0,0,3,0,0,2,1,0,0,1,0
1977,normd101,8,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,normd101,9,16,13,4,5,1,0,0,0,0,3,0,2,0,0,0,0,0
1977,normd101,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,normf101,1,84,73,8,9,1,0,0,0,2,5,0,26,1,0,6,0,0
1977,norrj101,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,norrj101,7,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,norrj101,8,292,251,58,80,13,3,1,0,18,36,2,36,5,0,4,1,0
1977,norrj101,9,209,176,54,70,7,3,1,0,16,25,1,19,4,0,5,3,0
1977,norrj101,11,13,10,5,7,2,0,0,0,3,3,1,2,1,0,0,0,0
1977,norrm101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,nortb101,8,216,179,48,60,3,3,1,0,9,30,2,24,1,2,5,0,0
1977,nortb101,10,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1977,nortb101,11,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,norww101,7,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,norww101,8,64,58,13,23,1,0,3,0,8,4,0,12,1,0,2,0,0
1977,norww101,9,15,14,3,5,2,0,0,0,1,1,0,2,0,0,0,0,0
1977,norww101,10,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,norww101,11,6,5,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1977,nyman101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,oatej101,2,165,150,42,55,4,0,3,0,11,11,4,9,3,0,2,2,0
1977,oatej101,11,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,oberk001,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,oberk001,5,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,oberk001,11,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,offir101,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,offir101,8,437,407,98,127,12,1,5,0,32,21,1,51,8,3,4,2,0
1977,offir101,11,23,20,5,6,1,0,0,0,7,2,0,7,0,0,0,1,0
1977,oglib001,9,479,435,113,204,24,2,21,0,60,37,2,78,10,3,1,3,0
1977,oglib001,10,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,oglib001,11,14,12,4,4,0,0,0,0,1,2,0,2,1,0,0,0,0
1977,oliva001,7,477,435,139,219,20,6,16,0,63,33,8,29,7,3,2,4,0
1977,oliva001,8,138,127,33,47,8,0,2,0,18,6,0,9,4,1,0,4,0
1977,oliva001,11,7,6,3,7,1,0,1,0,1,1,1,0,0,0,0,0,0
1977,olivd102,4,28,21,7,9,0,1,0,0,3,4,0,0,0,1,2,0,0
1977,olivd102,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,ontis101,5,633,543,163,231,32,3,10,0,68,81,4,68,15,3,2,4,0
1977,ontis101,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,ortaj001,4,616,559,158,231,27,8,10,0,82,46,3,48,12,2,2,7,0
1977,ortaj001,11,5,5,1,4,0,0,1,0,2,0,0,1,0,0,0,0,0
1977,otisa001,8,556,475,119,203,20,8,16,0,75,69,5,87,11,0,3,9,0
1977,otisa001,11,5,3,1,4,0,0,1,0,3,2,0,1,1,0,0,0,0
1977,ott-e101,2,325,293,79,120,14,3,7,0,34,29,6,37,4,2,0,1,0
1977,ott-e101,11,22,18,3,3,0,0,0,0,4,3,0,4,0,0,0,1,0
1977,owchb001,1,64,49,4,4,0,0,0,0,1,4,0,18,0,0,11,0,0
1977,pacit001,3,112,105,28,43,6,0,3,0,13,6,2,33,1,0,0,1,0
1977,pacit001,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,pacit001,7,6,6,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1977,pacit001,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,pacit001,9,9,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
