YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2021,R,abboc001,empty,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,R,abboc001,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,abrej003,empty,5,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
2021,R,abrej003,empty,323,288,70,133,13,1,16,0,16,27,0,81,0,8,0,0,0
2021,R,abrej003,loaded,17,13,6,13,1,0,2,2,21,1,0,2,0,2,0,1,0
2021,D,abrej003,menon,13,11,4,4,0,0,0,0,3,2,0,3,1,0,0,0,0
2021,R,abrej003,menon,336,278,78,139,17,1,14,2,101,34,3,62,28,14,0,10,0
2021,D,abrej003,scoring,6,5,3,3,0,0,0,0,3,1,0,2,0,0,0,0,0
2021,R,abrej003,scoring,179,140,40,78,9,1,9,2,86,22,3,29,11,7,0,10,0
2021,R,acunr001,empty,244,206,61,128,14,1,17,0,17,31,0,56,0,7,0,0,0
2021,R,acunr001,loaded,11,10,1,4,0,0,1,1,6,0,0,4,0,0,0,1,0
2021,R,acunr001,menon,116,91,23,49,5,0,7,1,35,18,2,29,0,2,0,5,0
2021,R,acunr001,scoring,73,52,9,14,2,0,1,1,20,15,2,17,0,1,0,5,0
2021,R,adamm002,empty,18,16,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0
2021,R,adamm002,loaded,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,R,adamm002,menon,22,20,4,5,1,0,0,0,2,2,1,5,1,0,0,0,0
2021,R,adamm002,scoring,17,15,2,2,0,0,0,0,2,2,1,4,1,0,0,0,0
2021,R,adamr004,empty,60,48,10,18,5,0,1,0,1,7,0,23,0,5,0,0,0
2021,R,adamr004,loaded,4,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
2021,R,adamr004,menon,60,51,12,20,3,1,1,0,9,8,0,17,2,1,0,0,0
2021,R,adamr004,scoring,37,29,5,9,1,0,1,0,7,7,0,11,0,1,0,0,0
2021,D,adamw002,empty,11,11,3,4,1,0,0,0,0,0,0,6,0,0,0,0,0
2021,R,adamw002,empty,315,284,69,118,16,0,11,0,11,31,0,97,0,0,0,0,0
2021,D,adamw002,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,R,adamw002,loaded,18,16,5,9,1,0,1,1,14,2,0,5,1,0,0,0,0
2021,D,adamw002,menon,6,6,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0
2021,R,adamw002,menon,240,213,61,121,16,1,14,1,62,26,1,59,9,0,0,1,0
2021,D,adamw002,scoring,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,R,adamw002,scoring,140,118,30,61,11,1,6,1,44,21,1,41,1,0,0,1,0
2021,R,adelj001,empty,79,73,14,20,1,1,1,0,1,6,0,20,0,0,0,0,0
2021,R,adelj001,loaded,5,5,3,6,0,0,1,1,8,0,0,0,0,0,0,0,0
2021,R,adelj001,menon,61,57,18,33,4,1,3,1,25,2,0,12,3,1,1,0,0
2021,R,adelj001,scoring,35,33,12,23,3,1,2,1,23,1,0,4,0,0,1,0,0
2021,R,adonj001,menon,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,R,adonj001,scoring,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,D,adrie001,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,L,adrie001,empty,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,R,adrie001,empty,112,102,21,39,5,2,3,0,3,9,0,23,0,1,0,0,0
2021,W,adrie001,empty,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,R,adrie001,loaded,10,7,2,5,0,0,1,1,10,1,0,2,0,0,0,2,0
2021,D,adrie001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
