YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2007,D,abreb001,boroj001,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2007,D,abreb001,byrdp001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,abreb001,carmf001,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,abreb001,lewij003,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,abreb001,perer002,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2007,D,abreb001,sabac001,3,1,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0
2007,D,abreb001,westj001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,andeg001,beckj002,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2007,D,andeg001,matsd001,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,andeg001,okajh001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,andeg001,papej001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,D,andeg001,schic002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,atkig001,condc001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,atkig001,hamec001,3,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
2007,D,atkig001,kendk001,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,atkig001,lohsk001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,atkig001,moyej001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,atkig001,romej001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,aybae001,beckj002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,bakej001,romej001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,D,blakc001,chamj002,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,blakc001,clemr001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,blakc001,hughp001,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,blakc001,mussm001,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2007,D,blakc001,ohler001,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
2007,D,blakc001,petta001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,blakc001,rivem002,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,blakc001,veraj001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,blakc001,vizcl001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,D,blakc001,wangc001,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,bourm001,foggj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,burrp001,corpm001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,burrp001,foggj001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,burrp001,franj003,2,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
2007,D,burrp001,fuenb001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,burrp001,hawkl001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,burrp001,jimeu001,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,burrp001,moraf001,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,D,burrp001,speir001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,D,byrne001,hartk001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,byrne001,hillr001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,byrne001,howrb001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,byrne001,lillt001,2,1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0
2007,D,byrne001,marmc001,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2007,D,byrne001,woodk002,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,D,byrne001,wuerm001,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
