YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2005,D,andeg001,L,L,5,5,2,7,0,1,1,0,3,0,0,0,0,0,0,0,0
2005,D,andeg001,L,R,15,14,3,6,0,0,1,0,4,0,0,0,0,0,0,1,0
2005,D,astap001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,ausmb001,R,R,20,18,4,8,1,0,1,0,1,2,1,4,2,0,0,0,0
2005,D,backb001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,bagwj001,R,R,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,D,berkl001,L,R,16,12,4,8,1,0,1,1,4,3,1,3,1,1,0,0,0
2005,D,berkl001,R,L,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2005,D,betew001,L,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,betew001,R,L,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,biggc001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,biggc001,R,R,22,18,6,10,4,0,0,0,1,2,1,5,0,0,1,1,0
2005,D,blumg001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,brune001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,brune001,R,R,5,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2005,D,burkc001,R,R,4,3,2,6,1,0,1,0,1,1,0,0,0,0,0,0,0
2005,D,burrs001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,cabro001,R,L,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,cabro001,R,R,16,16,4,5,1,0,0,0,3,0,0,1,0,0,0,0,0
2005,D,canor001,L,R,21,19,5,8,3,0,0,0,5,2,0,4,0,0,0,0,0
2005,D,carpc002,R,R,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,chavr001,R,R,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,D,clemr001,R,R,4,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2005,D,credj001,R,L,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2005,D,credj001,R,R,8,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2005,D,crosb001,L,R,9,8,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0
2005,D,damoj001,L,L,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,damoj001,L,R,10,9,1,2,1,0,0,0,0,1,0,4,1,0,0,0,0
2005,D,dye-j001,R,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,dye-j001,R,R,9,7,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0
2005,D,ecksd001,R,R,15,13,5,8,0,0,1,0,4,1,0,1,0,0,1,0,0
2005,D,edmoj001,L,R,13,11,4,9,2,0,1,0,1,2,0,2,0,0,0,0,0
2005,D,ensbm001,R,L,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2005,D,ensbm001,R,R,19,18,5,7,2,0,0,0,6,1,1,3,1,0,0,0,0
2005,D,erstd001,L,L,8,8,2,4,2,0,0,0,0,0,0,2,1,0,0,0,0
2005,D,erstd001,L,R,12,12,4,4,0,0,0,0,3,0,0,4,0,0,0,0,0
2005,D,estrj001,L,R,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,D,estrj001,R,L,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2005,D,evera001,R,R,16,14,3,3,0,0,0,0,1,1,0,1,1,0,0,1,0
2005,D,everc001,L,R,9,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,D,everc001,R,L,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,D,fickr001,L,R,6,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,D,figgc001,L,R,17,17,2,3,1,0,0,0,2,0,0,7,1,0,0,0,0
2005,D,figgc001,R,L,5,4,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0
2005,D,finls001,L,L,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2005,D,finls001,L,R,13,10,1,2,1,0,0,0,0,1,0,4,0,0,2,0,0
2005,D,flahj001,R,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,D,franj002,R,L,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2005,D,franj002,R,R,7,7,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,franj004,R,L,4,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2005,D,franj004,R,R,17,14,3,6,1,1,0,0,1,1,0,4,1,1,1,0,0
2005,D,furcr001,L,R,19,15,3,3,0,0,0,0,0,3,0,1,0,0,1,0,0
2005,D,furcr001,R,L,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2005,D,gallj001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,giamj001,L,R,22,19,8,11,3,0,0,0,2,3,0,4,0,0,0,0,0
2005,D,gileb002,L,L,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,D,gileb002,L,R,9,8,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0
2005,D,gilem001,R,L,4,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
