YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2010,R,abadf001,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,R,abreb001,empty,396,346,87,152,27,1,12,0,12,49,0,78,0,1,0,0,0
2010,R,abreb001,loaded,11,8,3,7,1,0,1,1,12,2,0,1,1,0,0,1,0
2010,R,abreb001,menon,271,227,59,97,14,0,8,1,66,38,3,54,13,1,0,5,0
2010,R,abreb001,scoring,156,126,32,51,7,0,4,1,53,25,3,30,3,0,0,5,0
2010,R,abret001,empty,122,118,28,34,6,0,0,0,0,4,0,34,0,0,0,0,0
2010,R,abret001,loaded,7,6,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0
2010,R,abret001,menon,79,75,17,27,5,1,1,0,13,0,0,13,8,0,0,4,0
2010,R,abret001,scoring,42,38,9,11,2,0,0,0,8,0,0,6,3,0,0,4,0
2010,R,affej001,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,R,aldrc001,empty,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2010,R,aldrc001,menon,4,4,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0
2010,R,aldrc001,scoring,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,R,alfoe002,empty,23,23,3,4,1,0,0,0,0,0,0,5,0,0,0,0,0
2010,R,alfoe002,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,R,alfoe002,menon,18,18,6,9,0,0,1,0,4,0,0,5,2,0,0,0,0
2010,R,alfoe002,scoring,9,9,2,5,0,0,1,0,4,0,0,4,1,0,0,0,0
2010,R,alleb001,empty,30,25,10,13,3,0,0,0,0,5,0,9,0,0,0,0,0
2010,R,alleb001,loaded,1,1,1,4,0,0,1,1,4,0,0,0,0,0,0,0,0
2010,R,alleb001,menon,26,20,2,5,0,0,1,1,6,5,1,11,0,0,0,1,0
2010,R,alleb001,scoring,16,12,2,5,0,0,1,1,6,3,1,6,0,0,0,1,0
2010,R,alony001,empty,16,16,4,5,1,0,0,0,0,0,0,8,0,0,0,0,0
2010,R,alony001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,R,alony001,menon,13,13,2,3,1,0,0,0,3,0,0,2,1,0,0,0,0
2010,R,alony001,scoring,9,9,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0
2010,R,alvap001,empty,219,194,48,84,9,0,9,0,9,25,0,64,0,0,0,0,0
2010,R,alvap001,loaded,7,6,3,6,0,0,1,1,7,1,0,2,0,0,0,0,0
2010,R,alvap001,menon,167,153,41,76,12,1,7,1,55,12,1,55,8,0,0,2,0
2010,R,alvap001,scoring,109,99,29,53,9,0,5,1,47,8,1,46,2,0,0,2,0
2010,R,andeb005,empty,23,23,4,5,1,0,0,0,0,0,0,5,0,0,0,0,0
2010,R,andeb005,loaded,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,R,andeb005,menon,12,9,5,6,1,0,0,0,4,1,0,2,0,1,0,1,0
2010,R,andeb005,scoring,7,5,3,4,1,0,0,0,4,1,0,0,0,0,0,1,0
2010,R,andeg001,empty,80,77,10,15,2,0,1,0,1,3,0,15,0,0,0,0,0
2010,R,andeg001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,R,andeg001,menon,83,78,18,27,4,1,1,0,11,2,1,19,6,0,1,2,0
2010,R,andeg001,scoring,43,40,9,13,2,1,0,0,9,1,1,13,2,0,0,2,0
2010,R,andel002,empty,18,13,1,1,0,0,0,0,0,5,0,3,0,0,0,0,0
2010,R,andel002,loaded,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2010,R,andel002,menon,25,22,6,7,1,0,0,0,4,2,0,5,1,0,0,1,0
2010,R,andel002,scoring,17,14,4,5,1,0,0,0,4,2,0,4,0,0,0,1,0
2010,R,andir001,empty,39,36,16,25,3,0,2,0,2,3,0,5,0,0,0,0,0
2010,R,andir001,loaded,1,1,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0
2010,R,andir001,menon,27,25,2,3,1,0,0,0,4,0,0,8,3,1,0,1,0
2010,R,andir001,scoring,19,17,2,3,1,0,0,0,4,0,0,8,0,1,0,1,0
2010,D,andre001,empty,14,14,6,7,1,0,0,0,0,0,0,1,0,0,0,0,0
2010,L,andre001,empty,16,15,6,7,1,0,0,0,0,1,0,1,0,0,0,0,0
2010,R,andre001,empty,438,396,91,103,10,1,0,0,0,37,0,67,0,5,0,0,0
2010,W,andre001,empty,14,12,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0
2010,R,andre001,loaded,11,10,3,4,1,0,0,0,5,1,0,3,0,0,0,0,0
2010,D,andre001,menon,10,10,2,2,0,0,0,0,1,0,0,1,2,0,0,0,0
2010,L,andre001,menon,14,12,3,4,1,0,0,0,2,1,0,2,0,0,1,0,0
2010,R,andre001,menon,236,192,65,74,5,2,0,0,35,27,0,29,6,0,17,0,0
2010,W,andre001,menon,7,5,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0
2010,D,andre001,scoring,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,L,andre001,scoring,3,3,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
2010,R,andre001,scoring,152,121,42,48,4,1,0,0,34,20,0,20,2,0,11,0,0
2010,W,andre001,scoring,4,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
2010,D,ankir001,empty,11,10,2,5,0,0,1,0,1,1,0,3,0,0,0,0,0
2010,R,ankir001,empty,131,118,29,52,8,0,5,0,5,12,0,36,0,1,0,0,0
2010,R,ankir001,loaded,6,6,3,5,0,1,0,0,7,0,0,1,0,0,0,0,0
2010,D,ankir001,menon,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2010,R,ankir001,menon,109,93,20,30,5,1,1,0,19,14,2,35,3,1,0,1,0
2010,D,ankir001,scoring,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,R,ankir001,scoring,70,58,12,21,4,1,1,0,19,10,2,26,0,1,0,1,0
2010,R,arenj001,empty,29,27,3,7,1,0,1,0,1,2,0,9,0,0,0,0,0
