YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2020,D,adama002,R,R,4,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,D,alcas001,R,L,9,9,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2020,D,alcas001,R,R,19,17,7,12,2,0,1,0,3,1,0,5,0,1,0,0,0
2020,D,altad001,R,L,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,D,altad001,R,R,6,5,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0
2020,D,andei001,R,L,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2020,D,andei001,R,R,14,13,3,4,1,0,0,0,0,1,0,4,0,0,0,0,0
2020,D,anden001,R,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,D,anden001,R,R,12,12,2,5,0,0,1,0,1,0,0,5,1,0,0,0,0
2020,D,baezp001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,D,baezp001,R,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020,D,bassc001,R,L,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,D,bassc001,R,R,14,14,8,14,0,0,2,0,3,0,0,4,0,0,0,0,0
2020,D,bleir001,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,D,bleir001,L,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,D,boxbb001,R,L,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,D,boxbb001,R,R,6,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2020,D,britz001,L,L,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020,D,britz001,L,R,12,10,1,1,0,0,0,0,0,2,0,4,0,0,0,0,0
2020,D,buehw001,R,L,8,7,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
2020,D,buehw001,R,R,10,7,2,2,0,0,0,0,1,3,0,4,0,0,0,0,0
2020,D,castd002,R,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,D,castd002,R,R,12,10,1,1,0,0,0,0,0,2,0,5,0,0,0,0,0
2020,D,cessl001,R,L,7,7,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0
2020,D,cessl001,R,R,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020,D,chapa001,L,L,4,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2020,D,chapa001,L,R,6,6,1,4,0,0,1,0,1,0,0,2,0,0,0,0,0
2020,D,clevm001,R,L,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2020,D,clevm001,R,R,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,D,coleg001,R,L,24,21,3,9,0,0,2,0,3,3,1,7,0,0,0,0,0
2020,D,coleg001,R,R,23,21,4,7,0,0,1,0,1,1,0,10,0,1,0,0,0
2020,D,curtj003,R,L,3,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2020,D,curtj003,R,R,12,11,5,8,0,0,1,1,4,1,0,1,0,0,0,0,0
2020,D,daviz001,R,L,8,8,4,9,2,0,1,0,4,0,0,1,0,0,0,0,0
2020,D,daviz001,R,R,15,15,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0
2020,D,diekj001,L,L,5,5,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0
2020,D,diekj001,L,R,8,7,1,4,0,0,1,0,2,0,0,3,0,1,0,0,0
2020,D,drako001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,D,drako001,R,R,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,D,fairp001,R,L,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,D,fairp001,R,R,12,9,1,1,0,0,0,0,1,3,0,4,0,0,0,0,0
2020,D,flord002,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,D,flord002,R,R,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,D,friem001,L,L,4,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
