YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1988,R,aased001,empty,97,78,18,28,5,1,1,0,1,19,0,14,0,0,0,0,0
1988,R,aased001,loaded,12,11,5,13,2,0,2,2,14,0,0,1,0,0,0,1,0
1988,R,aased001,menon,112,89,22,37,6,0,3,2,30,18,5,14,5,0,3,2,0
1988,R,aased001,scoring,70,56,18,31,4,0,3,2,30,11,5,8,2,0,1,2,0
1988,R,ackej001,empty,103,98,24,36,3,0,3,0,3,5,0,18,0,0,0,0,0
1988,R,ackej001,loaded,3,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
1988,R,ackej001,menon,81,63,21,34,2,1,3,0,23,9,3,7,2,1,5,3,0
1988,R,ackej001,scoring,51,38,15,23,2,0,2,0,20,8,3,4,0,0,2,3,0
1988,R,agosj001,empty,205,194,46,70,7,1,5,0,5,11,0,17,0,0,0,0,0
1988,R,agosj001,loaded,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
1988,R,agosj001,menon,166,133,28,37,2,2,1,0,24,19,13,16,12,0,9,5,0
1988,R,agosj001,scoring,106,81,15,18,1,1,0,0,21,18,13,11,6,0,2,5,0
1988,L,aguir001,empty,18,17,2,3,1,0,0,0,0,1,0,3,0,0,0,0,0
1988,R,aguir001,empty,57,52,12,14,2,0,0,0,0,5,0,12,0,0,0,0,0
1988,L,aguir001,loaded,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1988,R,aguir001,loaded,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1988,L,aguir001,menon,8,7,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1988,R,aguir001,menon,54,46,17,26,3,0,2,0,16,5,2,4,1,1,2,0,0
1988,L,aguir001,scoring,5,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1988,R,aguir001,scoring,33,27,10,17,1,0,2,0,15,5,2,1,0,0,1,0,0
1988,R,albag001,empty,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1988,R,albag001,loaded,2,1,1,3,0,1,0,0,4,0,0,0,0,0,0,1,0
1988,R,albag001,menon,11,9,1,3,0,1,0,0,4,1,0,3,0,0,0,1,0
1988,R,albag001,scoring,7,5,1,3,0,1,0,0,4,1,0,1,0,0,0,1,0
1988,R,alexd001,empty,592,570,162,261,34,7,17,0,17,18,0,88,0,4,0,0,0
1988,R,alexd001,loaded,9,6,1,1,0,0,0,0,5,0,0,0,1,0,0,3,0
1988,R,alexd001,menon,393,352,98,159,18,2,13,0,87,28,7,38,10,1,4,8,0
1988,R,alexd001,scoring,215,185,53,87,8,1,8,0,70,18,7,21,4,1,3,8,0
1988,R,allen001,empty,254,241,73,117,15,1,9,0,9,12,0,29,0,1,0,0,0
1988,R,allen001,loaded,19,13,5,7,2,0,0,0,16,3,0,2,3,0,0,3,0
1988,R,allen001,menon,250,211,48,77,12,1,5,0,53,25,7,32,8,1,7,6,0
1988,R,allen001,scoring,152,126,28,47,5,1,4,0,49,15,7,22,4,1,4,6,0
1988,R,alvaj001,empty,223,202,54,85,10,0,7,0,7,17,0,42,0,4,0,0,0
1988,R,alvaj001,loaded,19,18,3,3,0,0,0,0,6,1,0,8,0,0,0,0,0
1988,R,alvaj001,menon,213,164,34,40,4,1,0,0,26,36,12,39,9,2,8,3,0
1988,R,alvaj001,scoring,140,107,20,25,3,1,0,0,25,27,12,27,6,2,1,3,0
1988,R,andea001,empty,487,460,121,184,26,2,11,0,11,20,0,50,0,7,0,0,0
1988,R,andea001,loaded,9,7,1,2,1,0,0,0,5,1,0,2,0,0,0,1,0
1988,R,andea001,menon,328,303,78,96,7,1,3,0,44,17,1,33,25,0,3,5,0
1988,R,andea001,scoring,176,158,34,41,2,1,1,0,37,12,1,24,6,0,1,5,0
1988,R,andel001,empty,179,171,41,59,7,1,3,0,3,7,0,34,0,1,0,0,0
1988,R,andel001,loaded,8,7,3,5,0,1,0,0,8,0,0,1,0,0,0,1,0
1988,R,andel001,menon,171,152,41,49,4,2,0,0,34,13,8,32,7,0,3,3,0
1988,R,andel001,scoring,112,98,27,31,2,1,0,0,31,11,8,26,2,0,0,3,0
1988,R,ander001,empty,82,77,23,37,3,1,3,0,3,4,0,3,0,1,0,0,0
1988,R,ander001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,ander001,menon,65,56,18,24,2,2,0,0,15,5,2,6,2,0,1,3,0
1988,R,ander001,scoring,41,36,11,16,1,2,0,0,15,2,2,3,2,0,0,3,0
1988,R,anduj001,empty,184,168,50,75,9,2,4,0,4,12,0,15,0,4,0,0,0
1988,R,anduj001,loaded,9,8,3,3,0,0,0,0,5,0,0,2,0,0,0,1,0
1988,R,anduj001,menon,167,149,44,69,6,2,5,0,35,9,5,20,4,1,4,4,0
1988,R,anduj001,scoring,112,97,28,49,4,1,5,0,33,9,5,18,0,1,1,4,0
1988,R,aquil001,empty,64,56,17,25,5,0,1,0,1,7,0,5,0,1,0,0,0
1988,R,aquil001,loaded,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
1988,R,aquil001,menon,72,60,16,19,1,1,0,0,14,10,0,6,3,0,0,1,1
1988,R,aquil001,scoring,45,40,12,15,1,1,0,0,14,4,0,5,2,0,0,1,0
1988,R,armsj001,empty,152,130,35,57,10,0,4,0,4,22,0,26,0,0,0,0,0
1988,R,armsj001,loaded,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1988,R,armsj001,menon,141,116,28,49,5,2,4,0,30,16,2,19,2,0,4,5,0
1988,R,armsj001,scoring,91,72,14,27,3,2,2,0,25,11,2,15,1,0,3,5,0
1988,R,arnos001,empty,15,15,5,6,1,0,0,0,0,0,0,5,0,0,0,0,0
1988,R,arnos001,loaded,5,5,1,3,0,1,0,0,3,0,0,1,1,0,0,0,0
1988,R,arnos001,menon,17,13,4,7,1,1,0,0,5,4,1,3,1,0,0,0,0
1988,R,arnos001,scoring,14,10,3,5,0,1,0,0,5,4,1,3,1,0,0,0,0
1988,R,assep001,empty,152,139,36,49,5,1,2,0,2,13,0,36,0,0,0,0,0
1988,R,assep001,loaded,13,13,2,2,0,0,0,0,3,0,0,4,3,0,0,0,0
1988,R,assep001,menon,177,148,36,49,7,0,2,0,31,19,11,35,10,1,8,1,0
1988,R,assep001,scoring,112,91,23,26,3,0,0,0,24,18,11,20,5,1,1,1,0
1988,R,athek001,empty,166,155,32,51,5,1,4,0,4,11,0,27,0,0,0,0,0
1988,R,athek001,loaded,10,9,1,4,0,0,1,1,5,1,0,1,0,0,0,0,0
1988,R,athek001,menon,143,122,33,57,6,0,6,1,36,11,4,16,3,2,5,3,0
1988,R,athek001,scoring,91,79,19,39,2,0,6,1,33,8,4,9,1,1,0,3,0
1988,R,augud001,empty,367,341,82,121,15,0,8,0,8,26,0,38,0,0,0,0,0
1988,R,augud001,loaded,10,10,2,3,1,0,0,0,4,0,0,2,2,0,0,0,0
1988,R,augud001,menon,247,218,55,78,9,1,4,0,41,22,6,28,16,0,4,3,0
1988,R,augud001,scoring,141,124,27,40,5,1,2,0,36,13,6,22,6,0,1,3,0
1988,R,bails001,empty,372,345,80,121,9,1,10,0,10,27,0,30,0,0,0,0,0
1988,R,bails001,loaded,13,11,4,4,0,0,0,0,9,2,0,1,2,0,0,0,0
1988,R,bails001,menon,245,215,69,117,10,1,12,0,73,19,0,23,17,2,5,4,0
1988,R,bails001,scoring,130,110,38,60,5,1,5,0,56,12,0,13,4,1,3,4,0
1988,R,baird001,empty,20,19,8,12,1,0,1,0,1,1,0,3,0,0,0,0,0
1988,R,baird001,loaded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,baird001,menon,35,31,6,12,1,1,1,0,4,2,0,5,1,0,2,0,0
1988,R,baird001,scoring,21,18,1,4,0,0,1,0,3,2,0,2,1,0,1,0,0
1988,R,ballj002,empty,379,354,108,165,25,4,8,0,8,23,0,23,0,2,0,0,0
1988,R,ballj002,loaded,7,6,3,4,1,0,0,0,8,0,0,0,0,0,0,1,0
1988,R,ballj002,menon,275,246,59,91,9,1,7,0,63,19,2,18,19,4,3,3,0
1988,R,ballj002,scoring,143,124,38,59,7,1,4,0,57,11,2,11,5,4,1,3,0
1988,R,banks001,empty,337,317,67,106,20,2,5,0,5,19,0,58,0,1,0,0,0
1988,R,banks001,loaded,5,5,1,2,1,0,0,0,2,0,0,0,1,0,0,0,0
1988,R,banks001,menon,220,197,48,75,14,2,3,0,33,19,5,44,9,0,3,1,0
1988,R,banks001,scoring,134,115,28,47,9,2,2,0,29,17,5,28,3,0,1,1,0
1988,R,bannf001,empty,478,437,100,165,22,2,13,0,13,40,0,68,0,1,0,0,0
1988,R,bannf001,loaded,11,11,3,6,0,0,1,1,8,0,0,1,0,0,0,0,0
1988,R,bannf001,menon,338,296,82,132,17,3,9,1,76,28,6,45,12,4,8,2,0
1988,R,bannf001,scoring,205,177,47,84,10,0,9,1,68,16,6,28,4,3,7,2,0
1988,R,baros001,empty,18,15,4,6,2,0,0,0,0,3,0,0,0,0,0,0,0
1988,R,baros001,loaded,5,3,2,5,0,0,1,1,8,1,0,0,0,0,0,1,0
1988,R,baros001,menon,21,13,3,6,0,0,1,1,10,5,0,1,1,0,1,2,0
1988,R,baros001,scoring,17,9,3,6,0,0,1,1,10,5,0,1,1,0,1,2,0
1988,R,barrt001,empty,22,21,5,12,1,0,2,0,2,1,0,3,0,0,0,0,0
1988,R,barrt001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1988,R,barrt001,menon,17,16,5,5,0,0,0,0,3,1,0,2,0,0,0,0,0
1988,R,barrt001,scoring,14,13,5,5,0,0,0,0,3,1,0,2,0,0,0,0,0
1988,R,bautj001,empty,434,399,105,152,15,4,8,0,8,30,0,49,0,5,0,0,0
1988,R,bautj001,loaded,10,10,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
1988,R,bautj001,menon,287,265,66,119,14,0,13,0,68,15,3,27,14,2,2,3,0
