YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1977,R,aased001,empty,223,209,50,74,8,2,4,0,4,13,0,27,0,1,0,0,0
1977,R,aased001,loaded,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1977,R,aased001,menon,150,139,35,54,9,2,2,0,27,6,1,22,7,0,2,3,0
1977,R,aased001,scoring,79,72,17,25,6,1,0,0,21,4,1,14,3,0,0,3,0
1977,R,abbog001,empty,535,492,132,231,26,5,21,0,21,36,0,77,0,7,0,0,0
1977,R,abbog001,loaded,4,3,2,5,0,0,1,1,8,0,0,0,0,0,0,1,0
1977,R,abbog001,menon,329,293,80,133,10,5,11,1,76,20,2,23,17,5,7,4,0
1977,R,abbog001,scoring,180,156,43,80,5,4,8,1,67,17,2,12,1,3,0,4,0
1977,R,alcas101,empty,282,251,71,105,16,3,4,0,4,30,0,37,0,1,0,0,0
1977,R,alcas101,loaded,7,6,2,5,0,0,1,1,7,0,0,1,0,0,0,1,0
1977,R,alcas101,menon,238,208,55,95,7,3,9,1,57,24,6,36,8,2,2,2,0
1977,R,alcas101,scoring,141,120,36,55,3,2,4,1,44,18,6,21,1,0,1,2,0
1977,R,alexd001,empty,614,568,133,216,19,2,20,0,20,45,0,53,0,1,0,0,0
1977,R,alexd001,loaded,11,9,3,5,2,0,0,0,9,2,0,1,0,0,0,0,0
1977,R,alexd001,menon,381,329,88,120,18,1,4,0,66,37,2,29,14,1,9,5,0
1977,R,alexd001,scoring,211,184,48,65,9,1,2,0,58,22,2,19,1,0,0,5,0
1977,R,andel001,empty,26,22,5,6,1,0,0,0,0,4,0,1,0,0,0,0,0
1977,R,andel001,loaded,2,2,1,4,0,0,1,1,4,0,0,1,0,0,0,0,0
1977,R,andel001,menon,36,28,5,8,0,0,1,1,9,5,3,7,1,0,3,0,0
1977,R,andel001,scoring,26,21,4,7,0,0,1,1,9,4,3,5,0,0,1,0,0
1977,R,andel101,empty,16,12,5,6,1,0,0,0,0,4,0,2,0,0,0,0,0
1977,R,andel101,loaded,6,5,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0
1977,R,andel101,menon,38,23,5,9,1,0,1,0,5,11,4,5,0,0,3,1,0
1977,R,andel101,scoring,27,16,3,3,0,0,0,0,3,10,4,3,0,0,0,1,0
1977,R,anduj001,empty,382,339,79,100,8,2,3,0,3,42,0,33,0,1,0,0,0
1977,R,anduj001,loaded,8,6,1,1,0,0,0,0,5,1,0,1,1,0,0,1,0
1977,R,anduj001,menon,296,255,70,110,10,3,8,0,64,22,3,36,11,3,10,6,0
1977,R,anduj001,scoring,176,146,40,58,5,2,3,0,50,18,3,23,3,1,5,6,0
1977,R,apodb101,empty,188,178,48,68,4,2,4,0,4,10,0,30,0,0,0,0,0
1977,R,apodb101,loaded,5,4,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0
1977,R,apodb101,menon,179,148,35,54,8,1,3,0,36,20,11,23,5,1,8,2,0
1977,R,apodb101,scoring,112,91,16,26,2,1,2,0,32,18,11,14,2,1,0,2,0
1977,R,arrof001,empty,542,518,136,217,19,4,18,0,18,23,0,47,0,1,0,0,0
1977,R,arrof001,loaded,16,14,4,4,0,0,0,0,10,0,0,1,3,0,0,2,0
1977,R,arrof001,menon,341,300,91,130,20,2,5,0,73,29,5,13,24,0,6,6,0
1977,R,arrof001,scoring,202,171,50,69,14,1,1,0,62,25,5,9,6,0,0,6,0
1977,R,atkib101,empty,190,179,43,79,10,1,8,0,8,11,0,32,0,0,0,0,0
1977,R,atkib101,loaded,9,8,1,4,0,0,1,1,5,1,0,2,1,0,0,0,0
1977,R,atkib101,menon,156,128,29,48,3,2,4,1,32,18,11,24,5,0,5,4,1
1977,R,atkib101,scoring,114,92,19,35,2,1,4,1,31,17,11,20,2,0,1,4,0
1977,R,auguj001,empty,522,476,128,201,24,5,13,0,13,43,0,45,0,3,0,0,0
1977,R,auguj001,loaded,13,10,5,5,0,0,0,0,13,0,0,1,1,0,0,3,0
1977,R,auguj001,menon,376,326,94,139,15,0,10,0,87,29,3,23,20,0,10,11,0
1977,R,auguj001,scoring,204,171,50,75,7,0,6,0,74,21,3,14,8,0,1,11,0
1977,R,bacsm101,empty,7,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,R,bacsm101,menon,9,9,6,10,1,0,1,0,6,0,0,1,0,0,0,0,0
1977,R,bacsm101,scoring,8,8,5,9,1,0,1,0,6,0,0,1,0,0,0,0,0
1977,R,bahns101,empty,370,345,96,152,20,3,10,0,10,25,0,46,0,0,0,0,0
1977,R,bahns101,loaded,10,8,3,5,2,0,0,0,10,1,0,1,0,0,0,1,0
1977,R,bahns101,menon,277,241,70,115,12,3,9,0,68,26,7,33,7,1,5,4,0
1977,R,bahns101,scoring,179,153,42,72,9,3,5,0,59,19,7,26,1,1,2,4,0
1977,R,baird001,empty,171,145,42,76,3,2,9,0,9,26,0,27,0,0,0,0,0
1977,R,baird001,loaded,19,17,3,3,0,0,0,0,7,0,0,7,0,0,0,2,0
1977,R,baird001,menon,206,163,36,49,5,1,2,0,37,31,10,41,1,0,6,6,0
1977,R,baird001,scoring,130,93,24,30,3,0,1,0,34,28,10,20,1,0,3,6,0
1977,R,baldr101,empty,133,119,31,42,2,0,3,0,3,11,0,11,0,3,0,0,0
1977,R,baldr101,loaded,16,15,3,6,0,0,1,1,9,1,0,3,4,0,0,0,0
1977,R,baldr101,menon,141,115,31,44,4,0,3,1,35,20,9,12,13,2,2,2,0
1977,R,baldr101,scoring,91,72,19,30,2,0,3,1,34,17,9,10,6,0,0,2,0
1977,R,bannf001,empty,345,309,79,110,17,4,2,0,2,33,0,57,0,3,0,0,0
1977,R,bannf001,loaded,15,12,2,2,0,0,0,0,9,1,0,4,0,0,0,2,0
1977,R,bannf001,menon,277,235,59,101,13,1,9,0,62,35,1,55,9,1,2,4,0
1977,R,bannf001,scoring,179,150,35,62,7,1,6,0,52,24,1,40,1,1,0,4,0
1977,R,barer101,empty,37,31,7,9,2,0,0,0,0,6,0,2,0,0,0,0,0
1977,R,barer101,menon,34,32,17,32,4,1,3,0,19,1,1,2,4,0,1,0,0
1977,R,barer101,scoring,21,20,11,20,4,1,1,0,15,1,1,2,1,0,0,0,0
1977,R,barkl001,empty,109,97,15,17,2,0,0,0,0,11,0,27,0,1,0,0,0
1977,R,barkl001,loaded,6,5,2,2,0,0,0,0,4,1,0,2,0,0,0,0,0
1977,R,barkl001,menon,87,69,21,27,3,0,1,0,19,13,3,24,4,0,4,1,0
1977,R,barkl001,scoring,59,49,14,20,3,0,1,0,19,9,3,18,2,0,0,1,0
