YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1991,R,abnes001,empty,142,135,26,44,8,2,2,0,2,6,0,27,0,1,0,0,0
1991,R,abnes001,loaded,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1991,R,abnes001,menon,88,81,16,21,2,0,1,0,12,5,4,16,6,0,1,1,0
1991,R,abnes001,scoring,53,47,10,14,1,0,1,0,12,5,4,11,2,0,0,1,0
1991,R,afent001,empty,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,R,afent001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,R,afent001,menon,7,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1991,R,afent001,scoring,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,R,agosj001,empty,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1991,R,agosj001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,R,agosj001,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,R,agosj001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,W,aguir001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,W,aguir001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,W,aguir001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,R,akerd001,empty,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1991,R,akerd001,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,R,akerd001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,R,aldrm001,empty,140,117,20,27,2,1,1,0,1,23,0,28,0,0,0,0,0
1991,R,aldrm001,loaded,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1991,R,aldrm001,menon,100,81,28,32,4,0,0,0,19,16,1,13,1,0,1,2,0
1991,R,aldrm001,scoring,58,47,15,16,1,0,0,0,18,8,1,8,0,0,1,2,0
1991,R,alicl001,empty,56,49,11,14,3,0,0,0,0,7,0,14,0,0,0,0,0
1991,R,alicl001,menon,20,19,2,2,0,0,0,0,0,1,0,5,0,0,0,0,0
1991,R,alicl001,scoring,10,9,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
1991,R,allaa001,empty,101,96,19,22,3,0,0,0,0,5,0,20,0,0,0,0,0
1991,R,allaa001,loaded,5,4,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0
1991,R,allaa001,menon,59,55,16,26,7,0,1,0,16,2,0,11,3,0,2,0,0
1991,R,allaa001,scoring,32,29,9,15,3,0,1,0,13,2,0,4,2,0,1,0,0
1991,R,allrb001,empty,89,73,20,30,1,0,3,0,3,15,0,23,0,1,0,0,0
1991,R,allrb001,loaded,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1991,R,allrb001,menon,67,52,9,11,2,0,0,0,9,10,2,12,2,0,3,2,0
1991,R,allrb001,scoring,36,26,4,5,1,0,0,0,8,8,2,7,0,0,0,2,0
1991,L,alomr001,empty,11,9,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0
1991,R,alomr001,empty,424,390,115,175,21,9,7,0,7,32,0,52,0,2,0,0,0
1991,L,alomr001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1991,R,alomr001,loaded,11,9,1,1,0,0,0,0,5,1,0,1,0,0,0,1,0
1991,L,alomr001,menon,12,10,7,7,0,0,0,0,4,0,0,1,0,0,2,0,0
1991,R,alomr001,menon,295,247,73,103,20,2,2,0,62,25,3,34,5,2,16,5,0
1991,L,alomr001,scoring,9,8,5,5,0,0,0,0,4,0,0,1,0,0,1,0,0
1991,R,alomr001,scoring,192,157,44,66,15,2,1,0,58,17,3,22,0,1,12,5,0
1991,R,aloms001,empty,102,97,23,29,6,0,0,0,0,4,0,11,0,1,0,0,0
1991,R,aloms001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,R,aloms001,menon,97,87,17,20,3,0,0,0,7,4,1,13,4,3,2,1,0
1991,R,aloms001,scoring,61,52,5,6,1,0,0,0,6,4,1,8,1,3,1,1,0
1991,R,amarr001,empty,12,11,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0
1991,R,amarr001,menon,6,5,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
1991,R,amarr001,scoring,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1991,R,amarr002,empty,9,9,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1991,R,amarr002,menon,17,14,4,5,1,0,0,0,2,3,1,1,1,0,0,0,0
1991,R,amarr002,scoring,10,8,3,4,1,0,0,0,2,2,1,0,1,0,0,0,0
1991,R,andeb001,empty,191,159,37,52,8,2,1,0,1,29,0,29,0,3,0,0,0
1991,R,andeb001,loaded,8,6,3,5,0,1,0,0,8,1,0,2,0,0,0,1,0
1991,R,andeb001,menon,122,97,22,31,4,1,1,0,26,9,0,15,1,2,11,3,0
1991,R,andeb001,scoring,64,50,14,20,4,1,0,0,24,7,0,8,0,1,3,3,0
1991,R,anded001,empty,133,126,30,36,2,2,0,0,0,7,0,22,0,0,0,0,0
1991,R,anded001,loaded,7,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1991,R,anded001,menon,107,100,26,35,3,0,2,0,13,5,2,13,8,0,2,0,0
1991,R,anded001,scoring,59,52,9,11,2,0,0,0,8,5,2,12,2,0,2,0,0
