YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2000,D,abbop001,empty,12,11,4,6,2,0,0,0,0,0,0,1,0,1,0,0,0
2000,L,abbop001,empty,15,13,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0
2000,R,abbop001,empty,437,386,88,151,23,2,12,0,12,50,0,52,0,1,0,0,0
2000,R,abbop001,loaded,13,12,4,6,2,0,0,0,9,0,0,0,2,0,0,1,0
2000,D,abbop001,menon,13,9,1,2,1,0,0,0,2,3,0,0,1,0,0,1,0
2000,L,abbop001,menon,6,5,2,5,0,0,1,0,3,1,0,0,0,0,0,0,0
2000,R,abbop001,menon,329,290,76,122,11,1,11,0,70,30,4,48,20,4,1,4,0
2000,D,abbop001,scoring,9,6,1,2,1,0,0,0,2,2,0,0,1,0,0,1,0
2000,L,abbop001,scoring,3,3,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2000,R,abbop001,scoring,185,158,42,79,5,1,10,0,65,20,4,29,9,3,0,4,0
2000,R,acevj001,empty,196,185,39,71,7,2,7,0,7,11,0,28,0,0,0,0,0
2000,R,acevj001,loaded,18,17,6,12,0,0,2,2,14,0,0,1,1,1,0,0,0
2000,R,acevj001,menon,151,128,38,64,8,3,4,2,38,20,9,23,7,1,1,1,0
2000,R,acevj001,scoring,108,88,24,42,5,2,3,2,34,18,9,18,2,1,0,1,0
2000,R,adamt001,empty,193,175,38,54,7,0,3,0,3,18,0,28,0,0,0,0,0
2000,R,adamt001,loaded,18,16,4,7,0,0,1,1,13,2,0,6,0,0,0,0,0
2000,R,adamt001,menon,176,152,42,56,5,0,3,1,34,21,0,28,9,0,3,0,0
2000,R,adamt001,scoring,111,93,19,27,2,0,2,1,29,18,0,22,7,0,0,0,0
2000,R,aguir001,empty,112,103,27,53,3,1,7,0,7,8,0,21,0,1,0,0,0
2000,R,aguir001,loaded,11,9,3,3,0,0,0,0,8,2,0,0,0,0,0,0,0
2000,R,aguir001,menon,98,84,20,34,2,0,4,0,26,10,2,17,3,3,1,0,0
2000,R,aguir001,scoring,56,46,12,16,1,0,1,0,19,9,2,8,0,1,0,0,0
2000,R,aldrs001,empty,41,35,9,11,2,0,0,0,0,5,0,5,0,1,0,0,0
2000,R,aldrs001,menon,54,46,14,24,1,0,3,0,14,5,0,16,1,0,1,2,0
2000,R,aldrs001,scoring,27,21,7,10,0,0,1,0,9,4,0,9,0,0,0,2,0
2000,R,alfoa001,empty,156,141,42,65,6,1,5,0,5,14,0,28,0,1,0,0,0
2000,R,alfoa001,loaded,4,4,1,4,0,0,1,1,4,0,0,0,2,0,0,0,0
2000,R,alfoa001,menon,155,141,40,55,7,1,2,1,30,10,3,19,10,0,3,1,0
2000,R,alfoa001,scoring,92,82,25,37,4,1,2,1,28,7,3,9,5,0,2,1,0
2000,R,almaa001,empty,87,70,13,20,7,0,0,0,0,17,0,15,0,0,0,0,0
2000,R,almaa001,loaded,17,12,3,6,0,0,1,1,13,3,0,6,0,1,0,1,0
2000,R,almaa001,menon,129,97,25,41,5,1,3,1,33,26,6,31,2,2,2,2,0
2000,R,almaa001,scoring,95,72,19,30,3,1,2,1,30,19,6,24,1,2,0,2,0
2000,R,almac001,empty,152,140,35,58,6,1,5,0,5,10,0,28,0,2,0,0,0
2000,R,almac001,loaded,13,10,4,6,2,0,0,0,11,1,0,0,0,0,0,2,0
2000,R,almac001,menon,156,134,38,63,4,0,7,0,47,15,2,28,4,2,2,3,0
2000,R,almac001,scoring,107,92,27,46,4,0,5,0,43,9,2,21,1,2,1,3,0
2000,R,alvaj002,empty,11,7,3,6,0,0,1,0,1,4,0,1,0,0,0,0,0
2000,R,alvaj002,loaded,3,3,1,2,1,0,0,0,2,0,0,0,1,0,0,0,0
2000,R,alvaj002,menon,27,23,11,20,3,0,2,0,10,3,1,1,1,0,0,1,0
2000,R,alvaj002,scoring,16,12,4,8,1,0,1,0,7,3,1,0,1,0,0,1,0
2000,R,andeb002,empty,555,533,148,252,25,5,23,0,23,21,0,70,0,1,0,0,0
2000,R,andeb002,loaded,8,7,3,5,0,1,0,0,7,0,0,0,2,0,0,1,0
2000,R,andeb002,menon,321,289,78,143,16,2,15,0,73,18,7,34,25,2,6,6,0
2000,R,andeb002,scoring,168,143,36,67,6,2,7,0,51,15,7,15,7,2,2,6,0
2000,R,andej002,empty,323,286,82,115,10,1,7,0,7,33,0,36,0,4,0,0,0
2000,R,andej002,loaded,7,7,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0
2000,R,andej002,menon,325,289,87,132,17,5,6,0,74,25,2,37,23,3,5,3,0
2000,R,andej002,scoring,190,168,51,81,10,1,6,0,68,17,2,24,8,1,1,3,0
2000,R,andem002,empty,158,138,30,44,3,1,3,0,3,18,0,36,0,2,0,0,0
2000,R,andem002,loaded,17,9,3,6,0,0,1,1,15,5,0,2,1,0,0,3,0
2000,R,andem002,menon,166,130,31,53,5,1,5,1,43,27,4,35,6,1,2,6,0
2000,R,andem002,scoring,97,75,18,35,3,1,4,1,40,16,4,20,2,0,0,6,0
2000,R,andrc001,empty,57,50,14,26,3,0,3,0,3,7,0,5,0,0,0,0,0
2000,R,andrc001,loaded,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
2000,R,andrc001,menon,45,41,20,33,4,0,3,0,19,2,0,7,1,0,1,1,0
2000,R,andrc001,scoring,29,28,12,21,3,0,2,0,17,0,0,5,1,0,0,1,0
2000,D,ankir001,empty,5,3,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0
2000,L,ankir001,empty,4,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
2000,R,ankir001,empty,419,363,78,138,13,1,15,0,15,51,0,125,0,5,0,0,0
2000,D,ankir001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2000,R,ankir001,loaded,15,14,0,0,0,0,0,0,2,0,0,5,1,0,0,1,0
2000,D,ankir001,menon,11,7,2,2,0,0,0,0,3,4,0,2,0,0,0,0,0
2000,L,ankir001,menon,6,2,1,2,1,0,0,0,2,2,0,1,0,0,1,1,0
2000,R,ankir001,menon,316,262,59,90,13,0,6,0,55,39,2,69,15,1,8,6,0
2000,D,ankir001,scoring,8,5,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0
2000,L,ankir001,scoring,4,2,1,2,1,0,0,0,2,1,0,1,0,0,0,1,0
2000,R,ankir001,scoring,178,140,32,51,7,0,4,0,48,26,2,42,6,1,5,6,0
2000,D,appik001,empty,27,23,5,10,2,0,1,0,1,4,0,7,0,0,0,0,0
2000,R,appik001,empty,475,422,121,187,24,3,12,0,12,49,0,68,0,4,0,0,0
2000,D,appik001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,R,appik001,loaded,20,16,4,10,0,0,2,2,15,2,0,4,1,1,0,1,0
2000,D,appik001,menon,19,17,5,6,1,0,0,0,3,2,1,6,0,0,0,0,0
2000,R,appik001,menon,409,340,79,134,22,0,11,2,81,53,10,61,15,5,5,6,0
2000,D,appik001,scoring,10,9,3,4,1,0,0,0,3,1,1,2,0,0,0,0,0
2000,R,appik001,scoring,229,180,42,67,16,0,3,2,63,37,10,34,8,3,3,6,0
2000,R,armat002,empty,248,221,46,72,14,0,4,0,4,25,0,41,0,2,0,0,0
2000,R,armat002,loaded,6,4,2,5,0,0,1,1,7,0,0,0,1,1,0,1,0
2000,R,armat002,menon,155,119,28,53,5,1,6,1,33,25,2,18,7,1,7,3,0
2000,R,armat002,scoring,94,75,16,34,1,1,5,1,29,15,2,13,5,1,0,3,0
2000,R,arnoj001,empty,94,83,13,18,0,1,1,0,1,11,0,8,0,0,0,0,0
2000,R,arnoj001,loaded,11,6,3,4,1,0,0,0,11,2,0,1,0,1,0,2,0
2000,R,arnoj001,menon,87,64,25,29,4,0,0,0,26,13,0,8,3,4,2,4,0
2000,R,arnoj001,scoring,53,34,16,19,3,0,0,0,26,10,0,4,1,4,1,4,0
2000,R,arrob001,empty,157,136,39,55,5,1,3,0,3,18,0,25,0,3,0,0,0
2000,R,arrob001,loaded,9,8,3,5,2,0,0,0,7,0,0,0,1,0,0,1,0
2000,R,arrob001,menon,181,155,49,87,15,1,7,0,50,18,6,25,1,1,5,2,0
2000,R,arrob001,scoring,98,81,27,45,10,1,2,0,37,12,6,12,1,1,2,2,0
2000,R,arror001,empty,427,381,103,175,21,6,13,0,13,38,0,73,0,8,0,0,0
2000,R,arror001,loaded,15,11,4,9,2,0,1,1,17,0,0,2,0,3,0,1,0
2000,R,arror001,menon,344,295,84,138,17,2,11,1,97,30,6,51,19,8,4,7,0
2000,R,arror001,scoring,198,163,45,78,12,0,7,1,84,20,6,26,8,6,2,7,0
2000,D,ashba002,empty,8,7,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
2000,R,ashba002,empty,487,451,122,195,26,1,15,0,15,34,0,63,0,2,0,0,0
2000,R,ashba002,loaded,14,11,3,4,1,0,0,0,9,0,0,1,2,0,0,3,0
2000,D,ashba002,menon,7,5,1,2,1,0,0,0,1,2,2,2,0,0,0,0,0
2000,R,ashba002,menon,380,321,94,156,20,0,14,0,96,27,9,43,12,4,18,10,0
2000,D,ashba002,scoring,7,5,1,2,1,0,0,0,1,2,2,2,0,0,0,0,0
2000,R,ashba002,scoring,224,180,53,81,13,0,5,0,75,22,9,28,5,3,9,10,0
2000,R,astap001,empty,484,431,120,207,28,1,19,0,19,43,0,105,0,10,0,0,0
2000,R,astap001,loaded,24,23,9,13,2,1,0,0,20,0,0,7,1,0,0,1,0
2000,R,astap001,menon,391,341,97,159,17,3,13,0,90,34,5,88,19,5,7,4,0
2000,R,astap001,scoring,223,187,56,90,12,2,6,0,72,25,5,47,9,3,4,4,0
2000,R,aybam001,empty,183,164,42,78,7,4,7,0,7,18,0,16,0,1,0,0,0
2000,R,aybam001,loaded,9,8,1,1,0,0,0,0,4,0,0,1,0,0,0,1,0
2000,R,aybam001,menon,166,139,32,55,9,1,4,0,33,17,3,29,4,1,5,4,0
2000,R,aybam001,scoring,113,93,16,26,4,0,2,0,24,13,3,21,1,0,3,4,0
2000,D,baldj002,empty,14,13,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
2000,R,baldj002,empty,452,417,122,211,19,2,22,0,22,32,0,63,0,3,0,0,0
2000,R,baldj002,loaded,14,13,4,5,1,0,0,0,8,0,0,2,4,0,0,1,0
