YEAR,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1998,gajks001,scoring,16,13,6,12,0,0,2,0,12,1,0,1,1,2,0,0,0
1998,garcr001,empty,101,87,20,32,6,0,2,0,2,14,0,13,0,0,0,0,0
1998,garcr001,loaded,7,5,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0
1998,garcr001,menon,100,82,16,31,3,0,4,0,18,13,3,21,1,2,2,1,0
1998,garcr001,scoring,66,51,10,18,2,0,2,0,13,12,3,10,0,1,1,1,0
1998,gardm001,empty,530,488,127,217,22,7,18,0,18,39,0,85,0,3,0,0,0
1998,gardm001,loaded,12,10,3,3,0,0,0,0,7,1,0,4,1,0,0,1,0
1998,gardm001,menon,356,314,76,133,18,3,11,0,77,26,5,66,14,3,6,7,0
1998,gardm001,scoring,208,179,41,69,7,3,5,0,62,19,5,44,4,3,0,7,0
1998,glauk001,empty,13,13,4,6,2,0,0,0,0,0,0,1,0,0,0,0,0
1998,glauk001,loaded,5,3,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0
1998,glauk001,menon,18,15,2,2,0,0,0,0,3,1,0,3,0,0,0,2,0
1998,glauk001,scoring,14,11,1,1,0,0,0,0,3,1,0,3,0,0,0,2,0
1998,glavt001,empty,541,503,123,175,22,0,10,0,10,37,0,85,0,1,0,0,0
1998,glavt001,loaded,19,18,3,3,0,0,0,0,6,1,0,3,0,0,0,0,0
1998,glavt001,menon,393,347,79,101,11,1,3,0,53,37,2,72,19,1,6,2,0
1998,glavt001,scoring,202,176,47,56,7,1,0,0,44,23,2,39,6,0,1,2,0
1998,gomew001,empty,205,190,52,75,8,0,5,0,5,14,0,44,0,1,0,0,0
1998,gomew001,loaded,7,6,1,2,1,0,0,0,4,0,0,1,1,0,0,1,0
1998,gomew001,menon,203,174,42,61,5,1,4,0,35,21,4,42,8,2,5,1,0
1998,gomew001,scoring,131,112,22,28,3,0,1,0,28,16,4,26,4,2,0,1,0
1998,gonzg002,loaded,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1998,gonzg002,menon,5,3,1,1,0,0,0,0,3,1,0,0,0,1,0,0,0
1998,gonzg002,scoring,4,2,1,1,0,0,0,0,3,1,0,0,0,1,0,0,0
1998,gonzj003,empty,277,254,65,112,16,2,9,0,9,21,0,46,0,2,0,0,0
1998,gonzj003,loaded,14,12,3,3,0,0,0,0,8,0,0,2,0,0,0,2,0
1998,gonzj003,menon,216,188,59,85,12,1,4,0,51,20,5,24,3,1,5,2,0
1998,gonzj003,scoring,129,108,35,51,8,1,2,0,44,17,5,15,0,0,2,2,0
1998,gonzl003,empty,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,goodd001,empty,333,303,81,136,15,2,12,0,12,26,0,39,0,4,0,0,0
1998,goodd001,loaded,14,12,4,7,0,0,1,1,9,1,0,3,0,0,0,1,0
1998,goodd001,menon,247,212,54,67,10,0,1,1,37,25,0,44,10,5,1,4,0
1998,goodd001,scoring,151,126,31,40,6,0,1,1,35,17,0,31,2,4,0,4,0
1998,gordt001,empty,164,153,26,32,6,0,0,0,0,11,0,45,0,0,0,0,0
1998,gordt001,loaded,10,9,3,4,1,0,0,0,6,1,0,2,0,0,0,0,0
1998,gordt001,menon,153,135,29,39,2,1,2,0,28,14,1,33,4,0,2,2,0
1998,gordt001,scoring,106,92,19,28,1,1,2,0,27,12,1,23,1,0,0,2,0
1998,gorer001,empty,34,30,9,12,1,1,0,0,0,4,0,4,0,0,0,0,0
1998,gorer001,loaded,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1998,gorer001,menon,36,28,6,12,1,1,1,0,8,6,0,3,3,0,0,2,0
1998,gorer001,scoring,21,16,4,9,0,1,1,0,8,3,0,2,1,0,0,2,0
1998,gracm002,empty,201,189,65,104,17,2,6,0,6,9,0,24,0,3,0,0,0
1998,gracm002,loaded,13,12,5,5,0,0,0,0,11,1,0,1,0,0,0,0,0
1998,gracm002,menon,217,183,51,79,14,1,4,0,54,21,1,22,6,5,7,1,0
1998,gracm002,scoring,137,113,34,53,8,1,3,0,49,16,1,15,1,4,3,1,0
1998,gravd001,empty,169,155,36,47,5,0,2,0,2,13,0,20,0,1,0,0,0
1998,gravd001,loaded,14,11,2,2,0,0,0,0,8,0,0,4,1,0,0,3,0
1998,gravd001,menon,171,147,40,60,6,1,4,0,37,15,4,24,12,1,2,5,1
1998,gravd001,scoring,113,94,19,25,3,0,1,0,27,13,4,19,4,1,0,5,0
1998,greet002,empty,388,338,76,133,19,1,12,0,12,46,0,59,0,4,0,0,0
1998,greet002,loaded,34,25,6,9,0,0,1,1,22,8,0,9,2,0,0,1,0
1998,greet002,menon,311,256,66,112,13,0,11,1,78,39,1,54,14,5,5,6,0
1998,greet002,scoring,191,151,41,79,8,0,10,1,75,30,1,35,6,2,2,6,0
1998,greis001,empty,326,298,80,122,11,2,9,0,9,25,0,42,0,3,0,0,0
1998,greis001,loaded,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1998,greis001,menon,236,205,62,102,14,1,8,0,62,23,2,24,11,1,2,5,0
1998,greis001,scoring,135,113,35,61,9,1,5,0,53,16,2,13,3,0,1,5,0
1998,groob001,empty,104,97,29,40,5,0,2,0,2,7,0,10,0,0,0,0,0
1998,groob001,loaded,8,8,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0
1998,groob001,menon,147,129,33,47,8,0,2,0,33,13,1,26,6,1,1,3,0
1998,groob001,scoring,92,77,22,33,5,0,2,0,32,12,1,16,3,0,0,3,0
1998,grzam001,empty,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,grzam001,menon,5,3,1,1,0,0,0,0,2,1,0,1,0,0,0,1,0
1998,grzam001,scoring,3,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0
1998,guare001,empty,128,117,28,49,4,1,5,0,5,11,0,24,0,0,0,0,0
1998,guare001,loaded,11,8,3,6,1,1,0,0,12,0,0,3,0,0,0,3,0
1998,guare001,menon,158,132,38,65,8,2,5,0,50,17,6,29,4,0,3,6,0
1998,guare001,scoring,106,90,27,49,6,2,4,0,47,9,6,20,3,0,1,6,0
1998,gunde001,empty,153,147,43,78,7,2,8,0,8,6,0,19,0,0,0,0,0
1998,gunde001,loaded,13,12,2,3,1,0,0,0,6,0,0,1,1,0,0,1,0
1998,gunde001,menon,150,132,45,70,10,0,5,0,43,13,4,22,7,1,1,3,0
1998,gunde001,scoring,95,82,24,42,6,0,4,0,39,9,4,15,4,1,0,3,0
1998,guthm001,empty,114,105,31,39,8,0,0,0,0,9,0,20,0,0,0,0,0
1998,guthm001,loaded,13,10,2,2,0,0,0,0,7,3,0,3,0,0,0,0,0
1998,guthm001,menon,127,105,25,38,2,1,3,0,24,15,1,25,2,2,5,0,0
1998,guthm001,scoring,81,70,17,29,1,1,3,0,24,9,1,13,2,2,0,0,0
1998,guzmj003,empty,507,448,104,186,28,6,14,0,14,55,0,90,0,4,0,0,0
1998,guzmj003,loaded,19,17,6,9,1,1,0,0,15,1,0,2,0,0,0,1,0
1998,guzmj003,menon,411,357,89,143,23,2,9,0,88,43,2,78,15,4,2,5,0
1998,guzmj003,scoring,274,239,57,91,12,2,6,0,77,28,2,54,9,2,0,5,0
1998,halaj001,empty,82,75,17,25,4,2,0,0,0,7,0,13,0,0,0,0,0
1998,halaj001,loaded,3,3,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1998,halaj001,menon,65,50,20,29,9,0,0,0,16,6,0,8,1,2,3,4,0
1998,halaj001,scoring,44,34,11,14,3,0,0,0,15,4,0,7,1,1,1,4,0
1998,halld002,empty,26,23,7,11,1,0,1,0,1,2,0,4,0,1,0,0,0
1998,halld002,loaded,3,2,2,3,1,0,0,0,5,0,0,0,0,0,0,1,0
1998,halld002,menon,30,26,10,16,3,0,1,0,13,3,0,4,0,0,0,1,0
1998,halld002,scoring,20,16,6,10,1,0,1,0,13,3,0,2,0,0,0,1,0
1998,hallr001,empty,38,38,6,10,1,0,1,0,1,0,0,9,0,0,0,0,0
1998,hallr001,menon,15,13,3,6,0,0,1,0,3,2,0,4,1,0,0,0,0
1998,hallr001,scoring,13,11,2,5,0,0,1,0,3,2,0,4,0,0,0,0,0
1998,halts001,empty,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,halts001,menon,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,hamij002,empty,516,458,114,170,22,5,8,0,8,52,0,89,0,6,0,0,0
1998,hamij002,loaded,29,29,4,6,2,0,0,0,8,0,0,4,4,0,0,0,0
1998,hamij002,menon,442,367,106,157,22,4,7,0,90,54,10,58,24,2,13,6,0
1998,hamij002,scoring,255,205,55,80,13,3,2,0,75,38,10,34,11,1,5,6,0
1998,hammc001,empty,30,25,11,16,2,0,1,0,1,4,0,2,0,1,0,0,0
1998,hammc001,menon,37,31,9,15,0,0,2,0,7,4,0,6,3,0,2,0,0
1998,hammc001,scoring,16,14,4,4,0,0,0,0,3,1,0,2,1,0,1,0,0
1998,hampm001,empty,489,444,140,200,24,3,10,0,10,42,0,81,0,3,0,0,0
1998,hampm001,loaded,14,13,4,4,0,0,0,0,8,1,0,3,0,0,0,0,0
1998,hampm001,menon,428,373,87,125,14,0,8,0,69,39,1,56,32,2,7,7,0
1998,hampm001,scoring,238,204,43,62,7,0,4,0,59,23,1,37,13,1,3,7,0
1998,hanec001,empty,256,233,67,113,10,0,12,0,12,20,0,29,0,3,0,0,0
1998,hanec001,loaded,9,6,0,0,0,0,0,0,4,2,0,0,2,0,0,1,0
1998,hanec001,menon,213,181,61,101,16,0,8,0,59,17,0,26,8,2,2,11,0
1998,hanec001,scoring,118,93,25,42,5,0,4,0,47,10,0,17,5,2,2,11,0
1998,hanse001,empty,120,107,40,69,8,0,7,0,7,13,0,8,0,0,0,0,0
1998,hanse001,loaded,6,6,2,3,1,0,0,0,5,0,0,2,0,0,0,0,0
1998,hanse001,menon,123,103,33,50,6,1,3,0,28,16,1,13,4,1,3,0,0
1998,hanse001,scoring,80,65,18,31,5,1,2,0,25,12,1,11,2,1,2,0,0
1998,harnp001,empty,534,498,115,189,30,1,14,0,14,32,0,94,0,4,0,0,0
1998,harnp001,loaded,7,5,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0
1998,harnp001,menon,320,273,61,110,13,3,10,0,55,32,4,63,16,2,8,5,0
1998,harnp001,scoring,184,152,27,54,8,2,5,0,42,22,4,40,8,1,4,5,0
1998,harrd002,empty,31,27,6,6,0,0,0,0,0,4,0,2,0,0,0,0,0
1998,harrd002,loaded,2,2,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0
1998,harrd002,menon,30,25,11,15,1,0,1,0,9,4,2,1,1,0,1,0,0
1998,harrd002,scoring,19,16,6,10,1,0,1,0,9,3,2,1,1,0,0,0,0
1998,harrl001,empty,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,harrp001,empty,122,116,30,49,4,0,5,0,5,6,0,13,0,0,0,0,0
1998,harrp001,loaded,15,14,2,4,0,1,0,0,8,0,0,2,1,0,0,1,0
1998,harrp001,menon,135,114,25,36,3,1,2,0,21,17,4,21,4,0,3,1,0
1998,harrp001,scoring,92,77,11,17,1,1,1,0,18,14,4,16,2,0,0,1,0
1998,harrr001,empty,16,15,3,6,0,0,1,0,1,1,0,2,0,0,0,0,0
1998,harrr001,loaded,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1998,harrr001,menon,10,8,3,5,2,0,0,0,3,1,0,0,0,0,0,1,0
1998,harrr001,scoring,5,3,1,2,1,0,0,0,3,1,0,0,0,0,0,1,0
1998,hartd001,empty,15,14,5,9,1,0,1,0,1,1,0,2,0,0,0,0,0
1998,hartd001,loaded,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
1998,hartd001,menon,17,12,5,6,1,0,0,0,7,3,0,2,0,0,0,2,0
1998,hartd001,scoring,12,8,4,5,1,0,0,0,7,2,0,1,0,0,0,2,0
1998,hases001,empty,214,198,53,99,14,1,10,0,10,15,0,40,0,1,0,0,0
1998,hases001,loaded,9,8,1,1,0,0,0,0,3,0,0,2,2,0,0,1,0
1998,hases001,menon,187,159,33,55,10,0,4,0,38,17,2,33,10,1,4,6,0
1998,hases001,scoring,120,97,23,39,7,0,3,0,35,14,2,22,6,1,2,6,0
1998,hawkl001,empty,482,440,123,190,19,3,14,0,14,39,0,64,0,3,0,0,0
1998,hawkl001,loaded,10,8,1,1,0,0,0,0,4,0,0,1,3,0,0,2,0
1998,hawkl001,menon,358,320,104,171,24,2,13,0,93,22,1,41,24,2,4,10,0
1998,hawkl001,scoring,213,188,49,75,12,1,4,0,70,13,1,24,10,1,1,10,0
1998,haynj001,empty,457,406,127,207,23,3,17,0,17,49,0,68,0,2,0,0,0
1998,haynj001,loaded,19,14,3,8,2,0,1,1,14,2,0,0,3,0,0,3,0
1998,haynj001,menon,418,362,102,160,30,2,8,1,87,39,4,66,15,3,5,9,0
1998,haynj001,scoring,233,193,50,86,15,0,7,1,82,27,4,39,4,2,2,9,0
1998,heatm002,empty,7,7,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1998,heatm002,menon,5,4,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1998,heatm002,scoring,4,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1998,hellr001,empty,562,520,124,215,31,3,18,0,18,41,0,96,0,1,0,0,0
1998,hellr001,loaded,18,13,4,7,0,0,1,1,13,1,0,6,0,0,0,4,0
1998,hellr001,menon,360,307,85,129,13,2,9,1,80,37,6,68,7,0,6,10,0
1998,hellr001,scoring,216,177,49,73,7,1,5,1,70,27,6,45,4,0,2,10,0
1998,hendr002,empty,12,12,3,7,1,0,1,0,1,0,0,1,0,0,0,0,0
1998,hendr002,menon,5,4,2,5,0,0,1,0,3,0,0,0,0,1,0,0,0
1998,hendr002,scoring,3,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1998,henrb001,empty,23,19,5,10,2,0,1,0,1,3,0,6,0,1,0,0,0
1998,henrb001,menon,15,15,3,6,0,0,1,0,3,0,0,0,0,0,0,0,0
1998,henrb001,scoring,8,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,henrd002,empty,142,126,32,48,4,0,4,0,4,16,0,31,0,0,0,0,0
1998,henrd002,loaded,9,9,1,4,0,0,1,1,4,0,0,3,0,0,0,0,0
1998,henrd002,menon,154,129,23,42,4,0,5,1,29,19,5,28,2,0,3,3,0
1998,henrd002,scoring,102,82,13,25,3,0,3,1,25,16,5,20,2,0,1,3,0
1998,henro001,empty,47,41,12,21,4,1,1,0,1,6,0,7,0,0,0,0,0
1998,henro001,loaded,4,2,1,2,1,0,0,0,4,0,0,1,0,0,0,2,0
1998,henro001,menon,53,44,14,26,3,0,3,0,18,6,0,12,0,1,0,2,0
1998,henro001,scoring,36,30,10,20,1,0,3,0,16,3,0,6,0,1,0,2,0
1998,hentp001,empty,422,385,115,187,28,1,14,0,14,34,0,51,0,3,0,0,0
1998,hentp001,loaded,19,14,2,2,0,0,0,0,8,2,0,3,2,1,0,2,0
1998,hentp001,menon,373,324,93,154,19,0,14,0,89,35,1,43,19,2,5,7,0
1998,hentp001,scoring,228,188,50,85,11,0,8,0,73,29,1,32,7,2,2,7,0
1998,heref001,empty,118,106,20,32,5,2,1,0,1,11,0,31,0,1,0,0,0
1998,heref001,loaded,17,16,5,7,2,0,0,0,10,1,0,2,0,0,0,0,0
1998,heref001,menon,150,120,37,51,9,1,1,0,38,27,3,23,3,0,1,2,0
1998,heref001,scoring,108,85,26,38,7,1,1,0,38,20,3,18,2,0,1,2,0
1998,hereg001,empty,112,109,34,58,10,1,4,0,4,2,0,14,0,1,0,0,0
1998,hereg001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,hereg001,menon,63,59,9,12,3,0,0,0,7,1,0,13,0,2,1,0,0
1998,hereg001,scoring,35,32,5,7,2,0,0,0,7,1,0,8,0,2,0,0,0
1998,hermd001,empty,467,430,96,144,13,1,11,0,11,34,0,91,0,3,0,0,0
1998,hermd001,loaded,9,8,4,4,0,0,0,0,8,0,0,0,0,0,0,1,0
1998,hermd001,menon,301,267,67,111,12,1,10,0,60,22,3,63,17,0,9,3,0
1998,hermd001,scoring,173,150,34,52,6,0,4,0,43,14,3,31,4,0,6,3,0
1998,hernl003,empty,559,511,154,263,27,2,26,0,26,46,0,77,0,2,0,0,0
1998,hernl003,loaded,30,26,6,7,1,0,0,0,17,1,0,8,3,0,0,3,0
1998,hernl003,menon,481,406,111,170,22,2,11,0,96,58,8,85,24,4,8,5,0
1998,hernl003,scoring,282,231,61,94,10,1,7,0,82,43,8,61,9,2,1,5,0
1998,herno001,empty,341,306,66,107,13,2,8,0,8,30,0,76,0,5,0,0,0
1998,herno001,loaded,12,9,3,6,0,0,1,1,12,2,0,4,1,0,0,1,0
1998,herno001,menon,233,202,47,66,10,0,3,1,43,22,1,55,10,1,3,5,0
1998,herno001,scoring,142,119,26,35,3,0,2,1,41,16,1,38,3,1,1,5,0
1998,hernr001,empty,153,135,27,34,1,0,2,0,2,16,0,27,0,2,0,0,0
1998,hernr001,loaded,23,22,5,8,0,0,1,1,15,0,0,7,4,1,0,0,0
1998,hernr001,menon,157,125,28,43,4,1,3,1,31,25,4,28,7,3,4,0,0
1998,hernr001,scoring,98,77,15,21,1,1,1,1,26,16,4,19,4,2,3,0,0
1998,hernx001,empty,108,96,22,32,1,0,3,0,3,11,0,15,0,1,0,0,0
1998,hernx001,loaded,16,14,2,5,0,0,1,1,9,2,0,5,0,0,0,0,0
1998,hernx001,menon,135,112,21,35,8,0,2,1,29,19,1,26,4,0,2,2,0
1998,hernx001,scoring,80,64,13,20,4,0,1,1,25,14,1,15,1,0,0,2,0
1998,herso001,empty,478,432,112,179,22,3,13,0,13,39,0,72,0,7,0,0,0
1998,herso001,loaded,21,20,5,6,1,0,0,0,14,0,0,3,0,0,0,1,0
1998,herso001,menon,409,340,88,130,13,1,9,0,80,46,7,54,20,6,12,5,0
1998,herso001,scoring,252,206,49,75,8,0,6,0,70,37,7,37,10,3,1,5,0
1998,hillk001,empty,238,206,64,90,17,0,3,0,3,29,0,27,0,3,0,0,0
1998,hillk001,loaded,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1998,hillk001,menon,220,190,59,84,12,2,3,0,49,18,0,30,8,0,7,5,0
1998,hillk001,scoring,140,115,35,54,9,2,2,0,46,15,0,19,2,0,5,5,0
1998,hitcs001,empty,447,412,104,180,15,2,19,0,19,30,0,97,0,5,0,0,0
1998,hitcs001,loaded,7,6,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0
1998,hitcs001,menon,296,262,65,110,13,1,10,0,58,18,2,61,14,4,9,3,0
1998,hitcs001,scoring,155,134,32,47,9,0,2,0,38,12,2,36,6,4,2,3,0
1998,hofft001,empty,163,154,26,37,3,1,2,0,2,8,0,59,0,1,0,0,0
1998,hofft001,loaded,11,8,3,4,1,0,0,0,8,3,0,2,0,0,0,0,0
1998,hofft001,menon,111,95,15,20,3,1,0,0,14,13,2,27,7,0,3,0,0
1998,hofft001,scoring,69,57,10,13,1,1,0,0,13,12,2,17,4,0,0,0,0
1998,holdd001,empty,15,13,2,2,0,0,0,0,0,2,0,5,0,0,0,0,0
1998,holdd001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,holdd001,menon,16,13,4,6,2,0,0,0,3,2,0,1,0,0,0,1,0
1998,holdd001,scoring,11,9,2,3,1,0,0,0,3,1,0,1,0,0,0,1,0
1998,holmd001,empty,109,103,30,47,6,1,3,0,3,5,0,14,0,1,0,0,0
1998,holmd001,loaded,6,5,4,5,1,0,0,0,9,0,0,0,0,0,0,1,0
1998,holmd001,menon,106,93,23,30,2,1,1,0,23,9,3,17,4,1,0,3,0
1998,holmd001,scoring,70,59,13,15,2,0,0,0,20,7,3,13,0,1,0,3,0
1998,holtm001,empty,53,47,17,22,5,0,0,0,0,5,0,12,0,1,0,0,0
1998,holtm001,loaded,9,6,2,2,0,0,0,0,7,2,0,0,2,0,0,1,0
1998,holtm001,menon,84,71,21,26,5,0,0,0,23,10,1,17,6,0,1,2,0
1998,holtm001,scoring,55,47,16,20,4,0,0,0,23,6,1,9,3,0,0,2,0
1998,holzm001,empty,16,14,3,6,1,1,0,0,0,1,0,3,0,1,0,0,0
1998,holzm001,loaded,5,4,2,2,0,0,0,0,4,0,0,0,0,0,0,1,0
1998,holzm001,menon,28,25,10,14,1,0,1,0,12,2,0,0,2,0,0,1,0
1998,holzm001,scoring,23,20,9,13,1,0,1,0,12,2,0,0,1,0,0,1,0
1998,howrb001,empty,123,117,23,39,5,1,3,0,3,6,0,31,0,0,0,0,0
1998,howrb001,loaded,5,5,1,2,1,0,0,0,2,0,0,2,0,0,0,0,0
1998,howrb001,menon,94,74,14,29,3,0,4,0,17,13,2,20,4,2,2,3,0
1998,howrb001,scoring,58,45,8,14,3,0,1,0,11,7,1,16,0,2,1,3,0
1998,hudej001,empty,135,114,26,47,5,2,4,0,4,18,0,38,0,3,0,0,0
1998,hudej001,loaded,15,10,2,3,1,0,0,0,9,1,0,3,0,0,0,4,0
1998,hudej001,menon,154,114,24,44,6,1,4,0,30,29,4,30,2,1,5,5,0
1998,hudej001,scoring,99,73,14,26,4,1,2,0,25,19,3,18,1,1,1,5,0
1998,hudsj001,loaded,3,2,2,4,2,0,0,0,6,0,0,0,0,0,0,1,0
1998,hudsj001,menon,7,2,2,4,2,0,0,0,6,4,1,0,0,0,0,1,0
1998,hudsj001,scoring,7,2,2,4,2,0,0,0,6,4,1,0,0,0,0,1,0
1998,huttm001,empty,38,29,13,19,1,1,1,0,1,8,0,1,0,1,0,0,0
1998,huttm001,loaded,5,3,1,1,0,0,0,0,4,2,0,0,1,0,0,0,0
1998,huttm001,menon,49,40,11,18,4,0,1,0,13,9,0,2,6,0,0,0,0
1998,huttm001,scoring,31,23,6,7,1,0,0,0,10,8,0,2,2,0,0,0,0
1998,irabh001,empty,443,387,91,170,13,3,20,0,20,49,0,72,0,7,0,0,0
1998,irabh001,loaded,11,11,1,4,0,0,1,1,5,0,0,5,2,0,0,0,0
1998,irabh001,menon,289,248,57,87,9,0,7,1,51,27,1,54,11,2,6,6,0
1998,irabh001,scoring,155,131,31,45,5,0,3,1,42,14,1,32,4,1,3,6,0
1998,jackm001,empty,137,126,24,39,6,0,3,0,3,9,0,30,0,2,0,0,0
1998,jackm001,loaded,6,5,1,1,0,0,0,0,2,1,0,2,0,0,0,0,0
1998,jackm001,menon,102,95,19,25,3,0,1,0,9,4,0,25,7,2,1,0,0
1998,jackm001,scoring,61,55,7,8,1,0,0,0,6,4,0,16,2,2,0,0,0
1998,jacoj001,empty,15,13,4,4,0,0,0,0,0,2,0,1,0,0,0,0,0
1998,jacoj001,menon,11,10,6,15,1,1,2,0,8,1,0,1,1,0,0,0,0
1998,jacoj001,scoring,5,5,2,8,0,0,2,0,7,0,0,0,1,0,0,0,0
1998,jamem001,empty,33,29,5,6,1,0,0,0,0,4,0,10,0,0,0,0,0
1998,jamem001,menon,22,19,5,7,2,0,0,0,4,3,0,2,1,0,0,0,0
1998,jamem001,scoring,12,12,3,4,1,0,0,0,3,0,0,1,1,0,0,0,0
1998,jerzm001,empty,16,15,5,8,0,0,1,0,1,1,0,1,0,0,0,0,0
1998,jerzm001,loaded,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1998,jerzm001,menon,15,11,4,9,2,0,1,0,7,3,0,0,1,0,0,1,0
1998,jerzm001,scoring,9,5,3,7,1,0,1,0,7,3,0,0,0,0,0,1,0
1998,jimej001,empty,48,43,7,9,2,0,0,0,0,5,0,5,0,0,0,0,0
1998,jimej001,loaded,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,jimej001,menon,46,41,15,17,2,0,0,0,8,3,0,7,2,0,1,1,0
1998,jimej001,scoring,30,28,7,8,1,0,0,0,8,0,0,3,2,0,1,1,0
1998,johnd003,empty,205,187,55,82,10,1,5,0,5,16,0,16,0,2,0,0,0
1998,johnd003,loaded,16,14,2,3,1,0,0,0,6,1,0,2,2,0,0,1,0
1998,johnd003,menon,177,149,53,78,11,1,4,0,41,16,2,18,11,2,4,6,0
1998,johnd003,scoring,110,88,29,45,8,1,2,0,36,13,2,12,3,1,2,6,0
1998,johnj006,empty,195,178,42,73,10,3,5,0,5,17,0,46,0,0,0,0,0
1998,johnj006,loaded,9,7,2,2,0,0,0,0,5,0,0,3,0,0,0,2,0
1998,johnj006,menon,175,144,30,54,9,0,5,0,33,21,8,40,3,1,4,5,0
1998,johnj006,scoring,114,90,16,33,5,0,4,0,30,16,8,25,1,1,2,5,0
1998,johnj007,empty,149,134,43,70,9,0,6,0,6,13,0,20,0,2,0,0,0
1998,johnj007,loaded,6,5,3,5,2,0,0,0,7,1,0,1,0,0,0,0,0
1998,johnj007,menon,125,108,31,51,9,1,3,0,25,14,0,16,5,1,1,1,0
1998,johnj007,scoring,75,62,14,25,5,0,2,0,22,11,0,9,3,1,0,1,0
1998,johnj008,empty,9,7,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0
1998,johnj008,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1998,johnj008,menon,13,9,3,4,1,0,0,0,4,3,0,2,1,0,0,1,0
1998,johnj008,scoring,8,5,2,2,0,0,0,0,4,2,0,0,1,0,0,1,0
1998,johnm002,empty,20,19,9,17,2,0,2,0,2,0,0,2,0,1,0,0,0
1998,johnm002,menon,20,18,7,14,1,0,2,0,9,2,0,2,0,0,0,0,0
1998,johnm002,scoring,13,12,4,4,0,0,0,0,4,1,0,1,0,0,0,0,0
1998,johnr005,empty,591,535,107,160,23,0,10,0,10,50,0,200,0,6,0,0,0
1998,johnr005,loaded,19,18,2,3,1,0,0,0,7,0,0,7,0,0,0,1,0
1998,johnr005,menon,423,372,96,152,15,1,13,0,86,36,1,129,13,8,5,2,0
1998,johnr005,scoring,248,220,54,86,8,0,8,0,70,15,1,81,6,7,4,2,0
1998,joneb003,empty,484,449,109,188,21,2,18,0,18,30,0,70,0,5,0,0,0
1998,joneb003,loaded,16,12,6,8,2,0,0,0,15,0,0,1,0,0,0,4,0
1998,joneb003,menon,320,283,83,119,19,1,5,0,69,23,2,45,19,3,4,7,0
1998,joneb003,scoring,187,159,49,71,10,0,4,0,63,17,2,22,8,1,3,7,0
1998,joneb004,empty,323,286,72,112,15,2,7,0,7,34,0,56,0,2,0,0,1
1998,joneb004,loaded,13,11,6,8,2,0,0,0,15,0,0,0,0,0,0,2,0
1998,joneb004,menon,307,256,81,119,19,2,5,0,63,32,0,53,8,4,9,6,0
1998,joneb004,scoring,192,161,41,57,13,0,1,0,52,22,0,34,4,2,1,6,0
1998,joned001,empty,196,187,56,101,12,0,11,0,11,5,0,34,0,3,0,0,1
1998,joned001,loaded,12,11,1,1,0,0,0,0,3,0,0,4,0,0,0,1,0
1998,joned001,menon,176,152,43,65,4,0,6,0,36,12,4,37,3,1,5,6,0
1998,joned001,scoring,109,88,20,25,2,0,1,0,25,11,4,23,0,1,3,6,0
1998,jonet003,empty,153,139,25,36,2,0,3,0,3,13,0,40,0,1,0,0,0
1998,jonet003,loaded,16,11,1,1,0,0,0,0,7,2,0,2,1,0,0,3,0
1998,jonet003,menon,126,94,33,53,8,0,4,0,34,23,4,17,8,1,2,6,0
