YEAR,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1998,carld001,menon,54,44,14,24,4,0,2,0,15,4,0,9,1,3,2,1,0
1998,carld001,scoring,34,29,7,12,2,0,1,0,13,0,0,6,1,2,2,1,0
1998,carpc002,empty,414,378,97,151,23,2,9,0,9,33,0,74,0,3,0,0,0
1998,carpc002,loaded,14,13,5,6,1,0,0,0,12,1,0,2,2,0,0,0,0
1998,carpc002,menon,328,289,80,126,19,0,9,0,82,28,1,62,18,2,4,5,0
1998,carpc002,scoring,195,165,45,68,11,0,4,0,70,22,1,38,5,1,2,5,0
1998,carrh001,empty,98,89,31,43,3,0,3,0,3,9,0,15,0,0,0,0,0
1998,carrh001,loaded,10,10,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0
1998,carrh001,menon,189,158,44,53,6,0,1,0,40,22,1,31,5,1,0,8,0
1998,carrh001,scoring,128,106,28,32,4,0,0,0,38,14,1,23,2,0,0,8,0
1998,casil001,empty,9,7,3,3,0,0,0,0,0,1,0,3,0,1,0,0,0
1998,casil001,menon,14,13,5,9,2,1,0,0,4,0,0,3,0,1,0,0,0
1998,casil001,scoring,8,7,2,3,1,0,0,0,3,0,0,2,0,1,0,0,0
1998,castc002,empty,233,209,47,79,6,1,8,0,8,20,0,35,0,4,0,0,0
1998,castc002,loaded,19,15,3,4,1,0,0,0,10,2,0,2,0,0,0,2,0
1998,castc002,menon,198,173,47,89,13,1,9,0,61,15,1,29,5,1,2,7,0
1998,castc002,scoring,119,100,28,50,11,1,3,0,48,9,1,12,1,1,2,7,0
1998,castf001,empty,291,270,80,128,19,1,9,0,9,18,0,48,0,3,0,0,0
1998,castf001,loaded,12,10,4,8,1,0,1,1,12,0,0,1,1,0,0,2,0
1998,castf001,menon,240,204,70,114,12,4,8,1,68,26,0,33,9,2,2,6,0
1998,castf001,scoring,149,122,44,75,7,3,6,1,59,18,0,19,5,2,1,6,0
1998,castt001,empty,56,50,18,32,5,0,3,0,3,4,0,7,0,2,0,0,0
1998,castt001,loaded,3,3,2,6,1,0,1,1,6,0,0,0,0,0,0,0,0
1998,castt001,menon,73,66,20,36,4,0,4,1,24,7,0,7,5,0,0,0,0
1998,castt001,scoring,43,40,11,23,3,0,3,1,21,3,0,5,2,0,0,0,0
1998,cathm001,empty,96,89,20,33,4,0,3,0,3,6,0,20,0,1,0,0,0
1998,cathm001,loaded,2,2,2,5,0,0,1,1,6,0,0,0,0,0,0,0,0
1998,cathm001,menon,77,64,19,36,3,1,4,1,25,6,1,13,3,1,4,2,0
1998,cathm001,scoring,46,38,13,24,2,0,3,1,22,4,1,7,0,0,2,2,0
1998,charn001,empty,102,87,26,40,5,0,3,0,3,14,0,23,0,1,0,0,0
1998,charn001,loaded,7,6,1,1,0,0,0,0,3,0,0,2,0,0,0,1,0
1998,charn001,menon,129,106,27,39,6,0,2,0,23,19,0,24,2,0,2,2,0
1998,charn001,scoring,82,67,17,25,5,0,1,0,21,13,0,20,0,0,0,2,0
1998,checr001,empty,23,19,8,19,2,0,3,0,3,4,0,5,0,0,0,0,0
1998,checr001,loaded,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,checr001,menon,11,10,3,4,1,0,0,0,3,1,0,0,1,0,0,0,0
1998,checr001,scoring,6,5,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0
1998,chenb001,empty,51,42,9,18,3,0,2,0,2,8,0,10,0,1,0,0,0
1998,chenb001,loaded,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,chenb001,menon,40,38,14,20,1,1,1,0,7,1,1,7,2,0,1,0,0
1998,chenb001,scoring,26,25,5,5,0,0,0,0,3,1,1,6,1,0,0,0,0
1998,cho-j001,empty,49,47,15,23,3,1,1,0,1,1,0,10,0,1,0,0,0
1998,cho-j001,loaded,1,1,1,4,0,0,1,1,4,0,0,0,0,0,0,0,0
1998,cho-j001,menon,38,35,13,26,4,0,3,1,14,2,0,5,0,0,0,1,0
1998,cho-j001,scoring,23,20,8,18,1,0,3,1,14,2,0,3,0,0,0,1,0
1998,choub001,empty,84,79,23,33,4,0,2,0,2,5,0,15,0,0,0,0,0
1998,choub001,loaded,7,5,1,2,1,0,0,0,6,1,0,0,1,0,0,1,0
1998,choub001,menon,97,85,23,41,5,2,3,0,28,6,2,12,2,0,4,2,0
1998,choub001,scoring,52,43,15,28,2,1,3,0,24,6,2,4,1,0,1,2,0
1998,chrij002,empty,124,114,21,32,5,0,2,0,2,10,0,36,0,0,0,0,0
1998,chrij002,loaded,7,6,2,3,1,0,0,0,6,1,0,1,0,0,0,0,0
1998,chrij002,menon,145,122,30,38,8,0,0,0,28,17,7,35,4,0,5,1,0
1998,chrij002,scoring,94,76,18,25,7,0,0,0,27,14,7,22,2,0,3,1,0
1998,clarm002,empty,524,504,137,217,30,1,16,0,16,18,0,96,0,2,0,0,0
1998,clarm002,loaded,10,8,2,2,0,0,0,0,4,1,0,1,1,0,0,1,0
1998,clarm002,menon,394,344,99,143,19,2,7,0,81,30,4,65,5,2,12,6,0
1998,clarm002,scoring,238,199,59,86,10,1,5,0,70,22,4,37,1,2,9,6,0
1998,clemm001,empty,29,25,6,6,0,0,0,0,0,4,0,7,0,0,0,0,0
1998,clemm001,menon,33,28,9,11,2,0,0,0,5,3,1,6,2,0,2,0,0
1998,clemm001,scoring,15,12,3,4,1,0,0,0,5,2,1,2,2,0,1,0,0
1998,clemr001,empty,555,497,102,153,26,2,7,0,7,53,0,156,0,5,0,0,0
1998,clemr001,loaded,20,18,3,5,2,0,0,0,11,1,0,7,1,0,0,1,0
1998,clemr001,menon,406,358,67,100,19,1,4,0,64,35,0,115,9,2,8,2,1
1998,clemr001,scoring,263,233,41,60,11,1,2,0,58,24,0,73,1,0,4,2,0
1998,clonb001,empty,51,46,5,10,2,0,1,0,1,4,0,11,0,1,0,0,0
1998,clonb001,loaded,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,clonb001,menon,50,41,14,25,2,0,3,0,18,8,4,5,1,1,0,0,0
1998,clonb001,scoring,35,28,11,16,2,0,1,0,14,6,4,4,1,1,0,0,0
1998,clouk001,empty,407,356,95,181,26,3,18,0,18,49,0,67,0,1,0,0,1
1998,clouk001,loaded,12,11,2,2,0,0,0,0,6,0,0,2,0,0,0,1,0
1998,clouk001,menon,315,274,92,155,26,2,11,0,80,31,4,47,10,2,4,4,0
1998,clouk001,scoring,182,155,48,76,15,2,3,0,59,18,4,31,2,2,3,4,0
1998,colob001,empty,463,421,113,169,21,1,11,0,11,40,0,84,0,2,0,0,0
1998,colob001,loaded,28,24,3,4,1,0,0,0,10,3,0,9,2,0,0,1,0
1998,colob001,menon,420,368,92,130,22,2,4,0,69,39,5,74,17,1,10,2,0
1998,colob001,scoring,238,203,51,68,9,1,2,0,61,27,5,47,7,1,5,2,0
1998,coned001,empty,518,488,116,189,24,2,15,0,15,22,0,128,0,8,0,0,0
1998,coned001,loaded,16,15,4,7,0,0,1,1,12,0,0,3,1,0,0,1,0
1998,coned001,menon,348,296,70,102,17,0,5,1,61,37,1,81,9,7,4,4,0
1998,coned001,scoring,210,169,40,58,6,0,4,1,56,28,1,45,3,6,3,4,0
1998,conns001,empty,8,8,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,conns001,loaded,6,6,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0
1998,conns001,menon,20,15,5,5,0,0,0,0,4,4,0,0,1,1,0,0,0
1998,conns001,scoring,16,12,3,3,0,0,0,0,4,3,0,0,1,1,0,0,0
1998,cookd001,empty,143,131,29,44,6,0,3,0,3,11,0,41,0,1,0,0,0
1998,cookd001,loaded,16,13,4,4,0,0,0,0,9,1,0,3,1,0,0,2,0
1998,cookd001,menon,143,119,31,43,6,0,2,0,28,16,4,38,4,2,3,3,0
1998,cookd001,scoring,95,75,17,27,4,0,2,0,27,14,4,26,3,2,1,3,0
1998,cooks001,empty,13,12,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0
1998,cooks001,menon,10,10,2,2,0,0,0,0,1,0,0,2,1,0,0,0,0
1998,cooks001,scoring,5,5,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1998,coppr001,empty,38,34,9,15,3,0,1,0,1,4,0,6,0,0,0,0,0
1998,coppr001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,coppr001,menon,34,31,7,14,1,0,2,0,7,3,1,7,0,0,0,0,0
1998,coppr001,scoring,20,17,5,12,1,0,2,0,7,3,1,4,0,0,0,0,0
1998,cordf001,empty,562,519,118,185,20,4,13,0,13,40,0,98,0,3,0,0,0
1998,cordf001,loaded,17,15,3,4,1,0,0,0,7,1,0,4,2,0,0,1,0
1998,cordf001,menon,359,315,86,132,17,1,9,0,67,29,5,59,17,0,9,6,0
1998,cordf001,scoring,209,176,35,60,8,1,5,0,57,23,5,40,11,0,4,6,0
1998,coreb001,empty,9,7,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0
1998,coreb001,loaded,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,coreb001,menon,11,9,4,7,0,0,1,0,4,0,0,1,0,1,1,0,0
1998,coreb001,scoring,6,5,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0
1998,corsj001,empty,152,142,37,53,5,1,3,0,3,9,0,27,0,1,0,0,0
1998,corsj001,loaded,7,6,2,2,0,0,0,0,4,0,0,3,0,0,0,1,0
1998,corsj001,menon,122,105,21,32,2,0,3,0,19,14,2,22,10,0,2,1,0
1998,corsj001,scoring,71,60,12,17,2,0,1,0,15,9,2,14,5,0,1,1,0
1998,crabt001,empty,168,155,43,55,7,1,1,0,1,12,0,32,0,1,0,0,0
1998,crabt001,loaded,18,14,5,7,2,0,0,0,15,2,0,1,2,0,0,2,0
1998,crabt001,menon,203,171,43,58,7,1,2,0,46,23,2,28,11,2,1,6,0
1998,crabt001,scoring,137,116,26,32,3,0,1,0,40,14,2,26,8,1,0,6,0
1998,crour001,empty,115,101,22,37,6,0,3,0,3,13,0,23,0,1,0,0,0
1998,crour001,loaded,10,8,3,7,1,0,1,1,10,2,0,2,1,0,0,0,0
1998,crour001,menon,128,106,22,38,5,1,3,1,26,16,2,24,1,3,2,1,0
1998,crour001,scoring,82,64,10,17,2,1,1,1,21,13,2,19,1,2,2,1,0
1998,crowd001,empty,104,98,35,49,5,0,3,0,3,4,0,10,0,2,0,0,0
1998,crowd001,loaded,13,13,3,4,1,0,0,0,6,0,0,2,0,0,0,0,0
1998,crowd001,menon,93,78,20,32,3,0,3,0,19,12,6,8,10,0,2,1,0
1998,crowd001,scoring,58,45,12,15,3,0,0,0,13,11,6,4,2,0,1,1,0
1998,cunnw001,empty,7,7,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,cunnw001,menon,7,6,2,5,0,0,1,0,2,1,1,0,0,0,0,0,0
1998,cunnw001,scoring,5,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1998,daalo001,empty,406,371,80,110,13,1,5,0,5,35,0,92,0,0,0,0,0
1998,daalo001,loaded,8,7,2,2,0,0,0,0,4,0,0,2,0,0,0,1,0
1998,daalo001,menon,258,224,66,97,10,0,7,0,50,16,3,40,14,3,9,6,0
1998,daalo001,scoring,127,105,32,47,6,0,3,0,40,11,3,23,5,2,3,6,0
1998,darev001,empty,174,164,39,59,6,1,4,0,4,10,0,49,0,0,0,0,0
1998,darev001,loaded,5,5,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0
1998,darev001,menon,113,87,13,19,3,0,1,0,18,20,6,25,2,0,3,3,0
1998,darev001,scoring,72,54,8,9,1,0,0,0,15,13,6,15,0,0,2,3,0
1998,darwd001,empty,377,350,104,169,23,3,12,0,12,25,0,50,0,2,0,0,0
1998,darwd001,loaded,5,5,2,2,0,0,0,0,5,0,0,0,1,0,0,0,0
1998,darwd001,menon,283,243,72,117,10,1,11,0,69,24,4,31,12,1,12,3,0
1998,darwd001,scoring,156,131,46,76,7,1,7,0,59,18,4,13,4,0,4,3,0
1998,dehar001,empty,54,50,11,20,3,0,2,0,2,4,0,8,0,0,0,0,0
1998,dehar001,loaded,6,6,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0
1998,dehar001,menon,80,67,23,33,7,0,1,0,25,9,1,6,0,0,3,1,0
1998,dehar001,scoring,57,49,15,22,4,0,1,0,23,6,1,4,0,0,1,1,0
1998,dejem001,empty,161,147,41,63,9,2,3,0,3,13,0,17,0,1,0,0,0
1998,dejem001,loaded,6,5,3,3,0,0,0,0,7,0,0,0,0,0,0,1,0
1998,dejem001,menon,146,127,37,45,5,0,1,0,34,11,1,10,11,0,4,4,0
1998,dejem001,scoring,100,88,27,31,4,0,0,0,31,7,1,7,5,0,1,4,0
1998,delov001,empty,58,57,6,13,1,0,2,0,2,1,0,14,0,0,0,0,0
1998,delov001,menon,17,16,5,13,2,0,2,0,7,1,0,4,2,0,0,0,0
1998,delov001,scoring,11,10,3,9,0,0,2,0,6,1,0,3,0,0,0,0,0
1998,delur001,empty,164,146,35,60,7,0,6,0,6,16,1,41,0,2,0,0,0
1998,delur001,loaded,14,9,1,1,0,0,0,0,6,2,0,2,1,0,0,3,0
1998,delur001,menon,150,107,21,41,6,1,4,0,28,30,4,32,4,1,5,7,0
1998,delur001,scoring,105,73,12,27,4,1,3,0,26,23,4,24,2,1,1,7,0
1998,dempr002,empty,118,95,33,52,5,1,4,0,4,19,0,21,0,4,0,0,0
1998,dempr002,loaded,6,4,2,3,1,0,0,0,6,0,0,0,0,0,0,2,0
1998,dempr002,menon,154,119,39,54,9,0,2,0,38,19,1,14,9,5,5,6,0
1998,dempr002,scoring,101,79,27,38,8,0,1,0,35,12,1,9,6,3,1,6,0
1998,desse001,empty,176,162,47,74,9,0,6,0,6,14,0,25,0,0,0,0,0
1998,desse001,loaded,9,9,3,4,1,0,0,0,6,0,0,0,1,0,0,0,0
1998,desse001,menon,156,138,43,66,9,1,4,0,40,11,2,18,7,0,4,3,0
1998,desse001,scoring,90,78,25,38,5,1,2,0,36,8,2,7,2,0,1,3,0
1998,dickj001,empty,300,277,78,114,10,1,8,0,8,20,0,36,0,3,0,0,0
1998,dickj001,loaded,13,8,3,3,0,0,0,0,11,2,0,2,0,0,0,3,0
1998,dickj001,menon,245,208,69,115,17,1,9,0,75,21,1,25,11,3,4,9,0
1998,dickj001,scoring,138,112,34,53,5,1,4,0,61,13,1,16,0,1,3,9,0
1998,dipoj001,empty,176,158,34,57,9,1,4,0,4,15,0,30,0,3,0,0,0
1998,dipoj001,loaded,3,3,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1998,dipoj001,menon,119,105,27,44,5,0,4,0,26,10,3,19,6,0,2,2,0
1998,dipoj001,scoring,75,62,15,20,2,0,1,0,19,10,3,12,1,0,1,2,0
1998,doddr001,empty,8,7,4,8,1,0,1,0,1,1,0,1,0,0,0,0,0
1998,doddr001,menon,17,14,3,6,1,1,0,0,5,0,0,3,0,1,0,2,0
1998,doddr001,scoring,10,8,2,5,1,1,0,0,5,0,0,1,0,0,0,2,0
1998,dougj001,empty,26,21,6,11,2,0,1,0,1,4,0,2,0,1,0,0,0
1998,dougj001,loaded,5,5,3,3,0,0,0,0,6,0,0,0,1,0,0,0,0
1998,dougj001,menon,33,29,11,15,1,0,1,0,12,3,0,1,2,0,1,0,0
1998,dougj001,scoring,23,20,8,12,1,0,1,0,12,3,0,1,2,0,0,0,0
1998,drabd001,empty,289,271,75,122,12,1,11,0,11,15,0,41,0,3,0,0,0
1998,drabd001,loaded,10,9,5,7,2,0,0,0,10,1,0,0,0,0,0,0,0
1998,drabd001,menon,195,172,63,102,10,1,9,0,64,14,2,14,9,2,0,7,0
1998,drabd001,scoring,114,93,36,50,6,1,2,0,49,12,2,5,1,2,0,7,0
1998,dreid001,empty,433,395,94,140,22,3,6,0,6,34,0,105,0,4,0,0,0
1998,dreid001,loaded,11,9,5,9,1,0,1,1,14,0,0,2,0,0,0,2,0
1998,dreid001,menon,319,273,77,112,15,1,6,1,64,23,2,63,21,6,11,6,0
1998,dreid001,scoring,195,166,49,72,9,1,4,1,60,16,2,41,11,5,2,6,0
1998,durar001,empty,34,23,1,2,1,0,0,0,0,9,0,3,0,2,0,0,0
1998,durar001,loaded,5,4,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0
1998,durar001,menon,40,30,8,10,2,0,0,0,5,8,0,9,0,0,2,0,0
1998,durar001,scoring,26,19,6,8,2,0,0,0,5,6,0,6,0,0,1,0,0
1998,duvam001,empty,7,7,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0
1998,duvam001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,duvam001,menon,10,8,1,2,1,0,0,0,3,2,0,1,1,0,0,0,0
1998,duvam001,scoring,8,6,1,2,1,0,0,0,3,2,0,0,1,0,0,0,0
1998,dykhr001,empty,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,dykhr001,menon,5,5,2,3,1,0,0,0,2,0,0,1,0,0,0,0,0
1998,dykhr001,scoring,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1998,ecked001,empty,94,91,23,42,4,0,5,0,5,3,0,14,0,0,0,0,0
1998,ecked001,loaded,7,6,2,2,0,0,0,0,3,1,0,2,1,0,0,0,0
1998,ecked001,menon,77,67,23,31,5,0,1,0,20,5,3,8,4,2,2,1,0
1998,ecked001,scoring,55,47,16,24,5,0,1,0,20,5,3,7,3,1,1,1,0
1998,edmob001,empty,158,143,44,69,9,2,4,0,4,15,0,19,0,0,0,0,0
1998,edmob001,loaded,14,8,1,4,0,0,1,1,12,2,0,0,3,2,0,2,0
1998,edmob001,menon,176,143,32,60,8,1,6,1,44,22,5,21,9,3,5,3,0
1998,edmob001,scoring,108,86,23,43,6,1,4,1,39,16,5,12,5,2,1,3,0
1998,eilad001,empty,4,4,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0
1998,eilad001,loaded,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,eilad001,menon,13,10,3,4,1,0,0,0,4,3,0,0,0,0,0,0,0
1998,eilad001,scoring,12,10,3,4,1,0,0,0,4,2,0,0,0,0,0,0,0
1998,elars001,empty,138,124,19,31,6,0,2,0,2,13,0,37,0,1,0,0,0
1998,elars001,loaded,5,3,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0
1998,elars001,menon,89,80,21,37,7,0,3,0,20,7,0,19,2,0,1,1,0
1998,elars001,scoring,49,42,8,13,2,0,1,0,12,5,0,13,0,0,1,1,0
1998,eldrc001,empty,315,282,87,144,21,3,10,0,10,32,0,49,0,1,0,0,0
1998,eldrc001,loaded,25,20,6,7,1,0,0,0,18,4,0,3,1,1,0,0,0
1998,eldrc001,menon,287,247,70,97,15,0,4,0,61,29,3,37,13,3,5,3,0
1998,eldrc001,scoring,168,139,41,55,11,0,1,0,53,22,3,20,6,2,2,3,0
1998,embra001,empty,123,107,26,40,8,0,2,0,2,15,0,20,0,1,0,0,0
1998,embra001,loaded,6,5,2,5,0,0,1,1,7,0,0,2,0,0,0,1,0
1998,embra001,menon,114,101,30,49,4,0,5,1,28,8,0,23,2,0,4,1,0
1998,embra001,scoring,57,48,14,26,0,0,4,1,23,5,0,10,0,0,3,1,0
1998,erdot001,empty,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,erdot001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,erdot001,menon,7,6,3,5,2,0,0,0,2,1,1,0,0,0,0,0,0
1998,erdot001,scoring,5,4,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0
1998,erics001,empty,605,565,155,226,22,2,15,0,15,36,0,106,0,4,0,0,0
1998,erics001,loaded,34,32,9,15,3,0,1,1,21,0,0,8,2,1,0,1,0
1998,erics001,menon,497,446,129,179,22,2,8,1,102,33,4,80,23,9,7,2,0
1998,erics001,scoring,297,257,72,96,12,0,4,1,89,27,4,52,9,7,4,2,0
1998,escok001,empty,201,182,37,51,9,1,1,0,1,19,0,46,0,0,0,0,0
1998,escok001,loaded,6,6,1,3,0,1,0,0,3,0,0,3,0,0,0,0,0
1998,escok001,menon,141,121,35,55,2,3,4,0,33,16,0,26,4,0,0,3,1
1998,escok001,scoring,82,69,21,34,2,1,3,0,29,10,0,13,1,0,0,3,0
1998,estes001,empty,344,313,85,113,10,0,6,0,6,30,0,80,0,1,0,0,0
1998,estes001,loaded,22,19,4,6,2,0,0,0,12,2,0,5,5,0,0,1,0
1998,estes001,menon,317,244,65,108,17,1,8,0,70,50,6,56,22,4,15,4,0
1998,estes001,scoring,191,149,43,71,13,0,5,0,61,32,6,39,8,2,4,4,0
1998,evanb001,empty,24,24,4,7,0,0,1,0,1,0,0,4,0,0,0,0,0
1998,evanb001,menon,10,10,3,4,1,0,0,0,2,0,0,3,0,0,0,0,0
1998,evanb001,scoring,8,8,2,2,0,0,0,0,2,0,0,3,0,0,0,0,0
1998,everb001,empty,8,6,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0
1998,everb001,loaded,4,3,1,1,0,0,0,0,3,0,0,1,0,0,0,1,0
1998,everb001,menon,23,20,7,10,0,0,1,0,8,0,0,3,0,1,0,2,0
1998,everb001,scoring,20,17,5,8,0,0,1,0,8,0,0,3,0,1,0,2,0
1998,eyres001,empty,274,236,62,124,10,2,16,0,16,38,0,43,0,0,0,0,0
1998,eyres001,loaded,12,11,3,3,0,0,0,0,6,1,0,1,0,0,0,0,0
1998,eyres001,menon,217,184,52,84,8,0,8,0,54,26,0,30,11,2,2,3,0
1998,eyres001,scoring,130,108,31,47,4,0,4,0,45,17,0,15,5,2,0,3,0
1998,fassj001,empty,571,529,136,225,28,2,19,0,19,35,0,98,0,7,0,0,0
1998,fassj001,loaded,16,13,2,2,0,0,0,0,7,1,0,4,0,1,0,1,0
1998,fassj001,menon,383,333,87,151,22,0,14,0,89,31,2,78,15,3,8,8,0
1998,fassj001,scoring,223,185,49,76,15,0,4,0,68,25,2,52,4,2,3,8,0
1998,fettm001,empty,123,107,23,37,4,2,2,0,2,16,0,21,0,0,0,0,0
1998,fettm001,loaded,15,15,9,13,2,1,0,0,19,0,0,2,0,0,0,0,0
1998,fettm001,menon,141,125,39,62,8,3,3,0,42,9,2,22,2,1,4,2,0
1998,fettm001,scoring,89,80,24,40,4,3,2,0,38,6,2,17,0,1,0,2,0
1998,finlc001,empty,539,477,125,189,24,2,12,0,12,60,0,105,0,2,0,0,0
1998,finlc001,loaded,23,22,5,9,1,0,1,1,14,1,0,7,2,0,0,0,0
1998,finlc001,menon,437,376,85,130,21,0,8,1,71,49,1,107,20,4,3,5,0
1998,finlc001,scoring,246,198,43,69,14,0,4,1,61,37,1,66,10,4,2,5,0
1998,florb001,empty,334,313,81,136,9,2,14,0,14,19,0,62,0,2,0,0,0
1998,florb001,loaded,21,19,5,7,2,0,0,0,12,1,0,3,4,0,0,1,0
1998,florb001,menon,246,199,60,86,16,2,2,0,56,40,6,35,17,2,3,2,0
1998,florb001,scoring,151,118,35,47,12,0,0,0,50,29,6,26,11,1,1,2,0
1998,fontj001,empty,93,78,26,44,10,1,2,0,2,11,0,9,0,4,0,0,0
1998,fontj001,loaded,2,2,1,4,0,0,1,1,4,0,0,0,0,0,0,0,0
1998,fontj001,menon,111,97,30,44,5,0,3,1,26,9,1,15,6,1,3,1,0
1998,fontj001,scoring,71,65,21,31,4,0,2,1,24,5,1,11,2,0,0,1,0
1998,fordb002,empty,24,21,6,9,0,0,1,0,1,3,0,4,0,0,0,0,0
1998,fordb002,loaded,1,1,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0
1998,fordb002,menon,25,23,7,11,1,0,1,0,10,0,0,1,2,2,0,0,0
1998,fordb002,scoring,16,14,4,5,1,0,0,0,8,0,0,1,1,2,0,0,0
1998,fordt001,empty,119,99,28,46,4,1,4,0,4,20,0,12,0,0,0,0,0
1998,fordt001,loaded,5,3,1,4,0,0,1,1,6,1,0,1,0,0,0,1,0
1998,fordt001,menon,109,84,23,35,1,1,3,1,23,22,0,11,5,1,1,1,0
1998,fordt001,scoring,59,43,16,26,1,0,3,1,22,14,0,5,2,1,0,1,0
1998,fosst001,empty,42,36,13,17,1,0,1,0,1,6,0,8,0,0,0,0,0
1998,fosst001,loaded,6,4,2,4,0,1,0,0,9,2,0,0,0,0,0,0,0
1998,fosst001,menon,68,55,17,22,3,1,0,0,22,10,0,15,1,0,2,1,0
1998,fosst001,scoring,50,41,14,19,3,1,0,0,22,8,0,12,1,0,0,1,0
1998,fostk001,empty,8,7,4,6,2,0,0,0,0,1,0,2,0,0,0,0,0
1998,fostk001,menon,12,9,4,8,1,0,1,0,5,1,0,1,0,0,0,2,0
1998,fostk001,scoring,10,7,2,6,1,0,1,0,5,1,0,1,0,0,0,2,0
1998,foulk001,empty,152,149,28,41,8,1,1,0,1,2,0,44,0,1,0,0,0
1998,foulk001,loaded,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1998,foulk001,menon,115,90,23,52,3,1,8,0,35,18,3,13,3,3,2,2,0
1998,foulk001,scoring,75,59,15,38,0,1,7,0,32,12,3,6,2,2,0,2,0
1998,fox-c001,empty,121,113,30,43,7,0,2,0,2,8,0,34,0,0,0,0,0
1998,fox-c001,loaded,6,4,1,2,1,0,0,0,5,2,0,1,0,0,0,0,0
1998,fox-c001,menon,121,102,26,37,3,1,2,0,23,12,0,30,5,1,6,0,0
1998,fox-c001,scoring,72,62,17,24,2,1,1,0,21,7,0,21,3,1,2,0,0
1998,franj001,empty,135,122,32,42,4,0,2,0,2,12,0,26,0,1,0,0,0
1998,franj001,loaded,17,14,2,2,0,0,0,0,7,0,0,6,0,0,0,3,0
1998,franj001,menon,154,125,34,48,4,2,2,0,27,17,7,33,6,3,4,5,0
1998,franj001,scoring,97,74,18,25,2,1,1,0,23,15,7,23,3,3,0,5,0
1998,frasj001,empty,222,204,54,91,14,1,7,0,7,16,0,24,0,2,0,0,0
1998,frasj001,loaded,14,13,3,4,1,0,0,0,7,1,0,3,1,0,0,0,0
1998,frasj001,menon,193,167,41,63,8,1,4,0,41,20,3,25,7,1,4,1,0
1998,frasj001,scoring,135,117,26,38,6,0,2,0,34,15,3,14,4,1,1,1,0
1998,fussc001,empty,24,18,4,4,0,0,0,0,0,6,0,5,0,0,0,0,0
1998,fussc001,menon,23,18,7,12,0,1,1,0,7,3,1,3,2,0,1,1,0
1998,fussc001,scoring,13,9,3,5,0,1,0,0,5,2,1,2,1,0,1,1,0
1998,gaetg001,empty,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,gaetg001,menon,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,gaetg001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,gaile001,empty,20,17,2,6,1,0,1,0,1,3,0,2,0,0,0,0,0
1998,gaile001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,gaile001,menon,10,10,2,8,0,0,2,0,4,0,0,3,0,0,0,0,0
1998,gaile001,scoring,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,gajks001,empty,18,15,5,7,2,0,0,0,0,3,0,1,0,0,0,0,0
1998,gajks001,loaded,6,4,3,3,0,0,0,0,6,0,0,0,0,2,0,0,0
1998,gajks001,menon,24,21,9,18,0,0,3,0,14,1,0,2,2,2,0,0,0
