YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1994,R,abboj001,L,L,112,106,29,48,5,1,4,0,12,6,0,14,3,0,0,0,0
1994,R,abboj001,L,R,580,506,138,231,31,1,20,0,72,58,1,76,16,2,9,5,0
1994,R,acrem001,R,L,64,50,13,21,2,0,2,0,7,13,2,10,0,0,1,0,0
1994,R,acrem001,R,R,83,69,11,23,4,1,2,0,9,10,1,11,3,1,2,1,0
1994,R,aguir001,R,L,104,95,23,34,2,0,3,0,10,8,3,29,0,0,1,0,0
1994,R,aguir001,R,R,97,91,34,49,3,0,4,0,14,2,0,17,1,0,3,1,0
1994,R,alvaw001,L,L,112,101,22,29,4,0,1,0,10,9,0,17,1,0,1,1,0
1994,R,alvaw001,L,R,570,510,125,187,17,0,15,0,56,53,1,91,12,0,5,2,0
1994,R,andeb002,L,L,89,84,28,46,6,0,4,0,14,1,0,13,3,3,0,1,0
1994,R,andeb002,L,R,352,316,92,149,30,0,9,1,41,26,0,34,7,2,3,5,0
1994,R,andel001,R,L,79,72,22,32,4,0,2,0,12,6,2,11,2,0,1,0,0
1994,R,andel001,R,R,68,57,11,16,3,1,0,0,3,9,1,16,1,0,2,0,0
1994,R,appik001,R,L,341,290,81,113,17,3,3,0,29,43,5,61,8,0,6,2,0
1994,R,appik001,R,R,312,280,56,91,5,3,8,0,34,20,2,84,2,4,3,5,0
1994,R,aquil001,R,L,91,79,12,17,0,1,1,0,5,11,3,9,1,1,0,0,0
1994,R,aquil001,R,R,123,107,27,43,8,1,2,0,13,11,1,13,0,2,1,2,0
1994,R,armsj001,R,L,19,18,2,2,0,0,0,0,0,1,0,5,0,0,0,0,0
1994,R,armsj001,R,R,22,21,7,18,2,0,3,0,4,1,0,2,0,0,0,0,0
1994,R,arocr001,R,L,144,129,35,48,10,0,1,0,15,12,2,22,1,0,2,1,0
1994,R,arocr001,R,R,216,199,59,102,13,3,8,0,29,9,2,40,3,4,3,0,1
1994,R,ashba002,R,L,346,313,78,123,17,2,8,0,34,26,9,48,5,1,5,1,0
1994,R,ashba002,R,R,336,309,67,107,12,2,8,1,32,17,3,73,6,2,6,2,0
1994,R,assep001,L,L,59,51,10,14,1,0,1,0,4,3,0,13,2,1,1,3,0
1994,R,assep001,L,R,75,65,16,23,4,0,1,0,3,10,2,16,2,0,0,0,0
1994,R,astap001,R,L,299,269,72,125,17,3,10,0,41,26,2,49,3,0,2,2,0
1994,R,astap001,R,R,326,294,70,109,13,1,8,0,25,21,2,59,11,4,4,3,0
1994,R,ausaj001,R,L,29,27,10,17,1,0,2,0,2,2,0,5,0,0,0,0,0
1994,R,ausaj001,R,R,40,36,6,9,0,0,1,0,2,4,0,10,0,0,0,0,0
1994,R,avers001,L,L,88,76,15,23,5,0,1,0,6,8,0,23,0,2,1,1,0
1994,R,avers001,L,R,540,483,112,183,29,0,14,0,52,47,4,99,8,2,3,5,0
1994,R,ayalb002,R,L,129,114,25,32,4,0,1,0,16,14,0,46,2,0,1,0,0
1994,R,ayalb002,R,R,107,93,17,23,3,0,1,0,10,12,0,30,2,0,0,2,0
1994,R,bailc001,R,L,10,8,5,9,1,0,1,0,2,2,1,0,1,0,0,0,0
1994,R,bailc001,R,R,14,13,5,9,1,0,1,0,4,1,0,4,1,0,0,0,0
1994,R,ballj002,L,L,38,32,11,19,5,0,1,0,12,5,1,6,1,0,0,1,0
1994,R,ballj002,L,R,74,67,21,39,2,2,4,0,12,5,2,5,2,1,1,0,0
1994,R,banks001,R,L,55,50,13,23,2,1,2,0,5,5,2,7,2,0,0,0,0
1994,R,banks001,R,R,101,92,21,32,2,0,3,1,13,7,1,18,0,0,0,2,0
1994,R,bankw001,R,L,273,252,70,105,14,3,5,0,32,19,1,37,6,1,0,1,0
1994,R,bankw001,R,R,325,281,69,111,7,1,11,0,41,37,2,54,9,1,5,1,0
1994,R,barnb001,L,L,29,22,5,6,1,0,0,0,4,6,0,4,0,0,0,1,0
1994,R,barnb001,L,R,67,54,17,30,2,1,3,0,10,13,3,6,0,0,0,0,0
1994,R,bautj001,R,L,121,108,34,53,2,1,5,0,14,10,5,15,3,1,1,1,0
1994,R,bautj001,R,R,172,156,41,61,5,0,5,0,20,7,2,30,3,2,4,3,0
1994,R,beckr001,R,L,102,88,22,31,1,1,2,0,6,11,2,16,0,0,1,2,0
1994,R,beckr001,R,R,105,100,27,56,5,0,8,0,17,2,0,23,0,0,2,1,0
1994,R,bedrs001,R,L,78,69,21,35,8,0,2,0,13,5,3,15,1,2,1,1,0
1994,R,bedrs001,R,R,118,100,20,28,2,0,2,1,13,13,2,28,3,0,4,1,0
1994,R,belct001,R,L,393,347,102,148,16,3,8,0,55,41,7,39,7,0,2,3,0
1994,R,belct001,R,R,357,315,90,161,24,4,13,0,55,37,3,37,5,4,1,0,0
1994,R,belis001,R,L,79,62,15,24,4,1,1,0,10,13,2,12,3,1,0,3,0
1994,R,belis001,R,R,141,126,32,59,10,1,5,0,24,11,1,25,0,4,0,0,0
1994,R,benea001,R,L,355,322,72,111,16,4,5,0,27,31,0,81,4,0,2,0,0
1994,R,benea001,R,R,362,331,83,151,19,2,15,0,39,20,2,108,3,1,9,1,0
1994,R,benia001,R,L,19,17,5,6,1,0,0,0,1,2,0,7,0,0,0,0,0
1994,R,benia001,R,R,23,20,3,3,0,0,0,0,0,2,0,7,0,1,0,0,0
1994,R,berej002,R,L,302,250,56,92,10,1,8,0,29,50,0,60,6,0,2,0,0
1994,R,berej002,R,R,306,269,63,102,12,0,9,0,26,30,0,67,7,1,2,4,0
1994,R,bergs001,R,L,46,39,9,13,1,0,1,0,8,5,0,6,0,1,0,1,0
1994,R,bergs001,R,R,36,34,13,20,4,0,1,0,3,2,0,6,0,0,0,0,0
1994,R,bielm001,R,L,54,49,8,8,0,0,0,0,1,4,0,8,1,1,0,0,0
1994,R,bielm001,R,R,61,52,20,30,2,1,2,0,10,8,1,10,2,0,1,0,0
1994,R,blacb001,L,L,36,32,10,12,2,0,0,0,4,3,0,4,0,1,0,0,0
1994,R,blacb001,L,R,191,172,40,81,12,1,9,0,21,13,1,24,2,2,2,2,0
1994,R,blaiw001,R,L,161,137,47,66,9,2,2,0,18,24,3,26,1,0,0,0,0
1994,R,blaiw001,R,R,204,181,51,85,7,3,7,0,37,15,0,42,7,4,3,1,0
1994,R,boevj001,R,L,160,140,30,43,2,1,3,0,16,17,8,27,3,0,1,2,0
1994,R,boevj001,R,R,189,164,50,85,8,0,9,1,39,20,4,22,5,2,3,0,0
1994,R,bohab001,L,L,39,37,16,28,3,0,3,0,7,2,0,8,0,0,0,0,0
1994,R,bohab001,L,R,130,122,35,53,6,0,4,1,19,6,1,18,2,1,1,0,0
1994,R,boltt001,L,L,53,45,10,16,3,0,1,0,10,7,0,9,2,0,0,1,0
1994,R,boltt001,L,R,56,49,19,30,5,0,2,0,9,6,1,3,1,0,1,0,0
1994,R,boner001,R,L,351,321,82,124,14,2,8,0,27,26,0,18,9,0,1,3,0
1994,R,boner001,R,R,357,330,84,140,23,3,9,0,40,19,1,39,8,3,3,2,0
1994,R,borlt001,R,L,66,58,16,20,2,1,0,0,7,8,3,8,4,0,0,0,0
1994,R,borlt001,R,R,78,67,15,19,1,0,1,0,7,6,0,18,1,4,1,0,0
1994,R,bosic001,R,L,305,279,84,120,17,2,5,0,30,20,3,30,4,1,0,5,0
1994,R,bosic001,R,R,241,216,53,97,14,0,10,1,38,20,0,37,6,1,3,1,0
1994,R,bosks001,R,L,197,173,46,66,8,0,4,0,18,22,3,30,2,1,0,0,1
1994,R,bosks001,R,R,197,182,46,89,10,0,11,0,35,8,0,31,2,2,2,3,0
1994,R,bottk001,R,L,60,53,17,26,4,1,1,0,8,4,0,6,1,2,1,0,0
1994,R,bottk001,R,R,61,55,16,27,2,3,1,1,13,6,0,9,2,0,0,0,0
1994,R,bottr001,R,L,7,7,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1994,R,bottr001,R,R,6,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1994,R,boucd001,L,L,19,19,3,6,0,0,1,0,2,0,0,4,1,0,0,0,0
1994,R,boucd001,L,R,65,55,21,41,3,1,5,0,16,7,0,13,1,0,2,1,0
1994,R,bower001,R,L,103,93,24,47,6,1,5,0,12,9,0,13,5,0,1,0,0
1994,R,bower001,R,R,105,90,26,42,4,0,4,0,11,10,0,19,0,2,1,2,0
1994,R,branj001,R,L,112,97,20,28,5,0,1,0,6,13,2,28,0,0,2,0,0
1994,R,branj001,R,R,150,131,26,44,1,1,5,0,18,15,3,35,3,0,3,1,0
1994,R,brewb001,L,L,66,59,14,28,2,0,4,0,13,5,0,9,0,1,0,1,0
1994,R,brewb001,L,R,91,76,14,20,2,2,0,0,9,11,1,16,4,1,2,1,0
1994,R,brinb001,R,L,14,11,1,4,0,0,1,0,2,3,0,2,1,0,0,0,0
1994,R,brinb001,R,R,18,17,3,5,2,0,0,0,0,1,1,1,0,0,0,0,0
1994,R,brisj001,R,L,109,87,20,35,3,0,4,0,14,21,0,20,4,0,1,0,0
1994,R,brisj001,R,R,101,81,11,21,1,0,3,0,9,18,2,25,2,1,0,1,0
1994,R,brocd001,R,L,33,29,12,19,3,2,0,0,9,3,1,3,0,1,0,0,0
1994,R,brocd001,R,R,45,40,9,16,2,1,1,0,7,2,2,8,2,1,1,1,0
1994,R,bronj001,R,L,42,34,8,8,0,0,0,0,4,8,3,4,1,0,0,0,0
1994,R,bronj001,R,R,51,47,12,25,4,0,3,0,12,4,1,9,1,0,0,0,0
1994,R,browk001,R,L,413,379,126,184,19,6,9,0,49,30,2,60,12,0,1,3,0
1994,R,browk001,R,R,347,316,92,132,11,1,9,0,40,20,1,63,11,6,1,4,0
1994,R,brows002,R,L,56,48,14,22,2,0,2,0,10,7,1,6,2,0,0,1,0
1994,R,brows002,R,R,85,70,20,28,2,0,2,0,19,12,1,9,5,1,1,1,0
1994,R,browt001,L,L,30,24,2,5,0,0,1,0,2,5,0,4,0,0,0,1,0
1994,R,browt001,L,R,139,129,32,55,2,0,7,0,14,8,1,18,2,1,0,1,0
1994,R,brumd001,R,L,12,8,4,8,1,0,1,0,5,3,0,1,0,0,0,1,0
1994,R,brumd001,R,R,10,7,2,3,1,0,0,0,2,2,0,3,0,0,0,1,0
1994,R,buckg001,R,L,16,13,2,6,1,0,1,0,2,3,0,3,0,0,0,0,0
1994,R,buckg001,R,R,35,30,6,11,2,0,1,0,2,4,1,6,1,0,1,0,0
1994,R,bullj001,R,L,197,173,39,55,6,2,2,0,14,21,1,33,1,1,1,1,0
1994,R,bullj001,R,R,215,198,48,75,11,2,4,0,22,13,1,39,5,0,2,2,0
1994,R,burbd001,R,L,123,101,18,27,6,0,1,0,7,21,2,27,3,1,0,0,0
1994,R,burbd001,R,R,199,166,41,67,10,2,4,0,25,24,1,57,2,5,3,1,0
1994,R,burkj001,R,L,350,321,88,114,14,0,4,0,27,21,4,43,7,4,2,2,0
1994,R,burkj001,R,R,326,295,88,143,25,0,10,0,35,15,3,42,6,3,10,3,0
1994,R,burrt001,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,burrt001,L,R,4,3,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
1994,R,butcm001,R,L,44,35,11,19,2,0,2,1,7,7,3,5,0,2,0,0,0
1994,R,butcm001,R,R,96,78,20,27,5,1,0,0,15,16,2,14,5,0,2,0,0
1994,R,cadag001,L,L,68,55,16,18,2,0,0,0,6,13,0,12,1,0,0,0,0
1994,R,cadag001,L,R,123,103,25,42,5,0,4,0,16,20,5,17,2,0,0,0,0
1994,R,campk001,R,L,47,41,11,20,3,0,2,0,9,3,0,5,1,0,1,2,0
1994,R,campk001,R,R,50,45,9,11,2,0,0,0,3,2,0,10,0,1,1,1,0
1994,R,campm001,R,L,14,9,2,8,0,0,2,1,6,5,0,4,0,0,0,0,0
1994,R,campm001,R,R,29,28,11,22,2,0,3,0,8,0,0,6,0,0,1,0,0
1994,R,candt001,R,L,322,282,70,102,12,4,4,0,28,28,2,48,6,2,6,4,0
1994,R,candt001,R,R,330,294,79,115,19,1,5,0,41,26,0,54,6,3,3,4,0
1994,R,carpc001,R,L,115,102,37,54,5,0,4,0,23,12,5,15,1,0,0,1,0
1994,R,carpc001,R,R,148,135,32,48,5,1,3,0,18,8,2,24,3,0,3,2,0
1994,R,carrh001,R,L,108,96,19,26,2,1,1,0,7,9,0,16,2,2,1,0,0
1994,R,carrh001,R,R,129,104,23,31,2,0,2,0,8,21,1,25,5,0,4,0,0
1994,R,carta001,L,L,59,52,15,30,3,0,4,0,11,5,0,9,2,1,0,1,0
1994,R,carta001,L,R,90,75,19,28,6,0,1,0,4,7,2,9,3,5,1,2,0
1994,R,casil001,L,L,77,70,22,34,3,0,3,0,17,1,0,10,1,1,3,2,0
1994,R,casil001,L,R,154,134,51,91,9,2,9,0,30,15,3,10,2,1,4,0,0
1994,R,castf001,R,L,49,46,14,24,2,1,2,0,6,2,0,10,2,0,1,0,0
1994,R,castf001,R,R,47,44,11,15,1,0,1,0,4,3,0,9,2,0,0,0,0
1994,R,castj003,R,L,27,23,9,17,3,1,1,0,4,3,0,0,1,0,1,0,0
1994,R,castj003,R,R,27,24,8,13,0,1,1,0,5,2,0,1,1,0,1,0,0
1994,R,castt001,L,L,66,60,14,22,2,0,2,0,6,3,0,11,0,2,1,0,0
1994,R,castt001,L,R,225,194,52,76,7,1,5,0,20,25,1,32,7,1,2,3,0
1994,R,cimof001,R,L,26,21,8,12,4,0,0,0,8,3,0,0,1,0,0,2,0
1994,R,cimof001,R,R,47,37,12,18,4,1,0,0,6,7,2,1,0,2,1,0,0
1994,R,clarm002,R,L,245,218,55,80,10,0,5,0,29,20,0,26,6,2,0,5,0
1994,R,clarm002,R,R,295,269,78,121,10,3,9,0,29,20,0,34,9,2,2,2,0
1994,R,clemr001,R,L,366,319,70,108,13,2,7,0,23,43,1,84,6,2,1,1,0
1994,R,clemr001,R,R,326,290,54,90,12,0,8,0,30,28,0,84,6,2,1,4,1
1994,R,coned001,R,L,385,340,81,128,16,2,9,0,31,40,0,61,6,2,0,3,0
1994,R,coned001,R,R,305,283,49,79,12,0,6,0,18,14,0,71,5,5,1,2,0
