YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1970,L,blylb001,R,L,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1970,L,blylb001,R,R,7,7,2,3,1,0,0,0,1,0,0,2,0,0,0,0,0
1970,L,carrc103,R,R,6,6,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0
1970,L,clont101,R,L,11,9,6,7,1,0,0,0,2,2,0,0,0,0,0,0,0
1970,L,clont101,R,R,13,11,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0
1970,L,cuelm101,L,L,6,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1970,L,cuelm101,L,R,19,17,8,12,1,0,1,0,6,1,0,2,0,0,1,0,0
1970,L,ellid101,R,L,15,14,4,6,0,1,0,0,1,1,1,0,0,0,0,0,0
1970,L,ellid101,R,R,26,23,5,7,2,0,0,0,2,3,1,1,1,0,0,0,0
1970,L,gibbj102,L,L,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1970,L,gibbj102,L,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,L,giusd101,R,L,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,L,giusd101,R,R,7,6,2,3,1,0,0,0,1,1,1,1,1,0,0,0,0
1970,L,granw101,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,L,granw101,R,R,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,L,gulld101,L,L,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,L,gulld101,L,R,9,7,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
1970,L,halld101,R,L,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,L,halld101,R,R,10,10,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1970,L,hallt101,L,L,3,3,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0
1970,L,hallt101,L,R,23,19,5,8,0,0,1,0,3,4,0,4,0,0,0,0,0
1970,L,kaatj101,L,L,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1970,L,kaatj101,L,R,13,10,5,6,1,0,0,0,1,2,1,1,0,0,1,0,0
1970,L,mcnad102,L,L,5,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
1970,L,mcnad102,L,R,31,26,5,9,1,0,1,0,2,5,0,4,1,0,0,0,0
1970,L,merrj102,L,L,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,L,merrj102,L,R,13,13,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0
1970,L,moosb101,R,L,12,10,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0
1970,L,moosb101,R,R,16,16,3,9,0,0,2,0,2,0,0,2,0,0,0,0,0
1970,L,nolag101,R,L,21,16,7,9,2,0,0,0,0,3,2,2,0,0,2,0,0
1970,L,nolag101,R,R,16,15,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0
1970,L,palmj001,R,L,19,18,4,4,0,0,0,0,0,1,0,8,0,0,0,0,0
1970,L,palmj001,R,R,17,15,3,5,0,1,0,0,1,2,0,4,1,0,0,0,0
1970,L,perrj102,R,L,10,9,4,10,0,0,2,1,5,1,0,1,1,0,0,0,0
1970,L,perrj102,R,R,17,15,6,9,0,0,1,0,3,0,0,2,0,1,0,1,0
1970,L,perrr101,L,L,3,3,1,2,1,0,0,0,2,0,0,2,0,0,0,0,0
1970,L,perrr101,L,R,9,8,4,5,1,0,0,0,1,1,0,1,1,0,0,0,0
1970,L,tianl101,R,R,4,4,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
1970,L,walkl101,L,L,5,5,2,5,0,0,1,0,1,0,0,3,0,0,0,0,0
1970,L,walkl101,L,R,22,21,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0
1970,L,wilcm001,R,L,5,4,1,2,1,0,0,0,0,1,0,2,0,0,0,0,0
1970,L,wilcm001,R,R,7,6,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1970,L,wills102,R,L,4,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1970,L,wills102,R,R,15,14,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0
1970,L,woodd102,R,L,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
