YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1990,R,abnes001,empty,113,105,24,26,2,0,0,0,0,7,0,15,0,1,0,0,0
1990,R,abnes001,loaded,6,6,1,2,1,0,0,0,2,0,0,1,0,0,0,0,0
1990,R,abnes001,menon,85,79,21,31,7,0,1,0,15,2,1,13,3,1,2,1,0
1990,R,abnes001,scoring,43,40,12,20,5,0,1,0,15,2,1,8,0,0,0,1,0
1990,R,afent001,empty,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1990,R,afent001,loaded,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1990,R,afent001,menon,9,8,1,1,0,0,0,0,2,0,0,4,0,0,0,1,0
1990,R,afent001,scoring,6,5,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0
1990,R,agosj001,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,R,agosj001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,R,agosj001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,R,akerd001,empty,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1990,R,akerd001,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1990,R,akerd001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1990,R,aldrm001,empty,104,88,25,31,1,1,1,0,1,16,0,11,0,0,0,0,0
1990,R,aldrm001,loaded,6,4,1,1,0,0,0,0,4,2,0,0,1,0,0,0,0
1990,R,aldrm001,menon,96,73,14,20,6,0,0,0,17,21,2,20,2,1,0,1,0
1990,R,aldrm001,scoring,61,45,5,7,2,0,0,0,14,14,2,15,1,1,0,1,0
1990,R,allrb001,empty,10,9,1,2,1,0,0,0,0,1,0,3,0,0,0,0,0
1990,R,allrb001,menon,8,7,2,5,0,0,1,0,2,1,0,0,0,0,0,0,0
1990,R,allrb001,scoring,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1990,R,alomr001,empty,348,322,86,111,16,0,3,0,3,26,0,39,0,0,0,0,0
1990,R,alomr001,loaded,6,6,2,2,0,0,0,0,4,0,0,1,1,0,0,0,0
1990,R,alomr001,menon,298,264,82,112,11,5,3,0,57,22,1,33,16,2,5,5,0
1990,R,alomr001,scoring,161,139,47,63,4,3,2,0,50,13,1,22,5,1,3,5,0
1990,R,aloms001,empty,262,250,70,107,9,2,8,0,8,10,0,31,0,2,0,0,0
1990,R,aloms001,loaded,14,11,5,8,3,0,0,0,14,0,0,0,0,0,0,3,0
1990,R,aloms001,menon,221,195,59,79,17,0,1,0,58,15,2,15,10,0,5,6,0
1990,R,aloms001,scoring,147,126,38,49,11,0,0,0,53,11,2,9,3,0,4,6,0
1990,R,aloum001,empty,14,14,4,6,0,1,0,0,0,0,0,3,0,0,0,0,0
1990,R,aloum001,menon,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
