YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2011,D,andre001,6,18,14,2,2,0,0,0,0,0,3,0,3,0,1,0,0,0
2011,D,avila001,2,19,16,1,1,0,0,0,0,1,2,0,7,0,0,1,0,0
2011,D,belta001,5,16,15,4,13,0,0,3,0,4,0,0,1,0,1,0,0,0
2011,D,berkl001,7,9,8,2,5,0,0,1,0,3,1,0,2,0,0,0,0,0
2011,D,berkl001,9,13,10,1,2,1,0,0,0,1,1,0,1,0,1,0,0,1
2011,D,betay001,6,19,18,5,8,1,1,0,0,1,1,0,1,1,0,0,0,0
2011,D,betew001,5,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2011,D,betew001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,blanh001,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,bloow001,6,23,22,7,7,0,0,0,0,1,1,0,3,2,0,0,0,0
2011,D,blumg001,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2011,D,braur002,7,21,18,9,16,4,0,1,0,4,3,0,3,0,0,0,0,0
2011,D,brigr001,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,D,burrs001,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,burrs001,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2011,D,cabrm001,3,20,15,3,6,0,0,1,0,3,5,3,5,1,0,0,0,0
2011,D,canor001,4,24,22,7,15,2,0,2,1,9,2,1,4,0,0,0,0,0
2011,D,carpc002,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,chama002,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,D,chama002,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,D,chave001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,D,collj001,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,D,counc001,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,counc001,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,cowgc001,11,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2011,D,craia001,7,5,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
2011,D,craia001,9,9,7,1,3,0,1,0,0,0,2,0,4,0,0,0,0,0
2011,D,cruzn002,9,15,15,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0
2011,D,damoj001,10,17,17,4,7,0,0,1,0,3,0,0,4,0,0,0,0,0
2011,D,descd001,5,4,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2011,D,dickc001,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,fielp001,3,21,18,5,10,2,0,1,0,3,2,0,5,0,1,0,0,0
2011,D,franb001,11,2,2,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2011,D,freed001,5,18,18,5,10,2,0,1,0,5,0,0,9,0,0,0,0,0
2011,D,fulds001,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,D,furcr001,6,22,22,5,9,0,2,0,0,1,0,0,3,0,0,0,0,0
2011,D,gally001,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,D,garcj004,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2011,D,gardb001,7,18,17,7,8,1,0,0,0,5,1,0,4,0,0,0,0,0
2011,D,gentc001,7,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011,D,gentc001,8,5,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,D,gentc001,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,D,gloar001,11,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,D,goldp001,3,19,16,7,13,0,0,2,1,6,2,0,5,0,1,0,0,0
2011,D,gomec002,8,5,4,3,6,0,0,1,0,2,0,0,0,0,0,1,0,0
2011,D,granc001,8,24,20,5,11,1,1,1,0,3,4,0,7,0,0,0,0,0
2011,D,greet005,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,D,greiz001,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
