YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1988,R,abnes001,empty,52,50,10,19,3,0,2,0,2,1,0,11,0,1,0,0,0
1988,R,abnes001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1988,R,abnes001,menon,37,33,5,5,0,0,0,0,3,3,1,8,1,0,0,1,0
1988,R,abnes001,scoring,19,15,2,2,0,0,0,0,3,3,1,4,0,0,0,1,0
1988,R,ackej001,empty,6,5,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
1988,R,adduj001,empty,52,52,15,20,3,1,0,0,0,0,0,6,0,0,0,0,0
1988,R,adduj001,loaded,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1988,R,adduj001,menon,45,42,10,16,3,0,1,0,15,0,0,9,1,0,0,3,0
1988,R,adduj001,scoring,29,26,7,12,2,0,1,0,15,0,0,6,0,0,0,3,0
1988,R,agosj001,empty,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,agosj001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,agosj001,menon,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1988,R,agosj001,scoring,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,agual001,empty,154,142,38,58,5,0,5,0,5,11,0,30,0,1,0,0,0
1988,R,agual001,loaded,6,6,2,2,0,0,0,0,3,0,0,2,0,0,0,0,0
1988,R,agual001,menon,106,95,21,26,2,0,1,0,8,9,3,20,6,0,1,1,0
1988,R,agual001,scoring,59,50,8,8,0,0,0,0,5,7,3,12,1,0,1,1,0
1988,L,aguir001,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1988,R,aguir001,empty,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1988,R,aguir001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,aguir001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,aldrm001,empty,241,212,51,61,7,0,1,0,1,29,0,45,0,0,0,0,0
1988,R,aldrm001,loaded,11,11,5,6,1,0,0,0,11,0,0,1,2,0,0,0,0
1988,R,aldrm001,menon,208,177,53,67,8,0,2,0,49,27,13,20,10,0,1,3,0
1988,R,aldrm001,scoring,133,104,31,39,8,0,0,0,44,26,13,13,3,0,0,3,0
1988,R,alicl001,empty,155,145,36,52,7,3,1,0,1,10,0,12,0,0,0,0,0
1988,R,alicl001,loaded,7,7,3,3,0,0,0,0,6,0,0,2,0,0,0,0,0
1988,R,alicl001,menon,175,152,27,32,3,1,0,0,23,15,4,20,12,2,4,2,0
1988,R,alicl001,scoring,97,79,17,19,2,0,0,0,22,12,4,11,3,1,3,2,0
1988,R,allaa001,empty,270,256,60,73,4,0,3,0,3,13,0,37,0,1,0,0,0
1988,R,allaa001,loaded,14,12,5,9,1,0,1,1,15,2,0,1,0,0,0,0,0
1988,R,allaa001,menon,204,178,54,67,7,0,2,1,47,12,2,26,6,2,8,4,0
1988,R,allaa001,scoring,124,101,31,42,5,0,2,1,46,12,2,13,3,2,5,4,0
1988,R,aller001,empty,7,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,aller001,menon,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1988,R,almob001,empty,17,15,2,3,1,0,0,0,0,2,0,7,0,0,0,0,0
1988,R,almob001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,R,almob001,menon,14,11,1,2,1,0,0,0,1,1,0,4,0,0,2,0,0
1988,R,almob001,scoring,7,5,1,2,1,0,0,0,1,0,0,2,0,0,2,0,0
1988,R,alomr001,empty,373,342,86,135,17,4,8,0,8,30,0,59,0,1,0,0,0
