YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1971,L,barrj101,R,L,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1971,L,barrj101,R,R,4,4,3,6,0,0,1,0,2,0,0,0,0,0,0,0,0
1971,L,blass101,R,L,15,15,9,19,1,0,3,0,9,0,0,3,0,0,0,0,0
1971,L,blass101,R,R,23,19,5,8,0,0,1,0,1,2,0,8,0,0,2,0,0
1971,L,bluev001,L,L,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1971,L,bluev001,L,R,26,24,6,10,4,0,0,0,5,2,0,6,1,0,0,0,0
1971,L,bryar101,L,L,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1971,L,bryar101,L,R,6,6,1,4,0,0,1,0,3,0,0,1,0,0,0,0,0
1971,L,carrd104,R,L,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,L,carrd104,R,R,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
1971,L,cuelm101,L,L,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,L,cuelm101,L,R,29,27,5,7,2,0,0,0,1,1,0,2,0,0,1,0,0
1971,L,cumbj101,L,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1971,L,cumbj101,L,R,13,13,7,11,1,0,1,0,2,0,0,3,0,0,0,0,0
1971,L,ellid101,R,L,9,6,2,2,0,0,0,0,1,3,1,0,0,0,0,0,0
1971,L,ellid101,R,R,17,14,4,6,2,0,0,0,1,1,0,1,0,1,1,0,0
1971,L,fingr001,R,L,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1971,L,fingr001,R,R,6,6,2,3,1,0,0,0,1,0,0,2,0,0,0,0,0
1971,L,giusd101,R,L,4,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1971,L,giusd101,R,R,15,14,1,2,1,0,0,0,0,1,0,2,1,0,0,0,0
1971,L,granj101,R,L,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1971,L,granj101,R,R,7,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1971,L,hamis101,L,L,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1971,L,hamis101,L,R,2,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
1971,L,huntj101,R,L,14,13,5,14,0,0,3,0,4,1,0,3,0,0,0,0,0
1971,L,huntj101,R,R,18,17,2,5,0,0,1,0,1,1,0,3,0,0,0,0,0
1971,L,johnb103,R,L,12,10,2,2,0,0,0,0,0,1,1,1,0,0,1,0,0
1971,L,johnb103,R,R,21,19,3,3,0,0,0,0,0,2,0,6,0,0,0,0,0
1971,L,johnj104,R,L,2,1,1,4,0,0,1,0,3,1,1,0,0,0,0,0,0
1971,L,johnj104,R,R,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1971,L,kisob001,R,L,6,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1971,L,kisob001,R,R,11,10,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
1971,L,knowd101,L,R,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,L,lockb102,R,R,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
1971,L,marij101,R,L,13,13,2,5,0,0,1,0,1,0,0,4,0,0,0,0,0
