YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1993,L,alvaw001,L,L,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,L,alvaw001,L,R,29,27,5,6,1,0,0,0,1,2,0,6,2,0,0,0,0
1993,L,andel001,R,L,7,6,3,4,1,0,0,0,2,1,1,0,0,0,0,0,0
1993,L,andel001,R,R,5,5,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
1993,L,avers001,L,L,19,15,3,5,2,0,0,0,2,4,1,3,0,0,0,0,0
1993,L,avers001,L,R,35,31,6,11,2,0,1,0,2,2,2,7,1,0,1,1,0
1993,L,belct001,R,L,7,6,2,5,1,1,0,0,1,1,1,1,0,0,0,0,0
1993,L,belct001,R,R,9,7,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1993,L,berej002,R,L,7,5,3,3,0,0,0,0,1,1,0,1,0,1,0,0,0
1993,L,berej002,R,R,8,7,2,2,0,0,0,0,2,1,0,2,0,0,0,0,0
1993,L,castt001,L,L,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,L,castt001,L,R,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1993,L,cox-d001,R,L,12,8,3,4,1,0,0,0,1,1,1,1,1,0,2,1,0
1993,L,cox-d001,R,R,7,6,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
1993,L,delej001,R,L,9,8,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0
1993,L,delej001,R,R,12,12,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0
1993,L,eichm001,R,L,5,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1993,L,eichm001,R,R,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,L,ferna001,R,L,30,27,8,8,0,0,0,0,2,2,1,3,1,0,1,0,0
1993,L,ferna001,R,R,36,31,7,9,2,0,0,0,3,4,2,7,1,1,0,0,0
1993,L,glavt001,L,L,10,10,3,8,0,1,1,0,2,0,0,2,0,0,0,0,0
1993,L,glavt001,L,R,17,17,3,6,1,1,0,0,0,0,0,3,0,0,0,0,0
1993,L,greet001,R,L,30,23,8,11,0,0,1,0,4,7,0,3,1,0,0,0,0
1993,L,greet001,R,R,15,13,4,11,1,0,2,0,4,0,0,4,0,0,2,0,0
1993,L,guzmj003,R,L,34,27,4,4,0,0,0,0,3,6,1,4,0,1,0,0,0
1993,L,guzmj003,R,R,22,18,4,8,1,0,1,0,1,3,0,5,0,0,1,0,0
1993,L,hentp001,R,L,11,10,6,6,0,0,0,0,2,1,0,0,0,0,0,0,0
1993,L,hentp001,R,R,8,7,3,3,0,0,0,0,3,1,0,3,0,0,0,0,0
1993,L,hernr001,R,L,6,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,L,hernr001,R,R,9,9,3,5,0,1,0,0,3,0,0,1,0,0,0,0,0
1993,L,jackd001,L,L,8,8,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0
1993,L,jackd001,L,R,26,22,5,7,2,0,0,0,1,2,0,5,0,1,1,0,0
1993,L,leita001,L,L,5,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1993,L,leita001,L,R,8,6,3,3,0,0,0,0,1,2,1,1,0,0,0,0,0
1993,L,maddg002,R,L,53,48,11,20,1,1,2,0,8,5,1,10,0,0,0,0,0
1993,L,maddg002,R,R,5,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
1993,L,masor001,R,L,8,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1993,L,masor001,R,R,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,L,mccak001,R,L,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,L,mccak001,R,R,11,10,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0
1993,L,mcdoj001,R,L,23,19,7,8,1,0,0,0,3,4,0,5,0,0,0,0,0
1993,L,mcdoj001,R,R,27,25,11,18,2,1,1,0,6,1,0,0,0,0,0,1,0
1993,L,mcmig001,R,L,14,12,5,10,2,0,1,0,2,2,1,1,0,0,0,0,0
1993,L,mcmig001,R,R,7,7,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0
1993,L,merck001,L,L,9,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1993,L,merck001,L,R,10,9,3,6,1,1,0,0,0,1,0,3,0,0,0,0,0
1993,L,mulht001,L,L,8,8,3,5,2,0,0,0,3,0,0,0,0,0,0,0,0
1993,L,mulht001,L,R,16,15,6,7,1,0,0,0,1,1,0,2,0,0,0,0,0
1993,L,radis001,L,L,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1993,L,radis001,L,R,7,7,3,6,0,0,1,0,1,0,0,0,0,0,0,0,0
1993,L,riveb001,R,L,6,5,1,4,0,0,1,0,1,1,0,2,0,0,0,0,0
1993,L,riveb001,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,L,schic002,R,L,47,43,8,11,3,0,0,0,2,3,0,13,0,0,0,1,0
1993,L,schic002,R,R,16,14,3,3,0,0,0,0,0,2,0,6,0,0,0,0,0
1993,L,smolj001,R,L,30,24,7,8,1,0,0,0,1,5,0,8,0,0,0,1,0
1993,L,smolj001,R,R,3,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1993,L,stanm003,L,L,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,L,stanm003,L,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,L,stewd001,R,L,41,34,4,6,2,0,0,0,1,5,0,6,0,1,1,0,0
1993,L,stewd001,R,R,15,11,4,4,0,0,0,0,1,3,0,2,0,0,1,0,0
1993,L,stott001,R,L,14,14,4,10,1,1,1,0,4,0,0,3,0,0,0,0,0
1993,L,stott001,R,R,12,8,2,5,0,0,1,0,1,4,0,1,1,0,0,0,0
1993,L,thigb001,R,L,4,4,1,4,0,0,1,0,3,0,0,3,0,0,0,0,0
1993,L,thigb001,R,R,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,L,timlm001,R,L,5,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,L,timlm001,R,R,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1993,L,wardd001,R,L,15,13,4,10,0,0,2,0,3,2,0,3,0,0,0,0,0
1993,L,wardd001,R,R,7,5,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0
1993,L,westd001,L,L,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1993,L,westd001,L,R,11,10,5,7,2,0,0,0,7,1,0,3,0,0,0,0,0
1993,L,willm002,L,L,5,4,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0
1993,L,willm002,L,R,20,16,5,6,1,0,0,0,2,2,0,4,1,0,2,0,0
1993,L,wohlm001,R,L,17,14,2,8,0,0,2,0,2,3,1,7,0,0,0,0,0
1993,L,wohlm001,R,R,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1993,R,abboj001,L,L,125,108,31,38,7,0,0,0,7,12,0,9,5,2,2,1,0
1993,R,abboj001,L,R,781,706,190,288,32,0,22,0,97,61,4,86,24,1,10,3,0
1993,R,abbop001,R,L,50,42,10,17,2,1,1,0,5,8,0,5,0,0,0,0,0
1993,R,abbop001,R,R,34,31,9,24,3,0,4,0,8,3,1,2,1,0,0,0,0
1993,R,agosj001,L,L,12,12,4,8,1,0,1,0,3,0,0,1,0,0,0,0,0
1993,R,agosj001,L,R,14,14,4,4,0,0,0,0,3,0,0,2,0,0,0,0,0
1993,R,aguir001,R,L,154,145,29,47,5,2,3,0,13,8,2,30,2,1,0,0,0
1993,R,aguir001,R,R,133,124,31,55,6,0,6,0,18,6,1,29,3,0,2,1,0
1993,R,aldrs001,L,L,9,7,3,6,0,0,1,0,4,2,0,2,0,0,0,0,0
1993,R,aldrs001,L,R,56,45,16,24,5,0,1,1,10,8,1,7,1,1,2,0,0
1993,R,alvaw001,L,L,127,94,23,28,2,0,1,0,9,25,0,22,2,3,4,1,0
1993,R,alvaw001,L,R,750,635,145,212,26,1,13,0,57,97,8,133,22,4,9,5,0
1993,R,andeb002,L,L,6,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1993,R,andeb002,L,R,39,37,10,18,3,1,1,0,5,2,0,4,1,0,0,0,0
1993,R,andel001,R,L,91,86,25,34,1,1,2,0,14,4,1,23,4,1,0,0,0
1993,R,andel001,R,R,165,146,29,43,4,2,2,0,12,17,1,44,1,0,2,0,0
1993,R,andem001,R,L,16,14,7,16,0,0,3,0,9,2,0,3,0,0,0,0,0
1993,R,andem001,R,R,14,13,5,5,0,0,0,0,1,1,0,1,1,0,0,0,0
1993,R,appik001,R,L,489,438,105,141,19,1,5,0,37,47,3,82,8,0,1,3,0
1993,R,appik001,R,R,464,425,78,111,20,2,3,0,26,34,0,104,10,1,2,2,0
1993,R,aquil001,R,L,264,238,61,88,10,1,5,0,16,21,1,34,9,1,4,0,0
1993,R,aquil001,R,R,207,179,54,72,13,1,1,0,21,19,0,33,2,4,3,2,0
1993,R,armsj001,R,L,484,416,120,213,23,2,22,0,60,57,3,55,3,3,2,6,0
1993,R,armsj001,R,R,395,360,90,131,12,4,7,0,38,21,3,63,6,4,6,4,0
1993,R,arocr001,R,L,376,353,110,163,16,5,9,0,44,19,2,35,9,1,1,2,0
1993,R,arocr001,R,R,398,374,87,144,20,2,11,0,39,12,0,61,12,2,7,3,0
