YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1994,R,abbok002,empty,218,207,57,86,13,2,4,0,4,9,0,53,0,2,0,0,0
1994,R,abbok002,loaded,6,6,3,9,0,0,2,2,9,0,0,2,0,0,0,0,0
1994,R,abbok002,menon,153,138,29,50,4,1,5,2,29,7,1,45,5,3,3,2,0
1994,R,abbok002,scoring,80,70,16,29,2,1,3,2,24,3,1,24,1,2,3,2,0
1994,R,aldrm001,empty,118,109,24,33,3,0,2,0,2,9,0,24,0,0,0,0,0
1994,R,aldrm001,loaded,4,4,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0
1994,R,aldrm001,menon,83,69,19,27,2,0,2,0,16,11,1,11,2,0,0,3,0
1994,R,aldrm001,scoring,46,35,9,13,1,0,1,0,13,8,1,5,0,0,0,3,0
1994,R,alicl001,empty,135,117,30,47,4,2,3,0,3,16,0,19,0,2,0,0,0
1994,R,alicl001,loaded,4,4,2,4,2,0,0,0,6,0,0,0,0,0,0,0,0
1994,R,alicl001,menon,107,88,27,47,8,3,2,0,26,14,4,19,1,1,1,3,0
1994,R,alicl001,scoring,67,50,10,18,5,0,1,0,20,13,4,13,1,0,1,3,0
1994,R,alomr001,empty,262,231,77,108,18,2,3,0,3,29,0,28,0,2,0,0,0
1994,R,alomr001,loaded,3,3,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0
1994,R,alomr001,menon,193,161,43,69,7,2,5,0,35,22,2,13,14,0,7,3,0
1994,R,alomr001,scoring,103,83,19,26,1,0,2,0,25,14,2,5,3,0,3,3,0
1994,R,aloms001,empty,188,174,48,88,8,1,10,0,10,14,0,16,0,0,0,0,0
1994,R,aloms001,loaded,6,5,2,2,0,0,0,0,4,0,0,0,2,1,0,0,0
1994,R,aloms001,menon,132,118,36,55,7,0,4,0,33,11,2,15,7,2,0,1,0
1994,R,aloms001,scoring,78,68,21,33,3,0,3,0,30,8,2,8,4,1,0,1,0
1994,R,aloum001,empty,249,235,80,147,20,4,13,0,13,13,0,33,0,1,0,0,0
1994,R,aloum001,loaded,12,11,2,2,0,0,0,0,4,0,0,3,1,0,0,1,0
1994,R,aloum001,menon,222,187,63,103,11,1,9,0,65,29,10,30,7,1,0,5,0
1994,R,aloum001,scoring,159,128,41,70,6,1,7,0,59,26,10,21,3,0,0,5,0
1994,R,amarr001,empty,162,152,40,61,10,1,3,0,3,9,0,18,0,1,0,0,0
1994,R,amarr001,loaded,7,6,1,1,0,0,0,0,3,0,0,1,0,0,0,1,0
1994,R,amarr001,menon,100,76,20,25,0,1,1,0,15,15,1,10,3,0,7,2,0
1994,R,amarr001,scoring,59,49,14,17,0,0,1,0,14,8,1,6,3,0,0,2,0
1994,R,amarr002,empty,10,9,3,10,1,0,2,0,2,1,0,0,0,0,0,0,0
1994,R,amarr002,menon,15,14,2,2,0,0,0,0,3,1,0,3,0,0,0,0,0
1994,R,amarr002,scoring,9,8,2,2,0,0,0,0,3,1,0,1,0,0,0,0,0
1994,R,andeb001,empty,324,284,76,126,12,4,10,0,10,35,0,52,0,5,0,0,0
1994,R,andeb001,loaded,14,13,4,5,1,0,0,0,9,0,0,3,2,0,0,1,0
1994,R,andeb001,menon,201,169,43,64,13,1,2,0,38,22,3,23,7,5,3,2,0
1994,R,andeb001,scoring,128,105,23,38,9,0,2,0,35,18,3,16,4,2,1,2,0
1994,R,andeg001,empty,6,6,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1994,R,andeg001,menon,7,7,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,R,andeg001,scoring,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,R,andel001,empty,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,R,anthe001,empty,163,152,38,70,9,1,7,0,7,11,0,38,0,0,0,0,0
1994,R,anthe001,loaded,7,6,3,3,0,0,0,0,6,0,0,1,1,0,0,1,0
1994,R,anthe001,menon,125,110,24,38,5,0,3,0,23,12,4,28,7,0,2,1,0
1994,R,anthe001,scoring,70,55,12,17,2,0,1,0,18,12,4,18,1,0,2,1,0
1994,R,aquil001,empty,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,aquil001,menon,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,R,aquil001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,ariaa001,empty,66,61,12,14,2,0,0,0,0,5,0,10,0,0,0,0,0
1994,R,ariaa001,loaded,6,5,1,1,0,0,0,0,3,0,0,1,0,1,0,0,0
1994,R,ariaa001,menon,59,52,15,18,3,0,0,0,15,4,0,9,5,1,1,1,0
1994,R,ariaa001,scoring,37,32,7,9,2,0,0,0,15,3,0,9,1,1,0,1,0
1994,R,arocr001,empty,6,6,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0
1994,R,arocr001,menon,7,3,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0
1994,R,arocr001,scoring,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
1994,R,ashba002,empty,36,35,8,8,0,0,0,0,0,1,0,15,0,0,0,0,0
1994,R,ashba002,loaded,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1994,R,ashba002,menon,23,14,0,0,0,0,0,0,0,0,0,4,2,0,9,0,0
1994,R,ashba002,scoring,15,13,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0
1994,R,ashlb001,empty,5,5,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0
1994,R,ashlb001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,ashlb001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,astap001,empty,30,30,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0
1994,R,astap001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,astap001,menon,21,17,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0
1994,R,astap001,scoring,11,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1994,R,ausmb001,empty,194,185,57,82,11,1,4,0,4,8,0,32,0,1,0,0,0
1994,R,ausmb001,loaded,10,10,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
1994,R,ausmb001,menon,172,142,25,35,1,0,3,0,20,22,12,31,8,0,6,2,0
1994,R,ausmb001,scoring,111,91,13,20,1,0,2,0,18,15,12,26,4,0,3,2,0
1994,R,avers001,empty,30,29,3,5,2,0,0,0,0,1,0,11,0,0,0,0,0
1994,R,avers001,loaded,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0
1994,R,avers001,menon,28,20,2,2,0,0,0,0,5,0,0,5,0,0,6,2,0
1994,R,avers001,scoring,16,13,2,2,0,0,0,0,5,0,0,5,0,0,1,2,0
1994,R,baerc001,empty,243,237,78,122,17,0,9,0,9,3,0,26,0,3,0,0,0
1994,R,baerc001,loaded,7,6,2,3,1,0,0,0,6,0,0,1,0,0,0,1,0
1994,R,baerc001,menon,226,205,61,110,15,2,10,0,71,7,1,19,10,3,3,8,0
1994,R,baerc001,scoring,149,130,34,61,12,0,5,0,58,6,1,11,3,3,2,8,0
1994,R,bagwj001,empty,232,208,81,166,17,1,22,0,22,22,0,37,0,2,0,0,0
1994,R,bagwj001,loaded,5,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
1994,R,bagwj001,menon,247,192,66,134,15,1,17,0,94,43,14,28,12,2,0,10,0
1994,R,bagwj001,scoring,171,126,43,79,10,1,8,0,74,33,14,18,4,2,0,10,0
1994,R,bainh001,empty,183,167,53,96,7,0,12,0,12,15,0,25,0,1,0,0,0
1994,R,bainh001,loaded,9,9,1,3,0,1,0,0,7,0,0,0,0,0,0,0,0
1994,R,bainh001,menon,174,159,43,62,5,1,4,0,42,15,6,24,9,0,0,0,0
1994,R,bainh001,scoring,97,87,23,32,4,1,1,0,35,10,6,12,4,0,0,0,0
1994,R,ballj002,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,ballj002,menon,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,bankw001,empty,25,24,4,5,1,0,0,0,0,1,0,7,0,0,0,0,0
1994,R,bankw001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,bankw001,menon,25,17,1,1,0,0,0,0,0,0,0,6,0,1,7,0,0
1994,R,bankw001,scoring,10,8,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
1994,R,barbb001,empty,223,207,64,94,14,2,4,0,4,13,0,37,0,3,0,0,0
1994,R,barbb001,loaded,6,6,1,1,0,0,0,0,2,0,0,4,0,0,0,0,0
1994,R,barbb001,menon,183,165,48,57,6,0,1,0,27,10,3,28,4,6,2,0,0
1994,R,barbb001,scoring,93,81,21,27,3,0,1,0,25,8,3,17,0,3,1,0,0
1994,R,barns001,empty,8,8,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0
1994,R,barns001,loaded,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,R,barns001,menon,13,13,1,4,0,0,1,0,4,0,0,1,1,0,0,0,0
