YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1981,R,aased001,empty,135,123,34,45,1,2,2,0,2,12,0,18,0,0,0,0,0
1981,R,aased001,loaded,8,8,2,5,0,0,1,1,7,0,0,0,0,0,0,0,0
1981,R,aased001,menon,130,116,22,34,6,0,2,1,22,12,2,20,5,0,1,1,0
1981,R,aased001,scoring,76,66,11,19,2,0,2,1,19,9,2,14,0,0,0,1,0
1981,R,abbog001,empty,335,321,81,131,17,0,11,0,11,14,0,27,0,0,0,0,0
1981,R,abbog001,loaded,3,3,3,7,1,0,1,1,9,0,0,0,0,0,0,0,0
1981,R,abbog001,menon,195,171,46,70,9,3,3,1,44,14,1,8,13,0,6,4,0
1981,R,abbog001,scoring,106,89,28,41,5,1,2,1,39,11,1,3,2,0,2,4,0
1981,R,agosj001,empty,14,14,4,8,1,0,1,0,1,0,0,2,0,0,0,0,0
1981,R,agosj001,menon,8,7,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0
1981,R,agosj001,scoring,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1981,R,alexd001,empty,378,351,94,135,18,1,7,0,7,27,0,45,0,0,0,0,0
1981,R,alexd001,loaded,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1981,R,alexd001,menon,268,242,62,83,7,1,4,0,39,17,2,32,8,2,5,2,0
1981,R,alexd001,scoring,153,138,32,37,3,1,0,0,27,11,2,25,0,2,0,2,0
1981,R,allab101,empty,120,114,31,46,7,1,2,0,2,6,0,13,0,0,0,0,0
1981,R,allab101,loaded,2,2,1,2,1,0,0,0,2,0,0,0,1,0,0,0,0
1981,R,allab101,menon,71,67,17,32,6,0,3,0,16,2,0,7,9,0,2,0,0
1981,R,allab101,scoring,39,36,8,15,4,0,1,0,11,2,0,4,1,0,1,0,0
1981,R,allen001,empty,127,118,37,52,4,1,3,0,3,9,0,22,0,0,0,0,0
1981,R,allen001,loaded,10,8,2,2,0,0,0,0,5,1,0,1,0,0,0,1,0
1981,R,allen001,menon,159,129,27,35,3,1,1,0,23,17,8,28,5,0,10,3,0
1981,R,allen001,scoring,102,79,14,20,1,1,1,0,22,15,8,22,2,0,5,3,0
1981,R,alvaj001,empty,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1981,R,andel001,empty,154,147,27,36,3,0,2,0,2,6,0,24,0,1,0,0,0
1981,R,andel001,loaded,14,11,7,8,1,0,0,0,16,1,0,0,0,0,0,2,0
1981,R,andel001,menon,119,103,30,40,2,1,2,0,33,12,2,16,5,1,0,3,0
1981,R,andel001,scoring,73,59,21,28,2,1,1,0,31,10,2,11,1,1,0,3,0
1981,R,anduj001,empty,188,176,46,63,8,0,3,0,3,12,0,23,0,0,0,0,0
1981,R,anduj001,loaded,6,5,2,2,0,0,0,0,5,0,0,0,0,0,0,1,0
1981,R,anduj001,menon,148,133,39,56,8,0,3,0,34,11,1,14,7,0,2,2,0
1981,R,anduj001,scoring,93,81,25,33,5,0,1,0,30,10,1,13,0,0,0,2,0
1981,R,aponl001,empty,30,28,7,8,1,0,0,0,0,2,0,7,0,0,0,0,0
1981,R,aponl001,loaded,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1981,R,aponl001,menon,27,25,4,4,0,0,0,0,3,1,0,4,4,0,1,0,0
1981,R,aponl001,scoring,15,14,2,2,0,0,0,0,3,1,0,2,2,0,0,0,0
1981,R,armsm001,empty,29,27,7,12,2,0,1,0,1,2,0,7,0,0,0,0,0
