YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1992,L,alomr001,corsj001,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,L,alomr001,darlr001,3,3,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0
1992,L,alomr001,ecked001,1,1,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0
1992,L,alomr001,honer001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,alomr001,moorm001,5,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,L,alomr001,parrj001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,alomr001,stewd001,8,8,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1992,L,alomr001,welcb001,4,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0
1992,L,alomr001,wittb001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1992,L,avers001,jackd001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1992,L,avers001,tomlr001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,avers001,walkb001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,L,bainh001,coned001,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,L,bainh001,guzmj003,6,6,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0
1992,L,bainh001,henkt001,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1992,L,bainh001,key-j001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,L,bainh001,morrj001,6,6,4,8,1,0,1,0,2,0,0,0,1,0,0,0,0
1992,L,bainh001,stott001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,bainh001,wardd001,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,belld001,downk001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,L,bellj001,avers001,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1992,L,bellj001,freem001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,bellj001,glavt001,6,5,2,6,1,0,1,0,3,0,0,0,0,1,0,0,0
1992,L,bellj001,leibc001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,bellj001,merck001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,L,bellj001,rearj001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,bellj001,smitp001,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,L,bellj001,smolj001,11,10,1,2,1,0,0,0,0,1,0,3,1,0,0,0,0
1992,L,bellr001,masor001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,bellr001,neagd001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,L,bellr001,tomlr001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,berrd002,belis001,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,L,berrd002,cox-d001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,berrd002,drabd001,7,5,1,2,1,0,0,0,0,2,0,1,0,0,0,0,0
1992,L,berrd002,jackd001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1992,L,berrd002,masor001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,berrd002,neagd001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,berrd002,pattb001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,L,berrd002,tomlr001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,L,berrd002,waket001,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
