YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1976,R,abbog001,empty,154,145,42,55,5,1,2,0,2,8,0,12,0,1,0,0,0
1976,R,abbog001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,R,abbog001,menon,129,116,45,64,7,0,4,0,29,8,0,15,0,0,3,2,0
1976,R,abbog001,scoring,77,69,21,29,2,0,2,0,23,6,0,10,0,0,0,2,0
1976,R,albuv101,empty,92,80,21,29,8,0,0,0,0,11,0,12,0,1,0,0,0
1976,R,albuv101,loaded,4,2,1,2,1,0,0,0,5,1,0,0,0,0,0,1,0
1976,R,albuv101,menon,130,109,30,42,8,2,0,0,29,13,3,11,2,1,2,5,0
1976,R,albuv101,scoring,79,65,19,28,7,1,0,0,28,8,3,7,1,1,0,5,0
1976,R,alcas101,empty,317,276,69,104,12,1,7,0,7,38,0,36,0,3,0,0,0
1976,R,alcas101,loaded,12,8,2,3,1,0,0,0,9,3,0,2,1,0,0,1,0
1976,R,alcas101,menon,266,225,62,98,15,3,5,0,61,29,3,31,7,0,6,6,0
1976,R,alcas101,scoring,163,133,34,51,8,3,1,0,51,24,3,21,6,0,0,6,0
1976,R,alexd001,empty,505,468,102,137,15,1,6,0,6,36,0,32,0,1,0,0,0
1976,W,alexd001,empty,15,13,6,12,1,1,1,0,1,2,0,0,0,0,0,0,0
1976,R,alexd001,loaded,11,8,1,1,0,0,0,0,4,1,0,3,2,0,0,2,0
1976,R,alexd001,menon,307,263,70,107,11,4,6,0,60,27,2,26,17,2,5,9,1
1976,W,alexd001,menon,10,9,3,5,0,1,0,0,3,0,0,1,2,0,0,1,0
1976,R,alexd001,scoring,166,135,33,49,6,2,2,0,48,20,2,17,8,1,0,9,1
1976,W,alexd001,scoring,4,3,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0
1976,R,anduj001,empty,400,352,88,111,12,1,3,0,3,47,0,32,0,1,0,0,0
1976,R,anduj001,loaded,13,11,3,3,0,0,0,0,8,1,0,2,0,0,0,1,0
1976,R,anduj001,menon,329,287,75,102,10,1,5,0,62,28,2,27,15,0,9,4,1
1976,R,anduj001,scoring,203,177,43,61,7,1,3,0,58,19,2,20,5,0,3,4,0
1976,R,apodb101,empty,180,164,39,52,7,0,2,0,2,14,0,22,0,2,0,0,0
1976,R,apodb101,loaded,22,20,2,6,1,0,1,1,9,0,0,4,0,0,0,2,0
1976,R,apodb101,menon,184,154,32,49,9,1,2,1,33,15,12,23,7,1,10,3,1
1976,R,apodb101,scoring,127,104,19,31,7,1,1,1,30,15,12,20,3,1,4,3,0
1976,R,atkib101,empty,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,R,atkib101,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,R,atkib101,menon,12,11,1,2,1,0,0,0,0,1,1,4,0,0,0,0,0
1976,R,atkib101,scoring,11,10,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
1976,R,auguj001,empty,409,373,97,132,11,3,6,0,6,34,0,39,0,2,0,0,0
1976,R,auguj001,loaded,10,9,5,8,0,0,1,1,12,0,0,1,0,0,1,0,0
1976,R,auguj001,menon,307,267,70,91,12,0,3,1,62,22,4,20,22,2,9,7,0
1976,R,auguj001,scoring,175,150,42,56,8,0,2,1,59,13,4,11,4,1,4,7,0
