YEAR,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2002,ennij001,R,R,9,5,2,3,1,0,0,0,2,2,0,0,0,0,1,1,0
2002,erics001,R,L,392,342,104,166,21,1,13,0,54,45,2,32,12,2,1,2,0
2002,erics001,R,R,327,291,88,126,15,1,7,0,45,23,0,42,10,6,2,5,0
2002,escok001,R,L,200,163,40,63,6,1,5,0,20,34,5,48,2,2,1,0,0
2002,escok001,R,R,155,142,35,55,5,0,5,0,21,10,1,37,1,3,0,0,0
2002,estes001,L,L,157,130,39,55,8,1,2,0,19,15,1,32,4,9,3,0,0
2002,estes001,L,R,556,478,132,201,28,4,11,1,67,68,8,77,22,0,4,6,0
2002,eyres001,L,L,166,146,34,47,7,0,2,0,21,17,1,32,2,0,1,2,0
2002,eyres001,L,R,167,145,46,64,8,2,2,0,23,19,7,26,5,0,1,2,0
2002,farnj001,R,L,147,129,47,72,9,2,4,0,24,15,7,12,3,2,0,1,0
2002,farnj001,R,R,184,167,53,77,18,0,2,0,21,14,1,16,4,0,3,0,0
2002,farnk001,R,L,93,79,31,59,7,3,5,1,31,11,5,19,1,0,1,2,0
2002,farnk001,R,R,120,102,22,42,4,2,4,1,18,13,2,27,2,1,1,3,0
2002,fassj001,L,L,125,110,35,43,3,1,1,0,14,11,0,22,2,2,2,0,0
2002,fassj001,L,R,190,167,46,80,8,1,8,0,26,16,5,34,3,1,5,1,0
2002,felip002,L,L,9,9,4,5,1,0,0,0,2,0,0,1,0,0,0,0,0
2002,felip002,L,R,17,16,5,7,2,0,0,0,3,1,0,3,1,0,0,0,0
2002,fernj002,R,L,81,68,13,18,2,0,1,0,7,11,1,16,1,1,0,1,0
2002,fernj002,R,R,150,133,46,72,12,1,4,0,22,13,0,20,1,2,1,1,0
2002,fettm001,R,L,82,62,19,27,5,0,1,0,8,18,6,10,0,0,0,2,0
2002,fettm001,R,R,170,148,34,46,3,0,3,0,23,19,0,43,5,3,0,0,0
2002,fieln001,R,L,11,11,5,7,2,0,0,0,0,0,0,1,0,0,0,0,0
2002,fieln001,R,R,15,11,3,9,0,0,2,0,4,3,1,2,1,0,1,0,0
2002,figun001,R,L,183,157,43,87,6,1,12,0,27,21,2,24,2,1,3,1,0
2002,figun001,R,R,229,198,53,86,15,0,6,0,30,16,4,27,3,3,8,4,0
2002,fikaj001,R,L,140,117,32,55,10,2,3,0,19,21,7,23,1,1,1,0,0
2002,fikaj001,R,R,178,160,42,85,9,2,10,0,33,13,1,43,4,2,1,2,0
2002,fileb001,R,L,9,8,4,5,1,0,0,0,3,0,0,0,0,0,1,0,0
2002,fileb001,R,R,11,9,4,5,1,0,0,0,4,2,0,2,0,0,0,0,0
2002,finlc001,L,L,142,122,22,29,4,0,1,0,14,17,0,34,3,0,1,2,0
2002,finlc001,L,R,667,595,161,238,33,4,12,1,70,61,6,140,17,1,6,4,0
2002,fiort001,R,L,181,154,38,58,7,2,3,0,17,26,4,21,3,0,0,1,0
2002,fiort001,R,R,204,177,36,61,4,0,7,0,16,17,0,34,3,5,4,1,0
2002,fitzb001,L,L,14,13,3,4,1,0,0,0,1,0,0,2,0,1,0,0,0
2002,fitzb001,L,R,22,19,8,15,1,0,2,0,5,2,0,1,0,0,0,1,0
2002,florr001,L,L,47,43,14,25,2,0,3,0,15,2,0,4,0,0,0,2,0
2002,florr001,L,R,93,74,26,48,6,2,4,0,18,14,3,10,4,3,2,0,0
2002,foggj001,R,L,401,357,105,181,16,6,16,1,45,36,8,42,11,3,3,2,0
2002,foggj001,R,R,431,389,94,152,18,2,12,0,48,33,4,71,11,5,3,1,0
2002,fossc001,L,L,119,112,31,43,7,1,1,0,18,6,0,27,1,0,0,1,0
2002,fossc001,L,R,342,309,82,135,18,1,11,0,33,24,0,74,6,4,2,3,0
2002,fostj001,L,L,10,7,2,5,0,0,1,0,1,3,0,4,0,0,0,0,0
2002,fostj001,L,R,18,14,4,10,0,0,2,0,5,3,0,2,1,1,0,0,0
2002,foulk001,R,L,153,143,38,53,4,1,3,0,12,10,1,31,2,0,0,0,0
2002,foulk001,R,R,153,146,27,42,3,0,4,0,12,3,1,27,5,2,2,0,0
2002,fox-c001,R,L,12,11,2,3,1,0,0,0,2,1,1,2,0,0,0,0,0
2002,fox-c001,R,R,13,8,4,5,1,0,0,0,1,4,0,1,0,0,1,0,0
2002,franr001,R,L,232,219,58,89,9,2,6,0,27,10,0,33,0,1,1,1,0
2002,franr001,R,R,263,239,59,97,12,1,8,0,33,12,1,32,3,4,4,4,0
2002,franw001,L,L,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,franw001,L,R,99,81,16,21,2,0,1,0,4,17,1,17,1,0,1,0,0
2002,fredk001,R,L,28,24,6,13,1,0,2,0,4,4,0,3,1,0,0,0,0
2002,fredk001,R,R,28,22,7,13,3,0,1,0,9,6,0,2,1,0,0,0,0
2002,fuenb001,L,L,50,42,16,28,3,0,3,0,10,5,0,13,0,3,0,0,0
2002,fuenb001,L,R,68,58,9,13,1,0,1,0,7,8,0,25,2,0,0,2,0
2002,fulta001,L,L,96,86,26,38,5,2,1,0,15,8,1,14,1,1,1,0,0
2002,fulta001,L,R,89,74,21,33,1,1,3,0,12,11,2,17,3,2,1,1,0
2002,fyhrm001,R,L,91,79,16,21,2,0,1,0,13,9,0,13,1,3,0,0,0
2002,fyhrm001,R,R,121,108,30,46,10,0,2,0,13,11,1,16,2,1,1,0,0
2002,gagne001,R,L,165,150,32,49,7,2,2,0,12,11,4,52,1,1,1,2,0
2002,gagne001,R,R,149,141,23,39,4,0,4,0,7,5,0,62,3,1,2,0,0
2002,garcf002,R,L,530,482,123,203,27,1,17,0,58,37,3,85,8,5,2,4,0
2002,garcf002,R,R,425,392,104,163,18,1,13,0,43,26,0,96,7,1,2,4,0
2002,garcr001,R,L,44,33,12,19,1,0,2,1,11,7,2,8,0,0,1,3,0
2002,garcr001,R,R,53,44,9,18,3,0,2,0,9,5,0,8,1,3,1,0,0
2002,garcr003,R,L,5,5,3,6,0,0,1,0,3,0,0,1,0,0,0,0,0
2002,garcr003,R,R,9,8,4,12,2,0,2,0,5,1,0,1,0,0,0,0,0
2002,gardl001,R,L,24,21,6,12,0,0,2,0,4,3,0,1,1,0,0,0,0
2002,gardl001,R,R,41,30,6,9,0,0,1,0,5,5,0,7,1,3,1,2,0
2002,garlj001,R,L,474,413,119,191,30,0,14,0,53,54,1,53,13,4,1,2,0
2002,garlj001,R,R,353,315,69,110,12,1,9,0,38,29,0,59,19,5,2,2,0
2002,georc002,L,L,33,29,4,5,1,0,0,0,1,3,0,8,0,1,0,0,0
2002,georc002,L,R,91,85,33,48,9,0,2,0,14,5,0,5,2,0,0,1,0
2002,germf001,R,L,13,10,1,1,0,0,0,0,0,2,1,5,0,1,0,0,0
2002,germf001,R,R,12,10,2,3,1,0,0,0,0,0,0,1,0,0,2,0,0
2002,gintm001,R,L,121,111,38,53,9,0,2,0,23,8,0,16,3,1,0,1,0
2002,gintm001,R,R,115,101,21,34,1,0,4,1,21,13,0,21,7,0,0,1,0
2002,glavt001,L,L,183,164,40,69,11,0,6,0,21,17,3,18,3,1,1,0,0
2002,glavt001,L,R,753,668,170,257,38,2,15,0,50,61,5,109,20,7,11,6,0
2002,glovg001,R,L,345,304,85,155,19,0,17,0,45,35,1,39,0,4,0,2,0
2002,glovg001,R,R,259,233,51,76,11,1,4,0,33,17,0,31,2,3,6,0,0
2002,gomew001,R,L,46,39,4,8,1,0,1,0,7,6,1,6,1,0,1,0,0
2002,gomew001,R,R,53,44,16,25,6,0,1,0,6,6,1,9,1,3,0,0,0
2002,gordt001,R,L,81,67,18,30,2,2,2,0,11,11,3,20,2,0,3,0,0
2002,gordt001,R,R,100,94,24,34,7,0,1,0,8,5,0,28,1,1,0,0,0
2002,gracm001,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,gracm001,L,R,3,3,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2002,gravd001,R,L,169,155,41,59,7,1,3,0,22,13,6,29,1,0,0,1,0
2002,gravd001,R,R,243,220,58,78,6,1,4,0,34,12,3,29,7,3,3,5,0
2002,greis001,R,L,81,72,24,41,8,0,3,0,11,8,2,7,0,1,0,0,0
2002,greis001,R,R,87,80,22,30,5,0,1,0,11,5,0,7,2,0,1,1,0
2002,grimj001,R,L,150,129,32,47,2,2,3,0,15,21,8,23,1,0,0,0,0
2002,grimj001,R,R,160,142,32,45,10,0,1,0,25,16,0,36,6,1,1,0,0
2002,groob001,L,L,101,94,17,25,2,0,2,0,7,6,1,25,2,1,0,0,0
2002,groob001,L,R,138,130,27,38,3,1,2,1,13,6,2,23,4,1,0,1,0
2002,grybk001,R,L,92,71,12,17,0,1,1,0,3,21,2,9,2,0,0,0,0
2002,grybk001,R,R,146,124,38,58,5,0,5,0,25,16,3,24,3,5,1,0,0
2002,guare001,L,L,60,57,15,20,2,0,1,0,6,2,0,18,2,0,1,0,0
2002,guare001,L,R,210,190,38,71,9,0,8,0,17,16,2,52,1,1,1,2,0
2002,guthm001,L,L,87,75,14,20,0,0,2,0,6,10,1,25,2,1,0,1,0
2002,guthm001,L,R,103,94,21,28,4,0,1,0,6,9,2,19,8,0,0,0,0
2002,hackl001,R,L,141,124,37,56,8,1,3,0,21,14,2,11,4,1,1,1,0
2002,hackl001,R,R,225,190,53,80,13,1,4,0,24,25,1,35,4,3,2,5,0
2002,halaj001,L,L,140,133,33,55,7,0,5,0,13,5,0,23,3,1,1,0,0
2002,halaj001,L,R,298,266,79,100,9,0,4,0,25,28,5,47,7,0,2,2,0
2002,hallr001,R,L,520,475,123,165,20,2,6,0,51,36,5,79,14,2,5,2,0
2002,hallr001,R,R,473,438,100,139,23,2,4,0,35,26,1,89,10,5,4,0,0
2002,hamij002,R,L,258,228,69,110,11,3,8,1,37,21,1,40,4,5,3,1,0
2002,hamij002,R,R,296,260,67,95,15,2,3,1,35,29,1,45,7,1,4,2,0
2002,hammc001,L,L,100,92,16,21,0,1,1,0,8,6,1,26,2,1,1,0,0
2002,hammc001,L,R,211,180,37,50,11,1,0,0,11,25,8,37,5,0,4,2,0
2002,hampm001,L,L,197,170,64,101,7,0,10,0,38,19,1,22,7,4,0,4,0
2002,hampm001,L,R,641,559,164,242,32,2,14,0,85,72,3,52,21,3,2,5,0
2002,hancj001,R,L,14,12,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0
2002,hancj001,R,R,14,13,4,8,1,0,1,0,3,1,0,4,0,0,0,0,0
2002,hanec001,L,L,57,49,14,22,6,1,0,0,7,4,1,7,2,3,0,1,0
2002,hanec001,L,R,77,68,18,27,3,0,2,0,10,6,1,8,1,1,0,2,0
2002,haraa001,R,L,186,156,37,49,9,0,1,0,19,28,2,30,5,0,0,2,0
2002,haraa001,R,R,168,143,41,67,8,0,6,1,17,17,0,34,3,3,3,2,0
2002,harpt002,R,L,184,163,49,90,11,0,10,0,33,15,2,32,2,3,3,0,0
2002,harpt002,R,R,210,186,52,71,7,0,4,0,24,12,1,28,1,6,2,4,0
2002,hases001,R,L,133,116,33,47,9,1,1,0,19,15,5,19,6,0,2,0,0
2002,hases001,R,R,155,136,27,43,7,0,3,0,11,15,3,20,7,2,1,1,0
2002,hawkl001,R,L,140,129,29,45,7,0,3,1,16,9,1,35,1,0,1,1,0
2002,hawkl001,R,R,170,161,34,44,4,0,2,0,15,6,0,28,8,0,1,2,0
2002,haynj001,R,L,378,328,92,138,14,1,10,0,46,44,3,55,8,1,3,2,0
2002,haynj001,R,R,474,427,118,176,21,2,11,0,36,37,1,71,17,2,4,4,0
2002,hellr001,R,L,353,315,89,157,20,3,14,1,43,32,5,63,2,0,5,1,0
2002,hellr001,R,R,398,366,91,163,15,3,17,0,45,16,1,57,9,6,5,5,0
2002,hendm001,L,L,34,31,6,7,1,0,0,0,5,1,0,5,2,1,1,0,0
2002,hendm001,L,R,108,93,19,27,5,0,1,0,8,11,3,16,3,1,1,2,0
2002,henro001,R,L,66,55,9,19,1,0,3,0,5,10,3,15,0,0,1,0,0
2002,henro001,R,R,49,42,10,18,2,0,2,0,8,5,1,8,0,1,0,1,0
2002,hentp001,R,L,56,48,16,31,5,2,2,0,7,8,0,7,1,0,0,0,0
2002,hentp001,R,R,47,44,15,29,2,0,4,0,11,2,0,4,2,0,0,1,0
2002,heref001,L,L,99,85,19,33,5,0,3,0,14,11,0,14,2,0,2,1,0
2002,heref001,L,R,133,114,32,47,9,0,2,1,19,15,3,17,4,2,1,1,0
2002,hergm001,R,L,106,93,29,45,7,0,3,0,13,13,8,17,0,0,0,0,0
2002,hergm001,R,R,192,169,51,79,5,1,7,0,26,13,0,33,5,2,6,2,0
2002,hermd001,R,L,45,40,13,18,5,0,0,0,4,4,0,4,1,0,0,1,0
2002,hermd001,R,R,62,59,22,38,7,0,3,0,13,3,0,9,1,0,0,0,0
2002,herna002,R,L,15,11,4,8,1,0,1,0,5,4,0,4,0,0,0,0,0
2002,herna002,R,R,19,17,6,11,2,0,1,0,3,2,0,5,0,0,0,0,0
2002,hernc004,L,L,100,84,22,33,5,0,2,0,10,16,0,15,1,0,0,0,0
2002,hernc004,L,R,395,345,90,145,24,2,9,1,33,45,5,78,7,3,2,0,0
2002,hernl003,R,L,422,370,110,168,26,4,8,0,46,37,1,59,11,2,10,3,0
2002,hernl003,R,R,499,454,123,176,14,3,11,0,55,34,4,75,18,2,4,5,0
2002,herno001,R,L,313,286,64,114,14,0,12,0,37,18,1,57,1,6,1,2,0
2002,herno001,R,R,293,270,67,96,10,2,5,0,20,18,1,56,2,2,0,3,0
2002,hernr001,R,L,112,103,29,43,6,1,2,0,16,8,2,21,3,0,1,0,0
2002,hernr001,R,R,115,104,33,50,5,0,4,0,12,4,0,18,2,3,3,1,0
2002,hernr003,R,L,183,162,49,79,10,1,6,0,19,18,0,23,6,0,1,2,0
2002,hernr003,R,R,133,127,30,41,5,0,2,0,13,4,0,22,3,1,0,1,0
2002,herra001,L,L,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2002,herra001,L,R,11,10,3,5,2,0,0,0,0,1,0,1,0,0,0,0,0
2002,hilje001,R,L,122,106,29,50,6,0,5,0,20,15,1,17,0,0,0,1,0
2002,hilje001,R,R,84,77,23,48,7,0,6,0,13,6,0,12,2,0,1,0,0
2002,hillj001,R,L,23,19,5,9,1,0,1,0,3,4,1,6,0,0,0,0,0
2002,hillj001,R,R,20,15,3,5,0,1,0,0,4,4,0,1,1,0,0,1,0
2002,hitcs001,L,L,62,57,18,25,4,0,1,0,8,3,0,10,0,1,0,1,0
2002,hitcs001,L,R,131,118,39,55,7,0,3,0,18,12,3,21,1,0,1,0,0
2002,hodgt001,R,L,13,11,3,3,0,0,0,0,1,2,0,1,0,0,0,0,0
2002,hodgt001,R,R,40,35,13,19,0,0,2,0,7,0,0,5,2,1,2,2,0
2002,hofft001,R,L,115,102,19,31,4,1,2,0,7,13,2,35,0,0,0,0,0
2002,hofft001,R,R,130,120,33,39,4,1,0,0,12,5,0,34,2,1,2,2,0
2002,holmd001,R,L,85,74,17,27,3,2,1,0,6,8,2,15,1,1,2,0,0
2002,holmd001,R,R,129,121,24,32,2,0,2,0,6,4,2,32,5,1,2,1,0
2002,holtm001,L,L,76,62,19,38,6,2,3,0,19,10,0,12,1,1,0,3,0
2002,holtm001,L,R,102,81,23,34,5,0,2,0,8,20,3,14,1,1,0,0,0
2002,howab001,R,L,26,15,5,14,3,0,2,0,6,10,1,4,0,0,0,1,0
2002,howab001,R,R,32,28,8,15,1,0,2,0,5,4,0,6,0,0,0,0,0
2002,howrb001,R,L,134,113,27,56,11,0,6,0,22,14,3,18,3,2,2,3,0
2002,howrb001,R,R,158,143,40,59,8,1,3,0,25,7,1,27,6,3,2,3,0
2002,hudsl001,R,L,12,9,2,2,0,0,0,0,0,3,0,3,0,0,0,0,0
2002,hudsl001,R,R,16,13,3,6,0,0,1,0,2,3,0,4,0,0,0,0,0
2002,hudst001,R,L,530,484,137,217,27,4,15,0,53,38,7,76,19,2,4,2,0
2002,hudst001,R,R,453,418,100,134,16,3,4,0,23,24,2,76,16,6,2,3,0
2002,irabh001,R,L,103,94,25,44,8,1,3,0,12,7,2,12,3,0,1,1,0
2002,irabh001,R,R,101,89,26,53,3,0,8,0,16,9,0,18,2,1,1,1,0
2002,ishik001,L,L,145,130,29,40,2,0,3,0,12,12,0,47,3,1,0,2,0
2002,ishik001,L,R,547,441,108,179,20,0,17,0,61,94,3,96,6,3,6,3,0
2002,isrij001,R,L,114,97,24,27,3,0,0,0,11,12,1,25,2,1,3,1,0
2002,isrij001,R,R,143,134,22,29,7,0,0,0,7,6,0,43,2,0,1,2,0
2002,izquh001,R,L,61,45,16,28,7,1,1,0,9,14,1,6,3,0,0,2,0
2002,izquh001,R,R,83,69,17,24,4,0,1,0,7,7,2,14,2,5,1,1,0
2002,jackm001,R,L,80,69,19,29,4,0,2,0,9,8,3,10,1,0,1,2,0
2002,jackm001,R,R,152,139,40,59,8,1,3,0,13,5,0,19,8,4,3,1,0
2002,jamed002,R,L,78,67,20,34,8,0,2,0,9,10,1,6,4,1,0,0,0
2002,jamed002,R,R,72,66,20,37,6,1,3,0,11,5,0,11,5,0,0,1,0
2002,jamem001,R,L,21,19,3,6,0,0,1,0,3,1,0,6,2,1,0,0,0
2002,jamem001,R,R,30,26,9,17,3,1,1,0,6,4,0,4,0,0,0,0,0
2002,jarvk001,R,L,61,55,12,28,3,2,3,0,6,4,0,13,2,1,0,1,0
2002,jarvk001,R,R,85,79,24,38,8,0,2,0,11,6,1,11,2,0,0,0,0
2002,jennj001,R,L,338,298,89,136,19,2,8,0,40,34,2,32,15,2,3,1,0
2002,jennj001,R,R,470,420,112,180,14,0,18,0,52,36,0,95,10,6,6,2,0
2002,jensr001,R,L,356,306,88,144,16,2,12,0,47,43,3,46,4,0,3,4,0
2002,jensr001,R,R,388,352,95,148,20,3,9,0,41,23,1,59,9,5,4,4,0
2002,jimed001,R,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,jimed001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,jimej001,R,L,150,139,37,56,3,2,4,0,16,7,3,18,2,0,3,1,0
2002,jimej001,R,R,157,148,39,57,9,0,3,0,19,4,1,29,3,3,1,1,0
2002,jimej002,L,L,10,8,2,4,0,1,0,0,1,2,0,2,0,0,0,0,0
2002,jimej002,L,R,26,25,10,18,0,1,2,0,6,0,0,3,0,0,0,1,0
2002,johnj007,R,L,270,249,65,98,8,2,7,0,30,16,2,48,6,5,0,0,0
2002,johnj007,R,R,291,262,76,129,15,1,12,0,32,25,0,49,13,1,0,3,0
2002,johnj008,R,L,23,23,6,9,0,0,1,0,1,0,0,6,0,0,0,0,0
2002,johnj008,R,R,44,37,9,17,3,1,1,0,6,5,1,15,0,1,1,0,0
2002,johnr005,L,L,158,140,31,56,6,2,5,0,11,11,0,47,2,7,0,0,0
2002,johnr005,L,R,877,805,166,271,36,3,21,0,62,60,1,287,17,6,4,2,0
2002,joneb003,R,L,232,214,59,108,9,2,12,1,29,15,1,28,3,0,3,0,0
2002,joneb003,R,R,242,233,75,125,20,3,8,0,35,6,0,32,4,1,0,2,0
2002,joneb004,L,L,41,36,12,16,4,0,0,0,4,5,0,7,0,0,0,0,0
2002,joneb004,L,R,85,68,18,36,6,0,4,0,14,13,2,11,1,1,2,1,0
2002,jonet003,R,L,164,146,34,47,7,0,2,0,14,12,2,38,2,0,5,1,0
2002,jonet003,R,R,188,166,50,88,10,2,8,1,34,16,1,35,4,3,1,2,0
2002,josek001,R,L,11,10,6,9,0,0,1,0,1,1,0,0,0,0,0,0,0
2002,josek001,R,R,41,34,10,11,1,0,0,0,6,5,0,2,4,2,0,0,0
2002,julij001,R,L,144,127,27,41,8,0,2,0,12,15,1,23,2,1,0,1,0
2002,julij001,R,R,145,131,28,46,9,0,3,0,11,12,2,32,1,1,1,0,0
2002,junge001,R,L,16,12,2,2,0,0,0,0,0,3,0,4,0,0,1,0,0
2002,junge001,R,R,40,37,12,16,4,0,0,0,2,2,0,7,2,0,1,0,0
2002,karss001,R,L,156,136,33,61,4,3,6,0,20,15,7,39,2,0,4,1,0
2002,karss001,R,R,223,201,54,65,8,0,1,0,20,15,7,26,5,2,3,2,0
2002,kayej001,R,L,7,7,3,5,2,0,0,0,3,0,0,3,0,0,0,0,0
2002,kayej001,R,R,8,7,3,4,1,0,0,0,1,1,0,0,1,0,0,0,0
2002,kellk002,R,L,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2002,kellk002,R,R,5,3,1,4,0,0,1,0,3,2,0,0,0,0,0,0,0
2002,kennj001,L,L,182,172,47,84,14,1,7,0,28,6,0,25,8,3,1,0,0
2002,kennj001,L,R,658,586,157,240,33,1,16,0,75,49,0,84,14,13,1,9,0
2002,kents001,L,L,87,76,24,36,3,0,3,0,19,9,0,15,2,1,1,0,0
2002,kents001,L,R,185,152,43,60,8,0,3,0,26,29,0,26,6,2,0,2,0
2002,kersj001,L,L,47,39,10,18,2,0,2,0,6,6,1,11,1,2,0,0,0
2002,kersj001,L,R,60,52,10,15,2,0,1,0,7,8,0,7,1,0,0,0,0
2002,kiled001,R,L,138,127,31,48,5,0,4,0,14,10,1,19,0,0,1,0,0
2002,kiled001,R,R,226,192,51,82,14,1,5,0,20,18,0,31,6,8,5,3,0
2002,kim-b001,R,L,161,141,31,43,3,0,3,1,12,16,2,46,2,4,0,0,0
2002,kim-b001,R,R,182,167,33,42,3,0,2,0,14,10,0,46,5,2,1,2,0
2002,kim-s001,R,L,95,89,22,40,6,0,4,0,12,5,1,18,2,0,0,1,0
2002,kim-s001,R,R,113,101,30,43,6,2,1,0,11,9,1,11,1,2,0,1,0
2002,kingr001,L,L,108,96,21,29,2,0,2,0,10,8,1,17,4,3,0,1,0
2002,kingr001,L,R,165,143,40,57,6,1,3,0,16,16,5,33,5,0,5,1,0
2002,kinnm002,R,L,165,146,49,89,7,3,9,0,23,16,0,18,2,1,1,1,0
2002,kinnm002,R,R,140,118,29,44,3,0,4,0,15,17,0,27,0,0,2,3,0
2002,klins002,L,L,100,87,20,29,4,1,1,0,7,11,0,20,1,0,1,1,0
2002,klins002,L,R,141,128,34,46,6,0,2,0,13,10,2,21,8,1,1,1,0
2002,knigb001,R,L,17,14,5,6,1,0,0,0,2,3,0,2,1,0,0,0,0
2002,knigb001,R,R,24,22,6,14,2,0,2,0,9,2,0,5,0,0,0,0,0
2002,knotg001,R,L,53,47,9,24,1,1,4,1,9,6,0,6,2,0,0,0,0
2002,knotg001,R,R,74,62,12,21,3,0,2,0,7,10,0,15,1,1,0,1,0
2002,kochb001,R,L,177,152,36,52,5,1,3,0,14,22,4,38,1,1,2,0,0
2002,kochb001,R,R,221,189,37,53,4,0,4,1,24,24,2,55,3,3,4,1,0
2002,kolbd001,R,L,70,55,16,23,2,1,1,0,8,13,2,8,1,0,1,1,0
2002,kolbd001,R,R,75,64,11,13,2,0,0,0,9,9,0,12,2,1,0,1,0
2002,komis001,R,L,90,82,25,44,7,0,4,0,11,6,2,10,2,0,0,2,0
2002,komis001,R,R,104,94,28,46,9,0,3,0,16,6,2,23,1,3,0,1,0
2002,koplm001,R,L,92,69,12,18,4,1,0,0,3,21,3,18,0,0,2,0,0
2002,koplm001,R,R,157,152,35,43,2,0,2,0,15,2,1,28,3,0,2,1,0
2002,kozlb001,L,L,10,9,4,4,0,0,0,0,2,1,0,2,0,0,0,0,0
2002,kozlb001,L,R,40,29,7,18,2,0,3,0,5,10,0,4,1,1,0,0,0
2002,lackj001,R,L,215,197,41,47,1,1,1,0,18,15,0,22,9,1,0,2,0
2002,lackj001,R,R,250,227,72,117,18,0,9,0,25,18,0,47,2,3,0,2,0
2002,lawrb001,R,L,450,413,134,181,18,4,7,0,45,28,4,61,12,4,3,2,0
2002,lawrb001,R,R,444,406,96,141,16,1,9,1,38,24,2,88,17,7,5,2,0
2002,lee-c003,L,L,11,9,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
2002,lee-c003,L,R,33,26,6,7,1,0,0,0,1,6,1,2,0,0,1,0,0
2002,leita001,L,L,169,154,34,50,4,0,4,0,14,11,1,45,3,2,2,0,0
2002,leita001,L,R,699,623,160,250,31,1,19,0,70,58,4,127,11,6,10,2,0
2002,levia001,R,L,131,104,25,42,5,0,4,0,15,21,2,11,5,1,1,4,0
2002,levia001,R,R,155,137,36,58,6,2,4,0,20,13,1,29,1,1,1,3,0
2002,lewic001,R,L,90,75,24,37,4,0,3,0,12,13,2,12,3,1,1,0,0
2002,lewic001,R,R,78,63,18,25,2,1,1,0,11,13,0,16,1,1,1,0,0
2002,lidgb001,R,L,19,14,7,9,2,0,0,0,3,3,1,2,1,1,1,0,0
2002,lidgb001,R,R,29,22,5,7,2,0,0,0,2,6,0,10,0,1,0,0,0
2002,lidlc001,R,L,419,391,97,156,26,0,11,0,36,22,3,66,5,1,2,3,0
2002,lidlc001,R,R,377,349,94,131,17,1,6,0,36,17,0,45,11,5,3,3,0
2002,liebj001,R,L,289,273,84,132,15,0,11,0,36,8,2,33,4,1,3,4,0
2002,liebj001,R,R,293,280,69,96,11,2,4,0,22,4,0,54,4,0,7,2,0
2002,ligtk001,R,L,126,98,21,37,3,2,3,0,11,27,3,23,1,0,1,0,0
2002,ligtk001,R,R,155,146,31,49,7,1,3,0,12,6,0,28,1,0,2,1,0
2002,lillt001,L,L,86,78,12,23,5,0,2,0,6,7,0,20,1,0,0,1,0
2002,lillt001,L,R,327,295,68,130,17,3,13,0,33,24,3,57,4,6,0,2,0
2002,limaj001,R,L,163,144,46,81,8,3,7,0,31,13,0,16,1,2,1,3,0
2002,limaj001,R,R,141,130,40,73,14,2,5,0,24,8,0,17,1,0,0,3,0
2002,lincm001,R,L,101,87,24,35,3,1,2,0,9,14,5,21,0,0,0,0,0
2002,lincm001,R,R,208,189,56,84,11,1,5,1,25,13,3,29,10,0,2,4,0
2002,lines001,R,L,56,49,13,17,4,0,0,0,3,5,1,11,0,0,0,2,0
2002,lines001,R,R,64,55,18,32,6,1,2,0,12,8,3,13,0,1,0,0,0
2002,lloyg001,L,L,96,86,28,40,6,0,2,0,14,4,0,17,2,1,3,2,0
2002,lloyg001,L,R,157,139,39,58,7,0,4,1,25,15,4,20,3,1,1,1,0
2002,loaie001,R,L,355,325,100,150,24,1,8,0,44,26,2,41,9,2,0,2,0
2002,loaie001,R,R,315,296,92,147,15,5,10,0,46,12,1,46,6,2,1,4,0
2002,lohsk001,R,L,393,341,105,176,24,4,13,0,44,45,2,51,4,4,2,1,0
2002,lohsk001,R,R,390,357,76,129,14,0,13,0,38,25,0,73,9,5,1,2,0
2002,loopb001,R,L,155,144,40,61,7,1,4,0,17,11,2,21,3,0,0,0,0
2002,loopb001,R,R,194,173,33,52,5,1,4,1,15,17,1,34,7,1,3,0,0
2002,lopea002,R,L,102,93,32,42,5,1,1,0,12,7,2,18,5,0,0,2,0
2002,lopea002,R,R,140,127,34,44,6,2,0,0,12,11,1,21,4,0,1,1,0
2002,loper001,R,L,424,386,88,139,19,1,10,0,38,31,3,74,8,4,0,2,1
2002,loper001,R,R,385,349,84,142,11,4,13,0,37,31,1,62,7,1,2,2,0
2002,lorra001,L,L,13,12,2,3,1,0,0,0,1,1,0,3,0,0,0,0,0
2002,lorra001,L,R,52,46,20,44,3,0,7,0,17,5,0,7,0,0,1,0,0
