YEAR,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2002,louxs001,R,L,38,36,13,24,3,1,2,0,7,2,0,6,1,0,0,0,0
2002,louxs001,R,R,26,24,6,13,1,0,2,0,6,1,0,1,0,1,0,0,0
2002,lowed001,R,L,449,407,85,126,17,3,6,0,31,33,0,63,12,5,2,2,0
2002,lowed001,R,R,405,380,81,112,13,0,6,0,27,15,0,64,16,7,3,0,0
2002,lowes001,R,L,132,111,39,65,4,2,6,1,18,18,4,19,4,0,3,0,0
2002,lowes001,R,R,247,212,62,81,10,0,3,0,33,23,2,45,4,7,2,3,0
2002,lukam001,L,L,36,30,9,10,1,0,0,0,3,5,0,7,0,0,0,1,0
2002,lukam001,L,R,31,27,8,8,0,0,0,0,2,4,0,8,1,0,0,0,0
2002,lundd001,R,L,10,7,3,4,1,0,0,0,2,3,2,0,0,0,0,0,0
2002,lundd001,R,R,9,6,5,6,1,0,0,0,5,2,0,0,0,1,0,0,0
2002,lyonb003,R,L,164,156,50,92,9,3,9,0,22,8,2,18,3,0,0,0,0
2002,lyonb003,R,R,115,97,28,50,7,0,5,0,14,11,0,12,3,2,3,2,0
2002,macdm001,R,L,21,17,3,3,0,0,0,0,0,4,1,6,1,0,0,0,0
2002,macdm001,R,R,17,14,2,2,0,0,0,0,2,3,0,4,1,0,0,0,0
2002,maddg002,R,L,361,327,76,107,11,1,6,0,29,26,5,52,5,2,3,3,0
2002,maddg002,R,R,459,427,118,163,19,1,8,0,31,19,2,66,19,2,10,1,0
2002,maduc001,R,L,112,103,25,43,4,1,4,0,10,7,1,18,2,1,0,1,0
2002,maduc001,R,R,141,126,39,76,11,1,8,0,25,15,0,11,2,0,0,0,0
2002,magnm001,L,L,45,38,10,16,1,1,1,0,8,5,0,5,1,1,0,1,0
2002,magnm001,L,R,89,82,28,43,6,3,1,0,14,6,1,6,2,0,0,1,0
2002,mahar001,L,L,27,26,6,17,2,0,3,0,6,1,0,7,0,0,0,0,0
2002,mahar001,L,R,38,31,7,17,1,0,3,1,8,7,0,7,0,0,0,0,0
2002,mahop001,R,L,50,39,12,14,2,0,0,0,3,10,3,7,1,1,0,0,0
2002,mahop001,R,R,97,87,24,40,7,0,3,0,8,7,0,16,2,0,3,0,0
2002,mairo001,L,L,63,54,17,31,5,0,3,0,9,7,0,9,2,0,2,0,0
2002,mairo001,L,R,85,78,21,39,4,1,4,0,13,5,0,12,1,0,1,1,0
2002,mallb002,R,L,10,8,4,14,1,0,3,0,5,2,1,1,0,0,0,0,0
2002,mallb002,R,R,16,12,3,3,0,0,0,0,1,1,0,4,0,1,2,0,0
2002,mannj001,R,L,41,37,9,17,2,0,2,0,7,4,0,7,0,0,0,0,0
2002,mannj001,R,R,53,44,10,16,3,0,1,0,3,3,1,12,0,5,1,0,0
2002,mantm001,R,L,35,32,8,16,2,0,2,0,5,2,0,7,0,1,0,0,0
2002,mantm001,R,R,87,77,20,28,3,1,1,0,7,10,0,19,1,0,0,0,0
2002,manzj001,R,L,22,17,6,12,0,0,2,0,3,4,0,2,1,1,0,0,0
2002,manzj001,R,R,39,38,14,27,4,0,3,0,9,1,0,2,2,0,0,0,0
2002,marom001,L,L,123,115,29,43,9,1,1,0,12,8,0,15,3,0,0,0,0
2002,marom001,L,R,415,377,107,163,32,3,6,0,42,28,1,43,18,2,5,3,0
2002,marqj001,R,L,243,209,61,98,8,4,7,0,21,29,3,35,5,1,3,1,0
2002,marqj001,R,R,264,239,66,118,14,1,12,0,39,20,0,49,6,2,1,2,0
2002,martd004,L,L,114,101,15,22,1,0,2,0,11,9,1,35,1,3,0,1,0
2002,martd004,L,R,126,115,29,42,4,0,3,0,14,9,1,37,2,1,1,0,0
2002,martp001,R,L,459,428,87,134,20,3,7,0,32,20,1,136,8,9,0,2,0
2002,martp001,R,R,328,298,57,90,15,0,6,0,23,20,0,103,2,6,2,2,0
2002,martt003,L,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,martt003,L,R,9,8,5,10,5,0,0,0,4,1,0,1,0,0,0,0,0
2002,matej001,R,L,49,39,13,24,5,0,2,0,8,10,0,6,0,0,0,0,0
2002,matej001,R,R,45,42,7,8,1,0,0,0,4,2,0,9,1,1,0,0,0
2002,matht002,R,L,30,28,10,12,2,0,0,0,2,2,1,5,0,0,0,0,0
2002,matht002,R,R,46,42,9,18,3,0,2,0,6,3,2,8,2,0,1,0,0
2002,mattm001,L,L,83,71,15,24,3,0,2,0,8,8,0,23,2,1,0,3,0
2002,mattm001,L,R,122,97,28,42,5,0,3,0,17,21,3,11,5,1,2,1,0
2002,maurd001,L,L,4,4,2,6,1,0,1,0,2,0,0,0,0,0,0,0,0
2002,maurd001,L,R,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,may-d002,L,L,153,139,40,71,13,0,6,0,24,12,0,32,0,0,0,2,0
2002,may-d002,L,R,426,381,104,199,27,1,22,0,53,38,3,63,12,1,3,3,0
2002,maysj001,R,L,241,222,61,103,12,0,10,0,33,14,0,23,5,2,2,1,0
2002,maysj001,R,R,177,165,52,71,7,0,4,0,19,11,0,15,7,0,0,1,0
2002,meadb001,R,L,116,105,28,44,7,0,3,0,10,11,5,17,0,0,0,0,0
2002,meadb001,R,R,143,137,34,54,8,0,4,0,13,3,3,14,8,1,2,0,0
2002,mecij001,R,L,130,108,22,38,5,1,3,0,14,15,2,21,0,2,2,3,0
2002,mecij001,R,R,174,155,46,62,6,2,2,0,21,14,2,32,3,2,2,1,0
2002,mendr001,R,L,174,165,43,68,9,2,4,0,18,6,2,24,2,0,1,2,0
2002,mendr001,R,R,220,206,59,80,9,0,4,0,31,10,0,37,6,2,0,2,0
2002,merch002,L,L,43,32,4,5,1,0,0,0,1,11,0,11,0,0,0,0,0
2002,merch002,L,R,130,111,28,44,8,1,2,1,20,14,2,29,1,3,1,1,0
2002,merck001,L,L,76,67,14,29,6,0,3,0,9,9,0,19,0,0,0,0,0
2002,merck001,L,R,132,117,41,79,11,0,9,0,24,13,2,18,2,2,0,0,0
2002,mesaj001,R,L,168,142,32,50,9,0,3,0,11,21,6,29,4,3,2,0,0
2002,mesaj001,R,R,163,139,33,45,6,0,2,0,12,18,1,35,2,1,4,1,0
2002,miced001,R,L,24,22,9,13,1,0,1,0,6,2,0,1,0,0,0,0,0
2002,miced001,R,R,18,17,4,4,0,0,0,0,3,1,0,4,0,0,0,0,0
2002,michc001,L,L,28,23,5,5,0,0,0,0,0,5,2,1,2,0,0,0,0
2002,michc001,L,R,43,36,15,20,2,0,1,0,6,5,0,4,0,1,0,1,0
2002,middj001,R,L,85,68,16,23,2,1,1,0,11,14,2,14,2,0,2,1,0
2002,middj001,R,R,131,118,28,39,6,1,1,0,18,8,0,28,3,1,2,2,0
2002,millj002,R,L,233,189,56,92,9,3,7,1,41,34,1,25,5,4,1,5,0
2002,millj002,R,R,236,196,47,71,9,0,5,0,24,32,1,43,11,7,0,1,0
2002,millk004,R,L,428,379,94,135,15,1,8,0,35,38,3,89,6,6,4,1,0
2002,millk004,R,R,467,430,92,138,18,2,8,0,40,27,4,89,14,2,5,3,0
2002,millm001,L,L,4,4,3,4,1,0,0,0,2,0,0,1,0,0,0,0,0
2002,millm001,L,R,4,3,1,4,0,0,1,1,4,1,0,0,0,0,0,0,0
2002,millt001,L,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,millt001,L,R,16,14,5,6,1,0,0,0,0,2,2,3,0,0,0,0,0
2002,millw001,R,L,305,262,66,112,16,3,8,0,25,37,8,57,2,2,2,2,0
2002,millw001,R,R,383,345,85,123,18,1,6,0,33,25,1,87,13,4,6,3,0
2002,milte001,L,L,119,111,34,69,4,2,9,0,27,7,0,19,0,0,0,1,0
2002,milte001,L,R,588,559,139,221,29,4,15,1,63,23,0,102,12,3,0,3,0
2002,mlicd001,R,L,165,148,52,81,10,2,5,0,23,13,4,23,2,2,2,0,0
2002,mlicd001,R,R,226,200,49,80,11,1,6,0,24,21,1,34,5,1,1,3,0
2002,moehb001,R,L,136,125,37,66,6,1,7,0,18,6,0,15,4,1,2,2,0
2002,moehb001,R,R,142,133,41,68,13,1,4,0,16,7,0,16,0,0,2,0,0
2002,molig001,R,L,18,15,3,6,0,0,1,0,2,3,0,1,1,0,0,0,0
2002,molig001,R,R,25,22,3,3,0,0,0,0,0,3,0,3,1,0,0,0,0
2002,morej001,L,L,10,4,1,2,1,0,0,0,1,6,1,1,0,0,0,0,0
2002,morej001,L,R,24,19,5,11,1,1,1,0,5,4,0,2,1,0,0,1,0
2002,morgm001,R,L,65,58,19,27,2,0,2,0,6,4,0,7,1,1,2,0,0
2002,morgm001,R,R,91,84,22,41,4,0,5,0,14,5,1,6,2,2,0,0,0
2002,morrm001,R,L,417,378,101,154,16,2,11,0,49,31,1,79,7,2,2,4,0
2002,morrm001,R,R,473,427,109,144,20,0,5,0,37,33,2,92,15,4,5,4,0
2002,mossd001,L,L,125,103,17,30,3,2,2,0,7,19,0,27,6,1,1,1,0
2002,mossd001,L,R,618,530,123,211,28,3,18,2,65,70,5,84,14,5,11,2,0
2002,motag001,R,L,117,96,18,30,5,2,1,0,12,18,4,31,1,1,1,1,0
2002,motag001,R,R,139,127,27,45,9,0,3,0,17,9,2,18,1,1,2,0,0
2002,moyej001,L,L,305,277,78,121,7,0,12,1,35,19,1,31,4,7,0,2,0
2002,moyej001,L,R,626,583,120,194,26,0,16,0,48,31,3,116,12,2,5,5,0
2002,muldm001,L,L,187,172,42,67,8,1,5,0,18,9,0,46,4,5,1,0,0
2002,muldm001,L,R,675,614,140,221,31,1,16,0,61,46,3,113,9,6,5,4,0
2002,mulht001,L,L,134,125,39,63,5,2,5,0,22,5,0,17,5,2,0,2,0
2002,mulht001,L,R,223,197,62,108,16,0,10,0,34,16,3,21,6,4,2,4,0
2002,mulls002,L,L,83,76,20,35,3,0,4,0,13,4,0,12,4,1,2,0,0
2002,mulls002,L,R,88,74,20,26,3,0,1,0,11,9,2,9,3,1,2,2,0
2002,munrp001,R,L,132,122,40,62,9,2,3,0,15,7,1,16,1,2,1,0,0
2002,munrp001,R,R,215,192,49,65,10,0,2,0,16,16,2,29,6,1,6,0,0
2002,murrh001,L,L,31,24,3,3,0,0,0,0,2,4,0,7,0,2,1,0,0
2002,murrh001,L,R,24,21,9,18,0,0,3,0,5,3,0,4,2,0,0,0,0
2002,mussm001,R,L,483,444,114,188,20,3,16,0,53,34,1,109,8,1,2,2,0
2002,mussm001,R,R,403,379,94,152,19,3,11,0,40,14,0,73,6,4,3,3,0
2002,myerb001,R,L,130,111,25,49,5,2,5,0,13,14,0,14,6,2,2,1,0
2002,myerb001,R,R,177,153,48,71,5,0,6,0,18,15,1,20,8,4,4,1,0
2002,myerm001,L,L,98,79,19,25,6,0,0,0,11,10,0,24,1,5,3,1,0
2002,myerm001,L,R,73,63,20,28,2,0,2,0,10,7,0,7,2,3,0,0,0
2002,myerr002,R,L,39,34,16,23,4,0,1,0,13,4,0,3,1,1,0,0,0
2002,myerr002,R,R,62,53,13,17,4,0,0,0,7,6,0,8,4,2,1,0,0
2002,myeta001,R,L,123,96,38,69,11,1,6,0,26,26,0,20,4,0,0,1,0
2002,myeta001,R,R,126,101,26,52,5,3,5,0,23,15,0,28,3,6,1,3,0
2002,nagyc001,R,L,124,118,49,79,10,1,6,0,24,5,1,12,1,0,1,0,0
2002,nagyc001,R,R,106,93,27,47,6,1,4,0,22,8,0,10,2,2,1,2,0
2002,nancs001,L,L,6,5,1,4,0,0,1,0,1,1,0,2,0,0,0,0,0
2002,nancs001,L,R,21,18,3,4,1,0,0,0,3,3,0,3,0,0,0,0,0
2002,nathj001,R,L,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,nathj001,R,R,8,8,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
2002,neagd001,L,L,171,149,47,87,10,0,10,0,29,15,0,31,1,4,1,2,0
2002,neagd001,L,R,553,491,123,207,26,5,16,1,66,48,5,80,11,6,4,4,0
2002,nealb001,R,L,69,64,17,23,3,0,1,0,11,4,1,14,1,0,1,0,0
2002,nealb001,R,R,75,65,15,21,4,1,0,0,10,10,1,19,1,0,0,0,0
2002,nelsj001,R,L,95,76,17,26,6,0,1,0,6,15,3,22,1,1,1,2,0
2002,nelsj001,R,R,104,87,19,29,1,0,3,1,12,12,0,33,0,2,1,2,0
2002,nen-r001,R,L,163,152,34,48,9,1,1,0,12,10,3,42,4,0,1,0,0
2002,nen-r001,R,R,138,124,30,36,1,1,1,0,14,10,5,39,2,1,3,0,0
2002,neugn001,R,L,117,88,28,49,3,3,4,0,11,26,1,16,1,0,3,0,0
2002,neugn001,R,R,143,124,28,52,6,0,6,0,18,18,2,31,4,0,0,1,0
2002,nichc002,R,L,65,60,10,12,2,0,0,0,6,4,0,12,2,0,1,0,0
2002,nichc002,R,R,86,83,30,58,3,2,7,0,15,1,0,13,1,1,0,1,0
2002,nickd001,R,L,37,31,9,11,2,0,0,0,6,6,0,4,0,0,0,0,0
2002,nickd001,R,R,53,44,17,29,3,0,3,0,11,7,0,5,1,1,0,1,0
2002,nitkc001,L,L,23,21,4,4,0,0,0,0,1,2,0,8,0,0,0,0,0
2002,nitkc001,L,R,40,28,7,8,1,0,0,0,1,11,0,6,2,0,1,0,0
2002,nomoh001,R,L,443,394,86,135,19,3,8,0,38,42,4,99,8,1,4,2,0
2002,nomoh001,R,R,483,407,103,180,19,2,18,0,47,59,1,94,8,1,13,2,1
2002,nomut001,L,L,37,27,5,12,2,1,1,0,8,7,0,4,2,2,0,1,0
2002,nomut001,L,R,34,22,6,10,1,0,1,0,4,11,4,5,0,0,0,1,0
2002,nunej002,L,L,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,nunej002,L,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,nunev001,R,L,193,162,31,46,9,0,2,0,14,23,1,49,1,0,4,4,0
2002,nunev001,R,R,211,195,49,81,12,1,6,0,26,14,0,24,4,0,2,0,0
2002,oberw001,R,L,24,22,9,19,2,1,2,0,4,2,0,2,0,0,0,0,0
2002,oberw001,R,R,15,15,5,9,1,0,1,0,5,0,0,3,0,0,0,0,0
2002,ohkat001,R,L,339,316,69,104,15,1,6,0,25,19,5,42,6,0,1,3,0
2002,ohkat001,R,R,467,419,125,197,21,6,13,0,48,26,2,76,6,7,12,3,0
2002,olivd001,L,L,65,52,24,31,4,0,1,0,8,9,0,8,1,3,1,0,0
2002,olivd001,L,R,193,169,46,70,6,0,6,0,18,18,0,24,10,3,0,3,0
2002,olsek001,R,L,124,106,31,48,7,2,2,0,11,15,0,17,2,1,2,0,0
2002,olsek001,R,R,126,105,26,41,6,0,3,0,17,16,1,21,7,0,3,2,0
2002,orope001,L,L,60,53,18,26,0,1,2,0,15,5,0,14,0,0,2,0,0
2002,orope001,L,R,72,59,21,37,4,0,4,0,16,10,0,4,0,2,0,1,0
2002,orosj001,L,L,71,63,15,27,3,0,3,0,9,6,1,13,1,0,1,1,0
2002,orosj001,L,R,48,42,9,14,2,0,1,0,3,6,0,9,0,0,0,0,0
2002,ortir001,R,L,454,397,98,132,14,4,4,0,39,50,4,65,8,0,5,2,0
2002,ortir001,R,R,457,395,93,151,21,2,11,0,39,44,1,72,11,4,10,4,0
2002,ortir002,R,L,450,404,88,178,12,6,22,1,46,39,0,67,6,4,0,3,0
2002,ortir002,R,R,446,412,100,173,17,1,18,0,42,29,0,95,8,1,2,2,0
2002,osbod001,L,L,28,23,6,8,2,0,0,0,3,4,0,6,0,0,0,1,0
2002,osbod001,L,R,49,41,13,21,3,1,1,0,6,6,2,7,0,0,2,0,0
2002,ostij001,L,L,12,10,4,8,1,0,1,0,2,2,0,1,0,0,0,0,0
2002,ostij001,L,R,52,43,14,24,2,1,2,0,9,8,0,6,1,0,1,0,0
2002,osuna002,R,L,143,120,30,39,7,1,0,0,17,21,4,28,1,1,1,0,0
2002,osuna002,R,R,153,136,34,46,9,0,1,0,16,7,0,38,3,3,4,3,0
2002,oswar001,R,L,427,390,98,153,16,3,11,0,37,29,2,90,6,3,3,2,0
2002,oswar001,R,R,529,480,117,168,23,5,6,0,42,33,2,118,16,2,9,5,0
2002,padiv001,R,L,420,379,103,149,19,0,9,0,37,35,3,53,11,2,3,1,0
2002,padiv001,R,R,442,402,95,138,18,2,7,1,36,18,2,75,15,13,7,2,0
2002,panij001,R,L,89,76,21,42,1,4,4,1,19,10,1,14,1,1,0,2,0
2002,panij001,R,R,102,94,29,54,3,2,6,1,19,5,0,20,1,2,0,1,0
2002,parkc002,R,L,391,328,94,166,28,4,12,1,55,53,1,61,9,7,1,2,0
2002,parkc002,R,R,275,236,60,98,12,1,8,0,33,25,1,60,7,10,3,1,0
2002,paroc001,R,L,63,53,12,24,4,1,2,0,11,7,1,7,1,1,0,2,0
2002,paroc001,R,R,91,84,22,29,2,1,1,0,13,4,0,16,1,1,0,2,0
2002,parqj001,L,L,39,33,13,23,1,0,3,0,8,4,0,5,0,1,0,1,0
2002,parqj001,L,R,87,74,21,47,2,0,8,0,18,12,0,8,1,0,0,1,0
2002,parrj002,R,L,18,13,3,3,0,0,0,0,1,5,1,0,1,0,0,0,0
2002,parrj002,R,R,45,38,10,14,4,0,0,0,4,6,1,8,1,1,0,0,0
2002,parrs001,R,L,191,164,56,83,9,0,6,0,21,23,5,21,5,1,1,2,0
2002,parrs001,R,R,157,142,40,73,8,2,7,0,23,12,0,27,5,2,1,0,0
2002,pattd001,R,L,8,6,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0
2002,pattd001,R,R,9,8,3,4,1,0,0,0,3,0,0,1,0,1,0,0,0
2002,pattj004,R,L,59,55,13,30,2,0,5,0,6,3,0,13,0,1,0,0,0
2002,pattj004,R,R,64,60,14,22,2,0,2,0,5,4,0,18,1,0,0,0,0
2002,pavac001,R,L,281,252,90,132,16,1,8,0,30,24,4,41,2,2,1,2,0
2002,pavac001,R,R,338,304,84,134,17,0,11,0,38,21,4,51,10,8,3,2,0
2002,pearj001,R,L,27,21,8,12,1,0,1,0,5,3,0,0,0,1,2,0,0
2002,pearj001,R,R,39,32,12,18,6,0,0,0,6,5,0,1,2,0,1,1,0
2002,pearj002,L,L,4,4,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
2002,pearj002,L,R,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,peart001,R,L,14,13,4,7,1,1,0,0,2,1,1,0,0,0,0,0,0
2002,peart001,R,R,13,12,4,11,1,0,2,0,3,1,0,4,1,0,0,0,0
2002,peavj001,R,L,223,194,63,108,19,1,8,0,32,24,4,39,1,3,1,1,0
2002,peavj001,R,R,207,193,43,59,7,0,3,0,17,9,0,51,6,0,4,1,0
2002,pembd001,R,L,20,14,4,4,0,0,0,0,1,5,0,1,0,0,0,1,0
2002,pembd001,R,R,20,18,3,8,2,0,1,0,5,1,0,4,0,0,1,0,0
2002,pennb002,R,L,266,231,68,116,19,1,9,0,30,32,2,42,3,0,2,1,0
2002,pennb002,R,R,308,282,80,123,10,3,9,0,41,18,5,51,10,1,4,3,0
2002,perct001,R,L,112,93,23,41,3,0,5,0,15,18,0,30,1,0,0,1,0
2002,perct001,R,R,116,109,15,19,2,1,0,0,6,7,1,38,1,0,0,0,0
2002,pereo001,L,L,192,179,40,58,4,1,4,0,13,9,1,25,5,4,0,0,0
2002,pereo001,L,R,677,628,142,222,29,0,17,0,61,29,4,130,13,0,13,7,0
2002,pereo002,L,L,100,85,25,33,3,1,1,0,5,12,0,29,2,2,0,1,0
2002,pereo002,L,R,287,241,46,90,6,1,12,0,29,36,1,65,6,3,5,2,0
2002,peret003,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,perey001,L,L,54,49,10,15,2,0,1,0,4,5,0,8,0,0,0,0,0
2002,perey001,L,R,66,57,11,24,4,0,3,0,6,9,1,17,0,0,0,0,0
2002,perim001,L,L,12,9,4,4,0,0,0,0,3,3,0,2,0,0,0,0,0
2002,perim001,L,R,38,34,12,21,1,1,2,0,8,3,0,1,2,0,0,1,0
2002,persr001,R,L,173,144,35,69,12,2,6,0,20,25,0,28,1,4,0,0,0
2002,persr001,R,R,215,184,44,81,14,1,7,0,33,26,0,33,4,1,2,2,0
2002,petta001,L,L,110,102,26,38,4,1,2,0,12,5,0,24,3,1,1,1,0
2002,petta001,L,R,460,427,118,155,25,0,4,0,39,27,2,73,13,3,2,1,0
2002,phelt001,R,L,77,60,16,32,4,0,4,0,11,13,0,12,1,4,0,0,0
2002,phelt001,R,R,92,75,14,25,2,0,3,0,11,14,0,24,1,1,0,2,0
2002,philj002,R,L,107,93,23,42,4,0,5,0,14,13,0,16,0,0,1,0,0
2002,philj002,R,R,78,65,18,25,1,0,2,0,8,7,0,7,1,4,0,2,0
2002,pichh001,R,L,4,3,2,3,1,0,0,0,2,1,0,0,0,0,0,0,0
2002,pichh001,R,R,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2002,pickk001,L,L,35,30,12,22,5,1,1,0,9,3,1,3,3,1,0,1,0
2002,pickk001,L,R,109,88,25,37,6,0,2,0,9,17,0,15,0,2,2,0,0
2002,pinej001,R,L,442,397,107,173,22,1,14,0,41,35,1,79,10,2,2,6,0
2002,pinej001,R,R,370,342,82,131,15,2,10,1,30,19,0,57,13,5,3,1,0
2002,pinel001,R,L,59,48,12,19,4,0,1,0,2,8,0,14,0,2,1,0,0
2002,pinel001,R,R,85,65,13,26,4,0,3,0,11,16,1,17,2,0,2,2,0
2002,plesd001,L,L,81,74,9,22,1,0,4,0,12,6,0,27,0,0,0,1,0
2002,plesd001,L,R,73,61,18,30,6,0,2,0,7,12,3,14,0,0,0,0,0
2002,polic001,R,L,146,125,34,50,4,0,4,0,16,18,2,24,1,0,2,1,0
2002,polic001,R,R,158,145,23,32,6,0,1,0,13,10,0,48,1,2,1,0,0
2002,ponss001,R,L,368,325,79,128,11,1,12,0,28,42,1,74,8,0,1,0,0
2002,ponss001,R,R,368,341,93,155,18,1,14,0,47,21,0,46,10,2,1,3,0
2002,porzm001,L,L,89,78,21,36,3,0,4,1,13,8,0,16,2,1,0,2,0
2002,porzm001,L,R,101,83,19,43,4,1,6,0,19,15,2,17,4,2,0,1,0
2002,potel001,R,L,92,77,17,30,1,0,4,0,10,9,2,16,1,3,0,3,0
2002,potel001,R,R,114,93,16,27,2,0,3,0,11,17,0,16,1,0,2,2,0
2002,poweb001,R,L,136,123,36,70,8,1,8,0,15,11,0,18,0,1,0,1,0
2002,poweb001,R,R,118,107,28,41,4,0,3,0,13,10,0,12,2,0,0,1,0
2002,powej001,R,L,82,72,16,25,3,0,2,0,12,10,3,14,0,0,0,0,0
2002,powej001,R,R,142,126,34,48,5,0,3,0,20,14,1,21,3,1,1,0,0
2002,prata001,L,L,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,prata001,L,R,8,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
2002,prinb001,R,L,17,14,6,9,3,0,0,0,4,3,1,4,0,0,0,0,0
2002,prinb001,R,R,54,43,17,24,4,0,1,1,13,7,0,6,1,1,2,1,0
2002,priom001,R,L,211,186,38,68,9,0,7,0,19,22,0,69,1,2,0,1,0
2002,priom001,R,R,275,248,60,98,15,1,7,0,23,16,0,78,4,5,3,3,0
2002,prokl001,R,L,191,162,56,106,12,1,12,0,33,19,2,22,2,6,1,3,0
2002,prokl001,R,R,145,136,34,66,9,1,7,0,19,6,0,19,0,1,0,2,0
2002,puffb001,R,L,103,72,23,35,7,1,1,0,13,27,8,17,0,1,2,1,0
2002,puffb001,R,R,207,188,44,58,6,1,2,0,26,11,0,31,7,4,3,1,0
2002,quanp001,R,L,144,122,31,47,13,0,1,0,11,18,7,25,2,2,1,1,0
2002,quanp001,R,R,186,178,49,55,6,0,0,0,11,7,0,28,6,1,0,0,0
2002,quevr001,R,L,277,247,67,141,17,3,17,1,46,24,2,43,1,2,2,1,1
2002,quevr001,R,R,357,305,92,148,19,2,11,0,48,44,1,50,11,2,4,2,0
2002,radkb001,R,L,260,239,59,99,13,3,7,0,32,14,0,35,6,2,1,4,0
2002,radkb001,R,R,230,217,65,101,17,2,5,0,30,6,0,27,4,5,1,1,0
2002,raucj001,R,L,78,66,17,33,4,0,4,0,11,10,2,10,0,2,0,0,0
2002,raucj001,R,R,52,47,11,22,2,0,3,0,10,4,0,9,1,0,0,1,0
2002,reamb001,R,L,104,79,27,42,4,1,3,0,13,25,5,17,1,0,0,0,0
2002,reamb001,R,R,204,184,43,70,10,1,5,1,37,13,1,59,7,3,3,1,0
2002,reddt001,R,L,150,128,33,48,7,1,2,0,13,20,2,30,1,0,2,0,0
2002,reddt001,R,R,175,155,45,85,14,1,8,0,27,15,1,33,3,0,2,3,0
2002,redmm002,L,L,207,190,55,86,11,4,4,0,26,11,0,32,3,2,0,4,0
2002,redmm002,L,R,651,598,156,230,33,4,11,0,66,40,2,77,14,4,5,4,0
2002,reedr002,R,L,425,405,106,205,16,4,25,1,56,15,0,85,4,2,1,2,0
2002,reedr002,R,R,353,335,86,132,17,4,7,0,26,11,0,36,5,4,0,3,0
2002,reeds001,R,L,93,83,15,18,3,0,0,0,5,8,1,9,1,1,1,0,0
2002,reeds001,R,R,176,158,41,54,7,0,2,0,12,6,2,41,7,7,5,0,0
2002,reicd001,R,L,134,112,33,51,5,2,3,0,17,16,2,10,3,0,4,2,0
2002,reicd001,R,R,156,140,44,72,7,0,7,1,25,9,0,26,6,4,2,1,0
2002,reitc001,R,L,255,230,61,108,15,1,10,0,28,21,4,32,4,0,1,3,0
2002,reitc001,R,R,343,310,83,127,21,1,7,0,38,24,1,52,10,5,3,1,0
2002,rekab001,R,L,15,15,6,11,2,0,1,1,4,0,0,1,0,0,0,0,0
2002,rekab001,R,R,23,16,6,6,0,0,0,0,3,6,0,1,1,0,0,1,0
2002,remlm001,L,L,75,68,16,23,2,1,1,0,8,6,0,20,1,0,1,0,0
2002,remlm001,L,R,200,174,32,44,4,1,2,0,11,22,3,49,5,1,3,0,0
2002,reyea001,R,L,24,19,3,5,2,0,0,0,1,4,0,10,0,0,1,0,0
2002,reyea001,R,R,43,37,6,10,1,0,1,1,7,3,0,11,0,2,0,1,0
2002,reyed001,L,L,130,107,32,52,9,1,3,0,15,20,0,22,1,0,3,0,0
2002,reyed001,L,R,248,221,66,108,15,3,7,1,36,25,4,37,9,0,0,2,0
2002,reyna001,R,L,4,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2002,reyna001,R,R,5,5,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0
2002,reyns001,R,L,126,109,28,42,4,2,2,0,9,16,1,19,2,1,0,0,0
2002,reyns001,R,R,196,183,52,97,10,1,11,0,29,10,1,28,5,0,2,1,0
2002,rhoda001,L,L,125,120,19,29,5,1,1,0,20,3,0,41,5,0,1,1,0
2002,rhoda001,L,R,132,121,26,37,2,0,3,0,10,10,1,40,2,0,1,0,0
2002,riedj001,R,L,91,75,24,36,6,0,2,0,9,13,4,11,1,1,2,0,0
2002,riedj001,R,R,112,92,15,16,1,0,0,0,1,13,2,19,5,2,4,1,0
2002,riggj001,R,L,79,70,26,34,2,0,2,1,19,9,2,7,0,0,0,0,0
2002,riggj001,R,R,86,72,27,33,3,0,1,0,17,9,2,15,2,0,1,4,0
2002,rijoj001,R,L,152,134,38,65,7,1,6,0,26,16,0,15,2,0,2,0,0
