YEAR,PHASE,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1993,R,abbok002,empty,31,29,5,9,1,0,1,0,1,2,0,9,0,0,0,0,0
1993,R,abbok002,loaded,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,R,abbok002,menon,36,32,10,16,0,0,2,0,8,1,0,11,3,0,3,0,0
1993,R,abbok002,scoring,20,18,7,10,0,0,1,0,6,0,0,7,1,0,2,0,0
1993,R,aldrm001,empty,175,153,32,50,7,1,3,0,3,22,0,35,0,0,0,0,0
1993,R,aldrm001,loaded,3,3,1,4,0,0,1,1,4,0,0,1,0,0,0,0,0
1993,R,aldrm001,menon,117,102,36,63,6,0,7,1,30,12,2,10,7,0,3,0,0
1993,R,aldrm001,scoring,66,54,18,32,5,0,3,1,22,10,2,7,0,0,2,0,0
1993,R,alicl001,empty,244,218,56,67,11,0,0,0,0,24,0,34,0,2,0,0,0
1993,R,alicl001,loaded,14,11,5,9,1,0,1,1,15,1,0,3,0,0,0,2,0
1993,R,alicl001,menon,177,144,45,68,8,3,3,1,46,23,2,20,9,2,1,7,0
1993,R,alicl001,scoring,102,77,26,44,6,3,2,1,43,18,2,12,3,0,0,7,0
1993,R,allaa001,empty,13,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,allaa001,menon,13,11,3,4,1,0,0,0,2,1,0,1,1,0,1,0,0
1993,R,allaa001,scoring,7,6,1,2,1,0,0,0,2,1,0,1,0,0,0,0,0
1993,L,alomr001,empty,11,9,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0
1993,R,alomr001,empty,382,338,113,167,20,2,10,0,10,42,0,39,0,2,0,0,0
1993,W,alomr001,empty,13,11,5,6,1,0,0,0,0,2,0,2,0,0,0,0,0
1993,R,alomr001,loaded,10,10,6,12,1,1,1,1,16,0,0,1,1,0,0,0,0
1993,L,alomr001,menon,17,15,6,7,1,0,0,0,4,2,0,1,1,0,0,0,0
1993,R,alomr001,menon,301,251,79,123,15,4,7,1,83,38,5,28,13,3,4,5,0
1993,W,alomr001,menon,14,14,7,10,1,1,0,0,6,0,0,1,1,0,0,0,0
1993,L,alomr001,scoring,7,5,3,4,1,0,0,0,4,2,0,0,0,0,0,0,0
1993,R,alomr001,scoring,181,146,47,74,6,3,5,1,74,26,5,15,3,1,3,5,0
1993,W,alomr001,scoring,10,10,4,5,1,0,0,0,5,0,0,1,1,0,0,0,0
1993,R,aloms001,empty,122,115,25,39,2,0,4,0,4,4,0,10,0,3,0,0,0
1993,R,aloms001,loaded,3,3,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0
1993,R,aloms001,menon,115,100,33,46,5,1,2,0,28,7,0,18,3,3,1,4,0
1993,R,aloms001,scoring,75,61,16,22,4,1,0,0,23,6,0,16,0,3,1,4,0
1993,R,aloum001,empty,264,248,67,122,13,3,12,0,12,13,0,27,0,3,0,0,0
1993,R,aloum001,loaded,20,17,7,10,3,0,0,0,17,1,0,3,0,0,0,2,0
1993,R,aloum001,menon,271,234,71,111,16,3,6,0,73,25,9,26,9,2,3,7,0
1993,R,aloum001,scoring,181,147,43,70,13,1,4,0,67,24,9,19,3,2,1,7,0
1993,R,amarr001,empty,249,227,63,80,14,0,1,0,1,20,0,29,0,2,0,0,0
1993,R,amarr001,loaded,12,9,1,3,0,1,0,0,10,0,0,1,0,0,0,3,0
1993,R,amarr001,menon,172,146,45,57,10,1,0,0,43,13,0,25,5,1,7,5,0
1993,R,amarr001,scoring,101,83,28,36,6,1,0,0,39,8,0,11,2,0,5,5,0
1993,R,amarr002,empty,31,28,9,13,2,1,0,0,0,3,0,5,0,0,0,0,0
1993,R,amarr002,menon,27,20,7,12,0,1,1,0,6,3,0,0,1,0,3,1,0
1993,R,amarr002,scoring,17,12,4,6,0,1,0,0,4,3,0,0,0,0,1,1,0
1993,R,andeb001,empty,404,353,92,154,17,6,11,0,11,45,0,63,0,6,0,0,0
1993,R,andeb001,loaded,18,14,8,10,2,0,0,0,17,2,0,1,0,1,0,1,0
1993,R,andeb001,menon,260,207,55,84,19,2,2,0,55,37,4,36,4,4,6,6,0
1993,R,andeb001,scoring,163,127,33,44,9,1,0,0,48,24,4,26,1,3,3,6,0
1993,R,andel001,menon,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,R,andem001,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,R,anthe001,empty,286,255,60,93,10,1,7,0,7,30,0,51,0,1,0,0,0
1993,R,anthe001,loaded,12,12,3,3,0,0,0,0,5,0,0,4,2,0,0,0,0
1993,R,anthe001,menon,254,231,61,100,9,3,8,0,59,19,2,37,9,1,0,2,1
1993,R,anthe001,scoring,143,127,29,46,3,1,4,0,44,12,2,24,6,1,0,2,1
1993,R,aquil001,empty,15,15,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0
1993,R,aquil001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,aquil001,menon,14,10,1,1,0,0,0,0,0,0,0,3,0,0,4,0,0
1993,R,aquil001,scoring,11,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
1993,R,ariaa001,empty,167,151,39,49,2,1,2,0,2,15,0,15,0,1,0,0,0
1993,R,ariaa001,loaded,3,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1993,R,ariaa001,menon,116,98,28,31,3,0,0,0,18,12,0,3,5,2,1,3,0
1993,R,ariaa001,scoring,70,59,13,13,0,0,0,0,17,7,0,2,0,1,0,3,0
1993,R,armam001,empty,16,14,4,9,2,0,1,0,1,1,0,4,0,1,0,0,0
1993,R,armam001,menon,17,17,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0
1993,R,armam001,scoring,8,8,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
1993,R,armsj001,empty,40,40,5,6,1,0,0,0,0,0,0,17,0,0,0,0,0
1993,R,armsj001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1993,R,armsj001,menon,30,26,5,5,0,0,0,0,3,0,0,12,2,0,4,0,0
1993,R,armsj001,scoring,16,15,3,3,0,0,0,0,3,0,0,6,2,0,1,0,0
1993,R,arocr001,empty,34,34,3,4,1,0,0,0,0,0,0,16,0,0,0,0,0
1993,R,arocr001,loaded,3,3,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0
1993,R,arocr001,menon,33,24,3,3,0,0,0,0,3,2,0,8,0,0,7,0,0
1993,R,arocr001,scoring,23,19,3,3,0,0,0,0,3,2,0,6,0,0,2,0,0
1993,R,ashba002,empty,25,24,4,5,1,0,0,0,0,1,0,6,0,0,0,0,0
1993,R,ashba002,menon,15,12,1,1,0,0,0,0,1,1,0,3,0,0,2,0,0
1993,R,ashba002,scoring,10,8,1,1,0,0,0,0,1,1,0,2,0,0,1,0,0
1993,R,ashlb001,empty,21,20,5,5,0,0,0,0,0,1,0,6,0,0,0,0,0
1993,R,ashlb001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,R,ashlb001,menon,18,17,4,4,0,0,0,0,0,1,0,5,0,0,0,0,0
1993,R,ashlb001,scoring,9,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1993,R,assep001,empty,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,R,astap001,empty,38,38,6,6,0,0,0,0,0,0,0,14,0,0,0,0,0
1993,R,astap001,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,astap001,menon,31,24,4,4,0,0,0,0,2,0,0,12,0,0,7,0,0
1993,R,astap001,scoring,14,12,2,2,0,0,0,0,2,0,0,6,0,0,2,0,0
1993,R,auder001,empty,12,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1993,R,auder001,loaded,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1993,R,auder001,menon,15,14,3,4,1,0,0,0,4,1,0,2,0,0,0,0,0
1993,R,auder001,scoring,13,12,3,4,1,0,0,0,4,1,0,2,0,0,0,0,0
1993,R,ausmb001,empty,106,103,28,43,4,1,3,0,3,3,0,14,0,0,0,0,0
1993,R,ausmb001,loaded,3,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1993,R,ausmb001,menon,61,57,13,23,4,0,2,0,9,3,0,14,2,0,0,0,1
1993,R,ausmb001,scoring,33,32,7,13,3,0,1,0,7,1,0,7,1,0,0,0,0
1993,L,avers001,empty,4,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,avers001,empty,41,40,5,7,2,0,0,0,0,1,0,11,0,0,0,0,0
1993,R,avers001,loaded,5,5,1,1,0,0,0,0,2,0,0,3,0,0,0,0,0
1993,R,avers001,menon,44,35,7,9,2,0,0,0,5,1,0,8,1,0,8,0,0
1993,R,avers001,scoring,25,22,4,4,0,0,0,0,4,1,0,8,1,0,2,0,0
1993,R,ayalb002,empty,18,18,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0
1993,R,ayalb002,menon,5,3,1,2,1,0,0,0,1,0,0,0,0,0,2,0,0
1993,R,ayalb002,scoring,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1993,R,ayrab001,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,ayrab001,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,ayrab001,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,backw001,empty,16,16,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1993,R,backw001,loaded,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,backw001,menon,15,13,1,1,0,0,0,0,0,1,0,5,0,0,1,0,0
1993,R,backw001,scoring,10,9,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
1993,R,baerc001,empty,348,333,101,155,17,2,11,0,11,13,0,34,0,2,0,0,0
1993,R,baerc001,loaded,9,8,5,10,0,1,1,1,13,0,0,0,0,0,0,1,0
1993,R,baerc001,menon,332,291,99,148,11,4,10,1,103,21,7,34,17,4,3,13,0
1993,R,baerc001,scoring,204,168,57,88,4,3,7,1,92,18,7,26,3,2,3,13,0
1993,R,baezk001,empty,92,84,15,23,8,0,0,0,0,8,0,7,0,0,0,0,0
1993,R,baezk001,loaded,4,4,1,2,1,0,0,0,4,0,0,1,0,0,0,0,0
1993,R,baezk001,menon,51,42,8,9,1,0,0,0,7,5,1,10,1,0,4,0,0
1993,R,baezk001,scoring,29,23,3,4,1,0,0,0,7,4,1,6,0,0,2,0,0
1993,R,bagwj001,empty,323,294,90,153,20,2,13,0,13,27,0,38,0,2,0,0,0
1993,R,bagwj001,loaded,12,9,3,6,1,1,0,0,10,2,0,0,0,0,0,1,0
1993,R,bagwj001,menon,286,241,81,123,17,2,7,0,75,35,6,35,20,1,0,9,0
1993,R,bagwj001,scoring,158,127,37,57,6,1,4,0,63,21,6,19,4,1,0,9,0
1993,R,bainh001,empty,252,228,66,110,11,0,11,0,11,24,0,35,0,0,0,0,0
1993,R,bainh001,loaded,15,12,5,9,1,0,1,1,15,0,0,2,1,0,0,3,0
1993,R,bainh001,menon,228,188,64,102,11,0,9,1,67,33,9,17,14,0,1,6,0
1993,R,bainh001,scoring,136,111,37,61,9,0,5,1,57,19,9,13,8,0,0,6,0
1993,R,balbs001,empty,4,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,balbs001,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,ballj002,empty,6,6,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,ballj002,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,R,ballj002,menon,6,5,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0
1993,R,ballj002,scoring,4,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1993,R,barbb001,empty,244,222,61,83,11,1,3,0,3,19,0,36,0,3,0,0,0
1993,R,barbb001,loaded,7,4,0,0,0,0,0,0,4,0,0,2,0,2,0,1,0
1993,R,barbb001,menon,180,153,43,56,5,1,2,0,30,14,2,22,7,4,5,3,1
1993,R,barbb001,scoring,107,89,23,29,3,0,1,0,26,11,2,16,3,3,1,3,0
1993,R,barnb001,empty,9,9,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0
1993,R,barnb001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1993,R,barnb001,menon,14,11,1,1,0,0,0,0,2,1,0,5,1,0,2,0,0
1993,R,barnb001,scoring,6,5,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0
1993,R,barns001,empty,77,75,21,31,4,0,2,0,2,2,0,10,0,0,0,0,0
1993,R,barns001,loaded,10,6,2,2,0,0,0,0,7,2,0,0,0,0,0,2,0
1993,R,barns001,menon,103,85,24,30,4,1,0,0,25,9,0,9,2,0,4,5,0
1993,R,barns001,scoring,67,51,15,18,3,0,0,0,24,7,0,6,1,0,4,5,0
1993,R,bassk001,empty,140,125,31,40,6,0,1,0,1,15,0,14,0,0,0,0,0
1993,R,bassk001,loaded,4,4,3,5,2,0,0,0,7,0,0,0,1,0,0,0,0
1993,R,bassk001,menon,118,104,34,52,12,0,2,0,36,11,3,17,4,1,2,0,0
1993,R,bassk001,scoring,72,64,25,40,9,0,2,0,34,6,3,8,2,0,2,0,0
1993,R,batcr001,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,R,batik002,empty,89,87,24,34,4,0,2,0,2,1,0,15,0,1,0,0,0
1993,R,batik002,loaded,7,7,2,5,0,0,1,1,7,0,0,2,0,0,0,0,0
1993,L,batik002,menon,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1993,R,batik002,menon,72,69,20,34,3,1,3,1,27,2,2,14,3,0,0,1,0
1993,L,batik002,scoring,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
1993,R,batik002,scoring,48,45,14,19,2,0,1,1,21,2,2,11,0,0,0,1,0
1993,R,bautd001,empty,35,34,11,16,2,0,1,0,1,1,0,3,0,0,0,0,0
1993,R,bautd001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,R,bautd001,menon,28,27,8,9,1,0,0,0,8,0,0,7,1,0,0,1,0
1993,R,bautd001,scoring,22,21,6,7,1,0,0,0,8,0,0,5,1,0,0,1,0
1993,R,bautj001,empty,14,14,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1993,R,bautj001,menon,9,7,2,2,0,0,0,0,1,0,0,2,0,0,2,0,0
1993,R,bautj001,scoring,5,5,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0
1993,R,beanb002,empty,116,111,24,30,3,0,1,0,1,4,0,19,0,1,0,0,0
1993,R,beanb002,loaded,7,6,4,7,0,0,1,1,10,0,0,0,0,0,0,1,0
1993,R,beanb002,menon,76,66,22,40,6,0,4,1,31,2,1,10,4,1,2,5,0
1993,R,beanb002,scoring,46,39,16,27,5,0,2,1,26,1,1,6,0,1,0,5,0
1993,R,beckr001,empty,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1993,R,beckr001,menon,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1993,R,beckr001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,R,beckr002,empty,7,4,1,2,1,0,0,0,0,3,0,3,0,0,0,0,0
1993,R,beckr002,menon,5,3,1,2,1,0,0,0,0,2,0,1,0,0,0,0,0
1993,R,beckr002,scoring,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
