YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2022,D,acunr001,alvaj004,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,acunr001,bella001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,acunr001,domis001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,acunr001,efliz001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,acunr001,nolaa001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,acunr001,suarr001,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2022,D,acunr001,syndn001,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022,D,acunr001,wheez001,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,D,altuj001,brasm001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,altuj001,castd002,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,D,altuj001,castl003,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,altuj001,festm001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,altuj001,gilbl002,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022,D,altuj001,kirbg001,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,altuj001,munoa002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,altuj001,murfp001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,altuj001,sewap001,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,alvay001,boydm001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,alvay001,brasm001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,alvay001,castl003,3,3,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0
2022,D,alvay001,gilbl002,3,3,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
2022,D,alvay001,kirbg001,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,D,alvay001,munoa002,3,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2022,D,alvay001,murfp001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,alvay001,ray-r002,1,1,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2022,D,alvay001,swane001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,arcio002,alvaj004,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,arcio002,bella001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,arcio002,brogc001,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,D,arcio002,efliz001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,arcio002,handb001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,arcio002,nolaa001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,arcio002,suarr001,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,D,arcio002,syndn001,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2022,D,arcio002,wheez001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,ariag002,coleg001,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2022,D,ariag002,cortn001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,ariag002,loaij001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,ariag002,peraw002,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,ariag002,sevel001,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,badeh001,biebs001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,badeh001,clase001,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022,D,badeh001,hents001,2,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
2022,D,badeh001,karij001,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,D,badeh001,mcket001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,badeh001,morge001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,badeh001,morrc001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,badeh001,quanc001,4,4,2,8,0,0,2,0,3,0,0,0,0,0,0,0,0
2022,D,badeh001,stept002,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,barna001,hadej001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,barna001,snelb001,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bellc002,clevm001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,bellc002,darvy001,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,bellc002,johnp001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,bellc002,suarr002,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bellc002,wilss002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bellj005,gonst001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bellj005,heana001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,bellj005,martc007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bellj005,phile001,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,bensw001,holmc001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bettm001,clevm001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bettm001,darvy001,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022,D,bettm001,garcl005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bettm001,hadej001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,bettm001,johnp001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,bettm001,musgj001,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022,D,bettm001,snelb001,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2022,D,bettm001,suarr002,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bettm001,wilss002,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
