YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1998,D,ashba002,R,L,4,4,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,ashba002,R,R,15,13,4,5,1,0,0,0,3,1,0,3,1,1,0,0,0
1998,D,assep001,L,L,4,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,assep001,L,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,beckr001,R,L,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,beckr001,R,R,9,7,4,8,1,0,1,1,5,2,1,1,0,0,0,0,0
1998,D,browk001,R,L,14,11,1,1,0,0,0,0,0,3,0,3,2,0,0,0,0
1998,D,browk001,R,R,42,35,4,4,0,0,0,0,1,4,0,18,0,3,0,0,0
1998,D,burbd001,R,L,10,8,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0
1998,D,burbd001,R,R,11,10,4,5,1,0,0,0,1,0,0,1,0,0,0,1,0
1998,D,clarm002,R,L,15,15,4,7,0,0,1,0,2,0,0,0,0,0,0,0,0
1998,D,clarm002,R,R,12,10,3,3,0,0,0,0,1,1,0,4,0,0,0,1,0
1998,D,colob001,R,L,9,8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1998,D,colob001,R,R,14,12,5,10,2,0,1,0,1,2,1,2,0,0,0,0,0
1998,D,coned001,R,L,12,10,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0
1998,D,coned001,R,R,8,8,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0
1998,D,corsj001,R,L,9,8,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
1998,D,corsj001,R,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,crabt001,R,L,7,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1998,D,crabt001,R,R,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,ecked001,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,ecked001,R,R,2,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
1998,D,elars001,R,L,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1998,D,elars001,R,R,3,2,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0
1998,D,glavt001,L,L,8,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,glavt001,L,R,16,14,2,2,0,0,0,0,0,1,0,7,0,0,1,0,0
1998,D,goodd001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,goodd001,R,R,3,1,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0
1998,D,gordt001,R,L,11,9,4,5,1,0,0,0,2,2,0,0,0,0,0,0,0
1998,D,gordt001,R,R,5,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
1998,D,hamij002,R,L,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,hamij002,R,R,10,7,1,1,0,0,0,0,0,2,1,2,0,0,1,0,0
1998,D,hampm001,L,L,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,hampm001,L,R,16,13,2,2,0,0,0,0,0,1,0,1,0,0,2,0,0
1998,D,hellr001,R,L,12,12,2,3,1,0,0,0,0,0,0,4,0,0,0,0,0
1998,D,hellr001,R,R,15,14,6,12,0,0,2,0,3,1,0,5,0,0,0,0,0
1998,D,henrd002,R,L,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,henrd002,R,R,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,heref001,L,L,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,D,heref001,L,R,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,D,hitcs001,L,R,21,20,3,4,1,0,0,0,1,0,0,11,1,1,0,0,0
1998,D,hofft001,R,L,5,5,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,hofft001,R,R,8,7,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0
1998,D,jackm001,R,L,9,8,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
1998,D,jackm001,R,R,6,6,1,4,0,0,1,0,2,0,0,0,1,0,0,0,0
1998,D,johnr005,L,L,14,13,1,2,1,0,0,0,0,1,0,5,0,0,0,0,0
1998,D,johnr005,L,R,42,40,11,18,1,0,2,0,3,1,0,12,0,0,0,1,0
1998,D,joned001,R,L,7,6,2,5,0,0,1,0,2,1,0,0,0,0,0,0,0
1998,D,joned001,R,R,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,karcm001,R,L,1,1,1,4,0,0,1,1,4,0,0,0,0,0,0,0,0
1998,D,karcm001,R,R,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,ligtk001,R,L,7,3,1,1,0,0,0,0,2,3,1,1,0,0,0,1,0
1998,D,ligtk001,R,R,8,6,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
