YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2021,D,abrej003,3,14,10,3,3,0,0,0,0,2,2,0,3,1,2,0,0,0
2021,D,abrej003,10,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,D,adamw002,6,17,17,5,6,1,0,0,0,0,0,0,9,0,0,0,0,0
2021,D,adrie001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,albio001,4,17,17,4,6,2,0,0,0,1,0,0,4,0,0,0,0,0
2021,D,altuj001,4,21,16,5,10,2,0,1,0,3,4,0,5,0,1,0,0,0
2021,D,alvay001,7,4,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0
2021,D,alvay001,10,13,9,2,6,1,0,1,0,2,4,0,6,0,0,0,0,0
2021,D,andei001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,andet001,6,19,19,7,7,0,0,0,0,1,0,0,5,0,0,0,0,0
2021,D,arcio002,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,D,arozr001,7,11,7,2,5,0,0,1,0,1,4,0,2,0,0,0,0,0
2021,D,arozr001,9,8,8,3,4,1,0,0,0,2,0,0,2,0,0,0,0,0
2021,D,arroc001,4,17,16,5,6,1,0,0,0,0,0,0,2,0,0,1,0,0
2021,D,barna001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,beatm001,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,beatm001,11,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,D,bellc002,3,12,12,4,5,1,0,0,0,3,0,0,5,0,0,0,0,0
2021,D,bellc002,8,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,D,bettm001,9,22,20,9,12,0,0,1,0,4,1,0,2,0,0,0,1,0
2021,D,bogax001,6,19,18,6,9,0,0,1,0,2,1,0,3,1,0,0,0,0
2021,D,branm003,7,15,14,6,6,0,0,0,0,4,0,0,2,0,0,1,0,0
2021,D,branm003,10,5,5,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
2021,D,brega001,5,18,16,6,7,1,0,0,0,4,2,0,6,0,0,0,0,0
2021,D,bryak001,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,bryak001,7,5,5,4,7,0,0,1,0,2,0,0,0,0,0,0,0,0
2021,D,bryak001,8,8,8,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,D,bryak001,9,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,D,buehw001,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021,D,burnc002,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,cainl001,8,14,13,3,3,0,0,0,0,1,1,0,2,0,0,0,0,0
2021,D,casac001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,castj006,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,choij001,3,6,6,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0
2021,D,choij001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,D,contw002,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,D,corrc001,6,17,13,5,7,2,0,0,0,4,4,0,2,1,0,0,0,0
2021,D,crawb001,6,20,20,5,9,1,0,1,0,2,0,0,4,0,0,0,0,0
2021,D,cruzn002,10,18,17,3,6,0,0,1,0,1,1,0,5,0,0,0,0,0
2021,D,dalbb001,3,6,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2021,D,darnt001,2,15,12,2,2,0,0,0,0,1,3,0,6,1,0,0,0,0
2021,D,dever001,5,20,18,6,12,0,0,2,0,6,2,0,5,0,0,0,0,0
2021,D,diaza003,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
