YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2022,D,acunr001,R,L,4,3,1,2,1,0,0,0,0,1,0,2,0,0,0,0,0
2022,D,acunr001,R,R,13,12,4,4,0,0,0,0,0,0,0,3,0,1,0,0,0
2022,D,altuj001,R,R,17,16,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0
2022,D,alvay001,L,L,2,2,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2022,D,alvay001,L,R,15,13,3,7,1,0,1,0,4,1,1,2,0,1,0,0,0
2022,D,arcio002,R,L,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2022,D,arcio002,R,R,8,7,2,5,0,0,1,0,1,1,0,1,0,0,0,0,0
2022,D,ariag002,R,L,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,ariag002,R,R,7,7,2,3,1,0,0,0,0,0,0,3,1,0,0,0,0
2022,D,badeh001,R,L,2,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
2022,D,badeh001,R,R,16,14,3,9,0,0,2,0,3,1,0,2,0,1,0,0,0
2022,D,barna001,R,L,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bellc002,L,R,7,7,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0
2022,D,bellj005,L,R,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,bellj005,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,bensw001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,bettm001,R,L,5,4,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2022,D,bettm001,R,R,13,10,1,2,1,0,0,0,0,3,0,3,0,0,0,0,0
2022,D,bohma001,R,L,5,4,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0
2022,D,bohma001,R,R,11,11,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0
2022,D,brega001,R,L,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,brega001,R,R,15,14,4,8,1,0,1,0,3,1,0,2,0,0,0,0,0
2022,D,brenw002,L,R,6,6,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0
2022,D,cabro002,L,R,17,17,2,6,1,0,1,0,2,0,0,8,0,0,0,0,0
2022,D,cabro002,R,L,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,carpm002,L,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,castn001,R,L,5,5,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0
2022,D,castn001,R,R,12,11,2,2,0,0,0,0,4,1,0,1,0,0,0,0,0
2022,D,contw002,R,L,4,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
2022,D,contw002,R,R,5,5,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,crawj002,L,L,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,crawj002,L,R,13,12,2,5,0,0,1,0,1,1,0,2,0,0,0,0,0
2022,D,cronj001,L,L,10,10,3,3,0,0,0,0,3,0,0,4,0,0,0,0,0
2022,D,cronj001,L,R,6,6,4,7,0,0,1,0,2,0,0,0,0,0,0,0,0
2022,D,darnt001,R,L,4,4,3,10,1,0,2,0,2,0,0,1,0,0,0,0,0
2022,D,darnt001,R,R,12,12,3,5,2,0,0,0,3,0,0,3,0,0,0,0,0
2022,D,diaza003,R,R,8,7,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0
2022,D,donaj001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,donaj001,R,R,19,15,4,4,0,0,0,0,0,4,0,6,0,0,0,0,0
2022,D,drurb001,R,L,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2022,D,drurb001,R,R,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,frant002,R,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,frant002,R,R,14,13,4,5,1,0,0,0,2,1,0,4,0,0,0,0,0
2022,D,fraza001,L,L,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,fraza001,L,R,13,12,1,1,0,0,0,0,0,1,0,3,1,0,0,0,0
2022,D,freef001,L,L,6,5,1,2,1,0,0,0,0,1,0,2,0,0,0,0,0
2022,D,freef001,L,R,12,9,4,9,2,0,1,0,3,2,1,2,0,1,0,0,0
2022,D,gimea001,L,L,9,9,1,1,0,0,0,0,1,0,0,5,0,0,0,0,0
2022,D,gimea001,L,R,12,11,3,4,1,0,0,0,0,1,0,3,0,0,0,0,0
2022,D,gonzm002,L,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,gonzo001,R,L,8,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,gonzo001,R,R,14,14,3,3,0,0,0,0,3,0,0,5,0,0,0,0,0
2022,D,grist001,L,L,9,8,2,5,0,0,1,0,2,1,0,4,0,0,0,0,0
2022,D,grist001,L,R,6,5,2,2,0,0,0,0,0,1,1,2,0,0,0,0,0
2022,D,grisv001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,grisv001,R,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,grosr001,L,R,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,grosr001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,gurry001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,gurry001,R,R,14,14,6,9,0,0,1,0,1,0,0,0,0,0,0,0,0
2022,D,hanim001,R,L,3,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2022,D,hanim001,R,R,12,10,2,2,0,0,0,0,0,1,0,3,0,1,0,0,0
2022,D,harpb003,L,L,6,5,3,7,1,0,1,0,2,0,0,1,0,0,1,0,0
2022,D,harpb003,L,R,12,11,5,10,2,0,1,0,3,1,1,3,0,0,0,0,0
2022,D,harrm004,L,L,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,harrm004,L,R,7,7,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2022,D,hedga001,R,L,4,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2022,D,hedga001,R,R,8,7,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
2022,D,hensd002,R,R,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,D,hicka001,L,R,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,D,hicka001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,higak001,R,L,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,D,higak001,R,R,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,hoskr001,R,L,4,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,hoskr001,R,R,14,13,3,6,0,0,1,0,4,1,0,5,0,0,0,0,0
2022,D,judga001,R,L,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2022,D,judga001,R,R,20,19,3,6,0,0,1,0,2,1,0,11,0,0,0,0,0
2022,D,kelej001,L,R,12,12,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0
2022,D,kim-h002,R,L,10,10,2,3,1,0,0,0,0,0,0,4,0,0,0,0,0
2022,D,kim-h002,R,R,8,8,1,2,1,0,0,0,1,0,0,3,0,0,0,0,0
2022,D,kinei001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,kinei001,R,R,12,10,3,3,0,0,0,0,0,1,0,1,2,1,0,0,0
2022,D,kwans001,L,L,7,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,kwans001,L,R,15,14,5,9,1,0,1,0,2,1,0,1,0,0,0,0,0
2022,D,locat001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,lux-g001,L,R,13,13,3,4,1,0,0,0,1,0,0,5,1,0,0,0,0
2022,D,machm001,R,L,9,7,3,7,1,0,1,0,2,2,0,1,0,0,0,0,0
2022,D,machm001,R,R,8,7,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0
2022,D,maill001,R,L,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,maill001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,maldm001,R,R,7,7,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
2022,D,manct001,R,R,7,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
2022,D,marsb002,L,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,D,marsb002,L,R,7,5,2,6,1,0,1,0,3,2,0,3,0,0,0,0,0
2022,D,mccoc001,R,R,9,7,2,2,0,0,0,0,0,0,0,2,0,1,1,0,0
2022,D,meyej002,R,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,millo002,R,L,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2022,D,millo002,R,R,4,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2022,D,moord002,R,L,3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2022,D,moord002,R,R,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2022,D,muncm001,L,L,5,5,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
2022,D,muncm001,L,R,11,9,3,6,0,0,1,0,2,2,0,3,0,0,0,0,0
2022,D,myerw001,R,L,8,7,2,5,0,0,1,0,1,1,0,2,0,0,0,0,0
2022,D,myerw001,R,R,8,8,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
2022,D,naylj001,L,L,10,10,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2022,D,naylj001,L,R,12,12,3,7,1,0,1,0,3,0,0,3,0,0,0,0,0
2022,D,nolaa002,R,L,9,6,2,3,1,0,0,0,1,2,0,2,0,0,0,1,0
2022,D,nolaa002,R,R,6,6,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
2022,D,olsom001,L,L,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,D,olsom001,L,R,13,9,3,9,0,0,2,0,5,4,0,4,0,0,0,0,0
2022,D,ozunm001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,D,ozunm001,R,R,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2022,D,penaj004,R,R,17,16,4,8,1,0,1,0,1,1,0,4,0,0,0,0,0
2022,D,profj001,L,R,4,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0
2022,D,profj001,R,L,12,11,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0
2022,D,ralec001,L,R,13,12,1,1,0,0,0,0,1,1,0,5,0,0,0,0,0
