YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1969,L,boswd101,R,L,11,6,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
1969,L,boswd101,R,R,32,29,6,8,2,0,0,0,0,2,1,4,1,0,1,0,0
1969,L,britj101,R,L,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1969,L,britj101,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,chand102,R,L,3,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,L,chand102,R,R,7,7,2,5,0,0,1,0,2,0,0,1,0,0,0,0,0
1969,L,cuelm101,L,L,9,9,3,7,1,0,1,0,2,0,0,3,0,0,0,0,0
1969,L,cuelm101,L,R,18,16,0,0,0,0,0,0,1,1,0,4,1,0,0,1,0
1969,L,doylp101,L,L,3,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1969,L,doylp101,L,R,4,3,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0
1969,L,gentg101,R,L,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,gentg101,R,R,9,8,3,8,2,0,1,0,2,1,0,1,0,0,0,0,0
1969,L,grzej101,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,grzej101,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,halld101,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,halld101,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,L,hallt101,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,hallt101,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,jarvp101,R,L,11,11,5,12,1,0,2,0,4,0,0,2,0,0,0,0,0
1969,L,jarvp101,R,R,10,10,5,10,2,0,1,0,1,0,0,4,0,0,0,0,0
1969,L,koosj001,L,L,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1969,L,koosj001,L,R,21,18,7,12,2,0,1,0,6,3,0,4,1,0,0,0,0
1969,L,lopem101,L,L,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1969,L,lopem101,L,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1969,L,mcgrt001,L,L,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,mcgrt001,L,R,10,9,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1969,L,mcnad102,L,L,14,12,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0
1969,L,mcnad102,L,R,27,24,2,2,0,0,0,0,0,3,0,9,0,0,0,0,0
1969,L,millb106,R,L,4,4,3,4,1,0,0,0,3,0,0,0,1,0,0,0,0
1969,L,millb106,R,R,6,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,neibg101,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,L,neibg101,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,niekp001,R,L,21,18,7,10,1,1,0,0,4,3,1,2,0,0,0,0,0
1969,L,niekp001,R,R,15,14,2,2,0,0,0,0,2,1,0,2,1,0,0,0,0
1969,L,palmj001,R,L,24,23,6,7,1,0,0,0,2,1,0,1,0,0,0,0,0
1969,L,palmj001,R,R,14,13,4,7,1,1,0,0,0,1,1,3,1,0,0,0,0
