YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1983,L,ayalb001,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1983,L,bainh001,9,17,16,2,2,0,0,0,0,0,1,0,3,1,0,0,0,0
1983,L,baked002,7,16,14,5,9,1,0,1,0,1,2,0,0,0,0,0,0,0
1983,L,brocg001,3,9,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1983,L,bumba001,8,8,8,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0
1983,L,carls001,1,6,5,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0
1983,L,cruzj002,4,15,12,4,4,0,0,0,0,0,3,0,4,0,0,0,0,0
1983,L,cruzt001,5,15,15,2,2,0,0,0,0,1,0,0,5,0,0,0,0,0
1983,L,dauer001,4,16,14,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1983,L,dejei001,6,15,12,3,3,0,0,0,0,1,3,2,3,0,0,0,0,0
1983,L,dempr001,2,13,12,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
1983,L,dennj001,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1983,L,diazb001,2,15,13,2,3,1,0,0,0,0,2,0,1,1,0,0,0,0
1983,L,dwyej001,9,4,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
1983,L,dwyej001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,dybzj001,6,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,fimpj001,2,7,7,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
1983,L,fiskc001,2,18,17,3,4,1,0,0,0,0,1,0,3,0,0,0,0,0
1983,L,flets001,6,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1983,L,fordd001,9,4,4,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
1983,L,fordd001,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,grosg001,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,grosg001,8,4,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1983,L,grosg001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,L,guerp001,5,16,12,3,6,1,1,0,0,2,3,0,3,0,1,0,0,0
1983,L,hairj001,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,hairj001,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,L,hairj001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1983,L,hayev001,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,hayev001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,hudsc001,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1983,L,kittr001,7,9,7,2,3,1,0,0,0,0,1,0,2,1,1,0,0,0
1983,L,landk001,8,15,14,2,2,0,0,0,0,1,1,1,3,0,0,0,0,0
1983,L,landr001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1983,L,landt001,9,9,9,2,5,0,0,1,0,1,0,0,2,0,0,0,0,0
1983,L,landt001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,law-r001,8,18,18,7,8,1,0,0,0,0,0,0,1,0,0,0,0,0
1983,L,law-v001,5,12,11,2,2,0,0,0,0,1,1,0,3,0,0,0,0,0
1983,L,lefej001,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1983,L,lefej001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1983,L,lezcs001,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,L,lezcs001,9,13,11,3,6,0,0,1,0,2,1,0,0,1,0,1,0,0
1983,L,lezcs001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1983,L,lowej001,7,7,6,1,2,1,0,0,0,2,1,0,2,0,0,0,0,0
1983,L,luzig001,10,17,15,2,3,1,0,0,0,0,1,0,5,0,1,0,0,0
1983,L,maddg001,8,11,11,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0
1983,L,maldc001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1983,L,marsm001,3,9,9,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0
1983,L,marsm001,9,7,6,1,4,0,0,1,0,2,1,0,2,0,0,0,0,0
1983,L,mattg001,7,16,14,6,15,0,0,3,0,8,2,1,1,0,0,0,0,0
1983,L,moraj001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1983,L,morgj001,4,17,15,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0
1983,L,murre001,3,18,15,4,7,0,0,1,0,3,3,1,3,0,0,0,0,0
1983,L,nolaj001,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1983,L,pacit001,3,11,9,2,2,0,0,0,0,1,1,0,1,0,1,0,0,0
