YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2015,D,albeh001,cecib001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,albeh001,estrm001,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,albeh001,hawkl001,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,D,albeh001,osunr001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,albeh001,pricd001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,albeh001,sanca006,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,D,albeh001,strom001,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2015,D,altuj001,cuetj001,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,altuj001,daviw001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,altuj001,herrk001,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,D,altuj001,hochl001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,altuj001,venty001,5,5,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
2015,D,altuj001,volqe001,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2015,D,altuj001,younc003,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,andeb004,harvm001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,D,andre001,cecib001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,andre001,dickr001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,D,andre001,estrm001,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,andre001,hawkl001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,andre001,lowem002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,andre001,osunr001,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,D,andre001,pricd001,5,5,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
2015,D,andre001,sanca006,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,D,andre001,strom001,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,arrij001,wachm001,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2015,D,baezj001,broxj001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,baezj001,lackj001,1,1,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2015,D,baezj001,siegk001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,baezj001,waina001,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,bautj002,diekj001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,bautj002,dysos001,3,3,1,4,0,0,1,0,3,0,0,1,0,0,0,0,0
2015,D,bautj002,gally001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,bautj002,hamec001,6,6,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,D,bautj002,holld003,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,bautj002,kelak001,2,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
2015,D,bautj002,lewic001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,bautj002,ohler001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,bautj002,perem004,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,D,bautj002,tolls002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
