YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1984,L,balbs001,3,12,11,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0
1984,L,bergd001,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,bevak001,11,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1984,L,bianb001,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,L,boslt001,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1984,L,bowal001,6,16,15,3,4,1,0,0,0,1,1,0,0,1,0,0,0,0
1984,L,bretg001,5,13,13,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1984,L,broot001,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,L,browb001,8,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,L,browb001,11,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1984,L,brusw001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,castm001,5,8,8,2,2,0,0,0,0,2,0,0,3,0,0,0,0,0
1984,L,cey-r001,5,22,19,3,7,1,0,1,0,3,3,0,3,0,0,0,0,0
1984,L,conco001,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,cotth001,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,cotth001,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1984,L,davij001,2,19,18,7,15,2,0,2,0,6,0,0,3,0,0,0,1,0
1984,L,dernb001,8,22,17,4,9,2,0,1,0,1,5,0,4,0,0,0,0,0
1984,L,durhl001,3,21,20,3,9,0,0,2,0,4,1,1,4,1,0,0,0,0
1984,L,ecked001,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,L,evand001,3,10,8,3,4,1,0,0,0,1,1,0,0,0,0,1,0,0
1984,L,evand001,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,flant001,11,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1984,L,garbb001,10,8,8,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0
1984,L,garbb001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,garvs001,3,21,20,8,12,1,0,1,0,7,1,0,2,1,0,0,0,0
1984,L,gibsk001,9,14,12,5,9,1,0,1,0,2,2,0,1,0,0,0,0,0
1984,L,grubj001,10,5,4,1,2,1,0,0,0,2,0,0,0,0,0,1,0,0
1984,L,gwynt001,9,21,19,7,10,3,0,0,0,3,1,1,2,0,0,0,1,0
1984,L,hebnr001,11,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1984,L,hernl001,7,6,5,1,4,0,0,1,0,1,1,0,2,0,0,0,0,0
1984,L,iorgd001,11,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1984,L,jonel001,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,jonel001,11,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,joner002,7,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1984,L,joner002,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,kennt001,2,20,18,4,4,0,0,0,0,1,1,0,3,1,0,0,1,0
1984,L,kuntr001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,lakes001,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,lemoc001,8,13,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1984,L,lollt001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,L,loped001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,martc001,7,19,17,3,3,0,0,0,0,0,2,0,4,1,0,0,0,0
1984,L,mattg001,7,21,15,3,9,0,0,2,0,5,6,1,4,1,0,0,0,0
1984,L,mcrah001,10,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
1984,L,mcrek001,8,14,10,3,6,0,0,1,0,4,3,0,1,0,0,0,1,0
1984,L,morek001,9,20,18,6,8,2,0,0,0,2,1,0,1,0,0,0,1,0
1984,L,motld001,7,13,12,2,2,0,0,0,0,1,1,1,3,0,0,0,0,0
1984,L,nettg001,5,16,14,2,2,0,0,0,0,2,1,0,1,0,0,0,1,0
1984,L,ortaj001,10,10,10,1,3,0,1,0,0,1,0,0,2,0,0,0,0,0
1984,L,parrl001,2,13,12,3,7,1,0,1,0,3,0,0,3,0,0,0,1,0
1984,L,ramim001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,L,salal001,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1984,L,salal001,8,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
