YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1970,R,abert101,empty,149,121,29,39,5,1,1,0,1,26,0,22,0,2,0,0,0
1970,R,abert101,loaded,30,25,3,3,0,0,0,0,11,2,0,7,1,2,0,1,0
1970,R,abert101,menon,216,167,36,44,2,0,2,0,37,29,5,37,5,3,15,2,0
1970,R,abert101,scoring,141,111,25,29,1,0,1,0,35,21,5,25,3,3,4,2,0
1970,R,acose101,empty,5,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1970,R,acose101,loaded,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1970,R,acose101,menon,11,8,2,5,0,0,1,0,4,2,0,1,0,0,0,1,0
1970,R,acose101,scoring,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
1970,R,aguih101,empty,29,24,8,16,3,1,1,0,1,4,0,6,0,0,0,0,1
1970,R,aguih101,menon,35,27,5,11,0,0,2,0,6,5,1,5,2,1,2,0,0
1970,R,aguih101,scoring,23,19,2,5,0,0,1,0,4,3,1,3,1,0,1,0,0
1970,R,akerj102,empty,142,132,28,35,1,0,2,0,2,9,0,21,0,1,0,0,0
1970,R,akerj102,loaded,14,14,5,5,0,0,0,0,8,0,0,1,1,0,0,0,0
1970,R,akerj102,menon,142,120,29,34,2,0,1,0,24,11,5,15,9,3,6,2,0
1970,R,akerj102,scoring,78,68,18,21,0,0,1,0,24,6,5,8,5,0,2,2,0
1970,R,allel101,empty,45,41,11,14,3,0,0,0,0,4,0,7,0,0,0,0,0
1970,R,allel101,loaded,5,5,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1970,R,allel101,menon,57,47,12,12,0,0,0,0,8,7,2,5,5,1,1,1,0
1970,R,allel101,scoring,39,32,5,5,0,0,0,0,8,5,2,4,3,0,1,1,0
1970,R,arlis101,empty,30,26,5,5,0,0,0,0,0,4,0,1,0,0,0,0,0
1970,R,arlis101,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,R,arlis101,menon,26,19,6,6,0,0,0,0,3,4,0,2,0,0,2,1,0
1970,R,arlis101,scoring,15,11,3,3,0,0,0,0,3,3,0,1,0,0,0,1,0
1970,R,arrig101,empty,37,34,11,21,1,0,3,0,3,3,0,9,0,0,0,0,0
1970,R,arrig101,loaded,4,2,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0
1970,R,arrig101,menon,34,26,13,21,3,1,1,0,12,6,1,3,0,0,1,1,0
1970,R,arrig101,scoring,24,19,9,14,2,0,1,0,11,4,1,3,0,0,0,1,0
1970,R,austr101,empty,160,147,42,71,11,0,6,0,6,13,0,27,0,0,0,0,0
1970,R,austr101,loaded,7,6,1,1,0,0,0,0,3,0,0,2,0,0,0,1,0
1970,R,austr101,menon,138,116,32,48,4,0,4,0,27,13,6,26,4,3,5,1,0
1970,R,austr101,scoring,79,60,15,18,3,0,0,0,19,12,6,13,1,2,4,1,0
1970,R,bahns101,empty,570,524,134,208,25,5,13,0,13,45,0,62,0,1,0,0,0
1970,R,bahns101,loaded,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,R,bahns101,menon,407,361,93,140,13,2,10,0,74,30,4,54,21,1,4,11,0
1970,R,bahns101,scoring,212,185,40,55,4,1,3,0,55,15,4,34,4,1,0,11,0
1970,R,baldd101,empty,70,63,12,18,3,0,1,0,1,7,0,13,0,0,0,0,0
1970,R,baldd101,loaded,7,7,1,4,0,0,1,1,4,0,0,2,0,0,0,0,0
1970,R,baldd101,menon,74,59,12,22,1,0,3,1,16,11,6,13,2,0,4,0,0
1970,R,baldd101,scoring,55,46,9,18,0,0,3,1,16,8,6,10,2,0,1,0,0
1970,R,baldj101,empty,31,28,8,11,1,1,0,0,0,3,0,6,0,0,0,0,0
1970,R,baldj101,loaded,3,3,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0
1970,R,baldj101,menon,39,35,16,26,0,2,2,0,18,1,1,6,1,0,1,1,1
1970,R,baldj101,scoring,27,24,11,16,0,1,1,0,15,1,1,5,1,0,0,1,1
1970,R,barbs101,empty,51,37,9,10,1,0,0,0,0,12,0,5,0,2,0,0,0
1970,R,barbs101,loaded,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1970,R,barbs101,menon,73,61,17,23,1,1,1,0,17,6,2,9,1,0,3,3,0
1970,R,barbs101,scoring,41,33,11,14,0,0,1,0,15,4,2,6,0,0,1,3,0
1970,R,barbs102,empty,52,48,14,24,1,0,3,0,3,3,0,9,0,1,0,0,0
1970,R,barbs102,loaded,4,4,2,2,0,0,0,0,4,0,0,0,1,0,0,0,0
1970,R,barbs102,menon,45,35,13,14,1,0,0,0,10,8,3,5,2,0,2,0,0
1970,R,barbs102,scoring,33,27,9,10,1,0,0,0,10,6,3,4,1,0,0,0,0
1970,R,beenf101,empty,15,14,4,8,1,0,1,0,1,1,0,3,0,0,0,0,0
1970,R,beenf101,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,R,beenf101,menon,16,11,4,5,1,0,0,0,2,4,4,1,1,0,1,0,0
1970,R,beenf101,scoring,10,6,2,2,0,0,0,0,2,4,4,0,1,0,0,0,0
1970,R,behnm101,empty,21,17,6,10,1,0,1,0,1,4,0,1,0,0,0,0,0
1970,R,behnm101,loaded,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1970,R,behnm101,menon,31,27,9,11,2,0,0,0,4,4,2,1,1,0,0,0,0
1970,R,behnm101,scoring,19,15,5,6,1,0,0,0,4,4,2,1,0,0,0,0,0
1970,R,belib101,empty,14,13,5,8,1,1,0,0,0,1,0,3,0,0,0,0,0
1970,R,belib101,loaded,3,3,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1970,R,belib101,menon,26,21,5,7,2,0,0,0,7,5,0,3,0,0,0,0,0
1970,R,belib101,scoring,21,18,5,7,2,0,0,0,7,3,0,3,0,0,0,0,0
1970,R,bertf101,empty,66,62,19,24,5,0,0,0,0,4,0,7,0,0,0,0,0
1970,R,bertf101,loaded,6,4,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0
1970,R,bertf101,menon,76,61,17,23,3,0,1,0,15,11,3,7,5,0,3,1,0
1970,R,bertf101,scoring,55,44,11,14,3,0,0,0,13,9,3,5,4,0,1,1,0
1970,R,billj101,empty,439,399,98,130,15,1,5,0,5,36,0,86,0,4,0,0,0
1970,R,billj101,loaded,17,14,5,7,2,0,0,0,15,0,0,4,0,0,1,2,0
1970,R,billj101,menon,379,334,92,127,16,2,5,0,78,27,2,48,13,6,9,3,0
1970,R,billj101,scoring,217,187,51,72,9,0,4,0,71,20,2,28,2,4,3,3,0
1970,R,blass101,empty,487,440,107,156,16,3,9,0,9,44,0,78,0,3,0,0,0
1970,R,blass101,loaded,15,15,4,7,1,1,0,0,8,0,0,3,2,0,0,0,0
1970,R,blass101,menon,337,296,80,116,13,4,5,0,66,29,8,42,25,2,6,4,0
1970,R,blass101,scoring,168,144,42,60,6,3,2,0,57,18,8,19,7,1,1,4,0
1970,R,blasw101,empty,201,191,43,59,6,2,2,0,2,10,0,38,0,0,0,0,0
1970,R,blasw101,loaded,7,6,1,1,0,0,0,0,3,1,0,2,2,0,0,0,0
1970,R,blasw101,menon,119,100,33,46,5,1,2,0,27,13,3,17,10,2,2,2,0
1970,R,blasw101,scoring,71,57,16,23,4,0,1,0,24,10,3,13,3,2,0,2,0
1970,R,bluev001,empty,93,84,11,14,1,1,0,0,0,8,0,22,0,1,0,0,0
1970,R,bluev001,menon,54,48,9,14,3,1,0,0,9,4,0,13,2,0,2,0,0
1970,R,bluev001,scoring,32,31,7,9,2,0,0,0,8,1,0,10,1,0,0,0,0
1970,L,blylb001,empty,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,R,blylb001,empty,414,387,89,140,14,2,11,0,11,26,0,83,0,1,0,0,0
1970,R,blylb001,loaded,11,10,1,4,0,0,1,1,6,0,0,3,0,0,0,1,0
1970,L,blylb001,menon,6,5,1,2,1,0,0,0,2,0,0,2,0,0,0,1,0
