YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2017,D,almoa002,8,6,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,D,almoa002,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,D,altuj001,4,19,15,8,17,0,0,3,0,4,4,2,2,2,0,0,0,0
2017,D,arrij001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,baezj001,4,15,14,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0
2017,D,barna001,2,8,7,3,7,1,0,1,0,3,1,0,2,0,0,0,0,0
2017,D,barna001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,bellc002,3,15,14,3,6,0,0,1,0,2,1,0,6,0,0,0,0,0
2017,D,beltc001,10,6,5,2,3,1,0,0,0,1,1,0,1,0,0,0,0,0
2017,D,benia002,7,17,16,4,7,0,0,1,0,2,1,0,3,1,0,0,0,0
2017,D,bettm001,9,17,16,5,7,2,0,0,0,0,1,0,4,0,0,0,0,0
2017,D,birdg001,3,22,18,4,10,0,0,2,0,3,3,0,7,0,1,0,0,0
2017,D,blang001,11,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,D,bogax001,6,18,17,1,4,0,0,1,0,1,1,0,4,0,0,0,0,0
2017,D,bradj001,8,15,15,3,6,0,0,1,0,5,0,0,6,1,0,0,0,0
2017,D,branm003,10,12,11,1,1,0,0,0,0,0,1,0,4,1,0,0,0,0
2017,D,brega001,5,18,18,4,11,1,0,2,0,2,0,0,3,0,0,0,0,0
2017,D,brucj001,9,21,18,5,12,1,0,2,0,4,2,0,8,0,0,0,1,0
2017,D,bryak001,5,21,20,4,6,2,0,0,0,2,1,0,10,0,0,0,0,0
2017,D,casts001,4,23,22,6,8,2,0,0,0,1,1,0,5,0,0,0,0,0
2017,D,chisl001,7,6,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
2017,D,chisl001,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,D,contw001,2,20,14,3,6,0,0,1,0,1,6,1,3,0,0,0,0,0
2017,D,corrc001,6,19,17,4,11,1,0,2,0,6,2,0,4,1,0,0,0,0
2017,D,darvy001,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,D,descd001,4,7,6,2,6,1,0,1,0,1,1,0,2,0,0,0,0,0
2017,D,descd001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,D,dever001,5,13,10,4,10,0,0,2,0,5,2,0,3,1,0,0,1,0
2017,D,dever001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,difow001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,drurb001,4,4,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2017,D,drurb001,11,1,1,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2017,D,ellsj001,10,7,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
2017,D,encae001,10,9,7,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0
2017,D,ethia001,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,D,farmk001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,forsl001,4,9,8,4,4,0,0,0,0,1,1,1,0,0,0,0,0,0
2017,D,forsl001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,frazt001,5,19,17,4,5,1,0,0,0,1,2,0,5,0,0,0,0,0
2017,D,gardb001,7,24,21,6,7,1,0,0,0,2,1,0,3,2,0,1,1,0
2017,D,gatte001,10,12,10,4,6,2,0,0,0,1,2,0,3,0,0,0,0,0
2017,D,godlz001,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,goldp001,3,12,11,1,4,0,0,1,0,2,1,0,3,1,0,0,0,0
2017,D,gomey001,2,6,5,2,3,1,0,0,0,1,1,1,1,0,0,0,0,0
2017,D,gomey001,11,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017,D,gonze004,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,gonzg003,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,gonzm002,7,17,15,3,4,1,0,0,0,2,0,0,6,0,2,0,0,0
2017,D,granc001,7,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2017,D,granc001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,grany001,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,D,gregd001,6,23,17,4,10,0,0,2,0,3,6,2,3,0,0,0,0,0
2017,D,greiz001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,gurry001,3,18,17,9,12,1,1,0,0,0,1,0,1,0,0,0,0,0
2017,D,happi001,7,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,D,happi001,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,D,harpb003,9,23,19,4,8,1,0,1,0,3,3,1,6,0,0,0,1,0
2017,D,headc001,10,13,12,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
2017,D,hendk001,1,4,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
2017,D,herne001,7,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,D,herne001,11,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,heywj001,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,heywj001,9,12,9,2,2,0,0,0,0,0,2,1,3,0,1,0,0,0
2017,D,hicka001,8,20,19,6,10,1,0,1,0,4,1,0,6,1,0,0,0,0
2017,D,hillr001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,iannc001,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,D,iannc001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,jacka001,7,14,13,3,3,0,0,0,0,0,1,0,5,1,0,0,0,0
2017,D,jacka001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,jansk001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,D,jay-j001,7,5,3,1,2,1,0,0,0,1,0,0,1,0,1,1,0,0
2017,D,jay-j001,8,8,6,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0
2017,D,jay-j001,11,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,D,judga001,9,24,20,1,2,1,0,0,0,2,4,0,16,0,0,0,0,0
2017,D,kendh001,11,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
