YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2005,D,arrob001,R,L,5,4,2,5,0,0,1,0,2,1,0,0,0,0,0,0,0
2005,D,arrob001,R,R,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2005,D,astap001,R,L,9,6,1,2,1,0,0,0,0,2,0,3,0,0,1,0,0
2005,D,astap001,R,R,11,9,2,2,0,0,0,0,4,1,0,1,1,0,1,0,0
2005,D,backb001,R,L,14,11,3,7,1,0,1,1,4,3,0,3,0,0,0,0,0
2005,D,backb001,R,R,11,9,3,4,1,0,0,0,1,0,0,0,0,1,0,1,0
2005,D,bradc001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,bradc001,R,R,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,D,browj003,R,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,browj003,R,R,14,9,0,0,0,0,0,0,1,3,0,2,2,0,1,1,0
2005,D,buehm001,L,L,14,14,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0
2005,D,buehm001,L,R,16,15,5,6,1,0,0,0,3,1,1,1,0,0,0,0,0
2005,D,byrdp001,R,L,11,11,5,8,0,0,1,0,2,0,0,0,0,0,0,0,0
2005,D,byrdp001,R,R,9,7,2,3,1,0,0,0,1,2,0,2,0,0,0,0,0
2005,D,carpc002,R,L,11,9,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0
2005,D,carpc002,R,R,11,10,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0
2005,D,chacs001,R,L,12,11,1,2,1,0,0,0,1,0,0,2,0,0,1,0,0
2005,D,chacs001,R,R,11,10,3,4,1,0,0,0,1,1,0,3,0,0,0,0,0
2005,D,clemm001,R,L,6,5,4,8,1,0,1,0,3,0,0,0,0,1,0,0,0
