YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1998,D,alexm001,6,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,alexm001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,alicl001,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,aloms001,2,14,13,3,6,3,0,0,0,2,1,0,4,3,0,0,0,0
1998,D,aloum001,7,16,16,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0
1998,D,ariag001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,ashba002,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,ausmb001,2,10,9,2,2,0,0,0,0,0,0,0,4,0,0,1,0,0
1998,D,bagwj001,3,16,14,2,2,0,0,0,0,4,1,0,6,0,1,0,0,0
1998,D,bautd001,7,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,belld001,9,16,16,2,5,0,0,1,0,1,0,0,7,1,0,0,0,0
1998,D,benjm001,4,13,11,1,1,0,0,0,0,0,1,0,3,0,0,1,0,0
1998,D,berrs001,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,biggc001,4,17,11,2,3,1,0,0,0,1,4,1,4,0,2,0,0,0
1998,D,blauj001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,bragd001,9,12,12,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0
1998,D,bross001,5,10,10,4,7,0,0,1,0,3,0,0,3,0,0,0,0,0
1998,D,browb003,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,browk001,1,5,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
1998,D,bufod001,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,D,camik001,5,15,14,2,2,0,0,0,0,0,1,1,3,1,0,0,0,0
1998,D,clard001,11,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1998,D,clarm002,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,clarw001,3,12,11,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1998,D,clayr001,6,9,9,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0
1998,D,colbg001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,coraj001,4,12,9,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
1998,D,coraj001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,cummm001,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,curtc001,7,4,3,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0
1998,D,davic001,10,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,euset001,2,4,3,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0
1998,D,everc001,8,12,12,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0
1998,D,everc001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,finls001,8,11,10,1,2,1,0,0,0,1,1,0,4,0,0,0,0,0
1998,D,frymt001,5,16,13,2,3,1,0,0,0,0,3,0,4,0,0,0,0,0
1998,D,gaetg001,5,12,11,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0
1998,D,galaa001,3,13,12,3,3,0,0,0,0,0,1,0,3,0,0,0,0,0
1998,D,garcn001,6,18,15,5,15,1,0,3,0,11,1,1,0,1,0,0,2,0
1998,D,gileb002,7,8,6,1,2,1,0,0,0,0,1,0,3,0,1,0,0,0
1998,D,gileb002,10,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,giraj001,2,7,7,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,glavt001,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,D,gomec001,6,15,11,3,3,0,0,0,0,0,4,0,1,0,0,0,0,0
1998,D,gonzj002,9,12,12,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
1998,D,goodt001,8,5,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1998,D,gracm001,3,12,12,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1998,D,graft001,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,D,greer001,7,12,11,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1998,D,guilo001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,gutir001,6,14,10,3,3,0,0,0,0,0,3,1,7,0,1,0,0,0
1998,D,gwynt001,9,15,15,3,5,2,0,0,0,2,0,0,2,0,0,0,0,0
1998,D,hampm001,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,hatts001,2,12,9,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0
1998,D,hernc001,2,13,12,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,D,hernj001,6,7,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,hidar001,8,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,hillg001,7,4,3,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1998,D,hitcs001,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,houst001,2,6,6,1,4,0,0,1,0,1,0,0,3,0,0,0,0,0
1998,D,incap001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,jeted001,6,12,9,1,1,0,0,0,0,0,2,0,2,0,0,1,0,0
1998,D,johnl001,8,12,12,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,johnr005,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1998,D,jonea002,8,13,9,0,0,0,0,0,0,1,3,1,2,0,0,0,1,0
1998,D,jonec004,5,14,10,2,2,0,0,0,0,1,4,0,3,0,0,0,0,0
1998,D,joynw001,3,7,6,1,4,0,0,1,0,2,1,0,2,0,0,0,0,0
1998,D,justd001,7,8,8,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0
1998,D,justd001,10,9,8,3,8,2,0,1,0,4,0,0,1,0,0,0,1,0
1998,D,kellb002,8,7,7,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
