YEAR,PHASE,RESP_PIT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1997,R,acevj001,empty,99,86,29,47,6,0,4,0,4,12,0,17,0,1,0,0,0
1997,R,acevj001,loaded,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0
1997,R,acevj001,menon,116,96,23,36,7,0,2,0,22,10,2,16,3,3,2,5,0
1997,R,acevj001,scoring,69,54,12,17,2,0,1,0,17,7,2,11,1,3,0,5,0
1997,R,acrem001,empty,32,29,9,12,3,0,0,0,0,3,0,5,0,0,0,0,0
1997,R,acrem001,loaded,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1997,R,acrem001,menon,43,37,12,18,3,0,1,0,9,5,0,7,1,0,0,1,0
1997,R,acrem001,scoring,26,22,4,5,1,0,0,0,7,3,0,6,0,0,0,1,0
1997,R,adamj001,empty,181,171,52,89,7,0,10,0,10,9,0,37,0,1,0,0,0
1997,R,adamj001,loaded,6,4,2,5,0,0,1,1,8,0,0,0,1,1,0,1,0
1997,R,adamj001,menon,143,123,26,42,7,0,3,1,29,10,0,19,7,4,4,2,0
1997,R,adamj001,scoring,76,66,16,26,4,0,2,1,25,6,0,6,2,1,1,2,0
1997,R,adamt001,empty,152,134,42,52,8,1,0,0,0,18,0,27,0,0,0,0,0
1997,R,adamt001,loaded,16,16,2,2,0,0,0,0,6,0,0,3,0,0,0,0,0
1997,R,adamt001,menon,189,163,49,65,7,0,3,0,39,22,6,37,9,1,1,2,0
1997,R,adamt001,scoring,118,97,26,36,4,0,2,0,35,17,6,22,4,1,1,2,0
1997,R,adamw001,empty,141,122,32,52,12,1,2,0,2,18,0,19,0,1,0,0,0
1997,R,adamw001,loaded,5,4,2,6,1,0,1,1,7,0,0,1,0,0,0,1,0
1997,R,adamw001,menon,141,116,41,76,10,2,7,1,47,14,2,18,2,3,3,5,0
1997,R,adamw001,scoring,95,78,24,44,7,2,3,1,39,11,2,12,0,0,1,5,0
1997,R,aguir001,empty,154,146,38,61,4,2,5,0,5,7,0,34,0,1,0,0,0
1997,R,aguir001,loaded,9,3,1,1,0,0,0,0,8,3,0,2,0,1,0,2,0
1997,R,aguir001,menon,131,107,27,45,6,0,4,0,32,15,3,34,5,1,5,3,0
1997,R,aguir001,scoring,78,61,14,27,1,0,4,0,29,11,3,20,0,1,2,3,0
1997,R,albej001,empty,65,55,16,25,6,0,1,0,1,10,0,5,0,0,0,0,0
1997,R,albej001,loaded,4,3,1,1,0,0,0,0,5,0,0,0,0,0,0,1,0
1997,R,albej001,menon,78,67,21,34,4,0,3,0,26,7,1,6,2,1,2,1,0
1997,R,albej001,scoring,53,45,15,27,3,0,3,0,26,5,1,3,2,1,1,1,0
1997,R,aldrs001,empty,201,183,59,99,16,0,8,0,8,16,0,21,0,2,0,0,0
1997,R,aldrs001,loaded,4,2,2,2,0,0,0,0,6,1,0,0,0,0,0,1,0
1997,R,aldrs001,menon,149,133,43,87,8,0,12,0,55,12,2,12,12,1,2,1,0
1997,R,aldrs001,scoring,81,71,24,53,2,0,9,0,45,8,2,7,2,0,1,1,0
1997,R,alfoa001,empty,55,51,18,33,6,0,3,0,3,3,0,9,0,1,0,0,0
1997,W,alfoa001,empty,12,11,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0
1997,R,alfoa001,loaded,8,7,1,1,0,0,0,0,3,1,0,1,0,0,0,0,0
1997,W,alfoa001,loaded,4,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
1997,R,alfoa001,menon,68,60,18,25,3,2,0,0,14,7,3,10,1,0,1,0,0
1997,W,alfoa001,menon,13,13,3,3,0,0,0,0,1,0,0,3,1,0,0,0,0
1997,R,alfoa001,scoring,42,37,11,16,1,2,0,0,14,5,3,8,1,0,0,0,0
1997,W,alfoa001,scoring,6,6,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0
1997,R,almac001,empty,11,10,1,4,0,0,1,0,1,1,0,4,0,0,0,0,0
1997,R,almac001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,D,alvaw001,empty,17,14,2,3,1,0,0,0,0,3,0,3,0,0,0,0,0
1997,R,alvaw001,empty,491,434,101,139,15,1,7,0,7,53,0,108,0,4,0,0,0
1997,D,alvaw001,loaded,1,1,1,4,0,0,1,1,4,0,0,0,0,0,0,0,0
1997,R,alvaw001,loaded,16,13,5,16,0,1,3,3,19,0,0,5,0,0,0,3,0
1997,D,alvaw001,menon,10,9,4,7,0,0,1,1,4,1,0,1,1,0,0,0,0
1997,R,alvaw001,menon,405,351,79,129,15,1,11,3,79,38,4,71,15,0,10,6,0
1997,D,alvaw001,scoring,5,4,1,4,0,0,1,1,4,1,0,1,1,0,0,0,0
1997,R,alvaw001,scoring,194,157,42,72,7,1,7,3,69,25,4,29,2,0,6,6,0
1997,L,andeb002,empty,16,14,1,1,0,0,0,0,0,2,0,5,0,0,0,0,0
1997,R,andeb002,empty,121,113,31,44,2,1,3,0,3,8,0,17,0,0,0,0,0
1997,W,andeb002,empty,11,11,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1997,R,andeb002,loaded,5,4,2,2,0,0,0,0,5,0,0,0,1,0,0,1,0
1997,L,andeb002,menon,8,7,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
1997,R,andeb002,menon,78,70,24,37,1,0,4,0,25,3,0,5,4,0,0,5,0
1997,W,andeb002,menon,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,L,andeb002,scoring,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1997,R,andeb002,scoring,43,38,14,20,0,0,2,0,20,0,0,2,2,0,0,5,0
1997,R,andul001,empty,111,101,39,60,13,1,2,0,2,10,0,13,0,0,0,0,0
1997,R,andul001,loaded,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
1997,R,andul001,menon,133,115,37,66,8,0,7,0,41,11,1,15,5,0,3,4,0
1997,R,andul001,scoring,85,75,24,42,6,0,4,0,35,4,1,8,2,0,2,4,0
1997,R,appik001,empty,582,540,131,218,31,1,18,0,18,40,0,117,0,2,0,0,0
1997,R,appik001,loaded,14,13,0,0,0,0,0,0,3,1,0,6,1,0,0,0,0
1997,R,appik001,menon,390,346,84,117,15,0,6,0,69,34,2,79,19,2,4,4,0
1997,R,appik001,scoring,218,192,46,66,8,0,4,0,63,20,2,50,5,0,2,4,0
1997,R,arocr001,empty,27,25,7,8,1,0,0,0,0,2,0,3,0,0,0,0,0
1997,R,arocr001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,R,arocr001,menon,27,21,10,18,2,0,2,0,12,3,2,4,0,1,1,1,0
1997,R,arocr001,scoring,21,16,7,14,1,0,2,0,11,3,2,2,0,0,1,1,0
1997,R,ashba002,empty,483,455,121,168,19,2,8,0,8,26,0,93,0,2,0,0,0
1997,R,ashba002,loaded,13,12,4,5,1,0,0,0,13,1,0,1,1,0,0,0,0
1997,R,ashba002,menon,368,323,86,129,14,1,9,0,86,23,2,51,11,3,13,6,0
1997,R,ashba002,scoring,223,192,47,67,9,1,3,0,72,17,2,32,5,3,5,6,0
1997,D,assep001,empty,6,3,2,5,0,0,1,0,1,2,0,0,0,1,0,0,0
1997,L,assep001,empty,6,5,2,6,1,0,1,0,1,1,0,2,0,0,0,0,0
1997,R,assep001,empty,98,93,24,36,3,0,3,0,3,4,0,24,0,1,0,0,0
1997,W,assep001,empty,8,8,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0
1997,R,assep001,loaded,10,10,1,2,1,0,0,0,3,0,0,2,0,0,0,0,0
1997,W,assep001,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,D,assep001,menon,8,8,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1997,L,assep001,menon,6,6,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0
1997,R,assep001,menon,107,93,19,28,3,0,2,0,19,11,5,29,0,0,1,2,0
1997,W,assep001,menon,9,9,3,4,1,0,0,0,0,0,0,2,0,0,0,0,0
1997,D,assep001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,L,assep001,scoring,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,R,assep001,scoring,70,59,10,13,3,0,0,0,15,9,5,17,0,0,0,2,0
1997,W,assep001,scoring,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,R,astap001,empty,500,462,119,192,20,4,15,0,15,33,0,106,0,5,0,0,0
1997,R,astap001,loaded,13,11,1,2,1,0,0,0,7,1,0,2,0,0,0,1,0
1997,R,astap001,menon,362,314,81,131,17,3,9,0,76,28,0,60,18,4,9,7,0
1997,R,astap001,scoring,216,182,40,61,10,1,3,0,59,21,0,40,6,3,3,7,0
1997,R,avers001,empty,238,208,61,100,11,2,8,0,8,28,0,27,0,2,0,0,0
1997,R,avers001,loaded,14,12,2,6,1,0,1,1,8,2,0,2,1,0,0,0,0
1997,R,avers001,menon,215,189,66,104,13,2,7,1,61,21,0,24,14,0,1,4,0
1997,R,avers001,scoring,122,103,38,61,7,2,4,1,55,14,0,16,4,0,1,4,0
