YEAR,PHASE,RESP_BAT_ID,RESP_PIT_ID,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2024,D,acunl001,bankt001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,acunl001,estec001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alonp001,alvaj004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,D,alonp001,bankt001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,alonp001,hoffj003,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alonp001,kerko001,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2024,D,alonp001,nolaa001,3,2,1,4,0,0,1,0,1,1,0,1,0,0,0,0,0
2024,D,alonp001,ruizj001,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2024,D,alonp001,sancc002,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alonp001,stram001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,D,alonp001,suarr001,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,D,alonp001,wheez001,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2024,D,alvaf001,alvaj004,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alvaf001,estec001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alvaf001,hoffj003,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,alvaf001,nolaa001,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alvaf001,ruizj001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,alvaf001,sancc002,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alvaf001,stram001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,alvaf001,suarr001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,alvaf001,wheez001,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,D,arral001,banda001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,arral001,brasr001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,arral001,buehw001,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024,D,arral001,flahj002,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,D,arral001,henre001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
