YEAR,PHASE,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1976,L,birdd101,R,L,10,10,3,4,1,0,0,0,0,0,0,1,1,0,0,0,0
1976,L,birdd101,R,R,6,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1976,L,borbp101,R,L,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,L,borbp101,R,R,11,10,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0
1976,L,carls001,L,L,11,8,1,3,0,1,0,0,0,3,0,2,0,0,0,0,0
1976,L,carls001,L,R,23,20,7,15,3,1,1,0,3,2,0,4,0,0,0,1,0
1976,L,eastr101,R,L,8,7,4,8,2,1,0,0,3,1,1,0,0,0,0,0,0
1976,L,eastr101,R,R,11,9,3,4,1,0,0,0,2,1,0,1,0,0,0,1,0
1976,L,ellid101,R,L,10,10,4,5,1,0,0,0,2,0,0,3,2,0,0,0,0
1976,L,ellid101,R,R,19,15,2,2,0,0,0,0,1,2,0,2,0,1,0,1,0
1976,L,figue101,R,L,21,20,7,14,2,1,1,0,6,0,0,1,0,0,0,1,0
1976,L,figue101,R,R,31,29,7,7,0,0,0,0,1,2,0,4,1,0,0,0,0
1976,L,garbg001,R,L,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1976,L,garbg001,R,R,4,4,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
1976,L,gulld101,L,L,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1976,L,gulld101,L,R,23,19,2,3,1,0,0,0,1,3,0,3,0,0,0,1,0
1976,L,gural001,L,L,17,17,6,11,0,1,1,0,3,0,0,3,0,0,0,0,0
1976,L,gural001,L,R,33,32,12,15,3,0,0,0,2,1,0,1,1,0,0,0,0
1976,L,hallt101,L,L,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1976,L,hassa001,L,L,16,12,5,9,1,0,1,0,2,3,0,2,0,0,1,0,0
1976,L,hassa001,L,R,18,14,3,5,2,0,0,0,1,3,0,2,0,0,1,0,0
1976,L,huntj101,R,L,19,18,4,6,0,1,0,0,2,1,0,0,0,0,0,0,0
1976,L,huntj101,R,R,26,26,6,10,2,1,0,0,3,0,0,5,0,0,0,0,0
1976,L,jackg101,L,L,7,6,1,4,0,0,1,0,3,1,0,2,0,0,0,0,0
1976,L,jackg101,L,R,8,8,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0
1976,L,kaatj101,L,L,8,7,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1976,L,kaatj101,L,R,13,12,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1976,L,leond001,R,L,11,9,7,11,2,1,0,0,3,2,0,0,0,0,0,0,0
1976,L,leond001,R,R,5,5,2,3,1,0,0,0,1,0,0,0,2,0,0,0,0
1976,L,littm101,R,L,9,9,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0
1976,L,littm101,R,R,10,9,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0
1976,L,lonbj101,R,L,11,10,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0
1976,L,lonbj101,R,R,9,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1976,L,lyles101,L,L,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,L,lyles101,L,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,L,mcgrt001,L,L,4,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1976,L,mcgrt001,L,R,8,8,3,5,2,0,0,0,3,0,0,4,0,0,0,0,0
1976,L,mings101,L,L,5,5,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0
1976,L,mings101,L,R,9,9,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0
1976,L,nolag101,R,L,7,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,L,nolag101,R,R,17,16,4,6,2,0,0,0,1,1,0,1,1,0,0,0,0
1976,L,pattm101,R,L,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1976,L,pattm101,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,L,reedr001,R,L,9,8,3,5,0,1,0,0,2,1,1,1,0,0,0,0,0
1976,L,reedr001,R,R,12,9,3,9,0,0,2,0,5,1,0,1,0,0,0,2,0
1976,L,sarmm101,R,L,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1976,L,sarmm101,R,R,4,4,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0
1976,L,splip001,L,L,23,22,5,6,1,0,0,0,2,0,0,2,0,0,0,1,0
1976,L,splip001,L,R,17,12,2,3,1,0,0,0,1,5,0,0,0,0,0,0,0
1976,L,tidrd001,R,L,8,5,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
1976,L,tidrd001,R,R,25,22,6,8,0,1,0,0,4,2,0,0,0,0,0,1,0
1976,L,undet001,L,L,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1976,L,undet001,L,R,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1976,L,zachp001,R,L,4,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0
1976,L,zachp001,R,R,19,16,4,7,0,0,1,0,2,1,0,3,1,0,2,0,0
1976,R,abbog001,R,L,130,118,43,55,7,1,1,0,11,8,0,11,0,1,3,0,0
1976,R,abbog001,R,R,153,143,44,64,5,0,5,0,20,8,0,16,0,0,0,2,0
1976,R,albuv101,L,L,93,87,23,34,7,2,0,0,14,3,0,11,1,2,1,0,0
1976,R,albuv101,L,R,129,102,28,37,9,0,0,0,15,21,3,12,1,0,1,5,0
1976,R,alcas101,R,L,247,205,58,87,8,3,5,0,28,38,3,21,3,2,0,2,0
1976,R,alcas101,R,R,336,296,73,115,19,1,7,0,40,29,0,46,4,1,6,4,0
1976,R,alexd001,R,L,342,300,78,111,9,3,6,0,32,29,2,25,4,2,3,7,1
1976,R,alexd001,R,R,470,431,94,133,17,2,6,0,34,34,0,33,13,1,2,2,0
1976,R,anduj001,R,L,303,269,75,98,13,2,2,0,32,29,2,19,6,1,1,2,1
1976,R,anduj001,R,R,426,370,88,115,9,0,6,0,33,46,0,40,9,0,8,2,0
1976,R,apodb101,R,L,155,133,34,46,10,1,0,0,18,15,10,15,4,0,5,1,1
1976,R,apodb101,R,R,209,185,37,55,6,0,4,1,17,14,2,30,3,3,5,2,0
1976,R,atkib101,R,L,10,10,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1976,R,atkib101,R,R,8,7,2,3,1,0,0,0,0,1,1,2,0,0,0,0,0
1976,R,auguj001,L,L,152,135,36,52,4,0,4,1,23,12,0,14,3,2,2,1,0
1976,R,auguj001,L,R,564,505,131,171,19,3,5,0,45,44,4,45,19,2,7,6,0
1976,R,austr101,L,L,14,12,5,8,0,0,1,0,3,0,0,2,1,1,0,1,0
1976,R,austr101,L,R,12,11,5,5,0,0,0,0,2,0,0,1,0,0,0,1,0
1976,R,autra101,R,L,3,3,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0
1976,R,autra101,R,R,18,15,2,5,0,0,1,0,2,3,0,3,0,0,0,0,0
1976,R,bacsm101,R,L,96,83,23,32,4,1,1,0,10,11,2,4,3,0,2,0,0
1976,R,bacsm101,R,R,155,131,43,54,5,0,2,0,21,15,2,17,1,2,5,2,0
1976,R,bahns101,R,L,293,265,63,98,16,2,5,0,29,24,2,42,3,0,1,3,0
1976,R,bahns101,R,R,296,269,61,100,11,2,8,0,29,19,1,40,3,2,5,1,0
1976,R,baird001,R,L,14,11,3,3,0,0,0,0,3,3,1,2,0,0,0,0,0
1976,R,baird001,R,R,14,12,1,2,1,0,0,0,1,2,0,2,0,0,0,0,0
1976,R,baldr101,R,L,26,23,4,4,0,0,0,0,1,3,0,3,0,0,0,0,0
1976,R,baldr101,R,R,63,51,10,14,4,0,0,0,7,7,1,6,1,2,0,3,0
1976,R,banee101,L,L,81,66,20,30,5,1,1,0,8,15,0,6,2,0,0,0,0
1976,R,banee101,L,R,278,251,72,106,13,3,5,0,30,24,2,18,6,0,2,1,0
1976,R,barer101,R,L,273,241,73,103,7,1,7,0,37,27,2,33,3,0,3,2,0
1976,R,barer101,R,R,321,295,84,115,9,2,6,1,43,24,4,26,13,0,1,1,0
1976,R,barkl001,R,L,33,28,4,6,0,1,0,0,3,4,0,6,1,0,1,0,0
1976,R,barkl001,R,R,23,19,3,3,0,0,0,0,0,2,0,1,2,2,0,0,0
1976,R,barlm101,R,L,47,38,8,11,3,0,0,0,6,6,1,3,1,0,3,0,0
1976,R,barlm101,R,R,60,47,19,20,1,0,0,0,8,11,0,8,0,0,2,0,0
1976,R,barrf101,R,L,261,234,65,91,9,4,3,0,30,19,2,27,10,1,1,5,1
1976,R,barrf101,R,R,335,299,71,120,11,4,10,0,44,27,1,54,4,3,3,3,0
1976,R,barrj101,R,L,467,423,120,148,23,1,1,0,30,37,5,28,9,0,4,2,1
1976,R,barrj101,R,R,589,554,140,191,21,3,8,0,55,23,2,47,14,2,6,4,0
1976,R,barrs103,L,L,83,63,20,29,3,0,2,0,12,19,0,8,3,0,1,0,0
1976,R,barrs103,L,R,226,197,50,87,7,3,8,0,34,25,1,19,3,0,2,2,0
1976,R,battc101,R,L,14,12,5,9,1,0,1,0,4,2,0,3,1,0,0,0,0
1976,R,battc101,R,R,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1976,R,bearg101,R,L,87,81,22,29,4,0,1,0,4,6,0,17,3,0,0,0,0
1976,R,bearg101,R,R,86,76,21,33,3,0,3,0,10,9,0,15,5,0,0,1,0
