YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2018,D,acunr001,7,17,16,3,7,1,0,1,1,4,1,0,5,0,0,0,0,0
2018,D,adaml001,11,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,D,aguij001,3,12,11,1,4,0,0,1,0,1,1,0,4,1,0,0,0,0
2018,D,albio001,4,15,15,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,alleg002,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,D,alony001,3,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2018,D,altuj001,4,14,14,4,8,1,0,1,0,2,0,0,2,1,0,0,0,0
2018,D,andet002,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,D,andum001,5,10,9,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0
2018,D,arcio002,6,8,8,2,5,0,0,1,0,1,0,0,2,0,0,0,0,0
2018,D,arenn001,5,12,11,2,2,0,0,0,0,1,0,0,5,0,0,0,1,0
2018,D,bellc002,8,15,11,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
2018,D,benia002,7,18,14,4,5,1,0,0,0,3,3,0,3,0,1,0,0,0
2018,D,bettm001,9,19,16,3,4,1,0,0,0,2,3,2,4,0,0,0,0,0
2018,D,blacc001,8,12,12,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2018,D,bogax001,6,19,17,5,8,0,0,1,0,2,1,0,1,0,0,0,1,0
2018,D,bradj001,8,15,12,2,3,1,0,0,0,0,3,0,3,0,0,0,0,0
2018,D,branm003,7,12,10,2,2,0,0,0,0,1,1,0,1,0,0,0,1,0
2018,D,braur002,7,13,13,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0
2018,D,brega001,5,14,9,5,12,1,0,2,0,4,4,1,1,0,1,0,0,0
2018,D,broxk001,9,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2018,D,broxk001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,buehw001,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2018,D,cabrm002,9,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,D,cabrm002,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,D,cainl001,8,14,12,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0
2018,D,camaj001,5,16,15,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0
2018,D,chacj001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,D,corrc001,6,13,10,1,4,0,0,1,0,3,3,0,2,0,0,0,0,0
2018,D,culbc001,6,13,12,2,2,0,0,0,0,0,1,1,4,0,0,0,0,0
2018,D,dahld001,7,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018,D,dahld001,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,D,desmi001,3,12,12,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2018,D,dever001,5,6,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,D,dever001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,diazy001,10,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,donaj001,5,12,11,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0
2018,D,dozib001,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,dozib001,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,D,dudal001,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,encae001,3,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2018,D,encae001,10,8,7,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
2018,D,flahr001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,D,flowt001,2,8,7,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0
2018,D,foltm001,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018,D,freed001,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,D,freed001,11,2,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0
2018,D,freef001,3,17,16,4,7,0,0,1,0,1,1,0,3,0,0,0,0,0
2018,D,gardb001,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2018,D,gardb001,8,10,7,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
2018,D,gatte001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,gomey001,2,9,8,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0
2018,D,gonzc001,9,12,10,1,3,0,1,0,0,0,2,0,5,0,0,0,0,0
2018,D,gonzm002,7,14,13,7,9,2,0,0,0,5,0,0,2,0,1,0,0,0
2018,D,granc001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,grany001,2,16,13,1,4,0,0,1,0,1,3,0,5,0,0,0,0,0
2018,D,gregd001,6,15,14,3,4,1,0,0,0,2,0,0,3,0,0,1,0,0
2018,D,gurry001,3,14,11,2,3,1,0,0,0,0,3,1,3,0,0,0,0,0
2018,D,guyeb001,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,D,hampg001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,D,hecha001,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
