YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1994,R,abbok002,R,L,115,107,28,44,8,1,2,0,7,6,1,22,2,0,1,1,0
1994,R,abbok002,R,R,256,238,58,92,9,2,7,2,26,10,0,76,3,5,2,1,0
1994,R,aldrm001,L,L,19,16,4,4,0,0,0,0,0,3,0,3,0,0,0,0,0
1994,R,aldrm001,L,R,182,162,39,56,5,0,4,0,18,17,1,32,2,0,0,3,0
1994,R,alicl001,L,R,196,166,45,78,8,5,5,0,24,24,3,34,1,3,1,2,0
1994,R,alicl001,R,L,46,39,12,16,4,0,0,0,5,6,1,4,0,0,0,1,0
1994,R,alomr001,L,L,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,alomr001,L,R,327,278,91,130,19,4,4,0,24,39,2,26,11,1,6,3,0
1994,R,alomr001,R,L,124,110,29,47,6,0,4,0,14,12,0,15,3,1,1,0,0
1994,R,aloms001,R,L,83,74,14,15,1,0,0,0,3,9,2,12,2,0,0,0,0
1994,R,aloms001,R,R,237,218,70,128,14,1,14,0,40,16,0,19,5,2,0,1,0
1994,R,aloum001,R,L,115,104,38,61,8,0,5,0,16,11,6,18,2,0,0,0,0
1994,R,aloum001,R,R,356,318,105,189,23,5,17,0,62,31,4,45,5,2,0,5,0
1994,R,amarr001,R,L,117,101,30,48,4,1,4,0,12,12,1,16,0,0,3,1,0
1994,R,amarr001,R,R,145,127,30,38,6,1,0,0,6,12,0,12,3,1,4,1,0
1994,R,amarr002,L,R,18,17,3,6,0,0,1,0,4,1,0,3,0,0,0,0,0
1994,R,amarr002,R,L,7,6,2,6,1,0,1,0,1,1,0,0,0,0,0,0,0
1994,R,andeb001,L,L,149,125,31,43,7,1,1,0,15,15,0,23,2,5,2,2,0
1994,R,andeb001,L,R,376,328,88,147,18,4,11,0,33,42,3,52,5,5,1,0,0
1994,R,andeg001,L,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,andeg001,L,R,12,12,5,5,0,0,0,0,1,0,0,2,0,0,0,0,0
1994,R,andel001,R,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,R,anthe001,L,L,54,49,12,19,5,1,0,0,3,4,1,19,1,0,1,0,0
1994,R,anthe001,L,R,234,213,50,89,9,0,10,0,27,19,3,47,6,0,1,1,0
1994,R,aquil001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,R,aquil001,R,R,6,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,R,ariaa001,R,L,35,30,7,8,1,0,0,0,4,4,0,4,2,0,0,1,0
1994,R,ariaa001,R,R,90,83,20,24,4,0,0,0,11,5,0,15,3,1,1,0,0
1994,R,arocr001,R,L,5,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1994,R,arocr001,R,R,8,5,1,2,1,0,0,0,0,1,0,3,0,0,2,0,0
1994,R,ashba002,R,L,19,14,4,4,0,0,0,0,0,0,0,6,0,0,5,0,0
1994,R,ashba002,R,R,40,35,4,4,0,0,0,0,0,1,0,13,2,0,4,0,0
1994,R,ashlb001,R,L,6,6,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0
1994,R,astap001,R,L,10,9,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0
1994,R,astap001,R,R,41,38,3,3,0,0,0,0,0,0,0,16,0,0,3,0,0
1994,R,ausmb001,R,L,99,86,21,28,4,0,1,0,9,8,6,18,4,1,2,2,0
1994,R,ausmb001,R,R,267,241,61,89,8,1,6,0,15,22,6,45,4,0,4,0,0
1994,R,avers001,L,L,22,19,2,2,0,0,0,0,3,0,0,9,0,0,2,1,0
1994,R,avers001,L,R,36,30,3,5,2,0,0,0,2,1,0,7,0,0,4,1,0
