YEAR,PHASE,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1969,L,aaroh101,9,14,14,5,16,2,0,3,0,7,0,0,1,1,0,0,0,0
1969,L,aarot101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,ageet101,8,16,14,5,12,1,0,2,0,4,2,1,5,0,0,0,0,0
1969,L,allib103,7,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1969,L,alouf101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,asprb101,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,L,belam101,6,15,15,4,9,0,1,1,0,1,0,0,0,0,0,0,0,0
1969,L,blaip101,8,17,15,6,11,2,0,1,0,6,2,0,2,0,0,0,0,0
1969,L,boswd101,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1969,L,boswk101,4,13,12,4,10,0,0,2,0,5,1,0,2,0,0,0,0,0
1969,L,boyec102,5,12,9,1,1,0,0,0,0,3,2,1,3,0,0,0,1,0
1969,L,bufod101,7,17,14,4,5,1,0,0,0,1,3,0,0,0,0,0,0,0
1969,L,cardl101,6,13,13,2,4,0,1,0,0,0,0,0,7,0,0,0,0,0
1969,L,carer001,4,15,14,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0
1969,L,cartr101,7,13,10,3,5,2,0,0,0,0,3,1,1,1,0,0,0,0
1969,L,cepeo101,3,13,11,5,10,2,0,1,0,3,1,1,2,0,1,0,0,0
1969,L,cuelm101,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,L,didib101,2,11,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1969,L,etcha101,2,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1969,L,garrg101,6,11,10,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
1969,L,garrw101,5,15,13,5,10,2,0,1,0,3,2,0,2,0,0,0,0,0
1969,L,gonzt101,8,15,14,5,9,1,0,1,0,2,1,0,4,0,0,0,0,0
