YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1998,D,alexm001,R,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,alexm001,R,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,alicl001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,aloms001,R,L,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1998,D,aloms001,R,R,11,11,3,6,3,0,0,0,2,0,0,4,2,0,0,0,0
1998,D,aloum001,R,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,aloum001,R,R,14,14,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0
1998,D,ariag001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,ashba002,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,ausmb001,R,L,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,ausmb001,R,R,8,7,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0
1998,D,bagwj001,R,L,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,bagwj001,R,R,14,12,1,1,0,0,0,0,3,1,0,5,0,1,0,0,0
1998,D,bautd001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,bautd001,R,R,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,belld001,R,L,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1998,D,belld001,R,R,13,13,2,5,0,0,1,0,1,0,0,5,0,0,0,0,0
1998,D,benjm001,R,L,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1998,D,benjm001,R,R,11,10,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
1998,D,berrs001,R,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,biggc001,R,L,3,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
1998,D,biggc001,R,R,14,9,1,1,0,0,0,0,1,4,1,4,0,1,0,0,0
1998,D,blauj001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,blauj001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,bragd001,L,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,bragd001,L,R,10,10,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0
1998,D,bross001,R,R,10,10,4,7,0,0,1,0,3,0,0,3,0,0,0,0,0
1998,D,browb003,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,browk001,R,L,5,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
1998,D,bufod001,R,R,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,D,camik001,L,R,5,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1998,D,camik001,R,L,10,10,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0
1998,D,clard001,L,R,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1998,D,clarm002,R,R,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,clarw001,L,L,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,clarw001,L,R,6,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1998,D,clayr001,R,L,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1998,D,clayr001,R,R,4,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1998,D,colbg001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,colbg001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,coraj001,L,R,13,10,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
1998,D,cummm001,L,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,curtc001,R,R,4,3,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0
1998,D,davic001,L,R,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,euset001,R,R,4,3,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0
1998,D,everc001,L,R,13,13,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0
1998,D,finls001,L,L,6,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1998,D,finls001,L,R,5,5,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,frymt001,R,L,3,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
1998,D,frymt001,R,R,13,11,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0
1998,D,gaetg001,R,L,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1998,D,gaetg001,R,R,9,8,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1998,D,galaa001,R,R,13,12,3,3,0,0,0,0,0,1,0,3,0,0,0,0,0
1998,D,garcn001,R,R,18,15,5,15,1,0,3,0,11,1,1,0,1,0,0,2,0
1998,D,gileb002,L,L,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,D,gileb002,L,R,11,10,2,3,1,0,0,0,0,0,0,4,0,1,0,0,0
1998,D,giraj001,R,R,7,7,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,glavt001,L,R,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,D,gomec001,R,L,8,6,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0
1998,D,gomec001,R,R,7,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1998,D,gonzj002,R,L,6,6,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,gonzj002,R,R,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,goodt001,L,R,5,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1998,D,gracm001,L,L,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,gracm001,L,R,9,9,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,graft001,R,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,D,greer001,L,L,8,8,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,greer001,L,R,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,D,guilo001,L,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,gutir001,R,L,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,gutir001,R,R,12,8,3,3,0,0,0,0,0,3,1,5,0,1,0,0,0
1998,D,gwynt001,L,L,10,10,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,gwynt001,L,R,5,5,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,hampm001,R,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,hatts001,L,L,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1998,D,hatts001,L,R,10,8,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1998,D,hernc001,R,L,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,hernc001,R,R,7,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,D,hernj001,R,R,7,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,hidar001,R,L,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,hidar001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,hillg001,R,L,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,hillg001,R,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,D,hitcs001,L,L,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,houst001,L,R,6,6,1,4,0,0,1,0,1,0,0,3,0,0,0,0,0
1998,D,incap001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,jeted001,R,R,12,9,1,1,0,0,0,0,0,2,0,2,0,0,1,0,0
1998,D,johnl001,L,L,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1998,D,johnl001,L,R,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,johnr005,R,L,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,johnr005,R,R,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,jonea002,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,jonea002,R,R,12,8,0,0,0,0,0,0,1,3,1,2,0,0,0,1,0
1998,D,jonec004,L,R,11,9,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0
1998,D,jonec004,R,L,3,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0
1998,D,joynw001,L,L,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1998,D,joynw001,L,R,4,4,1,4,0,0,1,0,2,0,0,1,0,0,0,0,0
1998,D,justd001,L,L,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,justd001,L,R,14,13,4,10,3,0,1,0,6,0,0,1,0,0,0,1,0
1998,D,kellb002,R,L,7,7,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,klesr001,L,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,klesr001,L,R,10,10,3,6,0,0,1,1,4,0,0,2,0,0,0,0,0
1998,D,knobc001,R,R,12,11,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0
1998,D,lewid001,R,R,16,14,5,7,2,0,0,0,0,1,0,3,0,1,0,0,0
1998,D,leyrj001,R,L,10,9,3,9,0,0,2,0,4,0,0,2,0,0,0,1,0
1998,D,leyrj001,R,R,1,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0
1998,D,lockk001,L,L,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,D,lockk001,L,R,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,loftk001,L,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,loftk001,L,R,14,13,6,13,1,0,2,0,4,1,0,1,0,0,0,0,0
1998,D,lopej001,R,R,8,7,2,5,0,0,1,0,1,1,0,1,0,0,0,0,0
1998,D,maddg002,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,maddg002,R,R,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
1998,D,marta002,L,R,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,D,martt002,L,R,11,11,3,5,2,0,0,0,0,0,0,2,0,0,0,0,0
1998,D,mclem001,L,R,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1998,D,mclem001,R,L,7,6,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
