YEAR,PHASE,RESP_BAT_ID,RESP_BAT_HAND_CD,RESP_PIT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2002,D,andeg001,L,L,6,6,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0
2002,D,andeg001,L,R,13,12,4,8,1,0,1,0,3,1,0,2,1,0,0,0,0
2002,D,aurir001,R,L,10,9,4,8,1,0,1,0,6,1,0,1,0,0,0,0,0
2002,D,aurir001,R,R,12,12,1,4,0,0,1,0,1,0,0,4,0,0,0,0,0
2002,D,barar001,R,R,4,4,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0
2002,D,batim001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,D,belld002,R,L,9,6,3,3,0,0,0,0,1,3,1,2,0,0,0,0,0
2002,D,belld002,R,R,10,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2002,D,benea001,R,R,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2002,D,blanh001,R,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,D,blanh001,R,R,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2002,D,bondb001,L,L,10,7,1,1,0,0,0,0,1,2,2,0,0,0,0,1,0
2002,D,bondb001,L,R,12,10,4,13,0,0,3,0,3,2,1,1,0,0,0,0,0
2002,D,bragd001,L,R,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,D,byrne001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,D,cairm001,R,R,5,4,4,5,1,0,0,0,3,0,0,0,0,1,0,0,0
2002,D,castv001,R,L,2,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0
2002,D,castv001,R,R,18,17,6,6,0,0,0,0,3,1,0,2,0,0,0,0,0
2002,D,chave001,L,L,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,D,chave001,L,R,17,15,6,9,0,0,1,0,5,2,1,1,0,0,0,0,0
2002,D,colbg001,R,L,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2002,D,colbg001,R,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,D,coomr001,R,L,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,D,cuddm001,R,L,10,8,3,3,0,0,0,0,0,2,1,2,0,0,0,0,0
2002,D,cuddm001,R,R,6,5,2,3,1,0,0,0,1,1,0,1,0,0,0,0,0
2002,D,delld001,L,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,D,delld001,L,R,6,6,2,5,0,0,1,0,2,0,0,0,0,0,0,0,0
2002,D,derom001,R,L,3,3,3,6,1,1,0,0,3,0,0,0,0,0,0,0,0
2002,D,derom001,R,R,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2002,D,donnc001,L,R,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,D,drewj001,L,L,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,D,drewj001,L,R,8,7,1,4,0,0,1,0,1,1,0,2,0,0,0,0,0
2002,D,dunss001,R,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,D,durae001,L,L,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,D,durae001,L,R,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,D,durhr001,L,R,14,12,5,13,2,0,2,0,2,1,0,3,0,1,0,0,0
2002,D,durhr001,R,L,10,9,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0
2002,D,dye-j001,R,L,6,6,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0
2002,D,dye-j001,R,R,15,14,4,8,1,0,1,0,1,1,0,4,0,0,0,0,0
2002,D,ecksd001,R,L,7,6,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0
2002,D,ecksd001,R,R,13,12,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
